context: Alright, I can do it! response:	It's great that you can,
context: Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength!\Here! response:	This is the scarf my dear wife had knit me!
context: Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me! response:	Thank you! Thank you, Komari-chan!
context: That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan! response:	What a beautiful sight!
context: Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight! response:	I'm moved beyond words!
context: Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words! response:	Alright, our job is to go around cleaning the rooms and talking to the residents here!
context: She's really popular!\Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here! response:	Talking?!
context: Komari-kun's idol aura is at full strength!\Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?! response:	Can we really do this?
context: Here!\This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this? response:	I can't think of any shared topics of interest.
context: This is the scarf my dear wife had knit me!\Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this?\I can't think of any shared topics of interest. response:	Nothing to talk about.
context: Thank you! Thank you, Komari-chan!\What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about. response:	Alright!
context: What a beautiful sight!\I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about.\Alright! response:	What do you mean, alright?
context: I'm moved beyond words!\Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about.\Alright!\What do you mean, alright? response:	Optimism magic!
context: Alright, our job is to go around cleaning the rooms and talking to the residents here!\Talking?!\Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about.\Alright!\What do you mean, alright?\Optimism magic! response:	When you're feeling down, you say it out loud and follow it with an alright!
context: Talking?!\Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about.\Alright!\What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright! response:	See, everything negative gets flipped positive!
context: Can we really do this?\I can't think of any shared topics of interest.\Nothing to talk about.\Alright!\What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive! response:	Alright!
context: I can't think of any shared topics of interest.\Nothing to talk about.\Alright!\What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright! response:	Alright!
context: Nothing to talk about.\Alright!\What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright!\Alright! response:	Alright.
context: Alright!\What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright!\Alright!\Alright. response:	Alright...
context: What do you mean, alright?\Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright!\Alright!\Alright.\Alright... response:	Aww yeah!
context: Optimism magic!\When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright!\Alright!\Alright.\Alright...\Aww yeah! response:	Alright.
context: When you're feeling down, you say it out loud and follow it with an alright!\See, everything negative gets flipped positive!\Alright!\Alright!\Alright.\Alright...\Aww yeah!\Alright. response:	That was perfect!
context: See, everything negative gets flipped positive!\Alright!\Alright!\Alright.\Alright...\Aww yeah!\Alright.\That was perfect! response:	Let's get started then!
context: Alright!\Alright!\Alright.\Alright...\Aww yeah!\Alright.\That was perfect!\Let's get started then! response:	Hi!
context: Alright!\Alright.\Alright...\Aww yeah!\Alright.\That was perfect!\Let's get started then!\Hi! response:	Would you like some muscle today?
context: Alright.\Alright...\Aww yeah!\Alright.\That was perfect!\Let's get started then!\Hi!\Would you like some muscle today? response:	I'll take one order of muscle then.
context: Alright...\Aww yeah!\Alright.\That was perfect!\Let's get started then!\Hi!\Would you like some muscle today?\I'll take one order of muscle then. response:	Coming right up.
context: Aww yeah!\Alright.\That was perfect!\Let's get started then!\Hi!\Would you like some muscle today?\I'll take one order of muscle then.\Coming right up. response:	He just went with the flow...
context: Alright.\That was perfect!\Let's get started then!\Hi!\Would you like some muscle today?\I'll take one order of muscle then.\Coming right up.\He just went with the flow... response:	Elderly wisdom is quite something...
context: That was perfect!\Let's get started then!\Hi!\Would you like some muscle today?\I'll take one order of muscle then.\Coming right up.\He just went with the flow...\Elderly wisdom is quite something... response:	Komari-san spreads happy, sunny places wherever she goes.
context: Let's get started then!\Hi!\Would you like some muscle today?\I'll take one order of muscle then.\Coming right up.\He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes. response:	Is Komari-san's brother still around somewhere?
context: Hi!\Would you like some muscle today?\I'll take one order of muscle then.\Coming right up.\He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere? response:	Or is he...
context: Would you like some muscle today?\I'll take one order of muscle then.\Coming right up.\He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he... response:	I didn't want to think about that possibility.
context: I'll take one order of muscle then.\Coming right up.\He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility. response:	I don't ever want to see Komari-san sad.
context: Coming right up.\He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad. response:	What the hell do you want?!
context: He just went with the flow...\Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?! response:	Don't enter without permission!
context: Elderly wisdom is quite something...\Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission! response:	I did knock, sir.
context: Komari-san spreads happy, sunny places wherever she goes.\Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission!\I did knock, sir. response:	This room doesn't need any cleaning!
context: Is Komari-san's brother still around somewhere?\Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning! response:	What?!
context: Or is he...\I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning!\What?! response:	There's stuff all over the floor!
context: I didn't want to think about that possibility.\I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning!\What?!\There's stuff all over the floor! response:	That's none of your business!
context: I don't ever want to see Komari-san sad.\What the hell do you want?!\Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning!\What?!\There's stuff all over the floor!\That's none of your business! response:	Do you have to scream so much?!
context: What the hell do you want?!\Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning!\What?!\There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?! response:	I may be thin and withered, but I am not so senile as to ask something of a kid!
context: Don't enter without permission!\I did knock, sir.\This room doesn't need any cleaning!\What?!\There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid! response:	I'm doing it whether you ask me or not.
context: I did knock, sir.\This room doesn't need any cleaning!\What?!\There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not. response:	I'm telling you I don't need your help.
context: This room doesn't need any cleaning!\What?!\There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help. response:	But it feels better to have a clean room, doesn't it, gramps?
context: What?!\There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps? response:	I'm not gramps, I'm Kojiro!
context: There's stuff all over the floor!\That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro! response:	In that case, Kojiro-san, I'll feel better when your room is clean.
context: That's none of your business!\Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean. response:	What's with that self-centered way of thinking?
context: Do you have to scream so much?!\I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking? response:	I'm borrowing one of my friends' theories.
context: I may be thin and withered, but I am not so senile as to ask something of a kid!\I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories. response:	Feel free to clean, then.
context: I'm doing it whether you ask me or not.\I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then. response:	Just keep it quick.
context: I'm telling you I don't need your help.\But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick. response:	Of course!
context: But it feels better to have a clean room, doesn't it, gramps?\I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick.\Of course! response:	You're a weird kid.
context: I'm not gramps, I'm Kojiro!\In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick.\Of course!\You're a weird kid. response:	Not nearly as weird as you, Kojiro-san.
context: In that case, Kojiro-san, I'll feel better when your room is clean.\What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick.\Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san. response:	Muscles, aww yeah!
context: What's with that self-centered way of thinking?\I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick.\Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah! response:	Muscles, aww yeah!
context: I'm borrowing one of my friends' theories.\Feel free to clean, then.\Just keep it quick.\Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah! response:	Muscles, aww yeah!
context: Feel free to clean, then.\Just keep it quick.\Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah! response:	Muscles, aww yeah!
context: Just keep it quick.\Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah! response:	Flip over the tatami and what do you find?
context: Of course!\You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find? response:	It's Paris!
context: You're a weird kid.\Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris! response:	Beautiful!
context: Not nearly as weird as you, Kojiro-san.\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris!\Beautiful! response:	Komari-chan!
context: Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris!\Beautiful!\Komari-chan! response:	Hmph.
context: Muscles, aww yeah!\Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris!\Beautiful!\Komari-chan!\Hmph. response:	I think that feels a lot better.
context: Muscles, aww yeah!\Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris!\Beautiful!\Komari-chan!\Hmph.\I think that feels a lot better. response:	It'll be back to the way it was soon enough.
context: Muscles, aww yeah!\Flip over the tatami and what do you find?\It's Paris!\Beautiful!\Komari-chan!\Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough. response:	Come back to clean again sometime, kid.
context: Flip over the tatami and what do you find?\It's Paris!\Beautiful!\Komari-chan!\Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid. response:	You can bet I will.
context: It's Paris!\Beautiful!\Komari-chan!\Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will. response:	Huh? Did you just come out of that room?
context: Beautiful!\Komari-chan!\Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room? response:	Yeah.
context: Komari-chan!\Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room?\Yeah. response:	You're amazing!
context: Hmph.\I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room?\Yeah.\You're amazing! response:	I've come here so many times, but I've never been able to meet the grandpa in that room.
context: I think that feels a lot better.\It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room?\Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room. response:	I simply put what you told me into action.
context: It'll be back to the way it was soon enough.\Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room?\Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action. response:	Huh?
context: Come back to clean again sometime, kid.\You can bet I will.\Huh? Did you just come out of that room?\Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh? response:	Alright!
context: You can bet I will.\Huh? Did you just come out of that room?\Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh?\Alright! response:	Hel
context: Huh? Did you just come out of that room?\Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh?\Alright!\Hel response:	Hey!
context: Yeah.\You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh?\Alright!\Hel\Hey! response:	Get the hell outta here!
context: You're amazing!\I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh?\Alright!\Hel\Hey!\Get the hell outta here! response:	What are you doing?
context: I've come here so many times, but I've never been able to meet the grandpa in that room.\I simply put what you told me into action.\Huh?\Alright!\Hel\Hey!\Get the hell outta here!\What are you doing? response:	What did Komari-san ever do to you?
context: I simply put what you told me into action.\Huh?\Alright!\Hel\Hey!\Get the hell outta here!\What are you doing?\What did Komari-san ever do to you? response:	Is something wrong?
context: Huh?\Alright!\Hel\Hey!\Get the hell outta here!\What are you doing?\What did Komari-san ever do to you?\Is something wrong? response:	Komari...
context: Alright!\Hel\Hey!\Get the hell outta here!\What are you doing?\What did Komari-san ever do to you?\Is something wrong?\Komari... response:	Is that the girl's name?
context: Hel\Hey!\Get the hell outta here!\What are you doing?\What did Komari-san ever do to you?\Is something wrong?\Komari...\Is that the girl's name? response:	She's really grown up.
context: Hey!\Get the hell outta here!\What are you doing?\What did Komari-san ever do to you?\Is something wrong?\Komari...\Is that the girl's name?\She's really grown up. response:	Do you know her?
context: Get the hell outta here!\What are you doing?\What did Komari-san ever do to you?\Is something wrong?\Komari...\Is that the girl's name?\She's really grown up.\Do you know her? response:	Don't let her come near me.
context: What are you doing?\What did Komari-san ever do to you?\Is something wrong?\Komari...\Is that the girl's name?\She's really grown up.\Do you know her?\Don't let her come near me. response:	Um...
context: What did Komari-san ever do to you?\Is something wrong?\Komari...\Is that the girl's name?\She's really grown up.\Do you know her?\Don't let her come near me.\Um... response:	I said, don't let her come near me again.
context: Is something wrong?\Komari...\Is that the girl's name?\She's really grown up.\Do you know her?\Don't let her come near me.\Um...\I said, don't let her come near me again. response:	Why not?
context: Komari...\Is that the girl's name?\She's really grown up.\Do you know her?\Don't let her come near me.\Um...\I said, don't let her come near me again.\Why not? response:	Because my name...
context: Is that the girl's name?\She's really grown up.\Do you know her?\Don't let her come near me.\Um...\I said, don't let her come near me again.\Why not?\Because my name... response:	That's why.
context: She's really grown up.\Do you know her?\Don't let her come near me.\Um...\I said, don't let her come near me again.\Why not?\Because my name...\That's why. response:	Kamikita...
context: Do you know her?\Don't let her come near me.\Um...\I said, don't let her come near me again.\Why not?\Because my name...\That's why.\Kamikita... response:	Hey, Riki-kun, let's go see the stars!
context: Don't let her come near me.\Um...\I said, don't let her come near me again.\Why not?\Because my name...\That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars! response:	We're going to the rooftop at night...
context: Um...\I said, don't let her come near me again.\Why not?\Because my name...\That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night... response:	Come on, let's go!
context: I said, don't let her come near me again.\Why not?\Because my name...\That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go! response:	Mission, start!
context: Why not?\Because my name...\That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go!\Mission, start! response:	Inohara Masato
context: Because my name...\That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go!\Mission, start!\Inohara Masato response:	Inohara Masato
context: That's why.\Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go!\Mission, start!\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Kamikita...\Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go!\Mission, start!\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Hey, Riki-kun, let's go see the stars!\We're going to the rooftop at night...\Come on, let's go!\Mission, start!\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: We're going to the rooftop at night...\Come on, let's go!\Mission, start!\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Come on, let's go!\Mission, start!\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Mission, start!\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Inohara Masato
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Inohara Masato\Inohara Masato\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Inohara Masato\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Inohara Masato\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Inohara Masato\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
context: Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya\Kamikita Takuya response:	Kamikita Takuya
