context: Seijoh! response:	One-hand toss!
context: his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice.\Line up!\Thank you very much!\Thank you very much! response:	Great work!
context: In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice.\Line up!\Thank you very much!\Thank you very much!\Great work! response:	That was a great match!
context: it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice.\Line up!\Thank you very much!\Thank you very much!\Great work!\That was a great match! response:	Round up!
context: At that moment, Tobio...\only had one choice.\Line up!\Thank you very much!\Thank you very much!\Great work!\That was a great match!\Round up! response:	When we lost...
context: only had one choice.\Line up!\Thank you very much!\Thank you very much!\Great work!\That was a great match!\Round up!\When we lost... response:	I hated being told we had a great match.
context: Line up!\Thank you very much!\Thank you very much!\Great work!\That was a great match!\Round up!\When we lost...\I hated being told we had a great match. response:	It was like, but we lost.
context: Thank you very much!\Thank you very much!\Great work!\That was a great match!\Round up!\When we lost...\I hated being told we had a great match.\It was like, but we lost. response:	However, being on the side to say that now,
context: Thank you very much!\Great work!\That was a great match!\Round up!\When we lost...\I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now, response:	I guess I don't know what else to say.
context: Great work!\That was a great match!\Round up!\When we lost...\I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say. response:	Um, that last block...
context: That was a great match!\Round up!\When we lost...\I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block... response:	We need to clear out immediately.
context: Round up!\When we lost...\I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately. response:	The next team's warm-up is starting.
context: When we lost...\I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting. response:	We'll start our cool down upstairs or outside.
context: I hated being told we had a great match.\It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside. response:	Seijoh will be going to the quarterfinals after a short break.
context: It was like, but we lost.\However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break. response:	Even if one person is good, you can't win. Don't mind.
context: However, being on the side to say that now,\I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind. response:	Isn't that what you were going to tell them?
context: I guess I don't know what else to say.\Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them? response:	But Karasuno had more than one strong player, didn't they?
context: Um, that last block...\We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they? response:	You're really annoying.
context: We need to clear out immediately.\The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying. response:	How rude!
context: The next team's warm-up is starting.\We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude! response:	The end of that second set...
context: We'll start our cool down upstairs or outside.\Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude!\The end of that second set... response:	When he was able to read my toss to you,
context: Seijoh will be going to the quarterfinals after a short break.\Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude!\The end of that second set...\When he was able to read my toss to you, response:	I could tell that Tobio was trying to go
context: Even if one person is good, you can't win. Don't mind.\Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude!\The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go response:	from being a dictator to a decent king.
context: Isn't that what you were going to tell them?\But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude!\The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king. response:	Even if Tobio had stayed a dictator,
context: But Karasuno had more than one strong player, didn't they?\You're really annoying.\How rude!\The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator, response:	he might have still tossed to the shrimp in the end.
context: You're really annoying.\How rude!\The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end. response:	I only thought it was a possibility,
context: How rude!\The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility, response:	and there was no guarantee he was going to do it.
context: The end of that second set...\When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it. response:	He was reading my attacks, but this time,
context: When he was able to read my toss to you,\I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time, response:	he ended up having his attack being read by me.
context: I could tell that Tobio was trying to go\from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me. response:	So Kageyama has finally started trusting other people...
context: from being a dictator to a decent king.\Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people... response:	Really...
context: Even if Tobio had stayed a dictator,\he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really... response:	Nothing could be more troublesome.
context: he might have still tossed to the shrimp in the end.\I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome. response:	The meeting's starting.
context: I only thought it was a possibility,\and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome.\The meeting's starting. response:	Sorry.
context: and there was no guarantee he was going to do it.\He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome.\The meeting's starting.\Sorry. response:	They totally read me in the end.
context: He was reading my attacks, but this time,\he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome.\The meeting's starting.\Sorry.\They totally read me in the end. response:	Don't apologize!
context: he ended up having his attack being read by me.\So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome.\The meeting's starting.\Sorry.\They totally read me in the end.\Don't apologize! response:	Don't... Don't make it sound like tossing to me was a mistake!
context: So Kageyama has finally started trusting other people...\Really...\Nothing could be more troublesome.\The meeting's starting.\Sorry.\They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake! response:	The meeting's about to start.
context: Really...\Nothing could be more troublesome.\The meeting's starting.\Sorry.\They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start. response:	Both of you were amazing today.
context: Nothing could be more troublesome.\The meeting's starting.\Sorry.\They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today. response:	But we lost...
context: The meeting's starting.\Sorry.\They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today.\But we lost... response:	Indeed, we lost.
context: Sorry.\They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today.\But we lost...\Indeed, we lost. response:	But it was a worthwhile match, wasn't it?
context: They totally read me in the end.\Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today.\But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it? response:	Does losing prove that you're weak?
context: Don't apologize!\Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today.\But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak? response:	Isn't losing difficult for all of you?
context: Don't... Don't make it sound like tossing to me was a mistake!\The meeting's about to start.\Both of you were amazing today.\But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you? response:	A challenge where, after ending up on your hands and knees,
context: The meeting's about to start.\Both of you were amazing today.\But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees, response:	you must see if you can stand-up again?
context: Both of you were amazing today.\But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again? response:	If you stay on your hands and knees,
context: But we lost...\Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees, response:	that proves that you are weak.
context: Indeed, we lost.\But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak. response:	Senseki Aoba Johsai
context: But it was a worthwhile match, wasn't it?\Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai response:	All right, let's go get some food.
context: Does losing prove that you're weak?\Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food. response:	Of course, I'm paying.
context: Isn't losing difficult for all of you?\A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying. response:	Eh? Food? But...
context: A challenge where, after ending up on your hands and knees,\you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But... response:	Just shut up and eat.
context: you must see if you can stand-up again?\If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But...\Just shut up and eat. response:	Closed
context: If you stay on your hands and knees,\that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But...\Just shut up and eat.\Closed response:	Izakaya Osuwari
context: that proves that you are weak.\Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But...\Just shut up and eat.\Closed\Izakaya Osuwari response:	Sorry, Ma'am, for coming in right before you open up.
context: Senseki Aoba Johsai\All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But...\Just shut up and eat.\Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up. response:	Don't worry. This used to happen all the time.
context: All right, let's go get some food.\Of course, I'm paying.\Eh? Food? But...\Just shut up and eat.\Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time. response:	Running, jumping, and anything else
context: Of course, I'm paying.\Eh? Food? But...\Just shut up and eat.\Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else response:	that stresses your muscles will cause the fibers to tear.
context: Eh? Food? But...\Just shut up and eat.\Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear. response:	Right after a match, like now, your muscle are at their limits,
context: Just shut up and eat.\Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits, response:	so you've got to repair them by eating.
context: Closed\Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating. response:	That's how you build muscle,
context: Izakaya Osuwari\Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle, response:	and become stronger.
context: Sorry, Ma'am, for coming in right before you open up.\Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle,\and become stronger. response:	So eat. Eat a proper meal.
context: Don't worry. This used to happen all the time.\Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle,\and become stronger.\So eat. Eat a proper meal. response:	Th-Thank you for the food.
context: Running, jumping, and anything else\that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle,\and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food. response:	Thank you for the food.
context: that stresses your muscles will cause the fibers to tear.\Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle,\and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food. response:	Thank you for the food.
context: Right after a match, like now, your muscle are at their limits,\so you've got to repair them by eating.\That's how you build muscle,\and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food.\Thank you for the food. response:	Enjoy!
context: so you've got to repair them by eating.\That's how you build muscle,\and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food.\Thank you for the food.\Enjoy! response:	Thank you for the food.
context: That's how you build muscle,\and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food.\Thank you for the food.\Enjoy!\Thank you for the food. response:	Eat.
context: and become stronger.\So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food.\Thank you for the food.\Enjoy!\Thank you for the food.\Eat. response:	Eat...
context: So eat. Eat a proper meal.\Th-Thank you for the food.\Thank you for the food.\Thank you for the food.\Enjoy!\Thank you for the food.\Eat.\Eat... response:	A little at a time.
context: Th-Thank you for the food.\Thank you for the food.\Thank you for the food.\Enjoy!\Thank you for the food.\Eat.\Eat...\A little at a time. response:	But, be sure...
context: Thank you for the food.\Thank you for the food.\Enjoy!\Thank you for the food.\Eat.\Eat...\A little at a time.\But, be sure... response:	Next Episode Preview
context: Thank you for the food.\Enjoy!\Thank you for the food.\Eat.\Eat...\A little at a time.\But, be sure...\Next Episode Preview response:	Ukai-kun, I'll cover this...
context: Enjoy!\Thank you for the food.\Eat.\Eat...\A little at a time.\But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this... response:	Don't worry about it!
context: Thank you for the food.\Eat.\Eat...\A little at a time.\But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it! response:	Hey, Ma'am, can I get the check?
context: Eat.\Eat...\A little at a time.\But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it!\Hey, Ma'am, can I get the check? response:	Here you go. I gave you quite a discount.
context: Eat...\A little at a time.\But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it!\Hey, Ma'am, can I get the check?\Here you go. I gave you quite a discount. response:	Thank you!
context: A little at a time.\But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it!\Hey, Ma'am, can I get the check?\Here you go. I gave you quite a discount.\Thank you! response:	Gah! Those guys ate a lot!
context: But, be sure...\Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it!\Hey, Ma'am, can I get the check?\Here you go. I gave you quite a discount.\Thank you!\Gah! Those guys ate a lot! response:	Next time on Haikyu!! : The Third Day.
context: Next Episode Preview\Ukai-kun, I'll cover this...\Don't worry about it!\Hey, Ma'am, can I get the check?\Here you go. I gave you quite a discount.\Thank you!\Gah! Those guys ate a lot!\Next time on Haikyu!! : The Third Day. response:	Episode 25: The Third Day
