context: I'm Natsu! response:	I'm Wendy!
context: We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy!\Natsu!\You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world... response:	Everything is all going to be gone...
context: I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy!\Natsu!\You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone... response:	What should we do now?
context: That means it's going to kick us out, too!\Lucy, Happy!\Natsu!\You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now? response:	And how is Juvia supposed to know that?
context: Lucy, Happy!\Natsu!\You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that? response:	Don't look so glum!
context: Natsu!\You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that?\Don't look so glum! response:	You can't have a guild without magic, you say?
context: You're safe, Natsu?\Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say? response:	As long as you have your friends, that's your guild right there!
context: Hey, you!\Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there! response:	Scarlet...
context: Magic really is disappearing from this world...\Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet... response:	Knightwalker...
context: Everything is all going to be gone...\What should we do now?\And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker... response:	No... I wish you well...
context: What should we do now?\And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker...\No... I wish you well... response:	H-Hey! What in the world?
context: And how is Juvia supposed to know that?\Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker...\No... I wish you well...\H-Hey! What in the world? response:	We're being sucked in!
context: Don't look so glum!\You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker...\No... I wish you well...\H-Hey! What in the world?\We're being sucked in! response:	Men!
context: You can't have a guild without magic, you say?\As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker...\No... I wish you well...\H-Hey! What in the world?\We're being sucked in!\Men! response:	I was finally restored, and now what happens?
context: As long as you have your friends, that's your guild right there!\Scarlet...\Knightwalker...\No... I wish you well...\H-Hey! What in the world?\We're being sucked in!\Men!\I was finally restored, and now what happens? response:	Nichiya-sama!
context: Scarlet...\Knightwalker...\No... I wish you well...\H-Hey! What in the world?\We're being sucked in!\Men!\I was finally restored, and now what happens?\Nichiya-sama! response:	D-Don't tell me...
context: Knightwalker...\No... I wish you well...\H-Hey! What in the world?\We're being sucked in!\Men!\I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me... response:	I never would have expected it to suck up humans themselves...
context: No... I wish you well...\H-Hey! What in the world?\We're being sucked in!\Men!\I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves... response:	The Demon King is floating into the sky!
context: H-Hey! What in the world?\We're being sucked in!\Men!\I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky! response:	The Prince saved us all!
context: We're being sucked in!\Men!\I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all! response:	Long live the Prince!
context: Men!\I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince! response:	Prince!
context: I was finally restored, and now what happens?\Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince!\Prince! response:	There is no need to have change so immediately.
context: Nichiya-sama!\D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince!\Prince!\There is no need to have change so immediately. response:	You should proceed nice and slowly.
context: D-Don't tell me...\I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince!\Prince!\There is no need to have change so immediately.\You should proceed nice and slowly. response:	Even if it's a walking pace, people can still take that first step.
context: I never would have expected it to suck up humans themselves...\The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince!\Prince!\There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step. response:	That step towards their future.
context: The Demon King is floating into the sky!\The Prince saved us all!\Long live the Prince!\Prince!\There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future. response:	Bye-bye, Edo-Lucy!
context: The Prince saved us all!\Long live the Prince!\Prince!\There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy! response:	Bye-bye, other Fairy Tail!
context: Long live the Prince!\Prince!\There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail! response:	Hey, keep workin' hard, me!
context: Prince!\There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me! response:	Or wait, you!
context: There is no need to have change so immediately.\You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you! response:	I will!
context: You should proceed nice and slowly.\Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you!\I will! response:	And me, I mean... you, too!
context: Even if it's a walking pace, people can still take that first step.\That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you!\I will!\And me, I mean... you, too! response:	You two are getting me confused...
context: That step towards their future.\Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you!\I will!\And me, I mean... you, too!\You two are getting me confused... response:	Bye-bye, Princess!
context: Bye-bye, Edo-Lucy!\Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you!\I will!\And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess! response:	See you later, everyone!
context: Bye-bye, other Fairy Tail!\Hey, keep workin' hard, me!\Or wait, you!\I will!\And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess!\See you later, everyone! response:	What are you saying? We'll never see them again.
context: Hey, keep workin' hard, me!\Or wait, you!\I will!\And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again. response:	Bye-bye!
context: Or wait, you!\I will!\And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye! response:	You're so pitiful.
context: I will!\And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful. response:	Don't go crying now!
context: And me, I mean... you, too!\You two are getting me confused...\Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful.\Don't go crying now! response:	And like that, we returned to Earthland.
context: You two are getting me confused...\Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland. response:	Farewell, Prince.
context: Bye-bye, Princess!\See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince. response:	Farewell, Lily.
context: See you later, everyone!\What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily. response:	Natsu, Gajeel, Wendy...
context: What are you saying? We'll never see them again.\Bye-bye!\You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy... response:	And my family... Fairy Tail.
context: Bye-bye!\You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail. response:	I don't know what happened in Edolas after that.
context: You're so pitiful.\Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that. response:	I defeated the Demon King Dragneel!
context: Don't go crying now!\And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel! response:	Even without magic power, we humans can still live!
context: And like that, we returned to Earthland.\Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live! response:	But I believe that everyone is still living strong.
context: Farewell, Prince.\Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong. response:	Because it's a world where everyone knows that precious something.
context: Farewell, Lily.\Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something. response:	Right on! We're finally home!
context: Natsu, Gajeel, Wendy...\And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home! response:	I just hope that everyone managed to return safely...
context: And my family... Fairy Tail.\I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely... response:	Eh, I'm sure everyone's fine. Don't worry!
context: I don't know what happened in Edolas after that.\I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry! response:	What's your basis for that confidence?
context: I defeated the Demon King Dragneel!\Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence? response:	Because I believe in everyone in the guild.
context: Even without magic power, we humans can still live!\But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild. response:	And if it comes down to it, Gramps'll do something.
context: But I believe that everyone is still living strong.\Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild.\And if it comes down to it, Gramps'll do something. response:	Oh, that's actually a pretty sensible answer.
context: Because it's a world where everyone knows that precious something.\Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild.\And if it comes down to it, Gramps'll do something.\Oh, that's actually a pretty sensible answer. response:	Next time: Lisanna.
context: Right on! We're finally home!\I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild.\And if it comes down to it, Gramps'll do something.\Oh, that's actually a pretty sensible answer.\Next time: Lisanna. response:	What? I'm the same as always!
context: I just hope that everyone managed to return safely...\Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild.\And if it comes down to it, Gramps'll do something.\Oh, that's actually a pretty sensible answer.\Next time: Lisanna.\What? I'm the same as always! response:	Something's definitely wrong! You're acting all cool for some reason!
context: Eh, I'm sure everyone's fine. Don't worry!\What's your basis for that confidence?\Because I believe in everyone in the guild.\And if it comes down to it, Gramps'll do something.\Oh, that's actually a pretty sensible answer.\Next time: Lisanna.\What? I'm the same as always!\Something's definitely wrong! You're acting all cool for some reason! response:	D-Don't be silly! N-No, I'm not!
