context: Gonna go there? response:	Class 2-F
context: Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down? response:	I've been thinking all this time
context: That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time response:	of how I can get back what I destroyed.
context: I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed. response:	Huh?
context: Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed.\Huh? response:	I put my hopes in you...
context: You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed.\Huh?\I put my hopes in you... response:	That's why I relied on you, even though I knew how you were.
context: I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed.\Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were. response:	And because of that, you...
context: Then you shouldn't have done it.\Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed.\Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you... response:	Hey...
context: Gonna sit down?\I've been thinking all this time\of how I can get back what I destroyed.\Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey... response:	You need to realize how much you're worth.
context: I've been thinking all this time\of how I can get back what I destroyed.\Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey...\You need to realize how much you're worth. response:	And so do the people around you.
context: of how I can get back what I destroyed.\Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey...\You need to realize how much you're worth.\And so do the people around you. response:	What are you... Huh?
context: Huh?\I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey...\You need to realize how much you're worth.\And so do the people around you.\What are you... Huh? response:	But that's hard to do.
context: I put my hopes in you...\That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey...\You need to realize how much you're worth.\And so do the people around you.\What are you... Huh?\But that's hard to do. response:	I wish I'd done it better.
context: That's why I relied on you, even though I knew how you were.\And because of that, you...\Hey...\You need to realize how much you're worth.\And so do the people around you.\What are you... Huh?\But that's hard to do.\I wish I'd done it better. response:	But this was all I could do.
context: And because of that, you...\Hey...\You need to realize how much you're worth.\And so do the people around you.\What are you... Huh?\But that's hard to do.\I wish I'd done it better.\But this was all I could do. response:	This is how you've always lived, isn't it?
context: Hey...\You need to realize how much you're worth.\And so do the people around you.\What are you... Huh?\But that's hard to do.\I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it? response:	Why don't you stop making yourself a sacrifice?
context: You need to realize how much you're worth.\And so do the people around you.\What are you... Huh?\But that's hard to do.\I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice? response:	Don't put me on your level.
context: And so do the people around you.\What are you... Huh?\But that's hard to do.\I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level. response:	Sacrifice? That's bull.
context: What are you... Huh?\But that's hard to do.\I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull. response:	This is what's natural for me.
context: But that's hard to do.\I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me. response:	Because I'm always alone.
context: I wish I'd done it better.\But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone. response:	So what everyone else thinks doesn't mean a thing.
context: But this was all I could do.\This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing. response:	Whatever happens in front of me happens to me, and me alone.
context: This is how you've always lived, isn't it?\Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone. response:	Don't get weird ideas and try to butt in.
context: Why don't you stop making yourself a sacrifice?\Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in. response:	Isn't the reason you help people
context: Don't put me on your level.\Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people response:	because you want someone to help you?
context: Sacrifice? That's bull.\This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you? response:	No.
context: This is what's natural for me.\Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you?\No. response:	Don't force your disgusting idea of sympathy onto me.
context: Because I'm always alone.\So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me. response:	I don't need your pity.
context: So what everyone else thinks doesn't mean a thing.\Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity. response:	Hikigaya
context: Whatever happens in front of me happens to me, and me alone.\Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya response:	Don't screw with me!
context: Don't get weird ideas and try to butt in.\Isn't the reason you help people\because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya\Don't screw with me! response:	I won't let you call it self-sacrifice.
context: Isn't the reason you help people\because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice. response:	Why the hell would I sacrifice myself for any of you?
context: because you want someone to help you?\No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you? response:	Even if I didn't say it out loud, I had my own solid conviction.
context: No.\Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction. response:	The one conviction that I shared with someone else,
context: Don't force your disgusting idea of sympathy onto me.\I don't need your pity.\Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else, response:	and now I've lost it.
context: I don't need your pity.\Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it. response:	Yukinoshita came to talk to me this morning.
context: Hikigaya\Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning. response:	She says she's entering the running for student council president.
context: Don't screw with me!\I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president. response:	I see.
context: I won't let you call it self-sacrifice.\Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see. response:	Hikigaya, what will you do?
context: Why the hell would I sacrifice myself for any of you?\Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see.\Hikigaya, what will you do? response:	Nothing.
context: Even if I didn't say it out loud, I had my own solid conviction.\The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see.\Hikigaya, what will you do?\Nothing. response:	Speaking strictly of credentials, she's fit for the job.
context: The one conviction that I shared with someone else,\and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see.\Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job. response:	True.
context: and now I've lost it.\Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see.\Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job.\True. response:	When the teachers and everyone else finds out, they should be thrilled.
context: Yukinoshita came to talk to me this morning.\She says she's entering the running for student council president.\I see.\Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled. response:	You haven't told anyone yet?
context: She says she's entering the running for student council president.\I see.\Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet? response:	Nope.
context: I see.\Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope. response:	So let me ask you again.
context: Hikigaya, what will you do?\Nothing.\Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope.\So let me ask you again. response:	Hikigaya, what will you do?
context: Nothing.\Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope.\So let me ask you again.\Hikigaya, what will you do? response:	Yukinoshita.
context: Speaking strictly of credentials, she's fit for the job.\True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope.\So let me ask you again.\Hikigaya, what will you do?\Yukinoshita. response:	You plan to announce your candidacy?
context: True.\When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope.\So let me ask you again.\Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy? response:	You didn't know?
context: When the teachers and everyone else finds out, they should be thrilled.\You haven't told anyone yet?\Nope.\So let me ask you again.\Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy?\You didn't know? response:	No...
context: You haven't told anyone yet?\Nope.\So let me ask you again.\Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy?\You didn't know?\No... response:	I was just about to discuss it with you.
context: Nope.\So let me ask you again.\Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy?\You didn't know?\No...\I was just about to discuss it with you. response:	I wouldn't call that a discussion.
context: So let me ask you again.\Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy?\You didn't know?\No...\I was just about to discuss it with you.\I wouldn't call that a discussion. response:	Is it because of what your sister said?
context: Hikigaya, what will you do?\Yukinoshita.\You plan to announce your candidacy?\You didn't know?\No...\I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said? response:	That has nothing to do with it. This is my decision.
context: Yukinoshita.\You plan to announce your candidacy?\You didn't know?\No...\I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision. response:	Yukinon, will the club...
context: You plan to announce your candidacy?\You didn't know?\No...\I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club... response:	Don't worry.
context: You didn't know?\No...\I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry. response:	This club isn't that demanding,
context: No...\I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry.\This club isn't that demanding, response:	and I understand the work that comes with being on the student council.
context: I was just about to discuss it with you.\I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council. response:	It won't place much strain on me.
context: I wouldn't call that a discussion.\Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me. response:	Objectively speaking,
context: Is it because of what your sister said?\That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking, response:	my doing this was the best choice.
context: That has nothing to do with it. This is my decision.\Yukinon, will the club...\Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking,\my doing this was the best choice. response:	Even against Isshiki-san, I can win easily.
context: Yukinon, will the club...\Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily. response:	And...
context: Don't worry.\This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And... response:	And I don't mind doing it.
context: This club isn't that demanding,\and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it. response:	That may be, but not trying at all is also an option.
context: and I understand the work that comes with being on the student council.\It won't place much strain on me.\Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it.\That may be, but not trying at all is also an option. response:	Are you talking about your own suggestion?
context: It won't place much strain on me.\Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion? response:	Yeah.
context: Objectively speaking,\my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah. response:	Thinking that anything you say or do
context: my doing this was the best choice.\Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do response:	will move the entire student body is arrogant.
context: Even against Isshiki-san, I can win easily.\And...\And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant. response:	Then I just have to think of how to do it with that in mind.
context: And...\And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind. response:	Thinking that everyone concerns themselves with you
context: And I don't mind doing it.\That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you response:	enough to hate you is overly self-conscious.
context: That may be, but not trying at all is also an option.\Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious. response:	You and I don't go about things the same way.
context: Are you talking about your own suggestion?\Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way. response:	True.
context: Yeah.\Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True. response:	I see... So that's what you're going to do, Yukinon...
context: Thinking that anything you say or do\will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon... response:	W-Wait up!
context: will move the entire student body is arrogant.\Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon...\W-Wait up! response:	Let's walk home together.
context: Then I just have to think of how to do it with that in mind.\Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together. response:	So Yukinon's
context: Thinking that everyone concerns themselves with you\enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together.\So Yukinon's response:	gonna run in the election, huh?
context: enough to hate you is overly self-conscious.\You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together.\So Yukinon's\gonna run in the election, huh? response:	Yeah.
context: You and I don't go about things the same way.\True.\I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together.\So Yukinon's\gonna run in the election, huh?\Yeah. response:	I think...
context: True.\I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together.\So Yukinon's\gonna run in the election, huh?\Yeah.\I think... response:	I think I'll try it, too.
context: I see... So that's what you're going to do, Yukinon...\W-Wait up!\Let's walk home together.\So Yukinon's\gonna run in the election, huh?\Yeah.\I think...\I think I'll try it, too. response:	What?
context: W-Wait up!\Let's walk home together.\So Yukinon's\gonna run in the election, huh?\Yeah.\I think...\I think I'll try it, too.\What? response:	Try... You mean you'll run, too?
context: Let's walk home together.\So Yukinon's\gonna run in the election, huh?\Yeah.\I think...\I think I'll try it, too.\What?\Try... You mean you'll run, too? response:	But why?
context: So Yukinon's\gonna run in the election, huh?\Yeah.\I think...\I think I'll try it, too.\What?\Try... You mean you'll run, too?\But why? response:	Because I don't have anything.
context: gonna run in the election, huh?\Yeah.\I think...\I think I'll try it, too.\What?\Try... You mean you'll run, too?\But why?\Because I don't have anything. response:	There's nothing that I can do at all...
context: Yeah.\I think...\I think I'll try it, too.\What?\Try... You mean you'll run, too?\But why?\Because I don't have anything.\There's nothing that I can do at all... response:	So I thought, on the other hand, that might be a good thing.
context: I think...\I think I'll try it, too.\What?\Try... You mean you'll run, too?\But why?\Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing. response:	On the other hand?
context: I think I'll try it, too.\What?\Try... You mean you'll run, too?\But why?\Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand? response:	You can't make a selfish decision like
context: What?\Try... You mean you'll run, too?\But why?\Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like response:	It's not selfish!
context: Try... You mean you'll run, too?\But why?\Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like\It's not selfish! response:	It's everyone else who's selfish!
context: But why?\Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish! response:	Have you thought this out?
context: Because I don't have anything.\There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish!\Have you thought this out? response:	I have.
context: There's nothing that I can do at all...\So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish!\Have you thought this out?\I have. response:	I thought about it and realized it's my only choice.
context: So I thought, on the other hand, that might be a good thing.\On the other hand?\You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish!\Have you thought this out?\I have.\I thought about it and realized it's my only choice. response:	This time, I'm going to work hard myself.
context: On the other hand?\You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish!\Have you thought this out?\I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself. response:	I realized that I've always just relied on you before.
context: You can't make a selfish decision like\It's not selfish!\It's everyone else who's selfish!\Have you thought this out?\I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before. response:	I didn't do anything.
context: It's not selfish!\It's everyone else who's selfish!\Have you thought this out?\I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything. response:	You think so?
context: It's everyone else who's selfish!\Have you thought this out?\I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything.\You think so? response:	I do.
context: Have you thought this out?\I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything.\You think so?\I do. response:	So you don't have to work that hard.
context: I have.\I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything.\You think so?\I do.\So you don't have to work that hard. response:	That's not the only reason.
context: I thought about it and realized it's my only choice.\This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything.\You think so?\I do.\So you don't have to work that hard.\That's not the only reason. response:	If Yukinon becomes student council president,
context: This time, I'm going to work hard myself.\I realized that I've always just relied on you before.\I didn't do anything.\You think so?\I do.\So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president, response:	she'll be the best student council president the school's ever had.
context: I realized that I've always just relied on you before.\I didn't do anything.\You think so?\I do.\So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had. response:	It'll be good for the school, too.
context: I didn't do anything.\You think so?\I do.\So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too. response:	But it would probably be the end of our club.
context: You think so?\I do.\So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club. response:	The club won't go anywhere.
context: I do.\So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere. response:	It will.
context: So you don't have to work that hard.\That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere.\It will. response:	Just like with the cultural festival.
context: That's not the only reason.\If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere.\It will.\Just like with the cultural festival. response:	You know Yukinon only focuses on one thing at a time.
context: If Yukinon becomes student council president,\she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere.\It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time. response:	You know...
context: she'll be the best student council president the school's ever had.\It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere.\It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know... response:	I like this club.
context: It'll be good for the school, too.\But it would probably be the end of our club.\The club won't go anywhere.\It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know...\I like this club. response:	W-Well, you know... Even if I end up as president,
context: But it would probably be the end of our club.\The club won't go anywhere.\It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know...\I like this club.\W-Well, you know... Even if I end up as president, response:	I could just do whatever to get by,
context: The club won't go anywhere.\It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know...\I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by, response:	and then I'd be able to stay in the club.
context: It will.\Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know...\I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club. response:	I mean, it's me we're talking about!
context: Just like with the cultural festival.\You know Yukinon only focuses on one thing at a time.\You know...\I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about! response:	People don't expect much of me.
context: You know Yukinon only focuses on one thing at a time.\You know...\I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me. response:	So...
context: You know...\I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me.\So... response:	I'll beat Yukinon.
context: I like this club.\W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me.\So...\I'll beat Yukinon. response:	Yuiga
context: W-Well, you know... Even if I end up as president,\I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me.\So...\I'll beat Yukinon.\Yuiga response:	Oh, I'll be fine from here.
context: I could just do whatever to get by,\and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me.\So...\I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here. response:	S-See you later.
context: and then I'd be able to stay in the club.\I mean, it's me we're talking about!\People don't expect much of me.\So...\I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here.\S-See you later. response:	Y-Yeah.
context: I mean, it's me we're talking about!\People don't expect much of me.\So...\I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here.\S-See you later.\Y-Yeah. response:	Bye-bye, Hikki.
context: People don't expect much of me.\So...\I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here.\S-See you later.\Y-Yeah.\Bye-bye, Hikki. response:	If it's a choice both Yukinoshita and Yuigahama can live with,
context: So...\I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here.\S-See you later.\Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with, response:	I'm fine with that.
context: I'll beat Yukinon.\Yuiga\Oh, I'll be fine from here.\S-See you later.\Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that. response:	But...
context: Yuiga\Oh, I'll be fine from here.\S-See you later.\Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But... response:	And Then, Yuigahama Yui Makes a Declaration.
context: Oh, I'll be fine from here.\S-See you later.\Y-Yeah.\Bye-bye, Hikki.\If it's a choice both Yukinoshita and Yuigahama can live with,\I'm fine with that.\But...\And Then, Yuigahama Yui Makes a Declaration. response:	05 The Scent of Tea Doesn't Fill That Room Anymore.
