context: How long are you gonna stay here, Dad? response:	I dunno. You'd be sad if I left, right, Sota?
context: Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah.\And?\Sorry to bother you!\Okay, she's really freaking me out here!\Hey.\So, uh... response:	When are you breaking up with her?!
context: Are you Miyamura-senpai's girlfriend?\Well, yeah.\And?\Sorry to bother you!\Okay, she's really freaking me out here!\Hey.\So, uh...\When are you breaking up with her?! response:	Huh?
context: Well, yeah.\And?\Sorry to bother you!\Okay, she's really freaking me out here!\Hey.\So, uh...\When are you breaking up with her?!\Huh? response:	When are you breaking up with Hori-senpai?!
context: And?\Sorry to bother you!\Okay, she's really freaking me out here!\Hey.\So, uh...\When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?! response:	Wait, what?
context: Sorry to bother you!\Okay, she's really freaking me out here!\Hey.\So, uh...\When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?!\Wait, what? response:	Is he two-timing her?
context: Okay, she's really freaking me out here!\Hey.\So, uh...\When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her? response:	Wait, no!
context: Hey.\So, uh...\When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her?\Wait, no! response:	When are you breaking up with her?!
context: So, uh...\When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her?\Wait, no!\When are you breaking up with her?! response:	Never!
context: When are you breaking up with her?!\Huh?\When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her?\Wait, no!\When are you breaking up with her?!\Never! response:	I'm Honoka Sawada from Class 2-5, and I'll be back!
context: Huh?\When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her?\Wait, no!\When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back! response:	You really don't have to come back.
context: When are you breaking up with Hori-senpai?!\Wait, what?\Is he two-timing her?\Wait, no!\When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back. response:	I will!
context: Wait, what?\Is he two-timing her?\Wait, no!\When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will! response:	What the hell...?
context: Is he two-timing her?\Wait, no!\When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will!\What the hell...? response:	So she's a second-year, huh.
context: Wait, no!\When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will!\What the hell...?\So she's a second-year, huh. response:	She comes to stalk me on every break.
context: When are you breaking up with her?!\Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will!\What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break. response:	What's her name again?
context: Never!\I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will!\What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again? response:	Honoka Sawada!
context: I'm Honoka Sawada from Class 2-5, and I'll be back!\You really don't have to come back.\I will!\What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again?\Honoka Sawada! response:	See?!
context: You really don't have to come back.\I will!\What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again?\Honoka Sawada!\See?! response:	Okay, what do you want? Why do you keep following him around?
context: I will!\What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again?\Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around? response:	I-I just...
context: What the hell...?\So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again?\Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around?\I-I just... response:	You just what?!
context: So she's a second-year, huh.\She comes to stalk me on every break.\What's her name again?\Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?! response:	Hori-san!
context: She comes to stalk me on every break.\What's her name again?\Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?!\Hori-san! response:	I can't help it! I like you so much!
context: What's her name again?\Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?!\Hori-san!\I can't help it! I like you so much! response:	I had no idea you were taken!
context: Honoka Sawada!\See?!\Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?!\Hori-san!\I can't help it! I like you so much!\I had no idea you were taken! response:	He's so lanky and has so many piercings! Why do you like him?!
context: See?!\Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?!\Hori-san!\I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?! response:	I had a crush on you first, Hori-senpai!
context: Okay, what do you want? Why do you keep following him around?\I-I just...\You just what?!\Hori-san!\I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai! response:	What a twist!
context: I-I just...\You just what?!\Hori-san!\I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist! response:	Ishikawa-kun!
context: You just what?!\Hori-san!\I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun! response:	Sorry, I was listening in'cause it looked hilarious.
context: Hori-san!\I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious. response:	Hey, quit it! Can you do something about her?!
context: I can't help it! I like you so much!\I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?! response:	Hey, uh, Sawada-san? Could you let go of-
context: I had no idea you were taken!\He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of- response:	Shut it, you no-good punk.
context: He's so lanky and has so many piercings! Why do you like him?!\I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk. response:	Huh? What'd you say I am?
context: I had a crush on you first, Hori-senpai!\What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am? response:	A punk.
context: What a twist!\Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am?\A punk. response:	Yoshikawa, come to the entrance. You gotta see this.
context: Ishikawa-kun!\Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this. response:	Yoshikawa, come to the entrance. You gotta see this.
context: Sorry, I was listening in'cause it looked hilarious.\Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this. response:	Let go of her!
context: Hey, quit it! Can you do something about her?!\Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her! response:	Yoshikawa, come to the entrance. You gotta see this.
context: Hey, uh, Sawada-san? Could you let go of-\Shut it, you no-good punk.\Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this. response:	No!
context: Shut it, you no-good punk.\Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No! response:	SENT
context: Huh? What'd you say I am?\A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No!\SENT response:	No!
context: A punk.\Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No!\SENT\No! response:	No!
context: Yoshikawa, come to the entrance. You gotta see this.\Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No!\SENT\No!\No! response:	Sawada-san, if you were a guy, I would've headbutted you by now!
context: Yoshikawa, come to the entrance. You gotta see this.\Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No!\SENT\No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now! response:	I like her more than you! I love her!
context: Let go of her!\Yoshikawa, come to the entrance. You gotta see this.\No!\SENT\No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her! response:	Why do you even like this guy, Hori-senpai?!
context: Yoshikawa, come to the entrance. You gotta see this.\No!\SENT\No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?! response:	Um... Let me think for a second.
context: No!\SENT\No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second. response:	You have to think about it?!
context: SENT\No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?! response:	She's mine!
context: No!\No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?!\She's mine! response:	Took you long enough, Yoshikawa. The show's practically over.
context: No!\Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over. response:	I dunno, this is still pretty damn funny.
context: Sawada-san, if you were a guy, I would've headbutted you by now!\I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny. response:	Hori-senpai! I made these in home ec!
context: I like her more than you! I love her!\Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec! response:	Get your paws off her, Sawada.
context: Why do you even like this guy, Hori-senpai?!\Um... Let me think for a second.\You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada. response:	There they go again...
context: Um... Let me think for a second.\You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again... response:	Shut up, Miyamura! Shut your piehole!
context: You have to think about it?!\She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole! response:	I'm not shutting anything!
context: She's mine!\Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything! response:	Hori-senpai told me I could still talk to her!
context: Took you long enough, Yoshikawa. The show's practically over.\I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her! response:	Right, Hori-senpai?
context: I dunno, this is still pretty damn funny.\Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai? response:	Y-Yeah, I said that...
context: Hori-senpai! I made these in home ec!\Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that... response:	That's the bell! Let's get back to class!
context: Get your paws off her, Sawada.\There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class! response:	Hey!
context: There they go again...\Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey! response:	Hori-san!
context: Shut up, Miyamura! Shut your piehole!\I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey!\Hori-san! response:	Please listen to your boyfriend. Let's go back to class.
context: I'm not shutting anything!\Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class. response:	O-Okay.
context: Hori-senpai told me I could still talk to her!\Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay. response:	Senpai!
context: Right, Hori-senpai?\Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai! response:	Miyamura!
context: Y-Yeah, I said that...\That's the bell! Let's get back to class!\Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai!\Miyamura! response:	Sawada, you freaking-
context: That's the bell! Let's get back to class!\Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai!\Miyamura!\Sawada, you freaking- response:	You have to stop popping in out of nowhere!
context: Hey!\Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai!\Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere! response:	Where's Hori-senpai?
context: Hori-san!\Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai!\Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai? response:	She went home early to get some stuff done.
context: Please listen to your boyfriend. Let's go back to class.\O-Okay.\Senpai!\Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done. response:	Guess I'll go home, too.
context: O-Okay.\Senpai!\Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too. response:	Why're you going this way?!
context: Senpai!\Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?! response:	Why're you going this way?!
context: Miyamura!\Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?! response:	Are you kidding me?!
context: Sawada, you freaking-\You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?!\Are you kidding me?! response:	O-Oh, come on!
context: You have to stop popping in out of nowhere!\Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?!\Are you kidding me?!\O-Oh, come on! response:	What kind of whacky coincidence is this?
context: Where's Hori-senpai?\She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?!\Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this? response:	Oh, jeez, I left the key inside...
context: She went home early to get some stuff done.\Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?!\Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside... response:	Thanks for the cake!
context: Guess I'll go home, too.\Why're you going this way?!\Why're you going this way?!\Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake! response:	Wow, it's so good!
context: Why're you going this way?!\Why're you going this way?!\Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good! response:	Do you just let anyone and everyone into your place, Miyamura?
context: Why're you going this way?!\Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura? response:	No, not just anyone. Hori-san doesn't even come over that often.
context: Are you kidding me?!\O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often. response:	Wow.
context: O-Oh, come on!\What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow. response:	Maybe things aren't going as well as I thought!
context: What kind of whacky coincidence is this?\Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought! response:	No, I just always go over to her place.
context: Oh, jeez, I left the key inside...\Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place. response:	Oh.
context: Thanks for the cake!\Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh. response:	So, Miyamura, do you have any siblings?
context: Wow, it's so good!\Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings? response:	Nope, it's just me, my mom, and my dad.
context: Do you just let anyone and everyone into your place, Miyamura?\No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad. response:	I totally assumed you had a little brother or sister.
context: No, not just anyone. Hori-san doesn't even come over that often.\Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister. response:	Why?
context: Wow.\Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why? response:	'Cause you're good at taking care of people.
context: Maybe things aren't going as well as I thought!\No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people. response:	What?
context: No, I just always go over to her place.\Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people.\What? response:	Why're you laughing?!
context: Oh.\So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people.\What?\Why're you laughing?! response:	Oh, man.
context: So, Miyamura, do you have any siblings?\Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people.\What?\Why're you laughing?!\Oh, man. response:	Honoka.
context: Nope, it's just me, my mom, and my dad.\I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people.\What?\Why're you laughing?!\Oh, man.\Honoka. response:	You know, I...
context: I totally assumed you had a little brother or sister.\Why?\'Cause you're good at taking care of people.\What?\Why're you laughing?!\Oh, man.\Honoka.\You know, I... response:	I had an older brother.
context: Why?\'Cause you're good at taking care of people.\What?\Why're you laughing?!\Oh, man.\Honoka.\You know, I...\I had an older brother. response:	Huh?
context: 'Cause you're good at taking care of people.\What?\Why're you laughing?!\Oh, man.\Honoka.\You know, I...\I had an older brother.\Huh? response:	He was a year older than me.
context: What?\Why're you laughing?!\Oh, man.\Honoka.\You know, I...\I had an older brother.\Huh?\He was a year older than me. response:	Just kidding! I made it all up!
context: Why're you laughing?!\Oh, man.\Honoka.\You know, I...\I had an older brother.\Huh?\He was a year older than me.\Just kidding! I made it all up! response:	What?!
context: Oh, man.\Honoka.\You know, I...\I had an older brother.\Huh?\He was a year older than me.\Just kidding! I made it all up!\What?! response:	C'mon, I'm just joking around!
context: Honoka.\You know, I...\I had an older brother.\Huh?\He was a year older than me.\Just kidding! I made it all up!\What?!\C'mon, I'm just joking around! response:	Oh, they're home!
context: You know, I...\I had an older brother.\Huh?\He was a year older than me.\Just kidding! I made it all up!\What?!\C'mon, I'm just joking around!\Oh, they're home! response:	Thanks again for the cake. See you later!
context: I had an older brother.\Huh?\He was a year older than me.\Just kidding! I made it all up!\What?!\C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later! response:	Hey, Sawada?
context: Huh?\He was a year older than me.\Just kidding! I made it all up!\What?!\C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada? response:	You can come over for cake whenever you want.
context: He was a year older than me.\Just kidding! I made it all up!\What?!\C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want. response:	Thanks.
context: Just kidding! I made it all up!\What?!\C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want.\Thanks. response:	Yes, that did happen to the Sawadas next door.
context: What?!\C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door. response:	It's so sad that they had to lose their eldest like that.
context: C'mon, I'm just joking around!\Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that. response:	You probably didn't see him much, since he went to a different school.
context: Oh, they're home!\Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school. response:	When'd he die?
context: Thanks again for the cake. See you later!\Hey, Sawada?\You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die? response:	Last year in... I don't remember when.
context: Hey, Sawada?\You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when. response:	Such a nice boy.
context: You can come over for cake whenever you want.\Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when.\Such a nice boy. response:	Huh.
context: Thanks.\Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when.\Such a nice boy.\Huh. response:	Her older brother...
context: Yes, that did happen to the Sawadas next door.\It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when.\Such a nice boy.\Huh.\Her older brother... response:	Who're you waiting for, Sawada-san?
context: It's so sad that they had to lose their eldest like that.\You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when.\Such a nice boy.\Huh.\Her older brother...\Who're you waiting for, Sawada-san? response:	A friend.
context: You probably didn't see him much, since he went to a different school.\When'd he die?\Last year in... I don't remember when.\Such a nice boy.\Huh.\Her older brother...\Who're you waiting for, Sawada-san?\A friend. response:	Yeah, right! You're trying to ambush Hori-san! Go home!
context: When'd he die?\Last year in... I don't remember when.\Such a nice boy.\Huh.\Her older brother...\Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home! response:	Who do you think you are?! You're not the boss of me!
context: Last year in... I don't remember when.\Such a nice boy.\Huh.\Her older brother...\Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me! response:	Hey.
context: Such a nice boy.\Huh.\Her older brother...\Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey. response:	You free right now?
context: Huh.\Her older brother...\Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey.\You free right now? response:	You're so short. First-year?
context: Her older brother...\Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey.\You free right now?\You're so short. First-year? response:	Wow, she got quiet.
context: Who're you waiting for, Sawada-san?\A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey.\You free right now?\You're so short. First-year?\Wow, she got quiet. response:	You scared of us?
context: A friend.\Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey.\You free right now?\You're so short. First-year?\Wow, she got quiet.\You scared of us? response:	We're not scary.
context: Yeah, right! You're trying to ambush Hori-san! Go home!\Who do you think you are?! You're not the boss of me!\Hey.\You free right now?\You're so short. First-year?\Wow, she got quiet.\You scared of us?\We're not scary. response:	C'mon, say something.
context: Who do you think you are?! You're not the boss of me!\Hey.\You free right now?\You're so short. First-year?\Wow, she got quiet.\You scared of us?\We're not scary.\C'mon, say something. response:	At least tell us what your first name is!
context: Hey.\You free right now?\You're so short. First-year?\Wow, she got quiet.\You scared of us?\We're not scary.\C'mon, say something.\At least tell us what your first name is! response:	C'mon, what's your name?
context: You free right now?\You're so short. First-year?\Wow, she got quiet.\You scared of us?\We're not scary.\C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name? response:	Hey, uh... wanna head home?
context: You're so short. First-year?\Wow, she got quiet.\You scared of us?\We're not scary.\C'mon, say something.\At least tell us what your first name is!\C'mon, what's your name?\Hey, uh... wanna head home? response:	Yeah.
