context: - Ryuko! response:	Are you all right?!
context: If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo. response:	It's a given that I would not be able to win like that.
context: being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that. response:	The biggest fool here is me.
context: you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me. response:	Satsuki...
context: I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki... response:	I understand now. The world is not cut from the same cloth.
context: as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth. response:	It is because it is overflowing with inexplicable, unidentifiable things
context: You bitch...\However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things response:	that the world is so beautiful.
context: However, that was a grave mistake.\In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful. response:	Fight at my side so that we may protect that world, Ryuko!
context: In the end, I was employing the same methods as Ragyo.\It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko! response:	Sheesh, even when you apologize, you turn it up to 11...
context: It's a given that I would not be able to win like that.\The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11... response:	I don't feel like hitting you anymore.
context: The biggest fool here is me.\Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore. response:	I have people I want to protect, too.
context: Satsuki...\I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too. response:	I got no problems with stopping that excessive mother of ours.
context: I understand now. The world is not cut from the same cloth.\It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours. response:	Now that you've made up, let's have dinner!
context: It is because it is overflowing with inexplicable, unidentifiable things\that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner! response:	Your croquettes, ma'am?
context: that the world is so beautiful.\Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am? response:	That's right, croquettes stuffed full of minced, unidentifiable things!
context: Fight at my side so that we may protect that world, Ryuko!\Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things! response:	Dig in, dig in!
context: Sheesh, even when you apologize, you turn it up to 11...\I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in! response:	Yep, when it comes to unidentifiable things, my family's the best there is!
context: I don't feel like hitting you anymore.\I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is! response:	Dig in, too, Lady Satsuki!
context: I have people I want to protect, too.\I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki! response:	This is...
context: I got no problems with stopping that excessive mother of ours.\Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is... response:	Yummy, huh?
context: Now that you've made up, let's have dinner!\Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is...\Yummy, huh? response:	Yes, it is.
context: Your croquettes, ma'am?\That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is...\Yummy, huh?\Yes, it is. response:	There will be after-dinner tea, as well.
context: That's right, croquettes stuffed full of minced, unidentifiable things!\Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is...\Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well. response:	Ryuko.
context: Dig in, dig in!\Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is...\Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well.\Ryuko. response:	You were somewhat touched earlier, weren't you?
context: Yep, when it comes to unidentifiable things, my family's the best there is!\Dig in, too, Lady Satsuki!\This is...\Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you? response:	When you heard what Satsuki had to say.
context: Dig in, too, Lady Satsuki!\This is...\Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say. response:	Geez, this outfit doesn't know when to let up!
context: This is...\Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up! response:	You could have come out and told her so.
context: Yummy, huh?\Yes, it is.\There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so. response:	Seriously, you are so obnoxious!
context: Yes, it is.\There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious! response:	And you are a woman completely devoid of feminine charm. Sheesh.
context: There will be after-dinner tea, as well.\Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh. response:	Senketsu, you were lonely from having no
context: Ryuko.\You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no response:	one to talk to for so long, weren't you?
context: You were somewhat touched earlier, weren't you?\When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you? response:	That's why you're making all this pointless chitchat.
context: When you heard what Satsuki had to say.\Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat. response:	That's not true!
context: Geez, this outfit doesn't know when to let up!\You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true! response:	I'm not that prone to feeling lonely!
context: You could have come out and told her so.\Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely! response:	Fine, fine.
context: Seriously, you are so obnoxious!\And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely!\Fine, fine. response:	Get all the idle chitchat out of your system while you can.
context: And you are a woman completely devoid of feminine charm. Sheesh.\Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can. response:	Pretty soon, we won't have time for it.
context: Senketsu, you were lonely from having no\one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it. response:	She'll be coming soon.
context: one to talk to for so long, weren't you?\That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon. response:	It's me.
context: That's why you're making all this pointless chitchat.\That's not true!\I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon.\It's me. response:	I see. Ryuko did, did she?
context: That's not true!\I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon.\It's me.\I see. Ryuko did, did she? response:	Yes, have Nui work faster.
context: I'm not that prone to feeling lonely!\Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon.\It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster. response:	What a nuisance my daughters are.
context: Fine, fine.\Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon.\It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are. response:	I guess I didn't discipline them properly.
context: Get all the idle chitchat out of your system while you can.\Pretty soon, we won't have time for it.\She'll be coming soon.\It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly. response:	Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?
context: Pretty soon, we won't have time for it.\She'll be coming soon.\It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear? response:	What I'm injecting into Junketsu is
context: She'll be coming soon.\It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is response:	a mixture of Lady Satsuki and Ryuko's blood,
context: It's me.\I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood, response:	as well as Senketsu's Life Fibers.
context: I see. Ryuko did, did she?\Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers. response:	In other words, you're using Senketsu's power
context: Yes, have Nui work faster.\What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power response:	to forcibly dye Junketsu with Lady Satsuki's colors.
context: What a nuisance my daughters are.\I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors. response:	If I'm going to put on something that I can't wear properly,
context: I guess I didn't discipline them properly.\Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly, response:	we should simply re-tailor it.
context: Ryuko Matoi! Satsuki Kiryuin! I'm gonna make you pay, you hear?\What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it. response:	It's far too late to be concerned about appearances.
context: What I'm injecting into Junketsu is\a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances. response:	The only thing on your mind is victory, huh?
context: a mixture of Lady Satsuki and Ryuko's blood,\as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh? response:	It looks like you've stripped yourself of all extraneous thoughts.
context: as well as Senketsu's Life Fibers.\In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts. response:	You're a proper Nudist, yourself.
context: In other words, you're using Senketsu's power\to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself. response:	Iori, status of our own forces?
context: to forcibly dye Junketsu with Lady Satsuki's colors.\If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces? response:	Come on, nothing?!
context: If I'm going to put on something that I can't wear properly,\we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?! response:	You can count on me.
context: we should simply re-tailor it.\It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?!\You can count on me. response:	We collected more Life Fibers than we expected.
context: It's far too late to be concerned about appearances.\The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected. response:	I'm just about to start on manufacturing Goku Uniforms.
context: The only thing on your mind is victory, huh?\It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms. response:	Can you manage this by yourself?
context: It looks like you've stripped yourself of all extraneous thoughts.\You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself? response:	I'm more than enough!
context: You're a proper Nudist, yourself.\Iori, status of our own forces?\Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough! response:	Three-Star Goku Uniform, Tailor's Regalia!
context: Iori, status of our own forces?\Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia! response:	THREE-STAR GOKU UNIFORM TAILOR'S REGALIA
context: Come on, nothing?!\You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA response:	Ragyo Kiryuin's ultimate objective
context: You can count on me.\We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective response:	is to transform the entire human race into Life Fibers and cover this world.
context: We collected more Life Fibers than we expected.\I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world. response:	This is the Starseed Cocoon Sphere.
context: I'm just about to start on manufacturing Goku Uniforms.\Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere. response:	STARSEED COCOON SPHERE
context: Can you manage this by yourself?\I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE response:	All of REVOCS' products have Life Fibers incorporated into them.
context: I'm more than enough!\Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them. response:	Upon receiving a powerful signal, those Life Fibers will awaken.
context: Three-Star Goku Uniform, Tailor's Regalia!\THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken. response:	Humans with no resistance to it will be converted into energy sources,
context: THREE-STAR GOKU UNIFORM TAILOR'S REGALIA\Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources, response:	and all clothing will transform into Covers.
context: Ragyo Kiryuin's ultimate objective\is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers. response:	Seven billion Covers will rise into the stratosphere and enshroud this planet.
context: is to transform the entire human race into Life Fibers and cover this world.\This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet. response:	You're telling me that she's trying to make the Earth wear clothing?
context: This is the Starseed Cocoon Sphere.\STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing? response:	That's messed up.
context: STARSEED COCOON SPHERE\All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up. response:	I had heard that she was trying to turn the human race into Life Fibers,
context: All of REVOCS' products have Life Fibers incorporated into them.\Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers, response:	but I had no idea her plan was this epic in scope.
context: Upon receiving a powerful signal, those Life Fibers will awaken.\Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope. response:	To what end, though?
context: Humans with no resistance to it will be converted into energy sources,\and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though? response:	Life Fibers are an organism that drifts through space.
context: and all clothing will transform into Covers.\Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space. response:	If they reach a planet that harbors intelligent life,
context: Seven billion Covers will rise into the stratosphere and enshroud this planet.\You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life, response:	they cause them to evolve into a state more
context: You're telling me that she's trying to make the Earth wear clothing?\That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more response:	suitable as an energy source for themselves.
context: That's messed up.\I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves. response:	They then cover the planet with the beings
context: I had heard that she was trying to turn the human race into Life Fibers,\but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings response:	that have been converted into Life Fibers,
context: but I had no idea her plan was this epic in scope.\To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers, response:	and then, using the planet itself as an energy source, cause it to explode,
context: To what end, though?\Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode, response:	and that force scatters new seeds through space.
context: Life Fibers are an organism that drifts through space.\If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space. response:	That is how they continue to reproduce across the universe.
context: If they reach a planet that harbors intelligent life,\they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe. response:	Good grief, talk about making things up out of whole cloth...
context: they cause them to evolve into a state more\suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth... response:	There you go again.
context: suitable as an energy source for themselves.\They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again. response:	Why do you keep blurting out dumb puns that
context: They then cover the planet with the beings\that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that response:	we've been restraining ourselves from saying?
context: that have been converted into Life Fibers,\and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying? response:	I've had just about enough of your lack of tact, you stupid Northern Kanto monkey!
context: and then, using the planet itself as an energy source, cause it to explode,\and that force scatters new seeds through space.\That is how they continue to reproduce across the universe.\Good grief, talk about making things up out of whole cloth...\There you go again.\Why do you keep blurting out dumb puns that\we've been restraining ourselves from saying?\I've had just about enough of your lack of tact, you stupid Northern Kanto monkey! response:	Mock Northern Kanto once more, I'll mix you up with limewater and boil you!
