context: 'Hey, hey.' response:	This fish over here is cute.
context: Yeah, the work of a Clow Card.\Watery was in here.\Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice.\Not at all. response:	Shaved ice. Shaved ice'
context: Watery was in here.\Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice' response:	Ice? Oh yeah.
context: Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah. response:	Yukito-san!
context: Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san! response:	Thank you so much!
context: Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san!\Thank you so much! response:	Thanks for your trouble.
context: Yes.\I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san!\Thank you so much!\Thanks for your trouble. response:	Ah, thank you.
context: I guess that ruined our shaved ice.\Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san!\Thank you so much!\Thanks for your trouble.\Ah, thank you. response:	Is it really OK?
context: Not at all.\Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san!\Thank you so much!\Thanks for your trouble.\Ah, thank you.\Is it really OK? response:	Leave it to me.
context: Shaved ice. Shaved ice'\Ice? Oh yeah.\Yukito-san!\Thank you so much!\Thanks for your trouble.\Ah, thank you.\Is it really OK?\Leave it to me. response:	In here?
context: Ice? Oh yeah.\Yukito-san!\Thank you so much!\Thanks for your trouble.\Ah, thank you.\Is it really OK?\Leave it to me.\In here? response:	This is where the magic is strongest?
context: Yukito-san!\Thank you so much!\Thanks for your trouble.\Ah, thank you.\Is it really OK?\Leave it to me.\In here?\This is where the magic is strongest? response:	I'm getting off.
context: Thank you so much!\Thanks for your trouble.\Ah, thank you.\Is it really OK?\Leave it to me.\In here?\This is where the magic is strongest?\I'm getting off. response:	Hello, this is Daidouji.
context: Thanks for your trouble.\Ah, thank you.\Is it really OK?\Leave it to me.\In here?\This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji. response:	Is it there?
context: Ah, thank you.\Is it really OK?\Leave it to me.\In here?\This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji.\Is it there? response:	Exactly, one level underground.
context: Is it really OK?\Leave it to me.\In here?\This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji.\Is it there?\Exactly, one level underground. response:	All right, well then hide.
context: Leave it to me.\In here?\This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji.\Is it there?\Exactly, one level underground.\All right, well then hide. response:	Watery!
context: In here?\This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji.\Is it there?\Exactly, one level underground.\All right, well then hide.\Watery! response:	Come and get me.
context: This is where the magic is strongest?\I'm getting off.\Hello, this is Daidouji.\Is it there?\Exactly, one level underground.\All right, well then hide.\Watery!\Come and get me. response:	Get out of the way, Kero-chan.
context: I'm getting off.\Hello, this is Daidouji.\Is it there?\Exactly, one level underground.\All right, well then hide.\Watery!\Come and get me.\Get out of the way, Kero-chan. response:	Fly.
context: Hello, this is Daidouji.\Is it there?\Exactly, one level underground.\All right, well then hide.\Watery!\Come and get me.\Get out of the way, Kero-chan.\Fly. response:	Windy.
context: Is it there?\Exactly, one level underground.\All right, well then hide.\Watery!\Come and get me.\Get out of the way, Kero-chan.\Fly.\Windy. response:	Nice work, Sakura.
context: Exactly, one level underground.\All right, well then hide.\Watery!\Come and get me.\Get out of the way, Kero-chan.\Fly.\Windy.\Nice work, Sakura. response:	If you harden the water, it's easy to catch.
context: All right, well then hide.\Watery!\Come and get me.\Get out of the way, Kero-chan.\Fly.\Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch. response:	It's because I heard from Yukito-san that
context: Watery!\Come and get me.\Get out of the way, Kero-chan.\Fly.\Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that response:	The food is kept in a freezer.
context: Come and get me.\Get out of the way, Kero-chan.\Fly.\Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer. response:	Thank you, Tomoyo-chan.
context: Get out of the way, Kero-chan.\Fly.\Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan. response:	I'm glad I could be of help.
context: Fly.\Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help. response:	Well, shouldn't it be about ready?
context: Windy.\Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready? response:	Return to your rightful form
context: Nice work, Sakura.\If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form response:	Clow Card
context: If you harden the water, it's easy to catch.\It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form\Clow Card response:	But that was a good idea.
context: It's because I heard from Yukito-san that\The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form\Clow Card\But that was a good idea. response:	It was all because of Yukito-san.
context: The food is kept in a freezer.\Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form\Clow Card\But that was a good idea.\It was all because of Yukito-san. response:	Yukito-san.
context: Thank you, Tomoyo-chan.\I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form\Clow Card\But that was a good idea.\It was all because of Yukito-san.\Yukito-san. response:	Oh, my. Sakura has turned to ice now too.
context: I'm glad I could be of help.\Well, shouldn't it be about ready?\Return to your rightful form\Clow Card\But that was a good idea.\It was all because of Yukito-san.\Yukito-san.\Oh, my. Sakura has turned to ice now too. response:	All right. She's with it now too.
context: Well, shouldn't it be about ready?\Return to your rightful form\Clow Card\But that was a good idea.\It was all because of Yukito-san.\Yukito-san.\Oh, my. Sakura has turned to ice now too.\All right. She's with it now too. response:	Really show it to them next time Sakura.
