context: Alarm - tap to snooze > slide to stop alarm response:	Morning.
context: If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow!\Let's have a good game!\Let's all do our best! response:	Our opposing team has girls in it, huh?
context: Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow!\Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh? response:	There's no way they'd be able to hit your ball.
context: Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow!\Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball. response:	What meaning is there in a this game to begin with?
context: Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow!\Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with? response:	It's for the future, Takato...
context: Don't you burn anything!\Bow!\Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato... response:	I see. If you say so, let's do it.
context: Bow!\Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it. response:	If you lose, I'm smacking all your asses with a baseball bat!
context: Let's have a good game!\Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat! response:	All right, here we go! Yeah!
context: Let's all do our best!\Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah! response:	Yeah!
context: Our opposing team has girls in it, huh?\There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah! response:	Smacking asses with a bat...
context: There's no way they'd be able to hit your ball.\What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah!\Smacking asses with a bat... response:	that sounds like what the previous generation does.
context: What meaning is there in a this game to begin with?\It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does. response:	Play ball!
context: It's for the future, Takato...\I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball! response:	All right!
context: I see. If you say so, let's do it.\If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball!\All right! response:	They can't even hit our pitcher's ball? The opponents have horrible batters...
context: If you lose, I'm smacking all your asses with a baseball bat!\All right, here we go! Yeah!\Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters... response:	Is that so?
context: All right, here we go! Yeah!\Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so? response:	Hey!
context: Yeah!\Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey! response:	I'm being serious here, though this
context: Smacking asses with a bat...\that sounds like what the previous generation does.\Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey!\I'm being serious here, though this response:	was such a sudden game to play. What kinda talk is that?
context: that sounds like what the previous generation does.\Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that? response:	It's the truth.
context: Play ball!\All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth. response:	You jackass, I'll just abandon this game!
context: All right!\They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game! response:	I'd be troubled by that. Please keep pitching.
context: They can't even hit our pitcher's ball? The opponents have horrible batters...\Is that so?\Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching. response:	Then properly think before you talk!
context: Is that so?\Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk! response:	Kurobane, please go ahead.
context: Hey!\I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead. response:	Okay!
context: I'm being serious here, though this\was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead.\Okay! response:	Magic spell, magic spell!
context: was such a sudden game to play. What kinda talk is that?\It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead.\Okay!\Magic spell, magic spell! response:	Calming down with this magic spell!
context: It's the truth.\You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead.\Okay!\Magic spell, magic spell!\Calming down with this magic spell! response:	There it is! Yusarin's magic spell series, 9!
context: You jackass, I'll just abandon this game!\I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead.\Okay!\Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9! response:	The spell for calming down!
context: I'd be troubled by that. Please keep pitching.\Then properly think before you talk!\Kurobane, please go ahead.\Okay!\Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down! response:	There. Now he is calm!
context: Then properly think before you talk!\Kurobane, please go ahead.\Okay!\Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm! response:	Such a turn-off!
context: Kurobane, please go ahead.\Okay!\Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm!\Such a turn-off! response:	Strike! Batter's out!
context: Okay!\Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm!\Such a turn-off!\Strike! Batter's out! response:	That's a real knuckle ball...
context: Magic spell, magic spell!\Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm!\Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball... response:	there's no way we can hit something like that.
context: Calming down with this magic spell!\There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm!\Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that. response:	Smacking my ass with a bat, or whatever else, do what you'd like.
context: There it is! Yusarin's magic spell series, 9!\The spell for calming down!\There. Now he is calm!\Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like. response:	But it's pretty amazing that pitches like that are consistently caught.
context: The spell for calming down!\There. Now he is calm!\Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught. response:	Even the catcher is super-high-school level, huh...
context: There. Now he is calm!\Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh... response:	there's no way we can win this.
context: Such a turn-off!\Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this. response:	Kannai Academy Hoshinoumi Academy
context: Strike! Batter's out!\That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy response:	We just need one run... if the two of us can score one run,
context: That's a real knuckle ball...\there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run, response:	we can win as long as the two of us protect that one run lead!
context: there's no way we can hit something like that.\Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead! response:	Not good!
context: Smacking my ass with a bat, or whatever else, do what you'd like.\But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good! response:	So they went after Yusa after all.
context: But it's pretty amazing that pitches like that are consistently caught.\Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all. response:	Misa, on the other hand, has athletic reflexes, I guess!
context: Even the catcher is super-high-school level, huh...\there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess! response:	Dammit, Yusa's shoulders are so weak!
context: there's no way we can win this.\Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak! response:	I see... She can make the right decision, but she can't physically keep up.
context: Kannai Academy Hoshinoumi Academy\We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up. response:	Strike! Batter's out!
context: We just need one run... if the two of us can score one run,\we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out! response:	Out!
context: we can win as long as the two of us protect that one run lead!\Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out! response:	Ball four!
context: Not good!\So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out!\Ball four! response:	Not looking good...
context: So they went after Yusa after all.\Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out!\Ball four!\Not looking good... response:	Out!
context: Misa, on the other hand, has athletic reflexes, I guess!\Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out!\Ball four!\Not looking good...\Out! response:	Safe!
context: Dammit, Yusa's shoulders are so weak!\I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out!\Ball four!\Not looking good...\Out!\Safe! response:	This is our biggest crisis...
context: I see... She can make the right decision, but she can't physically keep up.\Strike! Batter's out!\Out!\Ball four!\Not looking good...\Out!\Safe!\This is our biggest crisis... response:	We should use abilities as well.
context: Strike! Batter's out!\Out!\Ball four!\Not looking good...\Out!\Safe!\This is our biggest crisis...\We should use abilities as well. response:	Specifically, how?
context: Out!\Ball four!\Not looking good...\Out!\Safe!\This is our biggest crisis...\We should use abilities as well.\Specifically, how? response:	You need to take over the opponent's batter.
context: Ball four!\Not looking good...\Out!\Safe!\This is our biggest crisis...\We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter. response:	And the last two batters for them will listlessly swing their bats.
context: Not looking good...\Out!\Safe!\This is our biggest crisis...\We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats. response:	And you, just throw outside of the strike zone.
context: Out!\Safe!\This is our biggest crisis...\We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone. response:	Just be careful to not throw a wild pitch.
context: Safe!\This is our biggest crisis...\We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch. response:	S-Sure...
context: This is our biggest crisis...\We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure... response:	Then, I'm counting on you.
context: We should use abilities as well.\Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you. response:	Play!
context: Specifically, how?\You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you.\Play! response:	I have to use my powers for something like this?
context: You need to take over the opponent's batter.\And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you.\Play!\I have to use my powers for something like this? response:	Strike!
context: And the last two batters for them will listlessly swing their bats.\And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you.\Play!\I have to use my powers for something like this?\Strike! response:	Why?
context: And you, just throw outside of the strike zone.\Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you.\Play!\I have to use my powers for something like this?\Strike!\Why? response:	Hey, you...
context: Just be careful to not throw a wild pitch.\S-Sure...\Then, I'm counting on you.\Play!\I have to use my powers for something like this?\Strike!\Why?\Hey, you... response:	Strike two!
context: S-Sure...\Then, I'm counting on you.\Play!\I have to use my powers for something like this?\Strike!\Why?\Hey, you...\Strike two! response:	Are you all right?
context: Then, I'm counting on you.\Play!\I have to use my powers for something like this?\Strike!\Why?\Hey, you...\Strike two!\Are you all right? response:	Yeah, I'm totally fine.
context: Play!\I have to use my powers for something like this?\Strike!\Why?\Hey, you...\Strike two!\Are you all right?\Yeah, I'm totally fine. response:	It's two outs with the next guy...
context: I have to use my powers for something like this?\Strike!\Why?\Hey, you...\Strike two!\Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy... response:	Arifumi... If you want to be that thorough in winning this thing...
context: Strike!\Why?\Hey, you...\Strike two!\Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing... response:	Catcher!
context: Why?\Hey, you...\Strike two!\Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher! response:	Safe!
context: Hey, you...\Strike two!\Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe! response:	Takato...
context: Strike two!\Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe!\Takato... response:	What was safe?
context: Are you all right?\Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe!\Takato...\What was safe? response:	I didn't think that far...
context: Yeah, I'm totally fine.\It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe!\Takato...\What was safe?\I didn't think that far... response:	Did he steal home base?
context: It's two outs with the next guy...\Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe!\Takato...\What was safe?\I didn't think that far...\Did he steal home base? response:	Dammit! Dammit, dammit!
context: Arifumi... If you want to be that thorough in winning this thing...\Catcher!\Safe!\Takato...\What was safe?\I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit! response:	We can't win this one.
context: Catcher!\Safe!\Takato...\What was safe?\I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one. response:	Strike! Batter's out!
context: Safe!\Takato...\What was safe?\I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out! response:	Just make sure to hit the ball when you bunt.
context: Takato...\What was safe?\I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt. response:	Then, use your ability to run past first base.
context: What was safe?\I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base. response:	Will they be able to see me do so?
context: I didn't think that far...\Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so? response:	I'll record the evidence with a super-high-speed camera.
context: Did he steal home base?\Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera. response:	Got it.
context: Dammit! Dammit, dammit!\We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it. response:	Strike!
context: We can't win this one.\Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it.\Strike! response:	Strike two!
context: Strike! Batter's out!\Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it.\Strike!\Strike two! response:	If I screw up the next one, I'll be out...
context: Just make sure to hit the ball when you bunt.\Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it.\Strike!\Strike two!\If I screw up the next one, I'll be out... response:	Now, one more guy...
context: Then, use your ability to run past first base.\Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it.\Strike!\Strike two!\If I screw up the next one, I'll be out...\Now, one more guy... response:	All right!
context: Will they be able to see me do so?\I'll record the evidence with a super-high-speed camera.\Got it.\Strike!\Strike two!\If I screw up the next one, I'll be out...\Now, one more guy...\All right! response:	See, he's touched first base.
context: I'll record the evidence with a super-high-speed camera.\Got it.\Strike!\Strike two!\If I screw up the next one, I'll be out...\Now, one more guy...\All right!\See, he's touched first base. response:	Come on now, it's safe! It's safe, isn't it?
context: Got it.\Strike!\Strike two!\If I screw up the next one, I'll be out...\Now, one more guy...\All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it? response:	What just happened?
context: Strike!\Strike two!\If I screw up the next one, I'll be out...\Now, one more guy...\All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened? response:	Well done! We will not be wasting your sacrifice.
context: Strike two!\If I screw up the next one, I'll be out...\Now, one more guy...\All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice. response:	Someone, I need a pinch runner!
context: If I screw up the next one, I'll be out...\Now, one more guy...\All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner! response:	Yusa is weak, but I'll use my own game sense to hit the ball!
context: Now, one more guy...\All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball! response:	All right!
context: All right!\See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right! response:	Wow, that was like Ichiro.
context: See, he's touched first base.\Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro. response:	And now it's your turn at bat, what will you do?
context: Come on now, it's safe! It's safe, isn't it?\What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do? response:	After my sacrifice bunt succeeds, one base hit and it's a walk-off.
context: What just happened?\Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off. response:	I can't hit that with my ability!
context: Well done! We will not be wasting your sacrifice.\Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability! response:	How about you go face things head-on every so often?
context: Someone, I need a pinch runner!\Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often? response:	Yu Otosaka, the fiend of cheating on tests.
context: Yusa is weak, but I'll use my own game sense to hit the ball!\All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests. response:	Please hit!
context: All right!\Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit! response:	-Dammit, against guys like this... -First base!
context: Wow, that was like Ichiro.\And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base! response:	Out!
context: And now it's your turn at bat, what will you do?\After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base!\Out! response:	In a scene like this, I have to face this head-on?
context: After my sacrifice bunt succeeds, one base hit and it's a walk-off.\I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on? response:	Lead, lead, lead...
context: I can't hit that with my ability!\How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead... response:	Strike!
context: How about you go face things head-on every so often?\Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike! response:	Strike two!
context: Yu Otosaka, the fiend of cheating on tests.\Please hit!\-Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike!\Strike two! response:	Dammit!
context: Please hit!\-Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike!\Strike two!\Dammit! response:	Foul!
context: -Dammit, against guys like this... -First base!\Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike!\Strike two!\Dammit!\Foul! response:	I finally was able to hit...
context: Out!\In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike!\Strike two!\Dammit!\Foul!\I finally was able to hit... response:	Foul!
context: In a scene like this, I have to face this head-on?\Lead, lead, lead...\Strike!\Strike two!\Dammit!\Foul!\I finally was able to hit...\Foul! response:	Foul!
context: Lead, lead, lead...\Strike!\Strike two!\Dammit!\Foul!\I finally was able to hit...\Foul!\Foul! response:	Foul!
context: Strike!\Strike two!\Dammit!\Foul!\I finally was able to hit...\Foul!\Foul!\Foul! response:	His timing is starting to inch closer...
context: Strike two!\Dammit!\Foul!\I finally was able to hit...\Foul!\Foul!\Foul!\His timing is starting to inch closer... response:	I guess I'll move it a bit more for the next one.
context: Dammit!\Foul!\I finally was able to hit...\Foul!\Foul!\Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one. response:	Dammit... it's all over...
context: Foul!\I finally was able to hit...\Foul!\Foul!\Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over... response:	It's not over! Run!
context: I finally was able to hit...\Foul!\Foul!\Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run! response:	Head to first base, the catcher fumbled!
context: Foul!\Foul!\Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled! response:	Safe!
context: Foul!\Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled!\Safe! response:	We can do this! I have the game sense!
context: Foul!\His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense! response:	Takato!
context: His timing is starting to inch closer...\I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense!\Takato! response:	Safe!
context: I guess I'll move it a bit more for the next one.\Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense!\Takato!\Safe! response:	Game set!
context: Dammit... it's all over...\It's not over! Run!\Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense!\Takato!\Safe!\Game set! response:	Did you see that? My game sense?
context: It's not over! Run!\Head to first base, the catcher fumbled!\Safe!\We can do this! I have the game sense!\Takato!\Safe!\Game set!\Did you see that? My game sense? response:	That was amazing, Yusarin!
