context: I'm coming! response:	Who are you?
context: A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you! response:	What are you doing there?
context: Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there? response:	Sukeroku...
context: -Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there?\Sukeroku... response:	What do you mean by demon child?
context: The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there?\Sukeroku...\What do you mean by demon child? response:	And destroy Daigo? What does that mean?
context: The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there?\Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean? response:	-Answer me! -Young Master, do not listen to her.
context: Sukeroku, Sukeroku!\Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there?\Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her. response:	It's the curse of the demons!
context: Where'd he go?\-Sukeroku! -Hey, you!\What are you doing there?\Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons! response:	The demons ate the baby.
context: -Sukeroku! -Hey, you!\What are you doing there?\Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby. response:	Its arms, legs, nose, mouth, skin, everything.
context: What are you doing there?\Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything. response:	They ate everything!
context: Sukeroku...\What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything! response:	And now the child's come back to return the curse to Daigo and his land!
context: What do you mean by demon child?\And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land! response:	HALL OF HELL
context: And destroy Daigo? What does that mean?\-Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL response:	This is very bad.
context: -Answer me! -Young Master, do not listen to her.\It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad. response:	Sorrow scatters in the wind,
context: It's the curse of the demons!\The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad.\Sorrow scatters in the wind, response:	piling up to form shadows
context: The demons ate the baby.\Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad.\Sorrow scatters in the wind,\piling up to form shadows response:	Our footsteps admonish indifference in such verbose ways
context: Its arms, legs, nose, mouth, skin, everything.\They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways response:	As I peek into your fathomless eyes, I lose my composure
context: They ate everything!\And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure response:	Is there any hope in the place I am heading to?
context: And now the child's come back to return the curse to Daigo and his land!\HALL OF HELL\This is very bad.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to? response:	I feign amusement and laugh
context: HALL OF HELL\This is very bad.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh response:	because this road is so dark
context: This is very bad.\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark response:	I will be there to shine the light
context: Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light response:	I'm used to playing at saying goodbye,
context: piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye, response:	but I cried when I waved to you
context: Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you response:	Our fiery woes fade... and fade... until night falls upon us
context: As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us response:	If I knew tomorrow would be so mundane,
context: Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane, response:	I wouldn't have said that I wanted to live
context: I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live response:	I know it's futile but can't help dreaming of a future... a future... you are to blame
context: because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live\I know it's futile but can't help dreaming of a future... a future... you are to blame response:	Kyubi
