context: This is Code Papillon! response:	Midsummer's Knights, do you copy?
context: Mission?\What mission?\That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time... response:	It's too big for us to damage!
context: What mission?\That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage! response:	It's overwhelming them.
context: That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them. response:	Capture Hana Mutou!
context: I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou! response:	Is this some kind of nasty dog-monster?
context: Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster? response:	Hana!
context: do you have the skills to complete this mission, and the will to do so?\I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana! response:	I'll deploy a team to find Hana Mutou.
context: I'm okay now.\I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou. response:	Eliminate Daichi Manatsu and Teppei Arashi.
context: I don't know how we do this all this time...\It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi. response:	Crush the Intercept Faction's hopes!
context: It's too big for us to damage!\It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes! response:	High energy readings from under the nearby sea!
context: It's overwhelming them.\Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea! response:	It's surfacing.
context: Capture Hana Mutou!\Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing. response:	Could this be...
context: Is this some kind of nasty dog-monster?\Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing.\Could this be... response:	Get them, Hana!
context: Hana!\I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing.\Could this be...\Get them, Hana! response:	The Blume surfaced?
context: I'll deploy a team to find Hana Mutou.\Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing.\Could this be...\Get them, Hana!\The Blume surfaced? response:	Is Hana Mutou operating it?
context: Eliminate Daichi Manatsu and Teppei Arashi.\Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing.\Could this be...\Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it? response:	Don't!
context: Crush the Intercept Faction's hopes!\High energy readings from under the nearby sea!\It's surfacing.\Could this be...\Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it?\Don't! response:	Why would you damage the Blume?!
context: High energy readings from under the nearby sea!\It's surfacing.\Could this be...\Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?! response:	It's huge.
context: It's surfacing.\Could this be...\Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?!\It's huge. response:	That's the Blume?
context: Could this be...\Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?!\It's huge.\That's the Blume? response:	I'm okay now.
context: Get them, Hana!\The Blume surfaced?\Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?!\It's huge.\That's the Blume?\I'm okay now. response:	If you go inside the Blume, you won't be able to leave by your own will.
context: The Blume surfaced?\Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?!\It's huge.\That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will. response:	Right?
context: Is Hana Mutou operating it?\Don't!\Why would you damage the Blume?!\It's huge.\That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right? response:	It's okay.
context: Don't!\Why would you damage the Blume?!\It's huge.\That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay. response:	The captain will come for me.
context: Why would you damage the Blume?!\It's huge.\That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay.\The captain will come for me. response:	I will, no matter what.
context: It's huge.\That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay.\The captain will come for me.\I will, no matter what. response:	So it's okay.
context: That's the Blume?\I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay.\The captain will come for me.\I will, no matter what.\So it's okay. response:	Then only Daichi Manatsu can bring you out of the Blume.
context: I'm okay now.\If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay.\The captain will come for me.\I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume. response:	That's right, isn't it?
context: If you go inside the Blume, you won't be able to leave by your own will.\Right?\It's okay.\The captain will come for me.\I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it? response:	In other words...
context: Right?\It's okay.\The captain will come for me.\I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words... response:	If anything happens to him,
context: It's okay.\The captain will come for me.\I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words...\If anything happens to him, response:	we'll lose the ability to extricate you from the ship.
context: The captain will come for me.\I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship. response:	Are you aware of this fact?
context: I will, no matter what.\So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact? response:	I am.
context: So it's okay.\Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am. response:	And you're all right with that?
context: Then only Daichi Manatsu can bring you out of the Blume.\That's right, isn't it?\In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am.\And you're all right with that? response:	Yes.
context: That's right, isn't it?\In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am.\And you're all right with that?\Yes. response:	If I lose the captain,
context: In other words...\If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am.\And you're all right with that?\Yes.\If I lose the captain, response:	there'll be no point in leaving the ship anyway.
context: If anything happens to him,\we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am.\And you're all right with that?\Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway. response:	Hana...
context: we'll lose the ability to extricate you from the ship.\Are you aware of this fact?\I am.\And you're all right with that?\Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana... response:	The spaceship Blume goes up to the orbiting satellite
context: Are you aware of this fact?\I am.\And you're all right with that?\Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite response:	to rendezvous with the Tenkaidou.
context: I am.\And you're all right with that?\Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou. response:	At last, we prepare for the final battle.
context: And you're all right with that?\Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle. response:	But what? Why?
context: Yes.\If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why? response:	For some reason, the popular idol Ai-chan
context: If I lose the captain,\there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why?\For some reason, the popular idol Ai-chan response:	is here as governor for a day.
context: there'll be no point in leaving the ship anyway.\Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why?\For some reason, the popular idol Ai-chan\is here as governor for a day. response:	And Salty Dog is on the move, too.
context: Hana...\The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why?\For some reason, the popular idol Ai-chan\is here as governor for a day.\And Salty Dog is on the move, too. response:	Satellitejack.
context: The spaceship Blume goes up to the orbiting satellite\to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why?\For some reason, the popular idol Ai-chan\is here as governor for a day.\And Salty Dog is on the move, too.\Satellitejack. response:	Satellitejack
context: to rendezvous with the Tenkaidou.\At last, we prepare for the final battle.\But what? Why?\For some reason, the popular idol Ai-chan\is here as governor for a day.\And Salty Dog is on the move, too.\Satellitejack.\Satellitejack response:	Earth Engine, expand!
