context: Start of the Rainy Season response:	Um, hello.
context: How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying. response:	Man, he's annoying.
context: An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying. response:	It's like I can hear the voices in his head.
context: Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying.\It's like I can hear the voices in his head. response:	I bet he thinks the world revolves around him.
context: Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him. response:	H-He's sacrificing his bishop?
context: The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop? response:	What?
context: He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What? response:	What's going on?
context: As long as I've got a dragon in this row, I'm going to be faster.\Annoying.\Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What?\What's going on? response:	BISHOP
context: Annoying.\Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What?\What's going on?\BISHOP response:	I can't afford not to take it.
context: Man, he's annoying.\It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What?\What's going on?\BISHOP\I can't afford not to take it. response:	But if I take it, I'll be one row off. Then the edge will be...
context: It's like I can hear the voices in his head.\I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What?\What's going on?\BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be... response:	He'll be able to swing the edge?
context: I bet he thinks the world revolves around him.\H-He's sacrificing his bishop?\What?\What's going on?\BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge? response:	Where did I make a mistake?
context: H-He's sacrificing his bishop?\What?\What's going on?\BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake? response:	Where was it? I didn't see that Bishop coming.
context: What?\What's going on?\BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming. response:	Is he going to checkmate me? No. A faster move...
context: What's going on?\BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move... response:	Isn't there a fast move?
context: BISHOP\I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move? response:	An even faster move?
context: I can't afford not to take it.\But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move? response:	I lost...
context: But if I take it, I'll be one row off. Then the edge will be...\He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move?\I lost... response:	Noisy...
context: He'll be able to swing the edge?\Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move?\I lost...\Noisy... response:	If he'll get a bad temper when he loses, he should play more slowly.
context: Where did I make a mistake?\Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move?\I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly. response:	Kiriyama!
context: Where was it? I didn't see that Bishop coming.\Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move?\I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama! response:	You did a lousy job removing that bee's nest!
context: Is he going to checkmate me? No. A faster move...\Isn't there a fast move?\An even faster move?\I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest! response:	You made him buzz even louder!
context: Isn't there a fast move?\An even faster move?\I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder! response:	Be more cognizant of the other players around you!
context: An even faster move?\I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you! response:	Wait a second, me?!
context: I lost...\Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?! response:	Who suddenly starts poking the hive with a stick?
context: Noisy...\If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick? response:	That was on purpose, wasn't it?
context: If he'll get a bad temper when he loses, he should play more slowly.\Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it? response:	There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!
context: Kiriyama!\You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it! response:	BUZZ BUZZ BUZZ BUZZ
context: You did a lousy job removing that bee's nest!\You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ response:	I-It's my fault?
context: You made him buzz even louder!\Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault? response:	That Hachiya-bee is always buzzing! He has been since elementary school!
context: Be more cognizant of the other players around you!\Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school! response:	It's too late to change him now! So we've all given up! Got it?!
context: Wait a second, me?!\Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?! response:	All you can do is bag him before he starts to buzz! Geez!
context: Who suddenly starts poking the hive with a stick?\That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez! response:	As you get older, it's harder to focus.
context: That was on purpose, wasn't it?\There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus. response:	So be more considerate! We were playing an important match here!
context: There're a lot of other ways to deal with it, like wrap it in a bag and fumigate it!\BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here! response:	The next term's seed is on the line!
context: BUZZ BUZZ BUZZ BUZZ\I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line! response:	When you're older, it's tough starting a tournament from square one! Get it?
context: I-It's my fault?\That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it? response:	I really want to make it past this round! I lost though!
context: That Hachiya-bee is always buzzing! He has been since elementary school!\It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though! response:	Uh, okay.
context: It's too late to change him now! So we've all given up! Got it?!\All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay. response:	Everyone's so noisy buzzing around.
context: All you can do is bag him before he starts to buzz! Geez!\As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around. response:	Sheesh, youngsters these days.
context: As you get older, it's harder to focus.\So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days. response:	Hachi is too easy to understand, but Kiriyama, you're too hard to understand!
context: So be more considerate! We were playing an important match here!\The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand! response:	You should live so you're easier to understand. Like Hachi.
context: The next term's seed is on the line!\When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi. response:	After all, you're both similar on the inside.
context: When you're older, it's tough starting a tournament from square one! Get it?\I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside. response:	Please don't compare me to him. I'm not
context: I really want to make it past this round! I lost though!\Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not response:	You are like him!
context: Uh, okay.\Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him! response:	You think the world revolves around you, don't you?
context: Everyone's so noisy buzzing around.\Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you? response:	Why? What?!
context: Sheesh, youngsters these days.\Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you?\Why? What?! response:	SLAM
context: Hachi is too easy to understand, but Kiriyama, you're too hard to understand!\You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you?\Why? What?!\SLAM response:	Well, shall we head out?
context: You should live so you're easier to understand. Like Hachi.\After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you?\Why? What?!\SLAM\Well, shall we head out? response:	Good luck, Kiriyama.
context: After all, you're both similar on the inside.\Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you?\Why? What?!\SLAM\Well, shall we head out?\Good luck, Kiriyama. response:	Hang in there. This is where Hachi really takes his time.
context: Please don't compare me to him. I'm not\You are like him!\You think the world revolves around you, don't you?\Why? What?!\SLAM\Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time. response:	See you!
context: You are like him!\You think the world revolves around you, don't you?\Why? What?!\SLAM\Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you! response:	Okay, the post-mortem...
context: You think the world revolves around you, don't you?\Why? What?!\SLAM\Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem... response:	GRIND GRIND GRIND
context: Why? What?!\SLAM\Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem...\GRIND GRIND GRIND response:	RUMBLE RUMBLE RUMBLE
context: SLAM\Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE response:	Let's make it a thorough one!
context: Well, shall we head out?\Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one! response:	KYAAA
context: Good luck, Kiriyama.\Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA response:	Tongue-clicking. Leg-shaking. An attitude.
context: Hang in there. This is where Hachi really takes his time.\See you!\Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude. response:	Despite displaying all of these things, he's surprisingly loved.
context: See you!\Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved. response:	TEAR TRACKS
context: Okay, the post-mortem...\GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS response:	Subaru Hachiya, 5th-Dan, 23 years old.
context: GRIND GRIND GRIND\RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old. response:	TAPTAP TAP TAP TAP TAP
context: RUMBLE RUMBLE RUMBLE\Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP response:	Even after that, Hachi hung around Kiriyama
context: Let's make it a thorough one!\KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama response:	and made him engage in a post-mortem at a family restaurant until the wee hours of the night.
context: KYAAA\Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night. response:	As the world revolved around him,
context: Tongue-clicking. Leg-shaking. An attitude.\Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him, response:	I can't understand it.
context: Despite displaying all of these things, he's surprisingly loved.\TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it. response:	He yelled that a million times.
context: TEAR TRACKS\Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it.\He yelled that a million times. response:	GOBBLE GOBBLE TAP TAP TAP
context: Subaru Hachiya, 5th-Dan, 23 years old.\TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP response:	We're not alike! We're nothing alike at all!
context: TAPTAP TAP TAP TAP TAP\Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all! response:	Hachiya
context: Even after that, Hachi hung around Kiriyama\and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya response:	Next Episode Preview
context: and made him engage in a post-mortem at a family restaurant until the wee hours of the night.\As the world revolved around him,\I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview response:	Episode 30
context: As the world revolved around him,\I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview\Episode 30 response:	What the hell is that?!
context: I can't understand it.\He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview\Episode 30\What the hell is that?! response:	But this is a school!
context: He yelled that a million times.\GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview\Episode 30\What the hell is that?!\But this is a school! response:	I lack knowledge.
context: GOBBLE GOBBLE TAP TAP TAP\We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview\Episode 30\What the hell is that?!\But this is a school!\I lack knowledge. response:	You're just a second-year high school student.
context: We're not alike! We're nothing alike at all!\Hachiya\Next Episode Preview\Episode 30\What the hell is that?!\But this is a school!\I lack knowledge.\You're just a second-year high school student. response:	I'm not useful!
context: Hachiya\Next Episode Preview\Episode 30\What the hell is that?!\But this is a school!\I lack knowledge.\You're just a second-year high school student.\I'm not useful! response:	I'm a teacher!
context: Next Episode Preview\Episode 30\What the hell is that?!\But this is a school!\I lack knowledge.\You're just a second-year high school student.\I'm not useful!\I'm a teacher! response:	I did my best...
context: Episode 30\What the hell is that?!\But this is a school!\I lack knowledge.\You're just a second-year high school student.\I'm not useful!\I'm a teacher!\I did my best... response:	Don't underestimate a teacher!
context: What the hell is that?!\But this is a school!\I lack knowledge.\You're just a second-year high school student.\I'm not useful!\I'm a teacher!\I did my best...\Don't underestimate a teacher! response:	So please teach me, Mr. Hayashida!
context: But this is a school!\I lack knowledge.\You're just a second-year high school student.\I'm not useful!\I'm a teacher!\I did my best...\Don't underestimate a teacher!\So please teach me, Mr. Hayashida! response:	ILLUSTRATION: RIEKO NISHIHARA
context: I lack knowledge.\You're just a second-year high school student.\I'm not useful!\I'm a teacher!\I did my best...\Don't underestimate a teacher!\So please teach me, Mr. Hayashida!\ILLUSTRATION: RIEKO NISHIHARA response:	Kiriyama, you're not thinking of going home soon, are you?
context: You're just a second-year high school student.\I'm not useful!\I'm a teacher!\I did my best...\Don't underestimate a teacher!\So please teach me, Mr. Hayashida!\ILLUSTRATION: RIEKO NISHIHARA\Kiriyama, you're not thinking of going home soon, are you? response:	Excuse me! One more parfait!
