context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: It's too high for me to climb in.\Jeez... You're helpless.\By the way, I have a request regarding the Priestess.\What is it?\Where in the world is the Priestess?!\You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?! response:	Quiet, Aotake.
context: Jeez... You're helpless.\By the way, I have a request regarding the Priestess.\What is it?\Where in the world is the Priestess?!\You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake. response:	Wha
context: By the way, I have a request regarding the Priestess.\What is it?\Where in the world is the Priestess?!\You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha response:	We're done!
context: What is it?\Where in the world is the Priestess?!\You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha\We're done! response:	Priestess!
context: Where in the world is the Priestess?!\You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha\We're done!\Priestess! response:	I let her wear my school uniform.
context: You're causing a ruckus.\The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha\We're done!\Priestess!\I let her wear my school uniform. response:	Don't you think she looks great in it?
context: The Earth Deity asked her to meet up last night she still hasn't returned!\What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha\We're done!\Priestess!\I let her wear my school uniform.\Don't you think she looks great in it? response:	Please, be honest with me.
context: What did you do to the Imperial Priestess, you damn fox?!\Quiet, Aotake.\Wha\We're done!\Priestess!\I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me. response:	It's great. No one will realize your true identity with that on.
context: Quiet, Aotake.\Wha\We're done!\Priestess!\I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on. response:	I'll be able to meet my Kotarou now, right?
context: Wha\We're done!\Priestess!\I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right? response:	But, be careful. It's difficult for me to maintain your disguise as a human.
context: We're done!\Priestess!\I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human. response:	You are not to use any magic. In the event that you do, you'll return to your normal form.
context: Priestess!\I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form. response:	Also, stop that.
context: I let her wear my school uniform.\Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that. response:	Now, let's go, Priestess. Kotarou-kun's waiting.
context: Don't you think she looks great in it?\Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting. response:	Nanami-dono,
context: Please, be honest with me.\It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono, response:	thank you.
context: It's great. No one will realize your true identity with that on.\I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you. response:	Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.
context: I'll be able to meet my Kotarou now, right?\But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM. response:	She's late.
context: But, be careful. It's difficult for me to maintain your disguise as a human.\You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late. response:	Was this all a prank?
context: You are not to use any magic. In the event that you do, you'll return to your normal form.\Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank? response:	Why would there be a girl who actually likes me, anyway?
context: Also, stop that.\Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway? response:	Kotarou-kun?
context: Now, let's go, Priestess. Kotarou-kun's waiting.\Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun? response:	It is you, Kotarou!
context: Nanami-dono,\thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou! response:	Do not cry, boy.
context: thank you.\Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou!\Do not cry, boy. response:	Smile.
context: Kotarou-kun will be waiting by the Nishiguchi Park entrance at 5 PM.\She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou!\Do not cry, boy.\Smile. response:	Smile!
context: She's late.\Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou!\Do not cry, boy.\Smile.\Smile! response:	How sweet! They haven't seen each other in ten years!
context: Was this all a prank?\Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou!\Do not cry, boy.\Smile.\Smile!\How sweet! They haven't seen each other in ten years! response:	A rendezvous between a human and a demon is still living on borrowed time, though.
context: Why would there be a girl who actually likes me, anyway?\Kotarou-kun?\It is you, Kotarou!\Do not cry, boy.\Smile.\Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though. response:	Don't say that!
context: Kotarou-kun?\It is you, Kotarou!\Do not cry, boy.\Smile.\Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that! response:	At least for today, the string of fate that was once cut is reunited.
context: It is you, Kotarou!\Do not cry, boy.\Smile.\Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited. response:	Kotarou.
context: Do not cry, boy.\Smile.\Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou. response:	Kotarou!
context: Smile.\Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou! response:	S-She's way too close!
context: Smile!\How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou!\S-She's way too close! response:	I wanted to see you.
context: How sweet! They haven't seen each other in ten years!\A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou!\S-She's way too close!\I wanted to see you. response:	C-Could you g-give me some space, please?
context: A rendezvous between a human and a demon is still living on borrowed time, though.\Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou!\S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please? response:	Why?
context: Don't say that!\At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou!\S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please?\Why? response:	T-T-This is the first time we've met, after all.
context: At least for today, the string of fate that was once cut is reunited.\Kotarou.\Kotarou!\S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all. response:	But I love you!
context: Kotarou.\Kotarou!\S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all.\But I love you! response:	I-I'm not sure how to react to being confessed to by someone I don't know.
context: Kotarou!\S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know. response:	I see.
context: S-She's way too close!\I wanted to see you.\C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see. response:	I don't know why a girl like you would love someone like me.
context: I wanted to see you.\C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me. response:	What is that box?
context: C-Could you g-give me some space, please?\Why?\T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me.\What is that box? response:	O-Oh, this is a Rubik's Cube. You've never seen one?
context: Why?\T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one? response:	Yeah.
context: T-T-This is the first time we've met, after all.\But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah. response:	It's a six-sided cube-shaped puzzle.
context: But I love you!\I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle. response:	You rotate it and try to align all the colors.
context: I-I'm not sure how to react to being confessed to by someone I don't know.\I see.\I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors. response:	What a complicated little box.
context: I see.\I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box. response:	It's not that difficult.
context: I don't know why a girl like you would love someone like me.\What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult. response:	You just have to look at the back-side of the face and turn accordingly.
context: What is that box?\O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly. response:	See? One side is done.
context: O-Oh, this is a Rubik's Cube. You've never seen one?\Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done. response:	Wow, already! You're amazing, Kotarou!
context: Yeah.\It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou! response:	Oh.
context: It's a six-sided cube-shaped puzzle.\You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh. response:	D-Do you want to try?
context: You rotate it and try to align all the colors.\What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try? response:	May I?
context: What a complicated little box.\It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try?\May I? response:	Y-Yeah! I'm going to go get us some drinks real quick.
context: It's not that difficult.\You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick. response:	Just wait here.
context: You just have to look at the back-side of the face and turn accordingly.\See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here. response:	Okay.
context: See? One side is done.\Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay. response:	What is this?
context: Wow, already! You're amazing, Kotarou!\Oh.\D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay.\What is this? response:	My heart's won't stop racing.
context: Oh.\D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay.\What is this?\My heart's won't stop racing. response:	Amazing, Nanami-sama!
context: D-Do you want to try?\May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay.\What is this?\My heart's won't stop racing.\Amazing, Nanami-sama! response:	Your first job is complete!
context: May I?\Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay.\What is this?\My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete! response:	Well done!
context: Y-Yeah! I'm going to go get us some drinks real quick.\Just wait here.\Okay.\What is this?\My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete!\Well done! response:	I'll keep doing my best!
context: Just wait here.\Okay.\What is this?\My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete!\Well done!\I'll keep doing my best! response:	Stop being ridiculous. It's too early to celebrate.
context: Okay.\What is this?\My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete!\Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate. response:	The Priestess is in trouble.
context: What is this?\My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete!\Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble. response:	Huh?
context: My heart's won't stop racing.\Amazing, Nanami-sama!\Your first job is complete!\Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh? response:	Yo, yo, yo, Shawty, you be lookin' fine.
context: Amazing, Nanami-sama!\Your first job is complete!\Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine. response:	You look bored. You free or somethin'?
context: Your first job is complete!\Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'? response:	'Wanna come eat with us? I'll pay for'ya.
context: Well done!\I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya. response:	Quit screwin' with this junk.
context: I'll keep doing my best!\Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk. response:	Give it back.
context: Stop being ridiculous. It's too early to celebrate.\The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back. response:	What, is this crap important to you?
context: The Priestess is in trouble.\Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back.\What, is this crap important to you? response:	C-Crap! We've got to help!
context: Huh?\Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back.\What, is this crap important to you?\C-Crap! We've got to help! response:	Hold it, Nanami.
context: Yo, yo, yo, Shawty, you be lookin' fine.\You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back.\What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami. response:	That isn't your job.
context: You look bored. You free or somethin'?\'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back.\What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job. response:	From here on out, the human will have to do his part.
context: 'Wanna come eat with us? I'll pay for'ya.\Quit screwin' with this junk.\Give it back.\What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part. response:	If he has the slightest will to make this work, it will turn out for the better.
context: Quit screwin' with this junk.\Give it back.\What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better. response:	Your job is to give him the nudge that will make him change.
context: Give it back.\What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change. response:	W-What should I do?
context: What, is this crap important to you?\C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do? response:	I want to help her...
context: C-Crap! We've got to help!\Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her... response:	But...
context: Hold it, Nanami.\That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her...\But... response:	I'm so scared my legs won't move.
context: That isn't your job.\From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her...\But...\I'm so scared my legs won't move. response:	Kotarou-kun...
context: From here on out, the human will have to do his part.\If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her...\But...\I'm so scared my legs won't move.\Kotarou-kun... response:	Move... Move!
context: If he has the slightest will to make this work, it will turn out for the better.\Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her...\But...\I'm so scared my legs won't move.\Kotarou-kun...\Move... Move! response:	Move, dammit!
context: Your job is to give him the nudge that will make him change.\W-What should I do?\I want to help her...\But...\I'm so scared my legs won't move.\Kotarou-kun...\Move... Move!\Move, dammit! response:	Here, go on.
context: W-What should I do?\I want to help her...\But...\I'm so scared my legs won't move.\Kotarou-kun...\Move... Move!\Move, dammit!\Here, go on. response:	I wonder if my nudge reached him.
context: I want to help her...\But...\I'm so scared my legs won't move.\Kotarou-kun...\Move... Move!\Move, dammit!\Here, go on.\I wonder if my nudge reached him. response:	Hey, Tomoe...
context: But...\I'm so scared my legs won't move.\Kotarou-kun...\Move... Move!\Move, dammit!\Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe... response:	You didn't have to literally push his back, you know.
context: I'm so scared my legs won't move.\Kotarou-kun...\Move... Move!\Move, dammit!\Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know. response:	That was pretty straightforward.
context: Kotarou-kun...\Move... Move!\Move, dammit!\Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward. response:	But it seems the two have managed to take a step forward.
context: Move... Move!\Move, dammit!\Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward. response:	I can only hope that their bond will only strengthen with time.
context: Move, dammit!\Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time. response:	Nanami saves a white snake, only for it to fall in love with her!
context: Here, go on.\I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her! response:	In an attempt to save Nanami,
context: I wonder if my nudge reached him.\Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami, response:	Tomoe disguises himself as a high school student and goes to class!
context: Hey, Tomoe...\You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class! response:	Wow, what a hot guy!
context: You didn't have to literally push his back, you know.\That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy! response:	Next time: The Deity is Kidnapped!
context: That was pretty straightforward.\But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped! response:	Oh no!
context: But it seems the two have managed to take a step forward.\I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no! response:	onnanoko hajimemashita
context: I can only hope that their bond will only strengthen with time.\Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita response:	A tired girl starts her day
context: Nanami saves a white snake, only for it to fall in love with her!\In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita\A tired girl starts her day response:	tameiki wa bioron no shirabe ni nite
context: In an attempt to save Nanami,\Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite response:	With a sigh like the moan of a violin
context: Tomoe disguises himself as a high school student and goes to class!\Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin response:	akai mi hajikechatta
context: Wow, what a hot guy!\Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta response:	A cherry bursts in her mouth
context: Next time: The Deity is Kidnapped!\Oh no!\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth response:	mada anata wo shiranai
context: Oh no!\onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai response:	This was before we had met
context: onnanoko hajimemashita\A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met response:	konna koto hajimetette
context: A tired girl starts her day\tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette response:	This is the first time I've ever felt like this
context: tameiki wa bioron no shirabe ni nite\With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this response:	manazashi wa aku no hana sakimidarete mo
context: With a sigh like the moan of a violin\akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo response:	I could see that your pretty eyes were filled with contempt
context: akai mi hajikechatta\A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt response:	ie e to tsuzuku
context: A cherry bursts in her mouth\mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku response:	But I had to go home
context: mada anata wo shiranai\This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home response:	basu sutoppu demo anata wa tsurenai
context: This was before we had met\konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai response:	Even at the bus stop, you gave me the cold shoulder
context: konna koto hajimetette\This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder response:	karameta hanabi myaku utsu
context: This is the first time I've ever felt like this\manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu response:	The fireworks in the sky pulse
context: manazashi wa aku no hana sakimidarete mo\I could see that your pretty eyes were filled with contempt\ie e to tsuzuku\But I had to go home\basu sutoppu demo anata wa tsurenai\Even at the bus stop, you gave me the cold shoulder\karameta hanabi myaku utsu\The fireworks in the sky pulse response:	koi no shiruetto
