context: I've brought Daichi Manatsu. response:	Come in.
context: No.\Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me. response:	I've got you.
context: Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you. response:	Calm down, Hana.
context: My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you.\Calm down, Hana. response:	I'll help you!
context: Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you.\Calm down, Hana.\I'll help you! response:	Commander!
context: So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you.\Calm down, Hana.\I'll help you!\Commander! response:	The Coronal mass ejection is sending a stream of charged particles toward us!
context: I can feel the power rising inside me!\Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you.\Calm down, Hana.\I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us! response:	The solar flare from two days ago is showing up now?
context: Right now, I'm filled with Orgone energy.\You can't escape me.\I've got you.\Calm down, Hana.\I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now? response:	Radiation density is increasing.
context: You can't escape me.\I've got you.\Calm down, Hana.\I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing. response:	The electrical circuits are saturated, and we can't communicate!
context: I've got you.\Calm down, Hana.\I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate! response:	Hana!
context: Calm down, Hana.\I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana! response:	The end!
context: I'll help you!\Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana!\The end! response:	A CME storm?
context: Commander!\The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana!\The end!\A CME storm? response:	I can't see anything.
context: The Coronal mass ejection is sending a stream of charged particles toward us!\The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana!\The end!\A CME storm?\I can't see anything. response:	But...
context: The solar flare from two days ago is showing up now?\Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana!\The end!\A CME storm?\I can't see anything.\But... response:	I know where she is because she absorbed my energy!
context: Radiation density is increasing.\The electrical circuits are saturated, and we can't communicate!\Hana!\The end!\A CME storm?\I can't see anything.\But...\I know where she is because she absorbed my energy! response:	She's coming.
context: The electrical circuits are saturated, and we can't communicate!\Hana!\The end!\A CME storm?\I can't see anything.\But...\I know where she is because she absorbed my energy!\She's coming. response:	Communications are back on line!
context: Hana!\The end!\A CME storm?\I can't see anything.\But...\I know where she is because she absorbed my energy!\She's coming.\Communications are back on line! response:	The Kiltgang has been successfully intercepted.
context: The end!\A CME storm?\I can't see anything.\But...\I know where she is because she absorbed my energy!\She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted. response:	Hana...
context: A CME storm?\I can't see anything.\But...\I know where she is because she absorbed my energy!\She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana... response:	Seems my prayer was heard.
context: I can't see anything.\But...\I know where she is because she absorbed my energy!\She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard. response:	As planned, I'm returning the dummy capsule to Earth.
context: But...\I know where she is because she absorbed my energy!\She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth. response:	Thanks.
context: I know where she is because she absorbed my energy!\She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks. response:	You want them to believe the Flare Engine is back on Earth, right?
context: She's coming.\Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right? response:	Yes.
context: Communications are back on line!\The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes. response:	Just keep Hana for three days.
context: The Kiltgang has been successfully intercepted.\Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days. response:	In ten days, we'll begin Operation Summer.
context: Hana...\Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer. response:	This footage of Oberon was just taken by Cassini 3.
context: Seems my prayer was heard.\As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3. response:	It's emitting a light?
context: As planned, I'm returning the dummy capsule to Earth.\Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light? response:	Nine days ago, when the Type-1 attacked for the first time,
context: Thanks.\You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time, response:	we saw this light, as well.
context: You want them to believe the Flare Engine is back on Earth, right?\Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well. response:	We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.
context: Yes.\Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base. response:	This time, the light is brighter than nine years ago.
context: Just keep Hana for three days.\In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago. response:	A full-scale war will exterminate humanity.
context: In ten days, we'll begin Operation Summer.\This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity. response:	Yes.
context: This footage of Oberon was just taken by Cassini 3.\It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes. response:	That's right. Human weapons haven't once succeeded
context: It's emitting a light?\Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded response:	in destroying a Kiltgang's real body, its Ego Block.
context: Nine days ago, when the Type-1 attacked for the first time,\we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block. response:	That the Intercept Faction grows arrogant,
context: we saw this light, as well.\We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant, response:	after temporarily stopping the invasion, is the real threat.
context: We must not forget the tragedy in which the Type-1 wiped out Daedalus Base.\This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat. response:	Blume has already activated.
context: This time, the light is brighter than nine years ago.\A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated. response:	It's almost time for our plan, to create a new future for humanity.
context: A full-scale war will exterminate humanity.\Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity. response:	Harvest season draws near.
context: Yes.\That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near. response:	Then we should stand up and act.
context: That's right. Human weapons haven't once succeeded\in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act. response:	A new observer has been sent to Tanegashima.
context: in destroying a Kiltgang's real body, its Ego Block.\That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima. response:	A scary woman, a female leader of Salty Dog.
context: That the Intercept Faction grows arrogant,\after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog. response:	Then two Kiltgangs attack.
context: after temporarily stopping the invasion, is the real threat.\Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack. response:	The Ark Faction uses their trump card,
context: Blume has already activated.\It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack.\The Ark Faction uses their trump card, response:	the unmanned Impacters Cerberus, to intercept them.
context: It's almost time for our plan, to create a new future for humanity.\Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack.\The Ark Faction uses their trump card,\the unmanned Impacters Cerberus, to intercept them. response:	But...
context: Harvest season draws near.\Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack.\The Ark Faction uses their trump card,\the unmanned Impacters Cerberus, to intercept them.\But... response:	The Knights of Midsummer
context: Then we should stand up and act.\A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack.\The Ark Faction uses their trump card,\the unmanned Impacters Cerberus, to intercept them.\But...\The Knights of Midsummer response:	The Knights of Midsummer.
context: A new observer has been sent to Tanegashima.\A scary woman, a female leader of Salty Dog.\Then two Kiltgangs attack.\The Ark Faction uses their trump card,\the unmanned Impacters Cerberus, to intercept them.\But...\The Knights of Midsummer\The Knights of Midsummer. response:	Belly Button Forte is back!
