context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: 70 million jewel!\All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready. response:	A pirate ship?
context: All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship? response:	You hijacked it?
context: However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship?\You hijacked it? response:	Such is...
context: We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship?\You hijacked it?\Such is... response:	Madame!
context: We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship?\You hijacked it?\Such is...\Madame! response:	Madame?
context: Hell yeah, we do!\I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship?\You hijacked it?\Such is...\Madame!\Madame? response:	They seem to have taken a liking to me.
context: I'll be happy to take you back to Hargeon.\No. I have a ship ready.\A pirate ship?\You hijacked it?\Such is...\Madame!\Madame?\They seem to have taken a liking to me. response:	Such is the Great Erza!
context: No. I have a ship ready.\A pirate ship?\You hijacked it?\Such is...\Madame!\Madame?\They seem to have taken a liking to me.\Such is the Great Erza! response:	Enough with the Great already!
context: A pirate ship?\You hijacked it?\Such is...\Madame!\Madame?\They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already! response:	All you mates come on board as well!
context: You hijacked it?\Such is...\Madame!\Madame?\They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well! response:	Mates?
context: Such is...\Madame!\Madame?\They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well!\Mates? response:	Eww! I don't want to board that!
context: Madame!\Madame?\They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well!\Mates?\Eww! I don't want to board that! response:	I'll be happy to swim instead!
context: Madame?\They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well!\Mates?\Eww! I don't want to board that!\I'll be happy to swim instead! response:	Not happening!
context: They seem to have taken a liking to me.\Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well!\Mates?\Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening! response:	Yo-ho!
context: Such is the Great Erza!\Enough with the Great already!\All you mates come on board as well!\Mates?\Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening!\Yo-ho! response:	Yo-ho!
context: Enough with the Great already!\All you mates come on board as well!\Mates?\Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening!\Yo-ho!\Yo-ho! response:	Thank you very much, everyone!
context: All you mates come on board as well!\Mates?\Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening!\Yo-ho!\Yo-ho!\Thank you very much, everyone! response:	Stay well!
context: Mates?\Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening!\Yo-ho!\Yo-ho!\Thank you very much, everyone!\Stay well! response:	Come back and dance with us again!
context: Eww! I don't want to board that!\I'll be happy to swim instead!\Not happening!\Yo-ho!\Yo-ho!\Thank you very much, everyone!\Stay well!\Come back and dance with us again! response:	Good luck with your work!
context: I'll be happy to swim instead!\Not happening!\Yo-ho!\Yo-ho!\Thank you very much, everyone!\Stay well!\Come back and dance with us again!\Good luck with your work! response:	Fairy Tail's the best!
context: Not happening!\Yo-ho!\Yo-ho!\Thank you very much, everyone!\Stay well!\Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best! response:	Come see us anytime!
context: Yo-ho!\Yo-ho!\Thank you very much, everyone!\Stay well!\Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best!\Come see us anytime! response:	There they go...
context: Yo-ho!\Thank you very much, everyone!\Stay well!\Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best!\Come see us anytime!\There they go... response:	I-I'm not crying!
context: Thank you very much, everyone!\Stay well!\Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best!\Come see us anytime!\There they go...\I-I'm not crying! response:	Wait... Why are you crying?
context: Stay well!\Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best!\Come see us anytime!\There they go...\I-I'm not crying!\Wait... Why are you crying? response:	Are you sure about this? And after finally reuniting with your younger fellow pupil...
context: Come back and dance with us again!\Good luck with your work!\Fairy Tail's the best!\Come see us anytime!\There they go...\I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil... response:	In other words... love!
context: Good luck with your work!\Fairy Tail's the best!\Come see us anytime!\There they go...\I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love! response:	It's fine.
context: Fairy Tail's the best!\Come see us anytime!\There they go...\I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine. response:	Hey... Are guilds any fun?
context: Come see us anytime!\There they go...\I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine.\Hey... Are guilds any fun? response:	What a shame about Deliora.
context: There they go...\I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine.\Hey... Are guilds any fun?\What a shame about Deliora. response:	Well, too bad, I suppose.
context: I-I'm not crying!\Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine.\Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose. response:	I didn't think it would have already been dead.
context: Wait... Why are you crying?\Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine.\Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead. response:	I thought that I'd be one step closer to my dream if I got my hands on Deliora.
context: Are you sure about this? And after finally reuniting with your younger fellow pupil...\In other words... love!\It's fine.\Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora. response:	I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.
context: In other words... love!\It's fine.\Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful. response:	Should you really be talking about her that way?
context: It's fine.\Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way? response:	Ul's tears... Ultear.
context: Hey... Are guilds any fun?\What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear. response:	I respect your mother.
context: What a shame about Deliora.\Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother. response:	If she had lived, she would have surely become one of the 10 Wizard Saints.
context: Well, too bad, I suppose.\I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints. response:	You're exaggerating.
context: I didn't think it would have already been dead.\I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating. response:	My mother was a miserable woman so obsessed with magic that my father abandoned her.
context: I thought that I'd be one step closer to my dream if I got my hands on Deliora.\I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her. response:	The more you lose, the more power you can obtain.
context: I apologize, Siegrain-sama. I didn't expect that woman's magic to be so powerful.\Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain. response:	I was of little consequence to my mother.
context: Should you really be talking about her that way?\Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother. response:	I wonder about that.
context: Ul's tears... Ultear.\I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that. response:	Raising those two students was her lingering affection for you.
context: I respect your mother.\If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you. response:	That's enough about that.
context: If she had lived, she would have surely become one of the 10 Wizard Saints.\You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that. response:	Let us proceed to the next step.
context: You're exaggerating.\My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step. response:	Hey, what's wrong with your face?
context: My mother was a miserable woman so obsessed with magic that my father abandoned her.\The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face? response:	What the heck is this?!
context: The more you lose, the more power you can obtain.\I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?! response:	It swells up now?
context: I was of little consequence to my mother.\I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?!\It swells up now? response:	Speaking of which, what are your impressions fighting Natsu?
context: I wonder about that.\Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu? response:	I didn't even use half of my power, but it was impressive.
context: Raising those two students was her lingering affection for you.\That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive. response:	That kid's gonna get stronger and stronger...
context: That's enough about that.\Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger... response:	Indeed...
context: Let us proceed to the next step.\Hey, what's wrong with your face?\What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed... response:	The son of Igneel...
context: Hey, what's wrong with your face?\What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel... response:	He needs to keep burning bright, for my dream...
context: What the heck is this?!\It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream... response:	We're back!
context: It swells up now?\Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream...\We're back! response:	Back!
context: Speaking of which, what are your impressions fighting Natsu?\I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream...\We're back!\Back! response:	But man... All that work, and one key is all we get?
context: I didn't even use half of my power, but it was impressive.\That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream...\We're back!\Back!\But man... All that work, and one key is all we get? response:	And it was a full-blown S class quest, too.
context: That kid's gonna get stronger and stronger...\Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream...\We're back!\Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too. response:	It wasn't a proper job.
context: Indeed...\The son of Igneel...\He needs to keep burning bright, for my dream...\We're back!\Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job. response:	This much is just about right.
context: The son of Igneel...\He needs to keep burning bright, for my dream...\We're back!\Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right. response:	Yup, yup! No complaints!
context: He needs to keep burning bright, for my dream...\We're back!\Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints! response:	You're the only one it's of any use to, Lucy!
context: We're back!\Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy! response:	Let's sell it!
context: Back!\But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it! response:	You thieving cat!
context: But man... All that work, and one key is all we get?\And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat! response:	Besides, there are only 12 of the gold Zodiac keys in the whole world!
context: And it was a full-blown S class quest, too.\It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world! response:	They're super-duper rare, see.
context: It wasn't a proper job.\This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see. response:	That cow and maid?
context: This much is just about right.\Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid? response:	As I progress, my Spirits will get way stronger!
context: Yup, yup! No complaints!\You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger! response:	So, what's the key we got this time?
context: You're the only one it's of any use to, Lucy!\Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time? response:	The Archer, Sagittarius!
context: Let's sell it!\You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius! response:	Isn't that half man, half horse?!
context: You thieving cat!\Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?! response:	No, I think it's the other way around.
context: Besides, there are only 12 of the gold Zodiac keys in the whole world!\They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around. response:	That's not a man or a horse...
context: They're super-duper rare, see.\That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse... response:	Easygoing, aren't we?
context: That cow and maid?\As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we? response:	You haven't forgotten that you'll be punished when we get back, have you?
context: As I progress, my Spirits will get way stronger!\So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you? response:	Punishment?
context: So, what's the key we got this time?\The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment? response:	I thought we'd dropped that already!
context: The Archer, Sagittarius!\Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already! response:	Don't be silly.
context: Isn't that half man, half horse?!\No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already!\Don't be silly. response:	Accepting your actions was a field decision on my part.
context: No, I think it's the other way around.\That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part. response:	You still must receive your punishment.
context: That's not a man or a horse...\Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment. response:	Oh, no!
context: Easygoing, aren't we?\You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no! response:	I think you should be mostly forgiven for what happened this time.
context: You haven't forgotten that you'll be punished when we get back, have you?\Punishment?\I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time. response:	However your judge will be the master.
context: Punishment?\I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master. response:	And I have no intention of defending you.
context: I thought we'd dropped that already!\Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you. response:	So be prepared to take your punishment.
context: Don't be silly.\Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment. response:	He's not gonna make us do that, is he?
context: Accepting your actions was a field decision on my part.\You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he? response:	Wait a sec! I never want to do that again!
context: You still must receive your punishment.\Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again! response:	What is that?!
context: Oh, no!\I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?! response:	Don't sweat it. We did a good job, so gramps'll be impressed!
context: I think you should be mostly forgiven for what happened this time.\However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed! response:	How frightfully positive of you...
context: However your judge will be the master.\And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you... response:	No, I think it's pretty much decided already.
context: And I have no intention of defending you.\So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already. response:	I look forward to it.
context: So be prepared to take your punishment.\He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it. response:	Nooo!
context: He's not gonna make us do that, is he?\Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it.\Nooo! response:	Not that! Anything but that!
context: Wait a sec! I never want to do that again!\What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it.\Nooo!\Not that! Anything but that! response:	Nooo!
context: What is that?!\Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it.\Nooo!\Not that! Anything but that!\Nooo! response:	Like I said, what the heck is that?!
context: Don't sweat it. We did a good job, so gramps'll be impressed!\How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it.\Nooo!\Not that! Anything but that!\Nooo!\Like I said, what the heck is that?! response:	Tell me!
context: How frightfully positive of you...\No, I think it's pretty much decided already.\I look forward to it.\Nooo!\Not that! Anything but that!\Nooo!\Like I said, what the heck is that?!\Tell me! response:	Merry-go-round
context: No, I think it's pretty much decided already.\I look forward to it.\Nooo!\Not that! Anything but that!\Nooo!\Like I said, what the heck is that?!\Tell me!\Merry-go-round response:	I greet the morning,
context: I look forward to it.\Nooo!\Not that! Anything but that!\Nooo!\Like I said, what the heck is that?!\Tell me!\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: Nooo!\Not that! Anything but that!\Nooo!\Like I said, what the heck is that?!\Tell me!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: Not that! Anything but that!\Nooo!\Like I said, what the heck is that?!\Tell me!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: Nooo!\Like I said, what the heck is that?!\Tell me!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: Like I said, what the heck is that?!\Tell me!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: Tell me!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lectures!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures! response:	Today we're going introduce a lot of other Fairy Tail members!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members! response:	Makarov
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov response:	Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic!
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lectures!\Today we're going introduce a lot of other Fairy Tail members!\Makarov\Our guild consists of wizards who Master Makarov gathered! They can use all kinds of magic! response:	Cana
