context: Tokyo Sport University response:	Starting in ten,
context: Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too.\How childish.\What? response:	We're in the way?
context: The air is beautiful.\It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too.\How childish.\What?\We're in the way? response:	We aren't getting the way. Right?
context: It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too.\How childish.\What?\We're in the way?\We aren't getting the way. Right? response:	Right.
context: Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too.\How childish.\What?\We're in the way?\We aren't getting the way. Right?\Right. response:	They're just picking a fight.
context: Feel the wind. Maintain your rhythm.\This is training, too.\How childish.\What?\We're in the way?\We aren't getting the way. Right?\Right.\They're just picking a fight. response:	Let's go. We still have training left to finish.
context: This is training, too.\How childish.\What?\We're in the way?\We aren't getting the way. Right?\Right.\They're just picking a fight.\Let's go. We still have training left to finish. response:	I understand your position.
context: How childish.\What?\We're in the way?\We aren't getting the way. Right?\Right.\They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position. response:	I'm not going to talk to your coaches.
context: What?\We're in the way?\We aren't getting the way. Right?\Right.\They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches. response:	I'd just be happy to have your understanding.
context: We're in the way?\We aren't getting the way. Right?\Right.\They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding. response:	Oh, we understand.
context: We aren't getting the way. Right?\Right.\They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand. response:	We're serious about this.
context: Right.\They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this. response:	We don't have time for pleb teams.
context: They're just picking a fight.\Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this.\We don't have time for pleb teams. response:	Pleb?
context: Let's go. We still have training left to finish.\I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this.\We don't have time for pleb teams.\Pleb? response:	You'll be the center of attention if you run.
context: I understand your position.\I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this.\We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run. response:	People will talk about you if you say you want to run.
context: I'm not going to talk to your coaches.\I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this.\We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run. response:	I'm talking about plebs who set unrealistic goals
context: I'd just be happy to have your understanding.\Oh, we understand.\We're serious about this.\We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals response:	on the basis of such shallow thinking.
context: Oh, we understand.\We're serious about this.\We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking. response:	Yikes.
context: We're serious about this.\We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes. response:	I know. Why don't we race?
context: We don't have time for pleb teams.\Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes.\I know. Why don't we race? response:	Just us first-years, ten against ten.
context: Pleb?\You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes.\I know. Why don't we race?\Just us first-years, ten against ten. response:	Then you'll see what it means to be serious.
context: You'll be the center of attention if you run.\People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes.\I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious. response:	Race me, then.
context: People will talk about you if you say you want to run.\I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes.\I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then. response:	I'm the only one who needs to. They have nothing to do with this.
context: I'm talking about plebs who set unrealistic goals\on the basis of such shallow thinking.\Yikes.\I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this. response:	That's how you break a team.
context: on the basis of such shallow thinking.\Yikes.\I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team. response:	Break?
context: Yikes.\I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break? response:	Get good times, receive attention.
context: I know. Why don't we race?\Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break?\Get good times, receive attention. response:	You don't feel bad about it, do you?
context: Just us first-years, ten against ten.\Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break?\Get good times, receive attention.\You don't feel bad about it, do you? response:	And you forget about the sacrifices other people made.
context: Then you'll see what it means to be serious.\Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break?\Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made. response:	What's he talking about?
context: Race me, then.\I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break?\Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about? response:	We won't race you.
context: I'm the only one who needs to. They have nothing to do with this.\That's how you break a team.\Break?\Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about?\We won't race you. response:	There's not much to gain from racing against children.
context: That's how you break a team.\Break?\Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about?\We won't race you.\There's not much to gain from racing against children. response:	Let's head back.
context: Break?\Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about?\We won't race you.\There's not much to gain from racing against children.\Let's head back. response:	We're wasting time.
context: Get good times, receive attention.\You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about?\We won't race you.\There's not much to gain from racing against children.\Let's head back.\We're wasting time. response:	Are you satisfied running with the friends you finally made?
context: You don't feel bad about it, do you?\And you forget about the sacrifices other people made.\What's he talking about?\We won't race you.\There's not much to gain from racing against children.\Let's head back.\We're wasting time.\Are you satisfied running with the friends you finally made? response:	Are you satisfied holding hands and running around with your little friends?!
context: And you forget about the sacrifices other people made.\What's he talking about?\We won't race you.\There's not much to gain from racing against children.\Let's head back.\We're wasting time.\Are you satisfied running with the friends you finally made?\Are you satisfied holding hands and running around with your little friends?! response:	Kakeru!
context: What's he talking about?\We won't race you.\There's not much to gain from racing against children.\Let's head back.\We're wasting time.\Are you satisfied running with the friends you finally made?\Are you satisfied holding hands and running around with your little friends?!\Kakeru! response:	Next time: And Then Start Running
context: We won't race you.\There's not much to gain from racing against children.\Let's head back.\We're wasting time.\Are you satisfied running with the friends you finally made?\Are you satisfied holding hands and running around with your little friends?!\Kakeru!\Next time: And Then Start Running response:	Next time: And Then Start Running.”
