context: Shortly after a month had passed since entering school... response:	But then, as if being dealt the final blow...
context: It has to be a mystery that wows us!\Make note of that!\I think I'm starting to understand the purpose of this brigade.\I'm pissed!\What's with those stupid teachers?\They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that! response:	We hadn't even distributed half the flyers...
context: Make note of that!\I think I'm starting to understand the purpose of this brigade.\I'm pissed!\What's with those stupid teachers?\They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers... response:	Who do they think they are!?
context: I think I'm starting to understand the purpose of this brigade.\I'm pissed!\What's with those stupid teachers?\They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!? response:	If two bunny girls...
context: I'm pissed!\What's with those stupid teachers?\They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls... response:	Mikuru-chan started sobbing...
context: What's with those stupid teachers?\They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing... response:	I was dragged to the student guidance office...
context: They're such a pain! A pain!\Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office... response:	Even that handball moron Okabe was brought in!
context: Was there some kind of a problem?\Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in! response:	They were probably all on the verge of tears.
context: Way beyond that!\We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears. response:	Man...
context: We hadn't even distributed half the flyers...\Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man... response:	That's enough for today!
context: Who do they think they are!?\If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man...\That's enough for today! response:	Dismissed!
context: If two bunny girls...\Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man...\That's enough for today!\Dismissed! response:	How long are you going to keep crying!?
context: Mikuru-chan started sobbing...\I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man...\That's enough for today!\Dismissed!\How long are you going to keep crying!? response:	Come on!
context: I was dragged to the student guidance office...\Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man...\That's enough for today!\Dismissed!\How long are you going to keep crying!?\Come on! response:	Get changed!
context: Even that handball moron Okabe was brought in!\They were probably all on the verge of tears.\Man...\That's enough for today!\Dismissed!\How long are you going to keep crying!?\Come on!\Get changed! response:	Kyon-kun.
context: They were probably all on the verge of tears.\Man...\That's enough for today!\Dismissed!\How long are you going to keep crying!?\Come on!\Get changed!\Kyon-kun. response:	If I become ruined for marriage...
context: Man...\That's enough for today!\Dismissed!\How long are you going to keep crying!?\Come on!\Get changed!\Kyon-kun.\If I become ruined for marriage... response:	What should I say?
context: That's enough for today!\Dismissed!\How long are you going to keep crying!?\Come on!\Get changed!\Kyon-kun.\If I become ruined for marriage...\What should I say? response:	Asahina-san.
context: Dismissed!\How long are you going to keep crying!?\Come on!\Get changed!\Kyon-kun.\If I become ruined for marriage...\What should I say?\Asahina-san. response:	From behind, you look like a student who just failed to get into college.
context: How long are you going to keep crying!?\Come on!\Get changed!\Kyon-kun.\If I become ruined for marriage...\What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college. response:	Or a salaryman after buying a house beyond his budget.
context: Come on!\Get changed!\Kyon-kun.\If I become ruined for marriage...\What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget. response:	Wait.
context: Get changed!\Kyon-kun.\If I become ruined for marriage...\What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait. response:	You're going to call me that, too?
context: Kyon-kun.\If I become ruined for marriage...\What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too? response:	The next day, the name Haruhi Suzumiya had transcended mere notoriety...
context: If I become ruined for marriage...\What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety... response:	Man, Kyon.
context: What should I say?\Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon. response:	You've finally become one of Suzumiya's merry friends.
context: Asahina-san.\From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends. response:	Shut up.
context: From behind, you look like a student who just failed to get into college.\Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up. response:	What's even worse is that...
context: Or a salaryman after buying a house beyond his budget.\Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that... response:	I was really surprised yesterday.
context: Wait.\You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that...\I was really surprised yesterday. response:	I mean, there were bunny girls standing at the front gate.
context: You're going to call me that, too?\The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate. response:	Huh...
context: The next day, the name Haruhi Suzumiya had transcended mere notoriety...\Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh... response:	The other one was that second-year, Asahina-san, right?
context: Man, Kyon.\You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right? response:	The whole school has their attention on you guys now.
context: You've finally become one of Suzumiya's merry friends.\Shut up.\What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now. response:	What is this SOS Brigade?
context: Shut up.\What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade? response:	Ask Suzumiya.
context: What's even worse is that...\I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya. response:	I have no idea.
context: I was really surprised yesterday.\I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya.\I have no idea. response:	Don't want to know either.
context: I mean, there were bunny girls standing at the front gate.\Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya.\I have no idea.\Don't want to know either. response:	It looks like you people are having fun.
context: Huh...\The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya.\I have no idea.\Don't want to know either.\It looks like you people are having fun. response:	But I think that was going a bit too far.
context: The other one was that second-year, Asahina-san, right?\The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya.\I have no idea.\Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far. response:	Asahina-san was absent from school that day.
context: The whole school has their attention on you guys now.\What is this SOS Brigade?\Ask Suzumiya.\I have no idea.\Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day. response:	Why don't we ever get e-mails?
context: What is this SOS Brigade?\Ask Suzumiya.\I have no idea.\Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails? response:	After all that publicity!
context: Ask Suzumiya.\I have no idea.\Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity! response:	There aren't any people curious enough to want to get involved after witnessing your publicity.
context: I have no idea.\Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity. response:	I'll admit that you've made us famous though.
context: Don't want to know either.\It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though. response:	Huh?
context: It looks like you people are having fun.\But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh? response:	Is Mikuru-chan absent today?
context: But I think that was going a bit too far.\Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today? response:	She might not ever come back.
context: Asahina-san was absent from school that day.\Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today?\She might not ever come back. response:	I hope she doesn't become traumatized by the ordeal.
context: Why don't we ever get e-mails?\After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal. response:	I even brought a new outfit for her.
context: After all that publicity!\There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her. response:	Wear it yourself.
context: There aren't any people curious enough to want to get involved after witnessing your publicity.\I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself. response:	Of course! I'm going to wear it, too.
context: I'll admit that you've made us famous though.\Huh?\Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too. response:	But it's no fun when Mikuru-chan isn't here!
context: Huh?\Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here! response:	You could have Nagato wear it.
context: Is Mikuru-chan absent today?\She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it. response:	She'd probably put it on without any complaints.
context: She might not ever come back.\I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints. response:	And I get the feeling I wouldn't mind seeing that.
context: I hope she doesn't become traumatized by the ordeal.\I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that. response:	The SOS Brigade was just formed and we're already sitting around doing nothing.
context: I even brought a new outfit for her.\Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing. response:	I wonder if they're all holding back.
context: Wear it yourself.\Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back. response:	They want to keep the mystery to themselves?
context: Of course! I'm going to wear it, too.\But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves? response:	Hey, Haruhi.
context: But it's no fun when Mikuru-chan isn't here!\You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi. response:	If you ask anybody here...
context: You could have Nagato wear it.\She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here... response:	There's no way this little public high school would have mysteries bouncing around.
context: She'd probably put it on without any complaints.\And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around. response:	You understand, right?
context: And I get the feeling I wouldn't mind seeing that.\The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right? response:	The truth is that you understand, right?
context: The SOS Brigade was just formed and we're already sitting around doing nothing.\I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right? response:	Just that you have nowhere to vent the frustrations of youth...
context: I wonder if they're all holding back.\They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth... response:	Snap out of it already.
context: They want to keep the mystery to themselves?\Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already. response:	How about you go find some handsome guy and walk home from school together...
context: Hey, Haruhi.\If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together... response:	And join some sports club and knock yourself out.
context: If you ask anybody here...\There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out. response:	They'd make you a regular member in a flash.
context: There's no way this little public high school would have mysteries bouncing around.\You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash. response:	I'm going home!
context: You understand, right?\The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home! response:	Well...
context: The truth is that you understand, right?\Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home!\Well... response:	I'm going home, too.
context: Just that you have nowhere to vent the frustrations of youth...\Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home!\Well...\I'm going home, too. response:	Did you read it?
context: Snap out of it already.\How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home!\Well...\I'm going home, too.\Did you read it? response:	Read what?
context: How about you go find some handsome guy and walk home from school together...\And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home!\Well...\I'm going home, too.\Did you read it?\Read what? response:	The book.
context: And join some sports club and knock yourself out.\They'd make you a regular member in a flash.\I'm going home!\Well...\I'm going home, too.\Did you read it?\Read what?\The book. response:	No, not yet...
context: They'd make you a regular member in a flash.\I'm going home!\Well...\I'm going home, too.\Did you read it?\Read what?\The book.\No, not yet... response:	Should I return it?
context: I'm going home!\Well...\I'm going home, too.\Did you read it?\Read what?\The book.\No, not yet...\Should I return it? response:	Not necessary.
context: Well...\I'm going home, too.\Did you read it?\Read what?\The book.\No, not yet...\Should I return it?\Not necessary. response:	But man...
context: I'm going home, too.\Did you read it?\Read what?\The book.\No, not yet...\Should I return it?\Not necessary.\But man... response:	She's never one to mince words, huh...
context: Did you read it?\Read what?\The book.\No, not yet...\Should I return it?\Not necessary.\But man...\She's never one to mince words, huh... response:	Read it today.
context: Read what?\The book.\No, not yet...\Should I return it?\Not necessary.\But man...\She's never one to mince words, huh...\Read it today. response:	As soon as you get home.
context: The book.\No, not yet...\Should I return it?\Not necessary.\But man...\She's never one to mince words, huh...\Read it today.\As soon as you get home. response:	I understand.
context: No, not yet...\Should I return it?\Not necessary.\But man...\She's never one to mince words, huh...\Read it today.\As soon as you get home.\I understand. response:	7 PM Waiting in the park in front of Kouyou Station
context: Should I return it?\Not necessary.\But man...\She's never one to mince words, huh...\Read it today.\As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station response:	7 PM Waiting in the park in front of Kouyou Station
context: Not necessary.\But man...\She's never one to mince words, huh...\Read it today.\As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station response:	7 PM Waiting in the park in front of Kouyou Station
context: But man...\She's never one to mince words, huh...\Read it today.\As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station response:	7 PM Waiting in the park in front of Kouyou Station
context: She's never one to mince words, huh...\Read it today.\As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station response:	the park in front of Kouyou Station
context: Read it today.\As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station response:	Where are you going, Kyon-kun?
context: As soon as you get home.\I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun? response:	Station.
context: I understand.\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station. response:	Don't talk while eating.
context: 7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station.\Don't talk while eating. response:	Was today okay?
context: 7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station.\Don't talk while eating.\Was today okay? response:	Were you possibly waiting here yesterday as well?
context: 7 PM Waiting in the park in front of Kouyou Station\7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station.\Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well? response:	Why here?
context: 7 PM Waiting in the park in front of Kouyou Station\the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station.\Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well?\Why here? response:	This way.
context: the park in front of Kouyou Station\Where are you going, Kyon-kun?\Station.\Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well?\Why here?\This way. response:	Where's your family?
context: Where are you going, Kyon-kun?\Station.\Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well?\Why here?\This way.\Where's your family? response:	They aren't here.
context: Station.\Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well?\Why here?\This way.\Where's your family?\They aren't here. response:	Well...
context: Don't talk while eating.\Was today okay?\Were you possibly waiting here yesterday as well?\Why here?\This way.\Where's your family?\They aren't here.\Well... response:	I can see that...
context: Was today okay?\Were you possibly waiting here yesterday as well?\Why here?\This way.\Where's your family?\They aren't here.\Well...\I can see that... response:	Are they out?
context: Were you possibly waiting here yesterday as well?\Why here?\This way.\Where's your family?\They aren't here.\Well...\I can see that...\Are they out? response:	I am the only one who is ever here.
context: Why here?\This way.\Where's your family?\They aren't here.\Well...\I can see that...\Are they out?\I am the only one who is ever here. response:	You're living alone?
context: This way.\Where's your family?\They aren't here.\Well...\I can see that...\Are they out?\I am the only one who is ever here.\You're living alone? response:	Yes.
context: Where's your family?\They aren't here.\Well...\I can see that...\Are they out?\I am the only one who is ever here.\You're living alone?\Yes. response:	So what did you want?
context: They aren't here.\Well...\I can see that...\Are they out?\I am the only one who is ever here.\You're living alone?\Yes.\So what did you want? response:	Drink.
context: Well...\I can see that...\Are they out?\I am the only one who is ever here.\You're living alone?\Yes.\So what did you want?\Drink. response:	Is it good?
context: I can see that...\Are they out?\I am the only one who is ever here.\You're living alone?\Yes.\So what did you want?\Drink.\Is it good? response:	I'm gonna explode.
context: Are they out?\I am the only one who is ever here.\You're living alone?\Yes.\So what did you want?\Drink.\Is it good?\I'm gonna explode. response:	Uh...
context: I am the only one who is ever here.\You're living alone?\Yes.\So what did you want?\Drink.\Is it good?\I'm gonna explode.\Uh... response:	Could you tell me why you brought me here?
context: You're living alone?\Yes.\So what did you want?\Drink.\Is it good?\I'm gonna explode.\Uh...\Could you tell me why you brought me here? response:	What is it that you couldn't tell me at school?
context: Yes.\So what did you want?\Drink.\Is it good?\I'm gonna explode.\Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school? response:	About Haruhi Suzumiya.
context: So what did you want?\Drink.\Is it good?\I'm gonna explode.\Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya. response:	And myself.
context: Drink.\Is it good?\I'm gonna explode.\Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself. response:	That is what I need to talk about.
context: Is it good?\I'm gonna explode.\Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself.\That is what I need to talk about. response:	What about Suzumiya and you?
context: I'm gonna explode.\Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself.\That is what I need to talk about.\What about Suzumiya and you? response:	It is difficult to convey in words.
context: Uh...\Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself.\That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words. response:	Discrepancies may arise during the transmission of data.
context: Could you tell me why you brought me here?\What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself.\That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data. response:	Regardless...
context: What is it that you couldn't tell me at school?\About Haruhi Suzumiya.\And myself.\That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless... response:	Haruhi Suzumiya and I are not ordinary humans.
context: About Haruhi Suzumiya.\And myself.\That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans. response:	I kind of knew that already.
context: And myself.\That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already. response:	That isn't what I mean.
context: That is what I need to talk about.\What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean. response:	I am not referring to the absence of universally accepted personality traits...
context: What about Suzumiya and you?\It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits... response:	I mean what I said.
context: It is difficult to convey in words.\Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said. response:	She and I are different from the vast majority of humans like yourself.
context: Discrepancies may arise during the transmission of data.\Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said.\She and I are different from the vast majority of humans like yourself. response:	An organic life contact-purpose humanoid interface...
context: Regardless...\Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said.\She and I are different from the vast majority of humans like yourself.\An organic life contact-purpose humanoid interface... response:	That would be me.
context: Haruhi Suzumiya and I are not ordinary humans.\I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said.\She and I are different from the vast majority of humans like yourself.\An organic life contact-purpose humanoid interface...\That would be me. response:	Say what?
context: I kind of knew that already.\That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said.\She and I are different from the vast majority of humans like yourself.\An organic life contact-purpose humanoid interface...\That would be me.\Say what? response:	In more common terminology...
context: That isn't what I mean.\I am not referring to the absence of universally accepted personality traits...\I mean what I said.\She and I are different from the vast majority of humans like yourself.\An organic life contact-purpose humanoid interface...\That would be me.\Say what?\In more common terminology... response:	Alien?
