context: Well, you might think number three's the weirdest one. response:	Oh, enough already.
context: He won't.\Then why are you waiting around?\To gather my rage.\That's not a hand warmer. It's a drink.\Hey... what do you think I should do?\What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say. response:	Will it make me happy?
context: Then why are you waiting around?\To gather my rage.\That's not a hand warmer. It's a drink.\Hey... what do you think I should do?\What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy? response:	What's happiness?
context: To gather my rage.\That's not a hand warmer. It's a drink.\Hey... what do you think I should do?\What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness? response:	I don't know.
context: That's not a hand warmer. It's a drink.\Hey... what do you think I should do?\What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know. response:	Probably something where no one cries or gets yelled at.
context: Hey... what do you think I should do?\What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no one cries or gets yelled at. response:	Where no one gets hit or has stuff thrown at them.
context: What? Figure out your own problems yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them. response:	Something like that.
context: Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that. response:	Am I wrong?
context: I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong? response:	I don't know.
context: Will it make me happy?\What's happiness?\I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know. response:	What's up with that!
context: What's happiness?\I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that! response:	Then... why don't we both go searching for our own happiness?
context: I don't know.\Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness? response:	If you saw her now, what would you tell her?
context: Probably something where no one cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her? response:	Tell me what you're feeling.
context: Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling. response:	You're... a liar.
context: Something like that.\Am I wrong?\I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar. response:	What you're saying and what you're doing are contradictory.
context: Am I wrong?\I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory. response:	I promise I won't betray you.
context: I don't know.\What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you. response:	That you absolutely won't betray me.
context: What's up with that!\Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me. response:	Yeah.
context: Then... why don't we both go searching for our own happiness?\If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me.\Yeah. response:	There's no second chance.
context: If you saw her now, what would you tell her?\Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me.\Yeah.\There's no second chance. response:	I promise.
context: Tell me what you're feeling.\You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me.\Yeah.\There's no second chance.\I promise. response:	Yano!
context: You're... a liar.\What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me.\Yeah.\There's no second chance.\I promise.\Yano! response:	How can I hate...
context: What you're saying and what you're doing are contradictory.\I promise I won't betray you.\That you absolutely won't betray me.\Yeah.\There's no second chance.\I promise.\Yano!\How can I hate... response:	Ya...
context: I promise I won't betray you.\That you absolutely won't betray me.\Yeah.\There's no second chance.\I promise.\Yano!\How can I hate...\Ya... response:	Everything...
context: That you absolutely won't betray me.\Yeah.\There's no second chance.\I promise.\Yano!\How can I hate...\Ya...\Everything... response:	I'll forgive you for everything.
context: Yeah.\There's no second chance.\I promise.\Yano!\How can I hate...\Ya...\Everything...\I'll forgive you for everything. response:	So, please... I want you to come back to me alive.
context: There's no second chance.\I promise.\Yano!\How can I hate...\Ya...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive. response:	Come back to life...
context: I promise.\Yano!\How can I hate...\Ya...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life... response:	That's why I'm going to make Yano happy.
context: Yano!\How can I hate...\Ya...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy. response:	That's why... we need to make my past pale in comparison to our present.
context: How can I hate...\Ya...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present. response:	I swear it on the stars.
context: Ya...\Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars. response:	If there's a shooting star, I wish to be with Nana-chan forever.
context: Everything...\I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever. response:	I love you.
context: I'll forgive you for everything.\So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you. response:	You liar...
context: So, please... I want you to come back to me alive.\Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar... response:	You liar...
context: Come back to life...\That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar...\You liar... response:	You liar...
context: That's why I'm going to make Yano happy.\That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar...\You liar...\You liar... response:	You liar...
context: That's why... we need to make my past pale in comparison to our present.\I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar...\You liar...\You liar...\You liar... response:	Yano...
context: I swear it on the stars.\If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar...\You liar...\You liar...\You liar...\Yano... response:	I can't make you happy.
context: If there's a shooting star, I wish to be with Nana-chan forever.\I love you.\You liar...\You liar...\You liar...\You liar...\Yano...\I can't make you happy. response:	I'm sorry for not being able to keep our promise...
context: I love you.\You liar...\You liar...\You liar...\You liar...\Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise... response:	Yano made his wish long ago...
context: You liar...\You liar...\You liar...\You liar...\Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago... response:	Takahashi...
context: You liar...\You liar...\You liar...\Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi... response:	Nana-chan.
context: You liar...\You liar...\Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi...\Nana-chan. response:	Nana.
context: You liar...\Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi...\Nana-chan.\Nana. response:	Nana...
context: Yano...\I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi...\Nana-chan.\Nana.\Nana... response:	Unless he hated her... Yano seems like he'd be crushed by all of the sadness...
context: I can't make you happy.\I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi...\Nana-chan.\Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness... response:	That was his way to protect himself...
context: I'm sorry for not being able to keep our promise...\Yano made his wish long ago...\Takahashi...\Nana-chan.\Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself... response:	Give me a promise.
context: Yano made his wish long ago...\Takahashi...\Nana-chan.\Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise. response:	Promise me that you'll never leave my side.
context: Takahashi...\Nana-chan.\Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side. response:	I wonder why people... make promises they won't be able to keep...
context: Nana-chan.\Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep... response:	Who betrayed who?
context: Nana.\Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who? response:	Yuri-chan.
context: Nana...\Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan. response:	I was dumped.
context: Unless he hated her... Yano seems like he'd be crushed by all of the sadness...\That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan.\I was dumped. response:	Are you satisfied?
context: That was his way to protect himself...\Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan.\I was dumped.\Are you satisfied? response:	You said serves you right before as well, didn't you?
context: Give me a promise.\Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan.\I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you? response:	Takahashi-san's pretty gutless, huh? I didn't expect that.
context: Promise me that you'll never leave my side.\I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan.\I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that. response:	Do you want me to comfort you again?
context: I wonder why people... make promises they won't be able to keep...\Who betrayed who?\Yuri-chan.\I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again? response:	As if I'll ever fall for that again.
context: Who betrayed who?\Yuri-chan.\I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again. response:	Everyone was dreaming...
context: Yuri-chan.\I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming... response:	Kisetsu ga sukoshi ugoita ki ga suru
context: I was dumped.\Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru response:	Hizashi mo mijikaku itsukazurete
context: Are you satisfied?\You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete response:	Futari no basu ha kawaranai machi
context: You said serves you right before as well, didn't you?\Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi response:	Hashitteiru koto...
context: Takahashi-san's pretty gutless, huh? I didn't expect that.\Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto... response:	Yuuhi ga kage wo hosoku nobashita
context: Do you want me to comfort you again?\As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita response:	Kokoro wo fukaku somete yuku
context: As if I'll ever fall for that again.\Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku response:	Kitto saigo no jikan da to
context: Everyone was dreaming...\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to response:	Namida koraeteta
context: Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta response:	Omoide nante itsumo kanashisugiru bakari
context: Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari response:	Isso wasurete shimaitai yo
context: Futari no basu ha kawaranai machi\Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo response:	Nido to aenai kimi senaka to
context: Hashitteiru koto...\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to response:	Saigo no yuuhi mitsumetsudzuketa
context: Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa response:	Itsumo itsumo yasashisugita ne
context: Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne response:	Ima wa ososugiru keredo
context: Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo response:	Stop the sunset kimi wo ushinaitakunai
context: Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai response:	Sora wo dakishimete tsutsumikomu you ni
context: Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni response:	Sotto utsumuita kimi no yokogao
context: Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao response:	Yuuhi yo kono mama shizumanaideite
context: Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite response:	Itsumo sugoshita futari no heya to umi wo aruita photograph
context: Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph response:	Hitotsu kawashita yakusoku ga hatasezu sugite yuku
context: Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku response:	Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto
context: Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto response:	Itsuka...
context: Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka... response:	Anata no yobugoe kikoeta ki ga shite
context: Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite response:	Omowazu atari wo boku ha miwatashita
context: Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita response:	Kaze no itazura da yo
context: Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo response:	Oka no ue dare mo inai
context: Itsumo sugoshita futari no heya to umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai response:	Futari wakareta toki to
context: Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to response:	Onaji sora no iro
context: Kokorobosoku natteta hitori no heya ni suwatte tooku ni kikoeru amaoto\Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro response:	Itsuka kisetsu ha futatabi meguri
context: Itsuka...\Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri response:	Mou ai no hibi ha
context: Anata no yobugoe kikoeta ki ga shite\Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha response:	Mou kaeranai yo
context: Omowazu atari wo boku ha miwatashita\Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo response:	Subete ha yume no naka sa
context: Kaze no itazura da yo\Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa response:	Tooku no machinami akaruku hi ga sasu
context: Oka no ue dare mo inai\Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu response:	Chiisana takaramono ga
context: Futari wakareta toki to\Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga response:	Hashi wo watatteru
context: Onaji sora no iro\Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru response:	Totemo yasashii machi
context: Itsuka kisetsu ha futatabi meguri\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi response:	Keredo mou ima ha tsurai
context: Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai response:	Futari aishita toki ga
context: Mou kaeranai yo\Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga response:	amari utsushiku
context: Subete ha yume no naka sa\Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku response:	Boku no kokoro ni ikiteiru kara
context: Tooku no machinami akaruku hi ga sasu\Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara response:	Hitori kore kara boku ha doushiyou
context: Chiisana takaramono ga\Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou response:	Mou ai no hibi ha
context: Hashi wo watatteru\Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha response:	Mou kaeranai yo
context: Totemo yasashii machi\Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo response:	Subete ha yume no naka sa
context: Keredo mou ima ha tsurai\Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa response:	Mou ai no hibi ha
context: Futari aishita toki ga\amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha response:	Mou kaeranai yo
context: amari utsushiku\Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo response:	Mou ai no hibi ha
context: Boku no kokoro ni ikiteiru kara\Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha response:	Mou kaeranai yo
context: Hitori kore kara boku ha doushiyou\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo response:	Subete ha yume no naka sa
context: Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa response:	I feel like the seasons have changed slightly
context: Mou kaeranai yo\Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly response:	and the sunbeams have thinned and will one day shift.
context: Subete ha yume no naka sa\Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift. response:	But I was relieved, knowing our bus
context: Mou ai no hibi ha\Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus response:	was riding through...
context: Mou kaeranai yo\Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through... response:	The sunset stretches my shadow long and thin.
context: Mou ai no hibi ha\Mou kaeranai yo\Subete ha yume no naka sa\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through...\The sunset stretches my shadow long and thin. response:	Its colors deeply dye my heart.
