context: -stuff- response:	-ED-
context: Let's go home, Yui.\What's with that? Did he actually accept that?\You're in no position to scold others!\Also, Rin, you're not allowed to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?! response:	Rin! You won't get any sukiyaki!
context: What's with that? Did he actually accept that?\You're in no position to scold others!\Also, Rin, you're not allowed to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki! response:	Whyyy?!
context: You're in no position to scold others!\Also, Rin, you're not allowed to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?! response:	I thought so...
context: Also, Rin, you're not allowed to go out for a while!\Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?!\I thought so... response:	The things I sent yesterday will be arriving in the morning, so I have to leave early.
context: Huh? Why?\The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early. response:	Take care.
context: The boss from that shop came by earlier with this.\It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care. response:	PS: Don't make Father worry any more.
context: It's a demand for the shop equipment and goods you destroyed!\What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more. response:	Yukio.
context: What's with this?!\Rin! You won't get any sukiyaki!\Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more.\Yukio. response:	That's so heartless.
context: Rin! You won't get any sukiyaki!\Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more.\Yukio.\That's so heartless. response:	At least say goodbye.
context: Whyyy?!\I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more.\Yukio.\That's so heartless.\At least say goodbye. response:	What the-?!
context: I thought so...\The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more.\Yukio.\That's so heartless.\At least say goodbye.\What the-?! response:	What are these? Bugs?
context: The things I sent yesterday will be arriving in the morning, so I have to leave early.\Take care.\PS: Don't make Father worry any more.\Yukio.\That's so heartless.\At least say goodbye.\What the-?!\What are these? Bugs? response:	Why doesn't anyone care about them?
context: Take care.\PS: Don't make Father worry any more.\Yukio.\That's so heartless.\At least say goodbye.\What the-?!\What are these? Bugs?\Why doesn't anyone care about them? response:	Hey Okumura!
context: PS: Don't make Father worry any more.\Yukio.\That's so heartless.\At least say goodbye.\What the-?!\What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura! response:	Do you have a moment?
context: Yukio.\That's so heartless.\At least say goodbye.\What the-?!\What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment? response:	You're not allowed to go out for a while!
context: That's so heartless.\At least say goodbye.\What the-?!\What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while! response:	Are you scared, Okumura?
context: At least say goodbye.\What the-?!\What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura? response:	Do you want to hide under your Mommy's skirt?
context: What the-?!\What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt? response:	Sorry about yesterday.
context: What are these? Bugs?\Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday. response:	We were just playing with the pigeons, but my hand acted on its own...
context: Why doesn't anyone care about them?\Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own... response:	What's wrong with him?
context: Hey Okumura!\Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him? response:	How much should we pay?
context: Do you have a moment?\You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay? response:	You know, my parents are kinda famous
context: You're not allowed to go out for a while!\Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay?\You know, my parents are kinda famous response:	and I'll probably get into True Cross Academy.
context: Are you scared, Okumura?\Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy. response:	It'd be a bother if rumors started spreading.
context: Do you want to hide under your Mommy's skirt?\Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading. response:	You'll go to the same school as Yukio?
context: Sorry about yesterday.\We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio? response:	That must be a bother.
context: We were just playing with the pigeons, but my hand acted on its own...\What's wrong with him?\How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother. response:	Yep. So hold your mouth. We'll pay up.
context: What's wrong with him?\How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up. response:	So let's just both keep silent, okay?
context: How much should we pay?\You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay? response:	Huh? And I was wondering what you wanted.
context: You know, my parents are kinda famous\and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted. response:	I don't need your money. And I won't say a word.
context: and I'll probably get into True Cross Academy.\It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word. response:	Sorry but I've got stuff to do now.
context: It'd be a bother if rumors started spreading.\You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now. response:	Are you playing the cool guy?
context: You'll go to the same school as Yukio?\That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy? response:	Seriously, be honest with yourself!
context: That must be a bother.\Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself! response:	You're so poor you couldn't even get into a proper school!
context: Yep. So hold your mouth. We'll pay up.\So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school! response:	Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?
context: So let's just both keep silent, okay?\Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right? response:	So he borrows! So pitiful!
context: Huh? And I was wondering what you wanted.\I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful! response:	He can't even pay his own tuiti -
context: I don't need your money. And I won't say a word.\Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti - response:	You can badmouth me as much as you want,
context: Sorry but I've got stuff to do now.\Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want, response:	but don't you dare say another word about my Brother!
context: Are you playing the cool guy?\Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother! response:	This hurt...
context: Seriously, be honest with yourself!\You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt... response:	You went too far!
context: You're so poor you couldn't even get into a proper school!\Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt...\You went too far! response:	Huh? He's not human?
context: Take it. Your brother Yukio worked his ass off and got in with a scholarship, right?\So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt...\You went too far!\Huh? He's not human? response:	Why doesn't anybody see it...?
context: So he borrows! So pitiful!\He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt...\You went too far!\Huh? He's not human?\Why doesn't anybody see it...? response:	Eye for an eye, tooth for a tooth, huh?
context: He can't even pay his own tuiti -\You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt...\You went too far!\Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh? response:	I'll let you enjoy my pain in twofold!
context: You can badmouth me as much as you want,\but don't you dare say another word about my Brother!\This hurt...\You went too far!\Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold! response:	That's enough, Shiratori. If you go further...
context: but don't you dare say another word about my Brother!\This hurt...\You went too far!\Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further... response:	Shut up!
context: This hurt...\You went too far!\Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up! response:	Where should I burn you?
context: You went too far!\Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you? response:	Your nose? Your mouth? Or your eyes?
context: Huh? He's not human?\Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes? response:	He's really...
context: Why doesn't anybody see it...?\Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really... response:	Human barbecue!
context: Eye for an eye, tooth for a tooth, huh?\I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue! response:	Stop!
context: I'll let you enjoy my pain in twofold!\That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue!\Stop! response:	Stop!
context: That's enough, Shiratori. If you go further...\Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue!\Stop!\Stop! response:	I'm burning?
context: Shut up!\Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue!\Stop!\Stop!\I'm burning? response:	Blue flames?
context: Where should I burn you?\Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue!\Stop!\Stop!\I'm burning?\Blue flames? response:	Shit! Run!
context: Your nose? Your mouth? Or your eyes?\He's really...\Human barbecue!\Stop!\Stop!\I'm burning?\Blue flames?\Shit! Run! response:	Heh, those blue flames are the proof of Satan's offspring.
context: He's really...\Human barbecue!\Stop!\Stop!\I'm burning?\Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring. response:	I wasn't mistaken after all.
context: Human barbecue!\Stop!\Stop!\I'm burning?\Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all. response:	My name is Astaroth. Shall we go, Young Master?
context: Stop!\Stop!\I'm burning?\Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master? response:	Lord Satan is waiting for you.
context: Stop!\I'm burning?\Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you. response:	Satan?
context: I'm burning?\Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan? response:	Mischief is in their hearts.
context: Blue flames?\Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan?\Mischief is in their hearts. response:	Give them according to their deeds, and according to the wickedness of their endeavors,
context: Shit! Run!\Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors, response:	give them after the work of their hands, render to them their desert.
context: Heh, those blue flames are the proof of Satan's offspring.\I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert. response:	Smite them down and let them not rise again.
context: I wasn't mistaken after all.\My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again. response:	You... you're an Exorcist?!
context: My name is Astaroth. Shall we go, Young Master?\Lord Satan is waiting for you.\Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?! response:	Blessed be the Lord.
context: Lord Satan is waiting for you.\Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord. response:	Father...
context: Satan?\Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord.\Father... response:	I shall seal that mouth of yours, so that you cannot spout your curses!
context: Mischief is in their hearts.\Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses! response:	You have heard my curse.
context: Give them according to their deeds, and according to the wickedness of their endeavors,\give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse. response:	The Lord is my strength
context: give them after the work of their hands, render to them their desert.\Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength response:	and my shield.
context: Smite them down and let them not rise again.\You... you're an Exorcist?!\Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength\and my shield. response:	Thou shall perish!
context: You... you're an Exorcist?!\Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength\and my shield.\Thou shall perish! response:	Are you okay?
context: Blessed be the Lord.\Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength\and my shield.\Thou shall perish!\Are you okay? response:	Or rather, is he okay?
context: Father...\I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength\and my shield.\Thou shall perish!\Are you okay?\Or rather, is he okay? response:	The demon has left him. He should wake up later.
context: I shall seal that mouth of yours, so that you cannot spout your curses!\You have heard my curse.\The Lord is my strength\and my shield.\Thou shall perish!\Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later. response:	Demon?
context: You have heard my curse.\The Lord is my strength\and my shield.\Thou shall perish!\Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later.\Demon? response:	You can see them now too, right?
context: The Lord is my strength\and my shield.\Thou shall perish!\Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later.\Demon?\You can see them now too, right? response:	This is...
context: and my shield.\Thou shall perish!\Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later.\Demon?\You can see them now too, right?\This is... response:	The Coal Tar that hangs on to dust,
context: Thou shall perish!\Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later.\Demon?\You can see them now too, right?\This is...\The Coal Tar that hangs on to dust, response:	and gathers around dark places and evil humans.
context: Are you okay?\Or rather, is he okay?\The demon has left him. He should wake up later.\Demon?\You can see them now too, right?\This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans. response:	This world consists of two dimensions that face each other like mirrors.
context: Or rather, is he okay?\The demon has left him. He should wake up later.\Demon?\You can see them now too, right?\This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors. response:	One is our material world, Assiah.
context: The demon has left him. He should wake up later.\Demon?\You can see them now too, right?\This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah. response:	The other is the nothingness of demons, Gehenna.
context: Demon?\You can see them now too, right?\This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna. response:	These two worlds are separate and they're not supposed to interact at all.
context: You can see them now too, right?\This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all. response:	But the demons possess the material of this world and interact with it.
context: This is...\The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it. response:	Stand up. They've found out the truth about you.
context: The Coal Tar that hangs on to dust,\and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you. response:	And they'll come to hunt you down.
context: and gathers around dark places and evil humans.\This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down. response:	You must hide before that.
context: This world consists of two dimensions that face each other like mirrors.\One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that. response:	Wait a sec, I don't get it!
context: One is our material world, Assiah.\The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it! response:	Demons? What are they?
context: The other is the nothingness of demons, Gehenna.\These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it!\Demons? What are they? response:	What am I?
context: These two worlds are separate and they're not supposed to interact at all.\But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it!\Demons? What are they?\What am I? response:	You're not human.
context: But the demons possess the material of this world and interact with it.\Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it!\Demons? What are they?\What am I?\You're not human. response:	You are the child of a demon born of a human.
context: Stand up. They've found out the truth about you.\And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it!\Demons? What are they?\What am I?\You're not human.\You are the child of a demon born of a human. response:	And not just any old demon, either.
context: And they'll come to hunt you down.\You must hide before that.\Wait a sec, I don't get it!\Demons? What are they?\What am I?\You're not human.\You are the child of a demon born of a human.\And not just any old demon, either. response:	You're the child of the demon among demons, the evil god Satan.
context: You must hide before that.\Wait a sec, I don't get it!\Demons? What are they?\What am I?\You're not human.\You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan. response:	Don't you ever say again that you're my father!
context: Wait a sec, I don't get it!\Demons? What are they?\What am I?\You're not human.\You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father! response:	Rin!
context: Demons? What are they?\What am I?\You're not human.\You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin! response:	Finally I could meet you, my son.
context: What am I?\You're not human.\You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son. response:	I'll become an Exorcist!
context: You're not human.\You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son.\I'll become an Exorcist! response:	The Blue Exorcist
context: You are the child of a demon born of a human.\And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist response:	The Blue Exorcist
context: And not just any old demon, either.\You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist response:	Episode one szia Demons Live in the Human Heart
context: You're the child of the demon among demons, the evil god Satan.\Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart response:	Yukio Okumura, clothes (1)
context: Don't you ever say again that you're my father!\Rin!\Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1) response:	Yukio Okumura, books (1)
context: Rin!\Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1) response:	Yukio Okumura, books (2)
context: Finally I could meet you, my son.\I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2) response:	Next Episode Preview
context: I'll become an Exorcist!\The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview response:	Gehenna Gate
context: The Blue Exorcist\The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate response:	Kimi to deatta no wa
context: The Blue Exorcist\Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate\Kimi to deatta no wa response:	Tada no guuzen ja nai
context: Episode one szia Demons Live in the Human Heart\Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai response:	Kore wo unmei to yobunda
context: Yukio Okumura, clothes (1)\Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda response:	Sono hitomi ni utsuru
context: Yukio Okumura, books (1)\Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru response:	Bokutachi ga kagayaite
context: Yukio Okumura, books (2)\Next Episode Preview\Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite response:	Irareru youni zutto
context: Next Episode Preview\Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto response:	Mitsume tsuzukete
context: Gehenna Gate\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete response:	(Please be) Dakara moshi kono mune ga
context: Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga response:	(With me) Michi ni mayou hi ni wa
