context: This being the first civilian Antarctic expedition, response:	some are saying that this brings Antarctica closer to the average person.
context: Is the fact that I love you not enough?\That's true, only two days left for short sleeves...\Yeah!\I'll have a Kahlua!\I wonder if they have cocktails...\So, what did you want?\Well, I was thinking...\I think the project itself might not be possible. response:	That's your personal opinion, right?
context: That's true, only two days left for short sleeves...\Yeah!\I'll have a Kahlua!\I wonder if they have cocktails...\So, what did you want?\Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right? response:	The actual details haven't even been decided yet.
context: Yeah!\I'll have a Kahlua!\I wonder if they have cocktails...\So, what did you want?\Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet. response:	There's not really anything we can say yet.
context: I'll have a Kahlua!\I wonder if they have cocktails...\So, what did you want?\Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet. response:	That's our Yume-chan...
context: I wonder if they have cocktails...\So, what did you want?\Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan... response:	You're already sloshed...
context: So, what did you want?\Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed... response:	Gonna carry her back?
context: Well, I was thinking...\I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed...\Gonna carry her back? response:	Hell no!
context: I think the project itself might not be possible.\That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed...\Gonna carry her back?\Hell no! response:	All of us crammed in together, I'd never hear the end of it!
context: That's your personal opinion, right?\The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed...\Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it! response:	Let's get back to the plan!
context: The actual details haven't even been decided yet.\There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed...\Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan! response:	Concretely speaking,
context: There's not really anything we can say yet.\That's our Yume-chan...\You're already sloshed...\Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking, response:	what we're doing right now isn't part of the official plan.
context: That's our Yume-chan...\You're already sloshed...\Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan. response:	In other words, that's an extremely distant goal.
context: You're already sloshed...\Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal. response:	But the commander and Kanae-san are obsessed with it, right?
context: Gonna carry her back?\Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right? response:	That's incorrect.
context: Hell no!\All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect. response:	The other members are obsessed with it, too.
context: All of us crammed in together, I'd never hear the end of it!\Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too. response:	That makes it even more
context: Let's get back to the plan!\Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too.\That makes it even more response:	You sayin' you're'gainst it, huh?
context: Concretely speaking,\what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh? response:	That's not it. I just...
context: what we're doing right now isn't part of the official plan.\In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just... response:	A real man wouldn't grumble'bout everythin'!
context: In other words, that's an extremely distant goal.\But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'! response:	Shut up!
context: But the commander and Kanae-san are obsessed with it, right?\That's incorrect.\The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up! response:	What's wrong?
context: That's incorrect.\The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong? response:	High school girls in masks!
context: The other members are obsessed with it, too.\That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong?\High school girls in masks! response:	Where?
context: That makes it even more\You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong?\High school girls in masks!\Where? response:	I told you! I told you!
context: You sayin' you're'gainst it, huh?\That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong?\High school girls in masks!\Where?\I told you! I told you! response:	You don't have to say it twice.
context: That's not it. I just...\A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong?\High school girls in masks!\Where?\I told you! I told you!\You don't have to say it twice. response:	They have some amazing plan they haven't told anyone about!
context: A real man wouldn't grumble'bout everythin'!\Shut up!\What's wrong?\High school girls in masks!\Where?\I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about! response:	But what could it be?
context: Shut up!\What's wrong?\High school girls in masks!\Where?\I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be? response:	You think...
context: What's wrong?\High school girls in masks!\Where?\I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be?\You think... response:	Antarctic People!
context: High school girls in masks!\Where?\I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be?\You think...\Antarctic People! response:	Nice one!
context: Where?\I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be?\You think...\Antarctic People!\Nice one! response:	Perfect timing!
context: I told you! I told you!\You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be?\You think...\Antarctic People!\Nice one!\Perfect timing! response:	Please, take this seriously!
context: You don't have to say it twice.\They have some amazing plan they haven't told anyone about!\But what could it be?\You think...\Antarctic People!\Nice one!\Perfect timing!\Please, take this seriously! response:	What if they're planning something awful?
context: They have some amazing plan they haven't told anyone about!\But what could it be?\You think...\Antarctic People!\Nice one!\Perfect timing!\Please, take this seriously!\What if they're planning something awful? response:	They could force us to go along with it...
context: But what could it be?\You think...\Antarctic People!\Nice one!\Perfect timing!\Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it... response:	But thinking won't get us anywhere.
context: You think...\Antarctic People!\Nice one!\Perfect timing!\Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere. response:	Even so...
context: Antarctic People!\Nice one!\Perfect timing!\Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere.\Even so... response:	We'll have to talk to Kanae-san one more time tomorrow...
context: Nice one!\Perfect timing!\Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow... response:	Shirase-chan, that's my plushy.
context: Perfect timing!\Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy. response:	What's that?
context: Please, take this seriously!\What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that? response:	Glow-in-the-dark paint!
context: What if they're planning something awful?\They could force us to go along with it...\But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint! response:	Shirase.
context: They could force us to go along with it...\But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint!\Shirase. response:	Wanna sleep here?
context: But thinking won't get us anywhere.\Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint!\Shirase.\Wanna sleep here? response:	You think Shirase-chan's mother did that?
context: Even so...\We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint!\Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that? response:	Maybe so.
context: We'll have to talk to Kanae-san one more time tomorrow...\Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint!\Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so. response:	If I had to put it into words...
context: Shirase-chan, that's my plushy.\What's that?\Glow-in-the-dark paint!\Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words... response:	This time, it's to see the sky, I suppose.
context: What's that?\Glow-in-the-dark paint!\Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose. response:	A place more distant than the universe.
context: Glow-in-the-dark paint!\Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe. response:	It's not a prison, a place trapped in ice.
context: Shirase.\Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice. response:	It's a place, still unopened,
context: Wanna sleep here?\You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened, response:	yet filled with possibilities,
context: You think Shirase-chan's mother did that?\Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities, response:	Earth's greatest treasure chest.
context: Maybe so.\If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest. response:	Want to look?
context: If I had to put it into words...\This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest.\Want to look? response:	I think we all got a little too worked up to do it.
context: This time, it's to see the sky, I suppose.\A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it. response:	As civilians?
context: A place more distant than the universe.\It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it.\As civilians? response:	Yeah! After the new ship is finished,
context: It's not a prison, a place trapped in ice.\It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished, response:	they'll be deployed to the new station,
context: It's a place, still unopened,\yet filled with possibilities,\Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station, response:	and the current ship and Syowa Station
context: yet filled with possibilities,\Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station response:	will be transferred to civilian ownership.
context: Earth's greatest treasure chest.\Want to look?\I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership. response:	You mean...
context: Want to look?\I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean... response:	We can become the first civilian team
context: I think we all got a little too worked up to do it.\As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean...\We can become the first civilian team response:	Let's do it!
context: As civilians?\Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean...\We can become the first civilian team\Let's do it! response:	That was fast!
context: Yeah! After the new ship is finished,\they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean...\We can become the first civilian team\Let's do it!\That was fast! response:	The ship and the station were both hand-me-downs,
context: they'll be deployed to the new station,\and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean...\We can become the first civilian team\Let's do it!\That was fast!\The ship and the station were both hand-me-downs, response:	but we were so excited.
context: and the current ship and Syowa Station\will be transferred to civilian ownership.\You mean...\We can become the first civilian team\Let's do it!\That was fast!\The ship and the station were both hand-me-downs,\but we were so excited. response:	There are almost no civilian stations anywhere in the world,
context: will be transferred to civilian ownership.\You mean...\We can become the first civilian team\Let's do it!\That was fast!\The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world, response:	so we came up with all kinds of plans, gathered all kinds of researchers...
context: You mean...\We can become the first civilian team\Let's do it!\That was fast!\The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers... response:	We all wanted to make it a success.
context: We can become the first civilian team\Let's do it!\That was fast!\The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success. response:	Because we knew that this journey, this road that we paved,
context: Let's do it!\That was fast!\The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved, response:	would continue on into the future.
context: That was fast!\The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future. response:	That's why...
context: The ship and the station were both hand-me-downs,\but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why... response:	An astronomical observatory?
context: but we were so excited.\There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why...\An astronomical observatory? response:	The plan's been out there for a while.
context: There are almost no civilian stations anywhere in the world,\so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why...\An astronomical observatory?\The plan's been out there for a while. response:	I'd heard they were building one at the new station, too.
context: so we came up with all kinds of plans, gathered all kinds of researchers...\We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why...\An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too. response:	That's all the more reason!
context: We all wanted to make it a success.\Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why...\An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason! response:	We might not be able to rival their scale and amenities,
context: Because we knew that this journey, this road that we paved,\would continue on into the future.\That's why...\An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities, response:	but I think being able to do the same research as the new station
context: would continue on into the future.\That's why...\An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station response:	is the most important thing we can do as civilians in the future!
context: That's why...\An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future! response:	Yes...
context: An astronomical observatory?\The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes... response:	As good publicity, then?
context: The plan's been out there for a while.\I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then? response:	She was probably hoping to find something worthwhile somewhere.
context: I'd heard they were building one at the new station, too.\That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere. response:	Even though she knew that feeling could be very dangerous.
context: That's all the more reason!\We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous. response:	Somewhere out there...
context: We might not be able to rival their scale and amenities,\but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there... response:	Takako!
context: but I think being able to do the same research as the new station\is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako! response:	When we came home, we found a harsh reality waiting for us.
context: is the most important thing we can do as civilians in the future!\Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us. response:	Sponsors, afraid of the damage to their image, withdrew one after another.
context: Yes...\As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another. response:	And the next expedition was indefinitely postponed,
context: As good publicity, then?\She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed, response:	and the winter mission was withdrawn.
context: She was probably hoping to find something worthwhile somewhere.\Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn. response:	I know that.
context: Even though she knew that feeling could be very dangerous.\Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that. response:	But we hadn't changed at all.
context: Somewhere out there...\Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that.\But we hadn't changed at all. response:	Three years ago, in the place we discovered with Takako...
context: Takako!\When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako... response:	with your mother, we would some day look at the stars again.
context: When we came home, we found a harsh reality waiting for us.\Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again. response:	It didn't matter if it took ten years or twenty.
context: Sponsors, afraid of the damage to their image, withdrew one after another.\And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty. response:	And it wasn't just us.
context: And the next expedition was indefinitely postponed,\and the winter mission was withdrawn.\I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us. response:	Most of the members who were with us three years ago are here again now.
context: and the winter mission was withdrawn.\I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now. response:	Our budget has been mostly stripped away, and we'll get almost no compensation,
context: I know that.\But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation, response:	and there are some of us who won't have anything waiting for us when we return.
context: But we hadn't changed at all.\Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return. response:	And yet we all came here.
context: Three years ago, in the place we discovered with Takako...\with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here. response:	And yet we're all still here.
context: with your mother, we would some day look at the stars again.\It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here. response:	That's the kind of ship this is.
context: It didn't matter if it took ten years or twenty.\And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here.\That's the kind of ship this is. response:	Hey, Gin. Want to go to Antarctica?
context: And it wasn't just us.\Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica? response:	Huh? Antarctica?
context: Most of the members who were with us three years ago are here again now.\Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica? response:	Why do you ask?
context: Our budget has been mostly stripped away, and we'll get almost no compensation,\and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask? response:	You know, I...
context: and there are some of us who won't have anything waiting for us when we return.\And yet we all came here.\And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask?\You know, I... response:	I just...
context: And yet we all came here.\And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask?\You know, I...\I just... response:	love leaving my footprints in fresh snow!
context: And yet we're all still here.\That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask?\You know, I...\I just...\love leaving my footprints in fresh snow! response:	Hey, it's been a while!
context: That's the kind of ship this is.\Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask?\You know, I...\I just...\love leaving my footprints in fresh snow!\Hey, it's been a while! response:	I'm Maekawa Kanae!
context: Hey, Gin. Want to go to Antarctica?\Huh? Antarctica?\Why do you ask?\You know, I...\I just...\love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae! response:	How is everyone doing?
context: Huh? Antarctica?\Why do you ask?\You know, I...\I just...\love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing? response:	Yes, good!
context: Why do you ask?\You know, I...\I just...\love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing?\Yes, good! response:	Now, it's been three years since the last voyage.
context: You know, I...\I just...\love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage. response:	I'm sure you've all been through a lot.
context: I just...\love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot. response:	Some of you have lost hair, some have gotten divorced,
context: love leaving my footprints in fresh snow!\Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced, response:	some have lost your jobs...
context: Hey, it's been a while!\I'm Maekawa Kanae!\How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs... response:	No one got married?
context: I'm Maekawa Kanae!\How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married? response:	Well, let's all introduce ourselves one by one!
context: How is everyone doing?\Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one! response:	But first...
context: Yes, good!\Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one!\But first... response:	what you've all been waiting for, let's introduce our passengers!
context: Now, it's been three years since the last voyage.\I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one!\But first...\what you've all been waiting for, let's introduce our passengers! response:	Come on in!
context: I'm sure you've all been through a lot.\Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one!\But first...\what you've all been waiting for, let's introduce our passengers!\Come on in! response:	Don't look at the floor.
context: Some of you have lost hair, some have gotten divorced,\some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one!\But first...\what you've all been waiting for, let's introduce our passengers!\Come on in!\Don't look at the floor. response:	But...
context: some have lost your jobs...\No one got married?\Well, let's all introduce ourselves one by one!\But first...\what you've all been waiting for, let's introduce our passengers!\Come on in!\Don't look at the floor.\But... response:	They're in high school!
context: No one got married?\Well, let's all introduce ourselves one by one!\But first...\what you've all been waiting for, let's introduce our passengers!\Come on in!\Don't look at the floor.\But...\They're in high school! response:	They're not Goto or Yajima in drag!
