context: August response:	September
context: Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that. response:	Jeez, what're they doin'?
context: Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'? response:	Let's leave'em and go play baseball.
context: but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball. response:	Wha?!
context: Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?! response:	Wait, Sensei!
context: You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?!\Wait, Sensei! response:	They're trying to ignore us!
context: You insulted my phone, so why are you getting mad?!\Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?!\Wait, Sensei!\They're trying to ignore us! response:	What?!
context: Hiro, were you laughing?\No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?!\Wait, Sensei!\They're trying to ignore us!\What?! response:	Don't make me repeat myself!
context: No, I'd never laugh at that.\Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?!\Wait, Sensei!\They're trying to ignore us!\What?!\Don't make me repeat myself! response:	Use your own village's playground!
context: Jeez, what're they doin'?\Let's leave'em and go play baseball.\Wha?!\Wait, Sensei!\They're trying to ignore us!\What?!\Don't make me repeat myself!\Use your own village's playground! response:	Shut up!
context: Let's leave'em and go play baseball.\Wha?!\Wait, Sensei!\They're trying to ignore us!\What?!\Don't make me repeat myself!\Use your own village's playground!\Shut up! response:	Middle schoolers took over our playground!
context: Wha?!\Wait, Sensei!\They're trying to ignore us!\What?!\Don't make me repeat myself!\Use your own village's playground!\Shut up!\Middle schoolers took over our playground! response:	A real tough-fightin' girl and a glasses girl.
context: Wait, Sensei!\They're trying to ignore us!\What?!\Don't make me repeat myself!\Use your own village's playground!\Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl. response:	It's them...
context: They're trying to ignore us!\What?!\Don't make me repeat myself!\Use your own village's playground!\Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them... response:	That ain't got nothin' to do with it!
context: What?!\Don't make me repeat myself!\Use your own village's playground!\Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it! response:	Get outta here!
context: Don't make me repeat myself!\Use your own village's playground!\Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it!\Get outta here! response:	Naru!
context: Use your own village's playground!\Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it!\Get outta here!\Naru! response:	Hey! That's going too far!
context: Shut up!\Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it!\Get outta here!\Naru!\Hey! That's going too far! response:	What? Didn't ya say adults ain't violent?
context: Middle schoolers took over our playground!\A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it!\Get outta here!\Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent? response:	If an adult from this village hits us,
context: A real tough-fightin' girl and a glasses girl.\It's them...\That ain't got nothin' to do with it!\Get outta here!\Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us, response:	we're tellin' our parents!
context: It's them...\That ain't got nothin' to do with it!\Get outta here!\Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents! response:	If an adult hits a kid, that's who's goin' to the police!
context: That ain't got nothin' to do with it!\Get outta here!\Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police! response:	You'll get arrested for child abuse!
context: Get outta here!\Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse! response:	If they put it that way, we can't argue.
context: Naru!\Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue. response:	Right, an adult should never strike a child.
context: Hey! That's going too far!\What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child. response:	Naru, they want to play baseball here.
context: What? Didn't ya say adults ain't violent?\If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here. response:	So let them play.
context: If an adult from this village hits us,\we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play. response:	Aww...
context: we're tellin' our parents!\If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play.\Aww... response:	You shoulda done that in the first place!
context: If an adult hits a kid, that's who's goin' to the police!\You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play.\Aww...\You shoulda done that in the first place! response:	They'll play their game.
context: You'll get arrested for child abuse!\If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play.\Aww...\You shoulda done that in the first place!\They'll play their game. response:	So how about we play dodgeball?
context: If they put it that way, we can't argue.\Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play.\Aww...\You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball? response:	Yeah.
context: Right, an adult should never strike a child.\Naru, they want to play baseball here.\So let them play.\Aww...\You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball?\Yeah. response:	You were gonna yield this place to us!
context: Naru, they want to play baseball here.\So let them play.\Aww...\You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball?\Yeah.\You were gonna yield this place to us! response:	Play all the baseball you want.
context: So let them play.\Aww...\You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball?\Yeah.\You were gonna yield this place to us!\Play all the baseball you want. response:	We're going to play our own game.
context: Aww...\You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball?\Yeah.\You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game. response:	Sensei and I will be outfielders.
context: You shoulda done that in the first place!\They'll play their game.\So how about we play dodgeball?\Yeah.\You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders. response:	Get running, you guys.
context: They'll play their game.\So how about we play dodgeball?\Yeah.\You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys. response:	W-Wait, time out!
context: So how about we play dodgeball?\Yeah.\You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out! response:	We're playin' here!
context: Yeah.\You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out!\We're playin' here! response:	Here!
context: You were gonna yield this place to us!\Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out!\We're playin' here!\Here! response:	Ow!
context: Play all the baseball you want.\We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out!\We're playin' here!\Here!\Ow! response:	That's our Sensei.
context: We're going to play our own game.\Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out!\We're playin' here!\Here!\Ow!\That's our Sensei. response:	Playing seriously against kids.
context: Sensei and I will be outfielders.\Get running, you guys.\W-Wait, time out!\We're playin' here!\Here!\Ow!\That's our Sensei.\Playing seriously against kids. response:	It don't count if it don't hit us!
context: Get running, you guys.\W-Wait, time out!\We're playin' here!\Here!\Ow!\That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us! response:	Clumsy
context: W-Wait, time out!\We're playin' here!\Here!\Ow!\That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us!\Clumsy response:	Now, who's next?!
context: We're playin' here!\Here!\Ow!\That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us!\Clumsy\Now, who's next?! response:	He hit it back?!
context: Here!\Ow!\That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us!\Clumsy\Now, who's next?!\He hit it back?! response:	Get a grip, Sensei!
context: Ow!\That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us!\Clumsy\Now, who's next?!\He hit it back?!\Get a grip, Sensei! response:	If they take the ball, it's all over.
context: That's our Sensei.\Playing seriously against kids.\It don't count if it don't hit us!\Clumsy\Now, who's next?!\He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over. response:	Dang it, yer supposed to be adults!
context: Playing seriously against kids.\It don't count if it don't hit us!\Clumsy\Now, who's next?!\He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults! response:	Why are ya takin' this seriously?!
context: It don't count if it don't hit us!\Clumsy\Now, who's next?!\He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?! response:	Supposed to be adults?
context: Clumsy\Now, who's next?!\He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults? response:	Hardly.
context: Now, who's next?!\He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults?\Hardly. response:	It's because we're adults!
context: He hit it back?!\Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults?\Hardly.\It's because we're adults! response:	Take this, brat!
context: Get a grip, Sensei!\If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults?\Hardly.\It's because we're adults!\Take this, brat! response:	Sensei, toss it here!
context: If they take the ball, it's all over.\Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults?\Hardly.\It's because we're adults!\Take this, brat!\Sensei, toss it here! response:	I'm impressed they can horse around in this heat.
context: Dang it, yer supposed to be adults!\Why are ya takin' this seriously?!\Supposed to be adults?\Hardly.\It's because we're adults!\Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat. response:	It's Akki!
context: Why are ya takin' this seriously?!\Supposed to be adults?\Hardly.\It's because we're adults!\Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki! response:	Akki!
context: Supposed to be adults?\Hardly.\It's because we're adults!\Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki!\Akki! response:	What're ya doin' out here?!
context: Hardly.\It's because we're adults!\Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki!\Akki!\What're ya doin' out here?! response:	Hey, I'm stuck on that game ya lent me!
context: It's because we're adults!\Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki!\Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me! response:	You guys! The battle's not over yet!
context: Take this, brat!\Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki!\Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet! response:	Oh, it's okay now.
context: Sensei, toss it here!\I'm impressed they can horse around in this heat.\It's Akki!\Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now. response:	We're gonna go play with Akki.
context: I'm impressed they can horse around in this heat.\It's Akki!\Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki. response:	Wait a minute. You're giving up that easily?!
context: It's Akki!\Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?! response:	I'm sorry for interrupting your fun.
context: Akki!\What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun. response:	Uh, no, it wasn't really...
context: What're ya doin' out here?!\Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really... response:	So long!
context: Hey, I'm stuck on that game ya lent me!\You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long! response:	We'll come again!
context: You guys! The battle's not over yet!\Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long!\We'll come again! response:	Akki is amazingly mature.
context: Oh, it's okay now.\We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long!\We'll come again!\Akki is amazingly mature. response:	Yeah...
context: We're gonna go play with Akki.\Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long!\We'll come again!\Akki is amazingly mature.\Yeah... response:	Don't follow me.
context: Wait a minute. You're giving up that easily?!\I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long!\We'll come again!\Akki is amazingly mature.\Yeah...\Don't follow me. response:	I'm heading back to my house.
context: I'm sorry for interrupting your fun.\Uh, no, it wasn't really...\So long!\We'll come again!\Akki is amazingly mature.\Yeah...\Don't follow me.\I'm heading back to my house. response:	Aww! I wanna play more!
context: Uh, no, it wasn't really...\So long!\We'll come again!\Akki is amazingly mature.\Yeah...\Don't follow me.\I'm heading back to my house.\Aww! I wanna play more! response:	Don't stretch it!
context: So long!\We'll come again!\Akki is amazingly mature.\Yeah...\Don't follow me.\I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it! response:	By golly!
context: We'll come again!\Akki is amazingly mature.\Yeah...\Don't follow me.\I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it!\By golly! response:	Let's play Tarzan! Tarzan!
context: Akki is amazingly mature.\Yeah...\Don't follow me.\I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it!\By golly!\Let's play Tarzan! Tarzan! response:	Tarzan?
context: Yeah...\Don't follow me.\I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it!\By golly!\Let's play Tarzan! Tarzan!\Tarzan? response:	We play it up that way!
context: Don't follow me.\I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it!\By golly!\Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way! response:	It's gobs of fun!
context: I'm heading back to my house.\Aww! I wanna play more!\Don't stretch it!\By golly!\Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way!\It's gobs of fun! response:	Oh, all right.
context: Aww! I wanna play more!\Don't stretch it!\By golly!\Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way!\It's gobs of fun!\Oh, all right. response:	Just for a bit.
context: Don't stretch it!\By golly!\Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way!\It's gobs of fun!\Oh, all right.\Just for a bit. response:	Yay! This way, this way!
context: By golly!\Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way!\It's gobs of fun!\Oh, all right.\Just for a bit.\Yay! This way, this way! response:	Say...
context: Let's play Tarzan! Tarzan!\Tarzan?\We play it up that way!\It's gobs of fun!\Oh, all right.\Just for a bit.\Yay! This way, this way!\Say... response:	This is...
context: Tarzan?\We play it up that way!\It's gobs of fun!\Oh, all right.\Just for a bit.\Yay! This way, this way!\Say...\This is... response:	the most realistic Tarzan setting I've ever seen.
context: We play it up that way!\It's gobs of fun!\Oh, all right.\Just for a bit.\Yay! This way, this way!\Say...\This is...\the most realistic Tarzan setting I've ever seen. response:	It's easy!
context: It's gobs of fun!\Oh, all right.\Just for a bit.\Yay! This way, this way!\Say...\This is...\the most realistic Tarzan setting I've ever seen.\It's easy! response:	No, it's not!
context: Oh, all right.\Just for a bit.\Yay! This way, this way!\Say...\This is...\the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not! response:	Isn't that a real vine?!
context: Just for a bit.\Yay! This way, this way!\Say...\This is...\the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not!\Isn't that a real vine?! response:	I'll show ya how it's done!
context: Yay! This way, this way!\Say...\This is...\the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not!\Isn't that a real vine?!\I'll show ya how it's done! response:	Stop, it's dangerous!
context: Say...\This is...\the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not!\Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous! response:	Hey!
context: This is...\the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not!\Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous!\Hey! response:	Just... like that...
context: the most realistic Tarzan setting I've ever seen.\It's easy!\No, it's not!\Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous!\Hey!\Just... like that... response:	What'll I do?
context: It's easy!\No, it's not!\Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous!\Hey!\Just... like that...\What'll I do? response:	This doesn't look fun at all.
context: No, it's not!\Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous!\Hey!\Just... like that...\What'll I do?\This doesn't look fun at all. response:	Okay, it's yer turn next, Sensei!
context: Isn't that a real vine?!\I'll show ya how it's done!\Stop, it's dangerous!\Hey!\Just... like that...\What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei! response:	As if I could!
context: I'll show ya how it's done!\Stop, it's dangerous!\Hey!\Just... like that...\What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could! response:	Why not? It's real fun!
context: Stop, it's dangerous!\Hey!\Just... like that...\What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun! response:	Yer pretty lame for a grown-up!
context: Hey!\Just... like that...\What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up! response:	You wouldn't say that if you had an adult's physique!
context: Just... like that...\What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique! response:	It's completely impossible!
context: What'll I do?\This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible! response:	There's no way this vine could support an adult's weight.
context: This doesn't look fun at all.\Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight. response:	Though, if all of you could hang from it at once, it'd be a different story.
context: Okay, it's yer turn next, Sensei!\As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story. response:	Oh, fine!
context: As if I could!\Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine! response:	So I was wrong!
context: Why not? It's real fun!\Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong! response:	So, will ya do it too, Sensei?
context: Yer pretty lame for a grown-up!\You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong!\So, will ya do it too, Sensei? response:	All right, all right.
context: You wouldn't say that if you had an adult's physique!\It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong!\So, will ya do it too, Sensei?\All right, all right. response:	But I'm begging you, don't do anything dangerous in front of me!
context: It's completely impossible!\There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong!\So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me! response:	All right! This'll be gobs of fun!
context: There's no way this vine could support an adult's weight.\Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong!\So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun! response:	You may be trying to convince me of that,
context: Though, if all of you could hang from it at once, it'd be a different story.\Oh, fine!\So I was wrong!\So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that, response:	but I'm not happy about it.
context: Oh, fine!\So I was wrong!\So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it. response:	As long as this vine is here, they're going to get hurt someday.
context: So I was wrong!\So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday. response:	Sorry, kids, but I'm getting rid of this dangerous toy.
context: So, will ya do it too, Sensei?\All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy. response:	Yer rarin' to go!
context: All right, all right.\But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go! response:	I'll pretend to swing, and tear it off!
context: But I'm begging you, don't do anything dangerous in front of me!\All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off! response:	No, Sensei, you can't stretch it like that!
context: All right! This'll be gobs of fun!\You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that! response:	Stop it!
context: You may be trying to convince me of that,\but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it! response:	It'll tear!
context: but I'm not happy about it.\As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it!\It'll tear! response:	Don't!
context: As long as this vine is here, they're going to get hurt someday.\Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it!\It'll tear!\Don't! response:	Everybody, stop!
context: Sorry, kids, but I'm getting rid of this dangerous toy.\Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it!\It'll tear!\Don't!\Everybody, stop! response:	Are any of you guys hurt?
context: Yer rarin' to go!\I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it!\It'll tear!\Don't!\Everybody, stop!\Are any of you guys hurt? response:	Nope, we're fine!
context: I'll pretend to swing, and tear it off!\No, Sensei, you can't stretch it like that!\Stop it!\It'll tear!\Don't!\Everybody, stop!\Are any of you guys hurt?\Nope, we're fine! response:	That was super scary!
context: No, Sensei, you can't stretch it like that!\Stop it!\It'll tear!\Don't!\Everybody, stop!\Are any of you guys hurt?\Nope, we're fine!\That was super scary! response:	I thought I was gonna die! I thought I was gonna die!
context: Stop it!\It'll tear!\Don't!\Everybody, stop!\Are any of you guys hurt?\Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die! response:	I thought I was gonna die! I thought I was gonna die!
context: It'll tear!\Don't!\Everybody, stop!\Are any of you guys hurt?\Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die! response:	Sensei, yer bleedin'!
context: Don't!\Everybody, stop!\Are any of you guys hurt?\Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'! response:	You all right?!
context: Everybody, stop!\Are any of you guys hurt?\Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?! response:	I'm fine.
context: Are any of you guys hurt?\Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?!\I'm fine. response:	It's just a scratch.
context: Nope, we're fine!\That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?!\I'm fine.\It's just a scratch. response:	Ya need mugwort for that!
context: That was super scary!\I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?!\I'm fine.\It's just a scratch.\Ya need mugwort for that! response:	Get lookin' for mugwort!
context: I thought I was gonna die! I thought I was gonna die!\I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?!\I'm fine.\It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort! response:	No, that's okay!
context: I thought I was gonna die! I thought I was gonna die!\Sensei, yer bleedin'!\You all right?!\I'm fine.\It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay! response:	It's not that bad!
context: Sensei, yer bleedin'!\You all right?!\I'm fine.\It's just a scratch.\Ya need mugwort for that!\Get lookin' for mugwort!\No, that's okay!\It's not that bad! response:	Naru!
