context: I shouldn't have given birth to you. response:	Who would you be sold to, you ask?
context: I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this? response:	It's absolutely not your fault.
context: I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault. response:	We have all kinds of nasty issues.
context: I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues. response:	May I have the usual?
context: I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual? response:	Yeah.
context: We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual?\Yeah. response:	I heal all the people of this village with the medicine that Ainsworth makes.
context: How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes. response:	Should you learn magic and use it to craft medicines, they will work miracles.
context: If only God or his son would write us a letter or two.\Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles. response:	The medicine of a mage is effective and gentle to the body.
context: Is it because I'm here that you have to bother with this?\It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body. response:	Study well.
context: It's absolutely not your fault.\We have all kinds of nasty issues.\May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well. response:	I wouldn't believe he'd think highly of you, being that he's a priest.
context: We have all kinds of nasty issues.\May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest. response:	Does he?
context: May I have the usual?\Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he? response:	Britain is a land of ancient magic.
context: Yeah.\I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic. response:	Mages are an important part of life here.
context: I heal all the people of this village with the medicine that Ainsworth makes.\Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic.\Mages are an important part of life here. response:	Now, Chise,
context: Should you learn magic and use it to craft medicines, they will work miracles.\The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise, response:	why don't we go on our honeymoon while we run our errands?
context: The medicine of a mage is effective and gentle to the body.\Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands? response:	You weren't kidding about that?
context: Study well.\I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that? response:	Iceland, a volcanic island in the Arctic Ocean.
context: I wouldn't believe he'd think highly of you, being that he's a priest.\Does he?\Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean. response:	I'm told that the dragons are on the move lately.
context: Does he?\Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately. response:	I've been asked to check on them.
context: Britain is a land of ancient magic.\Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them. response:	Dragons?
context: Mages are an important part of life here.\Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons? response:	Chise!
context: Now, Chise,\why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons?\Chise! response:	He's still not very careful, is he?
context: why don't we go on our honeymoon while we run our errands?\You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons?\Chise!\He's still not very careful, is he? response:	He couldn't even hold onto his own apprentice.
context: You weren't kidding about that?\Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons?\Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice. response:	Wh-Who are you?
context: Iceland, a volcanic island in the Arctic Ocean.\I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons?\Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you? response:	We shall discuss that at our own land.
context: I'm told that the dragons are on the move lately.\I've been asked to check on them.\Dragons?\Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you?\We shall discuss that at our own land. response:	At the last land of the dragons.
context: I've been asked to check on them.\Dragons?\Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you?\We shall discuss that at our own land.\At the last land of the dragons. response:	The two are torn apart.
context: Dragons?\Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you?\We shall discuss that at our own land.\At the last land of the dragons.\The two are torn apart. response:	Death and life intertwine at the ends of the earth.
context: Chise!\He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you?\We shall discuss that at our own land.\At the last land of the dragons.\The two are torn apart.\Death and life intertwine at the ends of the earth. response:	What does the girl see when the door to her memories are opened?
context: He's still not very careful, is he?\He couldn't even hold onto his own apprentice.\Wh-Who are you?\We shall discuss that at our own land.\At the last land of the dragons.\The two are torn apart.\Death and life intertwine at the ends of the earth.\What does the girl see when the door to her memories are opened? response:	Good night, little sorceress.
