context: Episode 7 Umaru's Onii-chan response:	Onii-chan, could you get me a drink?
context: Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store, response:	I've see many of these at convenience stores.
context: This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores. response:	Carrot
context: Also, cola ramune,\Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot response:	Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)
context: Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.) response:	What on earth is this?!
context: and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?! response:	Gungare
context: They're totally different, but the word cola is tempting me!\Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare response:	I can get all of these, and it won't cost me 500 yen.
context: Cola Obsessed?\Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen. response:	Candy stores are the best.
context: Though it's an old-fashioned candy store,\I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best. response:	Oh, UMR-san?
context: I've see many of these at convenience stores.\Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san? response:	What?
context: Carrot\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san?\What? response:	Did you see any of those little yogurts shaped like this anywhere?
context: Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere? response:	They come with a wooden spoon.
context: What on earth is this?!\Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon. response:	Oh, Yogure?
context: Gungare\I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure? response:	They weren't up at the front?
context: I can get all of these, and it won't cost me 500 yen.\Candy stores are the best.\Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front? response:	I think I saw a stock of them under here.
context: Candy stores are the best.\Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here. response:	Morocco Fruit Yogure
context: Oh, UMR-san?\What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure response:	Sylphyn.
context: What?\Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn. response:	Here, eat this.
context: Did you see any of those little yogurts shaped like this anywhere?\They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn.\Here, eat this. response:	It's really good.
context: They come with a wooden spoon.\Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn.\Here, eat this.\It's really good. response:	It's Japanese candy.
context: Oh, Yogure?\They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn.\Here, eat this.\It's really good.\It's Japanese candy. response:	Well, then... Maybe the owner's in the back.
context: They weren't up at the front?\I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn.\Here, eat this.\It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back. response:	They haven't come out at all.
context: I think I saw a stock of them under here.\Morocco Fruit Yogure\Sylphyn.\Here, eat this.\It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all. response:	Excuse me!
context: Morocco Fruit Yogure\Sylphyn.\Here, eat this.\It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me! response:	Please come help us.
context: Sylphyn.\Here, eat this.\It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me!\Please come help us. response:	Excuse me!
context: Here, eat this.\It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me!\Please come help us.\Excuse me! response:	Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)
context: It's really good.\It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me!\Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.) response:	Obaa-chan!
context: It's Japanese candy.\Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me!\Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan! response:	Obaa-chan!
context: Well, then... Maybe the owner's in the back.\They haven't come out at all.\Excuse me!\Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan! response:	Sh-She's not coming out...
context: They haven't come out at all.\Excuse me!\Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan!\Sh-She's not coming out... response:	Let's yell it at the same time, so it'll be even louder.
context: Excuse me!\Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder. response:	Ready, and...
context: Please come help us.\Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and... response:	Obaa-chan!
context: Excuse me!\Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan! response:	I haven't had one in a while, but Yogure is great.
context: Please yell Obaa-chan as loud as you can. (There is a chance I might be sleeping.)\Obaa-chan!\Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great. response:	Of course it is!
context: Obaa-chan!\Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is! response:	Umaru, don't eat potato chips first thing in the morning.
context: Obaa-chan!\Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning. response:	Here's your lunch.
context: Sh-She's not coming out...\Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch. response:	Go get ready for school.
context: Let's yell it at the same time, so it'll be even louder.\Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school. response:	Jeez. You sound like a mom, Onii-chan.
context: Ready, and...\Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan. response:	Well, be careful, you two.
context: Obaa-chan!\I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two. response:	Bye, Onii-chan.
context: I haven't had one in a while, but Yogure is great.\Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan. response:	U-Um, uh, have a good day.
context: Of course it is!\Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day. response:	I'm sorry!
context: Umaru, don't eat potato chips first thing in the morning.\Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry! response:	Bomber, we just got to the office.
context: Here's your lunch.\Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office. response:	Yeah, I usually get a boost in the afternoon.
context: Go get ready for school.\Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon. response:	Taihei-senpai, my PC froze. Could I ask for your assistance?
context: Jeez. You sound like a mom, Onii-chan.\Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance? response:	Huh? Again?
context: Well, be careful, you two.\Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again? response:	2-D Love Channel
context: Bye, Onii-chan.\U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel response:	Suck
context: U-Um, uh, have a good day.\I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel\Suck response:	You two really need to stop.
context: I'm sorry!\Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel\Suck\You two really need to stop. response:	Today was really tiring again.
context: Bomber, we just got to the office.\Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel\Suck\You two really need to stop.\Today was really tiring again. response:	Well, I finished up earlier than usual,
context: Yeah, I usually get a boost in the afternoon.\Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel\Suck\You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual, response:	so maybe I'll go to the supermarket, then make dinner...
context: Taihei-senpai, my PC froze. Could I ask for your assistance?\Huh? Again?\2-D Love Channel\Suck\You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner... response:	Where am I?
context: Huh? Again?\2-D Love Channel\Suck\You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I? response:	This is a residential area, so it's hard to tell...
context: 2-D Love Channel\Suck\You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell... response:	Do I go back the way I came, or keep moving forward?
context: Suck\You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward? response:	Nyankoro Cannery
context: You two really need to stop.\Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery response:	Nyanderful
context: Today was really tiring again.\Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful response:	It says Nyanderful!
context: Well, I finished up earlier than usual,\so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful\It says Nyanderful! response:	That's right! I remember seeing this sign with Umaru.
context: so maybe I'll go to the supermarket, then make dinner...\Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru. response:	I've been down this road before...
context: Where am I?\This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before... response:	Which means it'll lead to a road that I know.
context: This is a residential area, so it's hard to tell...\Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know. response:	I guess I'll keep going.
context: Do I go back the way I came, or keep moving forward?\Nyankoro Cannery\Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going. response:	But I can't remember at all.
context: Nyankoro Cannery\Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all. response:	If I came here with Umaru...
context: Nyanderful\It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru... response:	I don't go out with her much, though.
context: It says Nyanderful!\That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though. response:	Actually, she doesn't come outside much in general.
context: That's right! I remember seeing this sign with Umaru.\I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general. response:	When did I come here?
context: I've been down this road before...\Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here? response:	In junior high?
context: Which means it'll lead to a road that I know.\I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here?\In junior high? response:	Wait, was it high school?
context: I guess I'll keep going.\But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here?\In junior high?\Wait, was it high school? response:	If it was after I became a salaryman... I'd definitely remember.
context: But I can't remember at all.\If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here?\In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember. response:	It's been about five years since I started working...
context: If I came here with Umaru...\I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here?\In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working... response:	I keep doing the same thing every day,
context: I don't go out with her much, though.\Actually, she doesn't come outside much in general.\When did I come here?\In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day, response:	so it's no wonder I forget things from the past.
context: Actually, she doesn't come outside much in general.\When did I come here?\In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past. response:	It must be around dinner time.
context: When did I come here?\In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time. response:	I think the last time I went this way,
context: In junior high?\Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way, response:	it was around the same time of day.
context: Wait, was it high school?\If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way,\it was around the same time of day. response:	I was hungry, so I wanted to hurry home.
context: If it was after I became a salaryman... I'd definitely remember.\It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home. response:	But Umaru always throws a tantrum at times like that.
context: It's been about five years since I started working...\I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that. response:	Taihei-kun, are you hungry?
context: I keep doing the same thing every day,\so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry? response:	What was that just now?
context: so it's no wonder I forget things from the past.\It must be around dinner time.\I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now? response:	Why did Umaru just call me Taihei-kun?
context: It must be around dinner time.\I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun? response:	Huh? Something's wrong here...
context: I think the last time I went this way,\it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here... response:	I guess I'll go home and ask Umaru.
context: it was around the same time of day.\I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru. response:	First, I need to get to the main street.
context: I was hungry, so I wanted to hurry home.\But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street. response:	Then I'll get a better idea of where I am.
context: But Umaru always throws a tantrum at times like that.\Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am. response:	You're the cat from earlier, aren't you?
context: Taihei-kun, are you hungry?\What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you? response:	Are you here because the cannery's nearby?
context: What was that just now?\Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby? response:	That's right. It's not Umaru.
context: Why did Umaru just call me Taihei-kun?\Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru. response:	What's the matter, Taihei-kun?
context: Huh? Something's wrong here...\I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun? response:	Oh, a cat.
context: I guess I'll go home and ask Umaru.\First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat. response:	Mommy loves them, too. Aren't they adorable?
context: First, I need to get to the main street.\Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable? response:	Yeah.
context: Then I'll get a better idea of where I am.\You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah. response:	The school's the other way, so home is this way.
context: You're the cat from earlier, aren't you?\Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way. response:	See ya. Watch out for cars.
context: Are you here because the cannery's nearby?\That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars. response:	Onii-chan, dinner nao!
context: That's right. It's not Umaru.\What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao! response:	All right. When I get home,
context: What's the matter, Taihei-kun?\Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home, response:	I'll make Umaru something better than potato chips.
context: Oh, a cat.\Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips. response:	Next Time
context: Mommy loves them, too. Aren't they adorable?\Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time response:	Episode 8 Umaru and Christmas and New Year's
context: Yeah.\The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's response:	Gosh, anime's truly amazing, isn't it?
context: The school's the other way, so home is this way.\See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's\Gosh, anime's truly amazing, isn't it? response:	Uh... Who are you?
context: See ya. Watch out for cars.\Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's\Gosh, anime's truly amazing, isn't it?\Uh... Who are you? response:	I'm Alex.
context: Onii-chan, dinner nao!\All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's\Gosh, anime's truly amazing, isn't it?\Uh... Who are you?\I'm Alex. response:	I should be meeting you soon, Umaru-san.
context: All right. When I get home,\I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's\Gosh, anime's truly amazing, isn't it?\Uh... Who are you?\I'm Alex.\I should be meeting you soon, Umaru-san. response:	Those who can't wait, please read volume 4.
context: I'll make Umaru something better than potato chips.\Next Time\Episode 8 Umaru and Christmas and New Year's\Gosh, anime's truly amazing, isn't it?\Uh... Who are you?\I'm Alex.\I should be meeting you soon, Umaru-san.\Those who can't wait, please read volume 4. response:	Oh, you're just here to advertise.
