context: Lisanna, where are you? response:	Hey, answer me!
context: Have it your way.\Natsu...\Sorry, I was wrong back then.\So, give Lisanna back!\Natsu...\No ways!\Hey!\What are you doing? response:	You fell for it!
context: Natsu...\Sorry, I was wrong back then.\So, give Lisanna back!\Natsu...\No ways!\Hey!\What are you doing?\You fell for it! response:	Damn you...
context: Sorry, I was wrong back then.\So, give Lisanna back!\Natsu...\No ways!\Hey!\What are you doing?\You fell for it!\Damn you... response:	I feel much better now.
context: So, give Lisanna back!\Natsu...\No ways!\Hey!\What are you doing?\You fell for it!\Damn you...\I feel much better now. response:	Therefore it's time to finish you off!
context: Natsu...\No ways!\Hey!\What are you doing?\You fell for it!\Damn you...\I feel much better now.\Therefore it's time to finish you off! response:	You're a very dangerous monkey.
context: No ways!\Hey!\What are you doing?\You fell for it!\Damn you...\I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey. response:	Gildarts!
context: Hey!\What are you doing?\You fell for it!\Damn you...\I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts! response:	Who are you?
context: What are you doing?\You fell for it!\Damn you...\I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts!\Who are you? response:	Get out of here.
context: You fell for it!\Damn you...\I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts!\Who are you?\Get out of here. response:	Put down the girl, and leave this forest.
context: Damn you...\I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts!\Who are you?\Get out of here.\Put down the girl, and leave this forest. response:	Never come back here again.
context: I feel much better now.\Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts!\Who are you?\Get out of here.\Put down the girl, and leave this forest.\Never come back here again. response:	Right! Apologies!
context: Therefore it's time to finish you off!\You're a very dangerous monkey.\Gildarts!\Who are you?\Get out of here.\Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies! response:	Thank you!
context: You're a very dangerous monkey.\Gildarts!\Who are you?\Get out of here.\Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies!\Thank you! response:	What was your name again?
context: Gildarts!\Who are you?\Get out of here.\Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies!\Thank you!\What was your name again? response:	I'm Lisanna.
context: Who are you?\Get out of here.\Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies!\Thank you!\What was your name again?\I'm Lisanna. response:	Right... Mira's little sister.
context: Get out of here.\Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies!\Thank you!\What was your name again?\I'm Lisanna.\Right... Mira's little sister. response:	Natsu, are you okay?
context: Put down the girl, and leave this forest.\Never come back here again.\Right! Apologies!\Thank you!\What was your name again?\I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay? response:	Yeah...
context: Never come back here again.\Right! Apologies!\Thank you!\What was your name again?\I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay?\Yeah... response:	Whoa! A cat's got wings!
context: Right! Apologies!\Thank you!\What was your name again?\I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay?\Yeah...\Whoa! A cat's got wings! response:	His name is Happy!
context: Thank you!\What was your name again?\I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay?\Yeah...\Whoa! A cat's got wings!\His name is Happy! response:	Gildarts, I...
context: What was your name again?\I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay?\Yeah...\Whoa! A cat's got wings!\His name is Happy!\Gildarts, I... response:	You've matured quite a bit.
context: I'm Lisanna.\Right... Mira's little sister.\Natsu, are you okay?\Yeah...\Whoa! A cat's got wings!\His name is Happy!\Gildarts, I...\You've matured quite a bit. response:	Being a wizard isn't just about being strong.
context: Right... Mira's little sister.\Natsu, are you okay?\Yeah...\Whoa! A cat's got wings!\His name is Happy!\Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong. response:	Anyone could see what you did for the sake of your friend today was the right thing.
context: Natsu, are you okay?\Yeah...\Whoa! A cat's got wings!\His name is Happy!\Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing. response:	You should be proud.
context: Yeah...\Whoa! A cat's got wings!\His name is Happy!\Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud. response:	Right!
context: Whoa! A cat's got wings!\His name is Happy!\Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right! response:	Wait... So she's not your friend, she's your wife?
context: His name is Happy!\Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right!\Wait... So she's not your friend, she's your wife? response:	No way!
context: Gildarts, I...\You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right!\Wait... So she's not your friend, she's your wife?\No way! response:	Don't be shy!
context: You've matured quite a bit.\Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right!\Wait... So she's not your friend, she's your wife?\No way!\Don't be shy! response:	She lllikes you!
context: Being a wizard isn't just about being strong.\Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right!\Wait... So she's not your friend, she's your wife?\No way!\Don't be shy!\She lllikes you! response:	The fog sure is thick, though...
context: Anyone could see what you did for the sake of your friend today was the right thing.\You should be proud.\Right!\Wait... So she's not your friend, she's your wife?\No way!\Don't be shy!\She lllikes you!\The fog sure is thick, though... response:	It's especially thick during this time of year.
context: You should be proud.\Right!\Wait... So she's not your friend, she's your wife?\No way!\Don't be shy!\She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year. response:	Watch yourself here.
context: Right!\Wait... So she's not your friend, she's your wife?\No way!\Don't be shy!\She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here. response:	When walking in the thick fog, it's like walking in another world.
context: Wait... So she's not your friend, she's your wife?\No way!\Don't be shy!\She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world. response:	Really?
context: No way!\Don't be shy!\She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really? response:	In the fog before, when I heard you searching for me, Natsu, it really made me happy.
context: Don't be shy!\She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy. response:	Hey... If I disappear again sometime...
context: She lllikes you!\The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime... response:	Will you come and find me, Natsu?
context: The fog sure is thick, though...\It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu? response:	S-Sure...
context: It's especially thick during this time of year.\Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure... response:	Promise me?
context: Watch yourself here.\When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure...\Promise me? response:	Yeah, I promise!
context: When walking in the thick fog, it's like walking in another world.\Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure...\Promise me?\Yeah, I promise! response:	Right, Natsu. How about we play catch tomorrow?
context: Really?\In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure...\Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow? response:	Sure thing! I ain't gonna lose!
context: In the fog before, when I heard you searching for me, Natsu, it really made me happy.\Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure...\Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose! response:	But why were you wandering around East Forest in the middle of the night?
context: Hey... If I disappear again sometime...\Will you come and find me, Natsu?\S-Sure...\Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night? response:	I told you before, remember?
context: Will you come and find me, Natsu?\S-Sure...\Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember? response:	About Igneel...
context: S-Sure...\Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel... response:	Right. The red dragon you're looking for.
context: Promise me?\Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel...\Right. The red dragon you're looking for. response:	Lisanna said she found footprints, so we went to search.
context: Yeah, I promise!\Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search. response:	It was a misunderstanding, though!
context: Right, Natsu. How about we play catch tomorrow?\Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though! response:	Uh? Sorry...
context: Sure thing! I ain't gonna lose!\But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry... response:	But you really want to meet this Igneel fellow, don't you?
context: But why were you wandering around East Forest in the middle of the night?\I told you before, remember?\About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you? response:	Yeah...
context: I told you before, remember?\About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah... response:	As long as you feel that strongly, you'll meet him one day.
context: About Igneel...\Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day. response:	Yeah!
context: Right. The red dragon you're looking for.\Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah! response:	Okay, how about we go fishing?
context: Lisanna said she found footprints, so we went to search.\It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing? response:	The two of them are like father and son.
context: It was a misunderstanding, though!\Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing?\The two of them are like father and son. response:	Aye!
context: Uh? Sorry...\But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing?\The two of them are like father and son.\Aye! response:	I wonder if he brought me some rare flames from foreign lands or something.
context: But you really want to meet this Igneel fellow, don't you?\Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing?\The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something. response:	Who knows?
context: Yeah...\As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing?\The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows? response:	Heya!
context: As long as you feel that strongly, you'll meet him one day.\Yeah!\Okay, how about we go fishing?\The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya! response:	Pardon the intrusion!
context: Yeah!\Okay, how about we go fishing?\The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya!\Pardon the intrusion! response:	Oh, you're here.
context: Okay, how about we go fishing?\The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya!\Pardon the intrusion!\Oh, you're here. response:	It's been a long time since I've been here.
context: The two of them are like father and son.\Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya!\Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here. response:	Three years, right?
context: Aye!\I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya!\Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here.\Three years, right? response:	So, what's the souvenir?
context: I wonder if he brought me some rare flames from foreign lands or something.\Who knows?\Heya!\Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here.\Three years, right?\So, what's the souvenir? response:	Put that aside for now.
context: Who knows?\Heya!\Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here.\Three years, right?\So, what's the souvenir?\Put that aside for now. response:	Have things been going well between you and Lisanna?
context: Heya!\Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here.\Three years, right?\So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna? response:	Embarrassed, are we?
context: Pardon the intrusion!\Oh, you're here.\It's been a long time since I've been here.\Three years, right?\So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we? response:	Lisanna died.
context: Oh, you're here.\It's been a long time since I've been here.\Three years, right?\So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died. response:	Two years ago.
context: It's been a long time since I've been here.\Three years, right?\So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died.\Two years ago. response:	Really?
context: Three years, right?\So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died.\Two years ago.\Really? response:	I see... So that's why Mira...
context: So, what's the souvenir?\Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died.\Two years ago.\Really?\I see... So that's why Mira... response:	I'm sorry, Natsu.
context: Put that aside for now.\Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died.\Two years ago.\Really?\I see... So that's why Mira...\I'm sorry, Natsu. response:	If that's what you wanna talk about, I'm leaving.
context: Have things been going well between you and Lisanna?\Embarrassed, are we?\Lisanna died.\Two years ago.\Really?\I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving. response:	Natsu, hey!
context: Embarrassed, are we?\Lisanna died.\Two years ago.\Really?\I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey! response:	Natsu... I met a dragon on this job.
context: Lisanna died.\Two years ago.\Really?\I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job. response:	I don't think it's the red one that you're searching for.
context: Two years ago.\Really?\I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for. response:	It was a black dragon.
context: Really?\I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon. response:	W-Where?
context: I see... So that's why Mira...\I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where? response:	The holy Mt. Zonia.
context: I'm sorry, Natsu.\If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where?\The holy Mt. Zonia. response:	And thanks to it, I failed the job.
context: If that's what you wanna talk about, I'm leaving.\Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job. response:	And what'll you do?
context: Natsu, hey!\Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do? response:	Isn't it obvious? I'll ask it where Igneel is.
context: Natsu... I met a dragon on this job.\I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is. response:	It's gone. It flies around the continent, or maybe even the world.
context: I don't think it's the red one that you're searching for.\It was a black dragon.\W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world. response:	Even so, there might be some clue!
context: It was a black dragon.\W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue! response:	Natsu, take a look at this.
context: W-Where?\The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this. response:	It basically all happened in a flash.
context: The holy Mt. Zonia.\And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash. response:	My left arm and leg, and my internal organs, too...
context: And thanks to it, I failed the job.\And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too... response:	I don't know what kind of guy this Igneel fellow is,
context: And what'll you do?\Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is, response:	but the black one is an enemy of humanity. Of that, there's no doubt.
context: Isn't it obvious? I'll ask it where Igneel is.\It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt. response:	Plus... A human can't beat it.
context: It's gone. It flies around the continent, or maybe even the world.\Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it. response:	The ones who can defeat them are the Dragon Slayers!
context: Even so, there might be some clue!\Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers! response:	With my magic, a Black Dragon isn't anything...
context: Natsu, take a look at this.\It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything... response:	If you really think that, then I won't stop you.
context: It basically all happened in a flash.\My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you. response:	Damn it!
context: My left arm and leg, and my internal organs, too...\I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it! response:	Natsu!
context: I don't know what kind of guy this Igneel fellow is,\but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it!\Natsu! response:	Happy.
context: but the black one is an enemy of humanity. Of that, there's no doubt.\Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it!\Natsu!\Happy. response:	Give Natsu your support.
context: Plus... A human can't beat it.\The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it!\Natsu!\Happy.\Give Natsu your support. response:	A human can't beat it.
context: The ones who can defeat them are the Dragon Slayers!\With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it!\Natsu!\Happy.\Give Natsu your support.\A human can't beat it. response:	A dragon might be able to.
context: With my magic, a Black Dragon isn't anything...\If you really think that, then I won't stop you.\Damn it!\Natsu!\Happy.\Give Natsu your support.\A human can't beat it.\A dragon might be able to. response:	And one day, Natsu will...
context: If you really think that, then I won't stop you.\Damn it!\Natsu!\Happy.\Give Natsu your support.\A human can't beat it.\A dragon might be able to.\And one day, Natsu will... response:	There are three Dragon Slayers in our guild...
context: Damn it!\Natsu!\Happy.\Give Natsu your support.\A human can't beat it.\A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild... response:	Exactly as Poluchka said.
context: Natsu!\Happy.\Give Natsu your support.\A human can't beat it.\A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said. response:	Fate is trying to make its move.
context: Happy.\Give Natsu your support.\A human can't beat it.\A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move. response:	Damn it! Damn it! Damn it all!
context: Give Natsu your support.\A human can't beat it.\A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all! response:	Are you doing well, Igneel?
context: A human can't beat it.\A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel? response:	Dad...
context: A dragon might be able to.\And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad... response:	Where'd Gajeel head off to?
context: And one day, Natsu will...\There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to? response:	I was thinkin' of fighting him since I had free time.
context: There are three Dragon Slayers in our guild...\Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time. response:	Please don't get in fights to kill time.
context: Exactly as Poluchka said.\Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time. response:	Anyway, Natsu... The sky looks odd.
context: Fate is trying to make its move.\Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd. response:	Oh, you're right!
context: Damn it! Damn it! Damn it all!\Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right! response:	We might be in for a shower.
context: Are you doing well, Igneel?\Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower. response:	I hope that's all we're in for...
context: Dad...\Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower.\I hope that's all we're in for... response:	But I've never seen the sky like that!
context: Where'd Gajeel head off to?\I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower.\I hope that's all we're in for...\But I've never seen the sky like that! response:	Next time: Earthland.
context: I was thinkin' of fighting him since I had free time.\Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower.\I hope that's all we're in for...\But I've never seen the sky like that!\Next time: Earthland. response:	What else could you mean, more than a shower?
context: Please don't get in fights to kill time.\Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower.\I hope that's all we're in for...\But I've never seen the sky like that!\Next time: Earthland.\What else could you mean, more than a shower? response:	You mean, like a showier shower?
context: Anyway, Natsu... The sky looks odd.\Oh, you're right!\We might be in for a shower.\I hope that's all we're in for...\But I've never seen the sky like that!\Next time: Earthland.\What else could you mean, more than a shower?\You mean, like a showier shower? response:	You're thinking is even simpler than a cat's!
