context: It's summer. response:	Summer means vacation.
context: I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato?\Is this what you want?\Huh?\Huh?\Tha...\Thanks. response:	I guessed right.
context: OMG\What's wrong, Yamato?\Is this what you want?\Huh?\Huh?\Tha...\Thanks.\I guessed right. response:	Satisfied
context: What's wrong, Yamato?\Is this what you want?\Huh?\Huh?\Tha...\Thanks.\I guessed right.\Satisfied response:	I'll pull you along.
context: Is this what you want?\Huh?\Huh?\Tha...\Thanks.\I guessed right.\Satisfied\I'll pull you along. response:	Eh?
context: Huh?\Huh?\Tha...\Thanks.\I guessed right.\Satisfied\I'll pull you along.\Eh? response:	Takeo-kun, you're so fast!
context: Huh?\Tha...\Thanks.\I guessed right.\Satisfied\I'll pull you along.\Eh?\Takeo-kun, you're so fast! response:	Aw, looks fun...
context: Tha...\Thanks.\I guessed right.\Satisfied\I'll pull you along.\Eh?\Takeo-kun, you're so fast!\Aw, looks fun... response:	Hey, Takeo-kun...
context: Thanks.\I guessed right.\Satisfied\I'll pull you along.\Eh?\Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun... response:	There!
context: I guessed right.\Satisfied\I'll pull you along.\Eh?\Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun...\There! response:	Watch out!
context: Satisfied\I'll pull you along.\Eh?\Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun...\There!\Watch out! response:	Hey!
context: I'll pull you along.\Eh?\Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun...\There!\Watch out!\Hey! response:	Oh?
context: Eh?\Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun...\There!\Watch out!\Hey!\Oh? response:	Who's playing with our kids?
context: Takeo-kun, you're so fast!\Aw, looks fun...\Hey, Takeo-kun...\There!\Watch out!\Hey!\Oh?\Who's playing with our kids? response:	Hey! That guy has so many muscles!
context: Aw, looks fun...\Hey, Takeo-kun...\There!\Watch out!\Hey!\Oh?\Who's playing with our kids?\Hey! That guy has so many muscles! response:	Yeah!
context: Hey, Takeo-kun...\There!\Watch out!\Hey!\Oh?\Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah! response:	My husband has nothing on that guy.
context: There!\Watch out!\Hey!\Oh?\Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy. response:	Look at his abs.
context: Watch out!\Hey!\Oh?\Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy.\Look at his abs. response:	They're like an ice cube tray.
context: Hey!\Oh?\Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray. response:	Oh, stop it!
context: Oh?\Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray.\Oh, stop it! response:	ba-dum
context: Who's playing with our kids?\Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray.\Oh, stop it!\ba-dum response:	Takeo-kun's popular, after all.
context: Hey! That guy has so many muscles!\Yeah!\My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray.\Oh, stop it!\ba-dum\Takeo-kun's popular, after all. response:	Yamato,
context: Yeah!\My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray.\Oh, stop it!\ba-dum\Takeo-kun's popular, after all.\Yamato, response:	want to get back on the beach?
context: My husband has nothing on that guy.\Look at his abs.\They're like an ice cube tray.\Oh, stop it!\ba-dum\Takeo-kun's popular, after all.\Yamato,\want to get back on the beach? response:	S-Sure.
context: Look at his abs.\They're like an ice cube tray.\Oh, stop it!\ba-dum\Takeo-kun's popular, after all.\Yamato,\want to get back on the beach?\S-Sure. response:	Center of Attention
context: They're like an ice cube tray.\Oh, stop it!\ba-dum\Takeo-kun's popular, after all.\Yamato,\want to get back on the beach?\S-Sure.\Center of Attention response:	I knew he'd be popular!
context: Oh, stop it!\ba-dum\Takeo-kun's popular, after all.\Yamato,\want to get back on the beach?\S-Sure.\Center of Attention\I knew he'd be popular! response:	Ocean Home Aoba
context: ba-dum\Takeo-kun's popular, after all.\Yamato,\want to get back on the beach?\S-Sure.\Center of Attention\I knew he'd be popular!\Ocean Home Aoba response:	Curry Rice
context: Takeo-kun's popular, after all.\Yamato,\want to get back on the beach?\S-Sure.\Center of Attention\I knew he'd be popular!\Ocean Home Aoba\Curry Rice response:	Rinko, you have corn stuck in your teeth.
context: Yamato,\want to get back on the beach?\S-Sure.\Center of Attention\I knew he'd be popular!\Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth. response:	Huh?
context: want to get back on the beach?\S-Sure.\Center of Attention\I knew he'd be popular!\Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth.\Huh? response:	Why's she flailing around like that?
context: S-Sure.\Center of Attention\I knew he'd be popular!\Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that? response:	It's cute.
context: Center of Attention\I knew he'd be popular!\Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that?\It's cute. response:	Calm down, Rinko.
context: I knew he'd be popular!\Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that?\It's cute.\Calm down, Rinko. response:	Drink some water.
context: Ocean Home Aoba\Curry Rice\Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that?\It's cute.\Calm down, Rinko.\Drink some water. response:	I want to make his heart skip a beat...
context: Curry Rice\Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that?\It's cute.\Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat... response:	But he's always one step ahead of me.
context: Rinko, you have corn stuck in your teeth.\Huh?\Why's she flailing around like that?\It's cute.\Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me. response:	You really like your boyfriend, huh?
context: Huh?\Why's she flailing around like that?\It's cute.\Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh? response:	Why don't you go snuggle up to him?
context: Why's she flailing around like that?\It's cute.\Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him? response:	Rinko would die first from excitement.
context: It's cute.\Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement. response:	Right...
context: Calm down, Rinko.\Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right... response:	I'll try.
context: Drink some water.\I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right...\I'll try. response:	I'll go over there.
context: I want to make his heart skip a beat...\But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right...\I'll try.\I'll go over there. response:	Good luck.
context: But he's always one step ahead of me.\You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right...\I'll try.\I'll go over there.\Good luck. response:	You sure eat a lot.
context: You really like your boyfriend, huh?\Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right...\I'll try.\I'll go over there.\Good luck.\You sure eat a lot. response:	What's wrong, Yamato?
context: Why don't you go snuggle up to him?\Rinko would die first from excitement.\Right...\I'll try.\I'll go over there.\Good luck.\You sure eat a lot.\What's wrong, Yamato? response:	Takeo-kun, um...
context: Rinko would die first from excitement.\Right...\I'll try.\I'll go over there.\Good luck.\You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um... response:	Um...
context: Right...\I'll try.\I'll go over there.\Good luck.\You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um...\Um... response:	Can the two of us go to the rocks over there?
context: I'll try.\I'll go over there.\Good luck.\You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um...\Um...\Can the two of us go to the rocks over there? response:	The rocks...
context: I'll go over there.\Good luck.\You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um...\Um...\Can the two of us go to the rocks over there?\The rocks... response:	Sure!
context: Good luck.\You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um...\Um...\Can the two of us go to the rocks over there?\The rocks...\Sure! response:	You want to catch small crabs. Right, Yamato?
context: You sure eat a lot.\What's wrong, Yamato?\Takeo-kun, um...\Um...\Can the two of us go to the rocks over there?\The rocks...\Sure!\You want to catch small crabs. Right, Yamato? response:	Just leave it to me.
context: What's wrong, Yamato?\Takeo-kun, um...\Um...\Can the two of us go to the rocks over there?\The rocks...\Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me. response:	I'm super good at catching crabs.
context: Takeo-kun, um...\Um...\Can the two of us go to the rocks over there?\The rocks...\Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs. response:	There!
context: Um...\Can the two of us go to the rocks over there?\The rocks...\Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs.\There! response:	Okay!
context: Can the two of us go to the rocks over there?\The rocks...\Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs.\There!\Okay! response:	There!
context: The rocks...\Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs.\There!\Okay!\There! response:	Watch out, Yamato.
context: Sure!\You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs.\There!\Okay!\There!\Watch out, Yamato. response:	You'll step on it.
context: You want to catch small crabs. Right, Yamato?\Just leave it to me.\I'm super good at catching crabs.\There!\Okay!\There!\Watch out, Yamato.\You'll step on it. response:	Oh.
context: Just leave it to me.\I'm super good at catching crabs.\There!\Okay!\There!\Watch out, Yamato.\You'll step on it.\Oh. response:	S-Sorry, Takeo-kun...
context: I'm super good at catching crabs.\There!\Okay!\There!\Watch out, Yamato.\You'll step on it.\Oh.\S-Sorry, Takeo-kun... response:	I was only thinking about myself.
context: There!\Okay!\There!\Watch out, Yamato.\You'll step on it.\Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself. response:	I'm so embarrassed!
context: Okay!\There!\Watch out, Yamato.\You'll step on it.\Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed! response:	Sorry!
context: There!\Watch out, Yamato.\You'll step on it.\Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed!\Sorry! response:	Yamato?
context: Watch out, Yamato.\You'll step on it.\Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed!\Sorry!\Yamato? response:	Oh, sorry.
context: You'll step on it.\Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed!\Sorry!\Yamato?\Oh, sorry. response:	He's so clumsy.
context: Oh.\S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed!\Sorry!\Yamato?\Oh, sorry.\He's so clumsy. response:	Suna...
context: S-Sorry, Takeo-kun...\I was only thinking about myself.\I'm so embarrassed!\Sorry!\Yamato?\Oh, sorry.\He's so clumsy.\Suna... response:	Just go.
context: I was only thinking about myself.\I'm so embarrassed!\Sorry!\Yamato?\Oh, sorry.\He's so clumsy.\Suna...\Just go. response:	I've got this.
context: I'm so embarrassed!\Sorry!\Yamato?\Oh, sorry.\He's so clumsy.\Suna...\Just go.\I've got this. response:	This is big.
context: Sorry!\Yamato?\Oh, sorry.\He's so clumsy.\Suna...\Just go.\I've got this.\This is big. response:	Sorry, Suna.
context: Yamato?\Oh, sorry.\He's so clumsy.\Suna...\Just go.\I've got this.\This is big.\Sorry, Suna. response:	Yeah, yeah.
context: Oh, sorry.\He's so clumsy.\Suna...\Just go.\I've got this.\This is big.\Sorry, Suna.\Yeah, yeah. response:	Yamato!
context: He's so clumsy.\Suna...\Just go.\I've got this.\This is big.\Sorry, Suna.\Yeah, yeah.\Yamato! response:	Takeo-kun...
context: Suna...\Just go.\I've got this.\This is big.\Sorry, Suna.\Yeah, yeah.\Yamato!\Takeo-kun... response:	What's wrong, Yamato?
context: Just go.\I've got this.\This is big.\Sorry, Suna.\Yeah, yeah.\Yamato!\Takeo-kun...\What's wrong, Yamato? response:	Um...
context: I've got this.\This is big.\Sorry, Suna.\Yeah, yeah.\Yamato!\Takeo-kun...\What's wrong, Yamato?\Um... response:	Well, I was just so embarrassed.
context: This is big.\Sorry, Suna.\Yeah, yeah.\Yamato!\Takeo-kun...\What's wrong, Yamato?\Um...\Well, I was just so embarrassed. response:	You keep an eye out on what's going on around you,
context: Sorry, Suna.\Yeah, yeah.\Yamato!\Takeo-kun...\What's wrong, Yamato?\Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you, response:	but I was too focused on myself.
context: Yeah, yeah.\Yamato!\Takeo-kun...\What's wrong, Yamato?\Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself. response:	I'm so self-centered...
context: Yamato!\Takeo-kun...\What's wrong, Yamato?\Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered... response:	Ugh, I'm so embarrassed.
context: Takeo-kun...\What's wrong, Yamato?\Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed. response:	I'm so bad today...
context: What's wrong, Yamato?\Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today... response:	I'm not that much better.
context: Um...\Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better. response:	Can I sit next to you?
context: Well, I was just so embarrassed.\You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better.\Can I sit next to you? response:	Huh?
context: You keep an eye out on what's going on around you,\but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better.\Can I sit next to you?\Huh? response:	Okay.
context: but I was too focused on myself.\I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better.\Can I sit next to you?\Huh?\Okay. response:	It's a nice sunset...
context: I'm so self-centered...\Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better.\Can I sit next to you?\Huh?\Okay.\It's a nice sunset... response:	Oh, you're right.
context: Ugh, I'm so embarrassed.\I'm so bad today...\I'm not that much better.\Can I sit next to you?\Huh?\Okay.\It's a nice sunset...\Oh, you're right. response:	Right... I remember now.
context: I'm so bad today...\I'm not that much better.\Can I sit next to you?\Huh?\Okay.\It's a nice sunset...\Oh, you're right.\Right... I remember now. response:	I wanted to see this sunset with Yamato today.
context: I'm not that much better.\Can I sit next to you?\Huh?\Okay.\It's a nice sunset...\Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today. response:	I'm glad we're doing this...
context: Can I sit next to you?\Huh?\Okay.\It's a nice sunset...\Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this... response:	I'm a happy man.
context: Huh?\Okay.\It's a nice sunset...\Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man. response:	It's so beautiful.
context: Okay.\It's a nice sunset...\Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man.\It's so beautiful. response:	I want to become a person with a mind as open as the ocean.
context: It's a nice sunset...\Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean. response:	And stay with you forever.
context: Oh, you're right.\Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever. response:	Rinko Takeo
context: Right... I remember now.\I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo response:	Yamato...
context: I wanted to see this sunset with Yamato today.\I'm glad we're doing this...\I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo\Yamato... response:	You're beautiful.
context: I'm glad we're doing this...\I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo\Yamato...\You're beautiful. response:	Rinko Takeo
context: I'm a happy man.\It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo\Yamato...\You're beautiful.\Rinko Takeo response:	It's okay.
context: It's so beautiful.\I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo\Yamato...\You're beautiful.\Rinko Takeo\It's okay. response:	Thanks.
context: I want to become a person with a mind as open as the ocean.\And stay with you forever.\Rinko Takeo\Yamato...\You're beautiful.\Rinko Takeo\It's okay.\Thanks. response:	Is it because of the sunset?
context: And stay with you forever.\Rinko Takeo\Yamato...\You're beautiful.\Rinko Takeo\It's okay.\Thanks.\Is it because of the sunset? response:	Is that why my face is burning
context: Rinko Takeo\Yamato...\You're beautiful.\Rinko Takeo\It's okay.\Thanks.\Is it because of the sunset?\Is that why my face is burning response:	and my heart's pounding?
context: Yamato...\You're beautiful.\Rinko Takeo\It's okay.\Thanks.\Is it because of the sunset?\Is that why my face is burning\and my heart's pounding? response:	Yamato, I love you.
context: You're beautiful.\Rinko Takeo\It's okay.\Thanks.\Is it because of the sunset?\Is that why my face is burning\and my heart's pounding?\Yamato, I love you. response:	Yeah.
context: Rinko Takeo\It's okay.\Thanks.\Is it because of the sunset?\Is that why my face is burning\and my heart's pounding?\Yamato, I love you.\Yeah. response:	I love you lots, too, Takeo-kun.
context: It's okay.\Thanks.\Is it because of the sunset?\Is that why my face is burning\and my heart's pounding?\Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun. response:	Yamato...
context: Thanks.\Is it because of the sunset?\Is that why my face is burning\and my heart's pounding?\Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun.\Yamato... response:	ba-dum ba-dum
context: Is it because of the sunset?\Is that why my face is burning\and my heart's pounding?\Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum response:	Oh, there you are.
context: Is that why my face is burning\and my heart's pounding?\Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum\Oh, there you are. response:	What're you guys up to?
context: and my heart's pounding?\Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum\Oh, there you are.\What're you guys up to? response:	Let's do fireworks! Fireworks!
context: Yamato, I love you.\Yeah.\I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum\Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks! response:	C'mon!
context: Yeah.\I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum\Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks!\C'mon! response:	Oh...
context: I love you lots, too, Takeo-kun.\Yamato...\ba-dum ba-dum\Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks!\C'mon!\Oh... response:	I guess you didn't manage to make his heart skip a beat, after all.
context: Yamato...\ba-dum ba-dum\Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks!\C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all. response:	No.
context: ba-dum ba-dum\Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks!\C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No. response:	And you tried so hard.
context: Oh, there you are.\What're you guys up to?\Let's do fireworks! Fireworks!\C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard. response:	But it was still fun.
context: What're you guys up to?\Let's do fireworks! Fireworks!\C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard.\But it was still fun. response:	Yeah, it was.
context: Let's do fireworks! Fireworks!\C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard.\But it was still fun.\Yeah, it was. response:	Maybe we should all go see fireworks and stuff together.
context: C'mon!\Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard.\But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together. response:	And wear yukatas.
context: Oh...\I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard.\But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas. response:	Yeah, definitely.
context: I guess you didn't manage to make his heart skip a beat, after all.\No.\And you tried so hard.\But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely. response:	Yukatas?
context: No.\And you tried so hard.\But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely.\Yukatas? response:	I wonder if I can make Takeo-kun's heart skip a beat with a yukata.
context: And you tried so hard.\But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata. response:	Rinko, you don't give up, do you?
context: But it was still fun.\Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you? response:	Suna...
context: Yeah, it was.\Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna... response:	Today, I was blown away
context: Maybe we should all go see fireworks and stuff together.\And wear yukatas.\Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna...\Today, I was blown away response:	when I watched the sunset with Yamato.
context: And wear yukatas.\Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna...\Today, I was blown away\when I watched the sunset with Yamato. response:	Oh, I'm happy for you.
context: Yeah, definitely.\Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna...\Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you. response:	Yep, thanks.
context: Yukatas?\I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna...\Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks. response:	Hey, Takeo-kun...
context: I wonder if I can make Takeo-kun's heart skip a beat with a yukata.\Rinko, you don't give up, do you?\Suna...\Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun... response:	Sometime, do you want to go to a fireworks festival with everyone?
context: Rinko, you don't give up, do you?\Suna...\Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone? response:	Fireworks, huh?
context: Suna...\Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh? response:	Sounds great. Let's go!
context: Today, I was blown away\when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go! response:	I'll make Takeo-kun's heart skip a beat for sure.
context: when I watched the sunset with Yamato.\Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure. response:	Yamato and fireworks...
context: Oh, I'm happy for you.\Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks... response:	I'm sure I'll get blown away again.
context: Yep, thanks.\Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again. response:	Do you like fireworks, Takeo-kun?
context: Hey, Takeo-kun...\Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun? response:	I love fireworks!
context: Sometime, do you want to go to a fireworks festival with everyone?\Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks! response:	These two really aren't on the same page.
context: Fireworks, huh?\Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks!\These two really aren't on the same page. response:	Well, whatever.
context: Sounds great. Let's go!\I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks!\These two really aren't on the same page.\Well, whatever. response:	They sure look happy enough.
context: I'll make Takeo-kun's heart skip a beat for sure.\Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks!\These two really aren't on the same page.\Well, whatever.\They sure look happy enough. response:	Rinko Takeo
context: Yamato and fireworks...\I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks!\These two really aren't on the same page.\Well, whatever.\They sure look happy enough.\Rinko Takeo response:	My Grades
context: I'm sure I'll get blown away again.\Do you like fireworks, Takeo-kun?\I love fireworks!\These two really aren't on the same page.\Well, whatever.\They sure look happy enough.\Rinko Takeo\My Grades response:	Next time: My Grades.
