context: Coffee Shop Hitotose response:	I'm back.
context: Ruri-chan, you're already here?\Sorry to keep you waiting.\Don't worry about it.\I laid out the futons while I waited.\Huh?! Wh-Why?!\My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really? response:	This really is shaping up to be just a slumber party...
context: Sorry to keep you waiting.\Don't worry about it.\I laid out the futons while I waited.\Huh?! Wh-Why?!\My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really?\This really is shaping up to be just a slumber party... response:	Well, shall we begin practice?
context: Don't worry about it.\I laid out the futons while I waited.\Huh?! Wh-Why?!\My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice? response:	I'll make dinner while you're all practicing.
context: I laid out the futons while I waited.\Huh?! Wh-Why?!\My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing. response:	Thank you!
context: Huh?! Wh-Why?!\My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you! response:	She isn't an actress in the Hitotose Troupe?
context: My parents told me the best part of a training camp is the pillow fight.\Huh?\R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe? response:	Oh... no, she gets embarrassed easily,
context: Huh?\R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily, response:	so she doesn't want to be on the stage.
context: R-Really?\This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage. response:	Maybe I'll change into a maid outfit later...
context: This really is shaping up to be just a slumber party...\Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later... response:	What a shame.
context: Well, shall we begin practice?\I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame. response:	She's such a cute girl.
context: I'll make dinner while you're all practicing.\Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl. response:	She's a very good dancer, too.
context: Thank you!\She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl.\She's a very good dancer, too. response:	In that case, why don't we debut her as an idol?
context: She isn't an actress in the Hitotose Troupe?\Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol? response:	Everyone! Are you having a good time?
context: Oh... no, she gets embarrassed easily,\so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time? response:	I think she'd be even more embarrassed to do that.
context: so she doesn't want to be on the stage.\Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that. response:	There we go.
context: Maybe I'll change into a maid outfit later...\What a shame.\She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go. response:	Okay! Time to polish my acting skills so I can impress Mom!
context: What a shame.\She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom! response:	Hina-chan seems even more driven than usual.
context: She's such a cute girl.\She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual. response:	Miss Landlady, is the shopping district event very large in scale?
context: She's a very good dancer, too.\In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale? response:	No, it's not that large.
context: In that case, why don't we debut her as an idol?\Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large. response:	But the shop that draws the most customers will receive a bale of rice.
context: Everyone! Are you having a good time?\I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice. response:	Ah, I see!
context: I think she'd be even more embarrassed to do that.\There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see! response:	You really love to eat, huh, Hina-chan?
context: There we go.\Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan? response:	Huh?
context: Okay! Time to polish my acting skills so I can impress Mom!\Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan?\Huh? response:	Oh, no, I fully understand where you're coming from!
context: Hina-chan seems even more driven than usual.\Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from! response:	Well, shall we end our practice for now?
context: Miss Landlady, is the shopping district event very large in scale?\No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now? response:	Yes... So tired...
context: No, it's not that large.\But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired... response:	Since it's a training camp, I got a bit overzealous.
context: But the shop that draws the most customers will receive a bale of rice.\Ah, I see!\You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous. response:	Can't go on...
context: Ah, I see!\You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on... response:	You two are pathetic, passing out from that!
context: You really love to eat, huh, Hina-chan?\Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that! response:	You're still very energetic, Yua-chan.
context: Huh?\Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan. response:	Y-Yes! Um, I-I can still keep going... I mean, um...
context: Oh, no, I fully understand where you're coming from!\Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um... response:	Oh, right! I'm going to go wash my face!
context: Well, shall we end our practice for now?\Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face! response:	It's raining...
context: Yes... So tired...\Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining... response:	I-It's kind of creepy in here...
context: Since it's a training camp, I got a bit overzealous.\Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here... response:	The lights keep flickering.
context: Can't go on...\You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here...\The lights keep flickering. response:	F-Feels almost like a ghost might pop out...
context: You two are pathetic, passing out from that!\You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out... response:	I'll wash up fast and hurry back.
context: You're still very energetic, Yua-chan.\Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back. response:	Dinner time...
context: Y-Yes! Um, I-I can still keep going... I mean, um...\Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time... response:	Y-Yua-chan?!
context: Oh, right! I'm going to go wash my face!\It's raining...\I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?! response:	What's wrong?
context: It's raining...\I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?!\What's wrong? response:	A ghost! A French doll ghost!
context: I-It's kind of creepy in here...\The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost! response:	Huh?! A French doll ghost?!
context: The lights keep flickering.\F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?! response:	Wh-Where?! Where?!
context: F-Feels almost like a ghost might pop out...\I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?! response:	This month's goal: Only 1 cake per day!
context: I'll wash up fast and hurry back.\Dinner time...\Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day! response:	Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.
context: Dinner time...\Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day. response:	Let's eat!
context: Y-Yua-chan?!\What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat! response:	Mayu-chan, your vegetable curry is so good!
context: What's wrong?\A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good! response:	You're right! It's really good!
context: A ghost! A French doll ghost!\Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good! response:	My, it is delicious.
context: Huh?! A French doll ghost?!\Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious. response:	What's your favorite food, Hina-chan?
context: Wh-Where?! Where?!\This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan? response:	I like all vegetables!
context: This month's goal: Only 1 cake per day!\Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables! response:	The ones we could pick back home were the best, though!
context: Work: Tues: Thurs: Sat: Buy the ticket by next Thursday! Diet = Having to exercise somewhat. In order to continue things you don't like doing, it's important to do what you can every day.\Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though! response:	Fresh-picked is always better, isn't it?
context: Let's eat!\Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it? response:	What's your favorite, Mayu-chan?
context: Mayu-chan, your vegetable curry is so good!\You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan? response:	I like shortcake and Hamburg steaks.
context: You're right! It's really good!\My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks. response:	I like nanbu senbei, salt-grilled saury...
context: My, it is delicious.\What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury... response:	Oh, and plum-and-kelp tea.
context: What's your favorite food, Hina-chan?\I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea. response:	Most of the foods I like are the things that you like the least, huh?
context: I like all vegetables!\The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh? response:	Yeah.
context: The ones we could pick back home were the best, though!\Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah. response:	You two really are opposite extremes...
context: Fresh-picked is always better, isn't it?\What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes... response:	The school is kind of creepy at night, isn't it?
context: What's your favorite, Mayu-chan?\I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it? response:	By the way, have you heard of this school's seven mysteries?
context: I like shortcake and Hamburg steaks.\I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries? response:	Huh? It has those?
context: I like nanbu senbei, salt-grilled saury...\Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those? response:	Your school didn't have anything like that, Hina-chan?
context: Oh, and plum-and-kelp tea.\Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan? response:	I'm quite interested, too.
context: Most of the foods I like are the things that you like the least, huh?\Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too. response:	Hmm... Did we?
context: Yeah.\You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we? response:	Oh, yeah!
context: You two really are opposite extremes...\The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we?\Oh, yeah! response:	I think there was a walking Ninomiya Kinjirou,
context: The school is kind of creepy at night, isn't it?\By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou, response:	a Ninomiya Kinjirou that suddenly grew heavy,
context: By the way, have you heard of this school's seven mysteries?\Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy, response:	a dancing Ninomiya Kinjirou,
context: Huh? It has those?\Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou, response:	I don't want them to think I, Yua-sama, was scared by a ghost!
context: Your school didn't have anything like that, Hina-chan?\I'm quite interested, too.\Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost! response:	the Ninomiya Kinjirou in the mirror,
context: I'm quite interested, too.\Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror, response:	I'm not leaving this classroom again for the rest of the night!
context: Hmm... Did we?\Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night! response:	a stain on the wall that was Ninomiya Kinjirou,
context: Oh, yeah!\I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou, response:	a Ninomiya Kinjirou with shining eyes, and...
context: I think there was a walking Ninomiya Kinjirou,\a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and... response:	There.
context: a Ninomiya Kinjirou that suddenly grew heavy,\a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There. response:	Hina-chan, could you go get a washrag from the home ec classroom?
context: a dancing Ninomiya Kinjirou,\I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom? response:	Ah...
context: I don't want them to think I, Yua-sama, was scared by a ghost!\the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah... response:	I'll go!
context: the Ninomiya Kinjirou in the mirror,\I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go! response:	Crap! I just said that out of habit!
context: I'm not leaving this classroom again for the rest of the night!\a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go!\Crap! I just said that out of habit! response:	Okay, you can both go together.
context: a stain on the wall that was Ninomiya Kinjirou,\a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go!\Crap! I just said that out of habit!\Okay, you can both go together. response:	Sure!
context: a Ninomiya Kinjirou with shining eyes, and...\There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go!\Crap! I just said that out of habit!\Okay, you can both go together.\Sure! response:	I'm not scared... I'm not scared!
context: There.\Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go!\Crap! I just said that out of habit!\Okay, you can both go together.\Sure!\I'm not scared... I'm not scared! response:	Um, the home ec room is this way, right?
context: Hina-chan, could you go get a washrag from the home ec classroom?\Ah...\I'll go!\Crap! I just said that out of habit!\Okay, you can both go together.\Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right? response:	Ah, so that's why Mayu-chan gave me this.
context: Ah...\I'll go!\Crap! I just said that out of habit!\Okay, you can both go together.\Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this. response:	Hey... W-Wait for me!
context: I'll go!\Crap! I just said that out of habit!\Okay, you can both go together.\Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me! response:	I knew I shouldn't have left the classroom...
context: Crap! I just said that out of habit!\Okay, you can both go together.\Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom... response:	I'm so scared, I feel like I'll pass out!
context: Okay, you can both go together.\Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out! response:	Yua-chan, do you not like dark places?
context: Sure!\I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places? response:	That's not... not... not true...
context: I'm not scared... I'm not scared!\Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true... response:	Aren't you scared, Hinako?
context: Um, the home ec room is this way, right?\Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako? response:	Well, a little...
context: Ah, so that's why Mayu-chan gave me this.\Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako?\Well, a little... response:	But you always help me out,
context: Hey... W-Wait for me!\I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako?\Well, a little...\But you always help me out, response:	so I thought I should be there for you this time.
context: I knew I shouldn't have left the classroom...\I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako?\Well, a little...\But you always help me out,\so I thought I should be there for you this time. response:	Y-You're just Hinako...
context: I'm so scared, I feel like I'll pass out!\Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako?\Well, a little...\But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako... response:	Oh, fine. I guess I'll hold your hand.
context: Yua-chan, do you not like dark places?\That's not... not... not true...\Aren't you scared, Hinako?\Well, a little...\But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand. response:	Be grateful!
context: That's not... not... not true...\Aren't you scared, Hinako?\Well, a little...\But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful! response:	Well, this is still a lot brighter than the countryside at night.
context: Aren't you scared, Hinako?\Well, a little...\But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night. response:	Hey! Why'd you stop?
context: Well, a little...\But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop? response:	Something's there.
context: But you always help me out,\so I thought I should be there for you this time.\Y-You're just Hinako...\Oh, fine. I guess I'll hold your hand.\Be grateful!\Well, this is still a lot brighter than the countryside at night.\Hey! Why'd you stop?\Something's there. response:	Huh?
