context: To my father and mother back at home... response:	To my father and mother back at home...
context: You treat an employee in need like he's a biohazard.\Disgusting.\I'm leaving.\Dig through the circumstances around the murder.\That chairman knows something.\But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable. response:	You may not be able to solve the murder, but you know who can.
context: Disgusting.\I'm leaving.\Dig through the circumstances around the murder.\That chairman knows something.\But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can. response:	Am I right?
context: I'm leaving.\Dig through the circumstances around the murder.\That chairman knows something.\But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right? response:	Rampo-kun, are you in?
context: Dig through the circumstances around the murder.\That chairman knows something.\But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in? response:	You're from the Guild.
context: That chairman knows something.\But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in?\You're from the Guild. response:	Hey, Poe-kun! It's you!
context: But I'm a strategist.\I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you! response:	How's your new mystery novel coming along?
context: I don't have the ability to solve a mystery.\My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along? response:	I'm here today to challenge you with a riddle.
context: My employees are all highly capable.\You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle. response:	It's not your new novel?
context: You may not be able to solve the murder, but you know who can.\Am I right?\Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel? response:	These are the documents.
context: Am I right?\Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents. response:	A former security firm engineer is suspected of killing his coworker.
context: Rampo-kun, are you in?\You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker. response:	Manhasset Security?
context: You're from the Guild.\Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security? response:	This is an interesting case indeed,
context: Hey, Poe-kun! It's you!\How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed, response:	but the professor isn't the murderer.
context: How's your new mystery novel coming along?\I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer. response:	It's this chairman.
context: I'm here today to challenge you with a riddle.\It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman. response:	Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,
context: It's not your new novel?\These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated, response:	is responsible for this highly violent murder
context: These are the documents.\A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder response:	and thus there are no grounds for clemency.
context: A former security firm engineer is suspected of killing his coworker.\Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency. response:	We will now recess for fifteen minutes while the jury makes their decision.
context: Manhasset Security?\This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision. response:	So far so good, murderer.
context: This is an interesting case indeed,\but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer. response:	You killed your own employee and blamed it on someone else.
context: but the professor isn't the murderer.\It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else. response:	I commend you for having dirtied your own hands.
context: It's this chairman.\Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands. response:	Never leave the most important task to others.
context: Given the evidence presented, we believe that the defendant, albeit heavily intoxicated,\is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others. response:	Isn't that right?
context: is responsible for this highly violent murder\and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right? response:	What are you talking about?
context: and thus there are no grounds for clemency.\We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right?\What are you talking about? response:	A detective saw through your alibi.
context: We will now recess for fifteen minutes while the jury makes their decision.\So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right?\What are you talking about?\A detective saw through your alibi. response:	Unbeknownst to the professor, you had a backdoor planted in the security system...
context: So far so good, murderer.\You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right?\What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system... response:	Secret code to automatically replace the face of someone in the footage with someone else's.
context: You killed your own employee and blamed it on someone else.\I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right?\What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's. response:	I'm sure both governments and criminal organizations would spend a lot of money for that code.
context: I commend you for having dirtied your own hands.\Never leave the most important task to others.\Isn't that right?\What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code. response:	After you had the professor's colleague write the backdoor code,
context: Never leave the most important task to others.\Isn't that right?\What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code, response:	you killed him in order to silence him,
context: Isn't that right?\What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him, response:	overwrote your image with that of the professor,
context: What are you talking about?\A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor, response:	and pinned the crime on him.
context: A detective saw through your alibi.\Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him. response:	Are you threatening me?
context: Unbeknownst to the professor, you had a backdoor planted in the security system...\Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me? response:	Give me S400,000.
context: Secret code to automatically replace the face of someone in the footage with someone else's.\I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me?\Give me S400,000. response:	I'll forget that we ever spoke and make sure the professor is found guilty.
context: I'm sure both governments and criminal organizations would spend a lot of money for that code.\After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty. response:	The truth isn't worth a penny.
context: After you had the professor's colleague write the backdoor code,\you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny. response:	Your own profitmoneyis everything.
context: you killed him in order to silence him,\overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything. response:	You're right.
context: overwrote your image with that of the professor,\and pinned the crime on him.\Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right. response:	I've seen those eyes of yours.
context: and pinned the crime on him.\Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours. response:	You think the lives of others aren't worth trash.
context: Are you threatening me?\Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash. response:	They're the same eyes as mine.
context: Give me S400,000.\I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine. response:	Very well.
context: I'll forget that we ever spoke and make sure the professor is found guilty.\The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well. response:	Here's a check for S400,000.
context: The truth isn't worth a penny.\Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well.\Here's a check for S400,000. response:	Forget that I committed the murder, and about the backdoor.
context: Your own profitmoneyis everything.\You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor. response:	Contact me if you ever need something.
context: You're right.\I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something. response:	I'll help you cover up anything.
context: I've seen those eyes of yours.\You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything. response:	This is why it's so hard to stop being a villain.
context: You think the lives of others aren't worth trash.\They're the same eyes as mine.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain. response:	Indeed.
context: They're the same eyes as mine.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed. response:	Please believe me.
context: Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed.\Please believe me. response:	I didn't do it.
context: Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed.\Please believe me.\I didn't do it. response:	Have you come to a verdict?
context: Forget that I committed the murder, and about the backdoor.\Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed.\Please believe me.\I didn't do it.\Have you come to a verdict? response:	Yes, Your Honor.
context: Contact me if you ever need something.\I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed.\Please believe me.\I didn't do it.\Have you come to a verdict?\Yes, Your Honor. response:	We unanimously find the defendant guilty.
context: I'll help you cover up anything.\This is why it's so hard to stop being a villain.\Indeed.\Please believe me.\I didn't do it.\Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty. response:	Objection!
context: This is why it's so hard to stop being a villain.\Indeed.\Please believe me.\I didn't do it.\Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty.\Objection! response:	Who are you?
context: Indeed.\Please believe me.\I didn't do it.\Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty.\Objection!\Who are you? response:	We're in the middle of a trial.
context: Please believe me.\I didn't do it.\Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty.\Objection!\Who are you?\We're in the middle of a trial. response:	When I'm in the room, I make the rules.
context: I didn't do it.\Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty.\Objection!\Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules. response:	Listen up, incompetents.
context: Have you come to a verdict?\Yes, Your Honor.\We unanimously find the defendant guilty.\Objection!\Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents. response:	Very well.
context: Yes, Your Honor.\We unanimously find the defendant guilty.\Objection!\Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents.\Very well. response:	Here's a check for S400,000.
context: We unanimously find the defendant guilty.\Objection!\Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents.\Very well.\Here's a check for S400,000. response:	Forget that I committed the murder, and about the backdoor.
context: Objection!\Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor. response:	That voice!
context: Who are you?\We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice! response:	This voice recorder is available on a three-for-one offer.
context: We're in the middle of a trial.\When I'm in the room, I make the rules.\Listen up, incompetents.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer. response:	This is what you call smart shopping.
context: When I'm in the room, I make the rules.\Listen up, incompetents.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping. response:	That's an unlawful recording!
context: Listen up, incompetents.\Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording! response:	It doesn't count as evidence!
context: Very well.\Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence! response:	True, it has no value in court.
context: Here's a check for S400,000.\Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court. response:	Neither does this S400,000 check, signed by you.
context: Forget that I committed the murder, and about the backdoor.\That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you. response:	That's all I have to say, everyone.
context: That voice!\This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone. response:	Please carry on with your charade.
context: This voice recorder is available on a three-for-one offer.\This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade. response:	You asshole!
context: This is what you call smart shopping.\That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade.\You asshole! response:	Are you really going to throw away good money for your petty sense of justice?
context: That's an unlawful recording!\It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice? response:	Neither the recording nor the check can be used as evidence.
context: It doesn't count as evidence!\True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence. response:	You can't make me guilty.
context: True, it has no value in court.\Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty. response:	I never intended to make you guilty.
context: Neither does this S400,000 check, signed by you.\That's all I have to say, everyone.\Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty. response:	You said money is everything, did you not?
context: That's all I have to say, everyone.\Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not? response:	Indeed, money is everything.
context: Please carry on with your charade.\You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything. response:	Take a look at your company's stock prices.
context: You asshole!\Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices. response:	What?
context: Are you really going to throw away good money for your petty sense of justice?\Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices.\What? response:	True Evidence Was Not in the Eyes of God but in a Digital Recorder
context: Neither the recording nor the check can be used as evidence.\You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder response:	The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room
context: You can't make me guilty.\I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room response:	The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor
context: I never intended to make you guilty.\You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor response:	The jurors in court should be spreading rumors any minute now.
context: You said money is everything, did you not?\Indeed, money is everything.\Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now. response:	Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God
context: Indeed, money is everything.\Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God response:	The head of a corporation turns out to be the one behind a murder.
context: Take a look at your company's stock prices.\What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder. response:	Your stock price is taking a nosedive right about now,
context: What?\True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now, response:	and I already shorted your company's stocks.
context: True Evidence Was Not in the Eyes of God but in a Digital Recorder\The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks. response:	400 million dollars.
context: The Truth Behind Manhasset Security Chairman Buchanan Revealed by Man Barging into Court Room\The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars. response:	The stocks you own will be worth no more than scrap paper.
context: The Power of Money Reveals a Blind Spot in the Eyes of God: A Backdoor\The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper. response:	Almost all of your value will land in my pocket.
context: The jurors in court should be spreading rumors any minute now.\Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket. response:	It won't be easy living on the streets at your age.
context: Breaking: Murderer Identified to Be Chairman T. Buchanan; Backdoor Found to Have Cheated the Eyes of God\The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age. response:	Son of a bitch!
context: The head of a corporation turns out to be the one behind a murder.\Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch! response:	I'm the chairman of a military corporation!
context: Your stock price is taking a nosedive right about now,\and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation! response:	Wh-What is this strength?
context: and I already shorted your company's stocks.\400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength? response:	The Great Fitzgerald.
context: 400 million dollars.\The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald. response:	Good morning.
context: The stocks you own will be worth no more than scrap paper.\Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald.\Good morning. response:	Where's the president?
context: Almost all of your value will land in my pocket.\It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald.\Good morning.\Where's the president? response:	Over here, Professor.
context: It won't be easy living on the streets at your age.\Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald.\Good morning.\Where's the president?\Over here, Professor. response:	How've you been since you got your job back?
context: Son of a bitch!\I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald.\Good morning.\Where's the president?\Over here, Professor.\How've you been since you got your job back? response:	Twice the pay, twice the work.
context: I'm the chairman of a military corporation!\Wh-What is this strength?\The Great Fitzgerald.\Good morning.\Where's the president?\Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work. response:	It's not worth it.
context: Wh-What is this strength?\The Great Fitzgerald.\Good morning.\Where's the president?\Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it. response:	It would be even more of a sin to leave my excellent employees with nothing to do.
context: The Great Fitzgerald.\Good morning.\Where's the president?\Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do. response:	I bought back most of the stocks at rock-bottom prices.
context: Good morning.\Where's the president?\Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices. response:	This company belongs to me now.
context: Where's the president?\Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now. response:	And, most importantly, I've acquired the Eyes of God.
context: Over here, Professor.\How've you been since you got your job back?\Twice the pay, twice the work.\It's not worth it.\It would be even more of a sin to leave my excellent employees with nothing to do.\I bought back most of the stocks at rock-bottom prices.\This company belongs to me now.\And, most importantly, I've acquired the Eyes of God. response:	It'll be a great asset in the future, when we fight to recover the book.
