context: eye catch response:	H!
context: Ah, yeah, go ahead.\Wee-wee!\You're taking it with you, huh?\From what I can see, there are only two kids living in this house.\I see.\No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped. response:	It'll be troublesome, but I'll act as their parent.
context: Wee-wee!\You're taking it with you, huh?\From what I can see, there are only two kids living in this house.\I see.\No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent. response:	Seriously, I've been taken in by one hell of a house.
context: You're taking it with you, huh?\From what I can see, there are only two kids living in this house.\I see.\No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house. response:	This is bad, yet it's so fun!
context: From what I can see, there are only two kids living in this house.\I see.\No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun! response:	Sakamoto, what are you doing?
context: I see.\No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing? response:	This is bad,
context: No wonder they're not educated.\Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad, response:	if she finds out that I was playing with the eraser,
context: Which means, I'm the oldest in this house.\It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser, response:	my place as parent will be...!
context: It can't be helped.\It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...! response:	My place as parent will...
context: It'll be troublesome, but I'll act as their parent.\Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will... response:	My place as parent will be...
context: Seriously, I've been taken in by one hell of a house.\This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will...\My place as parent will be... response:	I might have slept for a bit.
context: This is bad, yet it's so fun!\Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will...\My place as parent will be...\I might have slept for a bit. response:	Cats sure do sleep a lot.
context: Sakamoto, what are you doing?\This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will...\My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot. response:	Well, that's why.
context: This is bad,\if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will...\My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why. response:	That's why?
context: if she finds out that I was playing with the eraser,\my place as parent will be...!\My place as parent will...\My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why.\That's why? response:	Yeah, that's why.
context: my place as parent will be...!\My place as parent will...\My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why.\That's why?\Yeah, that's why. response:	There are a lot of things lying around here, so...
context: My place as parent will...\My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why.\That's why?\Yeah, that's why.\There are a lot of things lying around here, so... response:	First off, shouldn't you start by apologising to your elders?
context: My place as parent will be...\I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why.\That's why?\Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders? response:	This is bad, but it's really fun!
context: I might have slept for a bit.\Cats sure do sleep a lot.\Well, that's why.\That's why?\Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun! response:	Whoa, Sakamoto, do it again, do it again!
context: Cats sure do sleep a lot.\Well, that's why.\That's why?\Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again! response:	Sakamoto!
context: Well, that's why.\That's why?\Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto! response:	Sakamoto, your leg!
context: That's why?\Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg! response:	Sakamoto!
context: Yeah, that's why.\There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg!\Sakamoto! response:	N-No you're wrong, I was just...
context: There are a lot of things lying around here, so...\First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just... response:	I mean, didn't I tell you to put -san after it?!
context: First off, shouldn't you start by apologising to your elders?\This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?! response:	I'm home!
context: This is bad, but it's really fun!\Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home! response:	Home run!
context: Whoa, Sakamoto, do it again, do it again!\Sakamoto!\Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home!\Home run! response:	Mother!
context: Sakamoto!\Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home!\Home run!\Mother! response:	Daruma-san has...
context: Sakamoto, your leg!\Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home!\Home run!\Mother!\Daruma-san has... response:	Daruma-san has...
context: Sakamoto!\N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home!\Home run!\Mother!\Daruma-san has...\Daruma-san has... response:	Mai-chan is doing her hard-to-get jokes again.
context: N-No you're wrong, I was just...\I mean, didn't I tell you to put -san after it?!\I'm home!\Home run!\Mother!\Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again. response:	It can't be helped.
context: I mean, didn't I tell you to put -san after it?!\I'm home!\Home run!\Mother!\Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped. response:	For now, I'll take a jab at her.
context: I'm home!\Home run!\Mother!\Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her. response:	Mai-chan, isn't that on the book?
context: Home run!\Mother!\Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book? response:	Yukko, don't ever try to take a jab at me like that again.
context: Mother!\Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again. response:	When you take such a good jab at me,
context: Daruma-san has...\Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me, response:	it overshadows my funny man act.
context: Daruma-san has...\Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act. response:	No, it's that, you know?
context: Mai-chan is doing her hard-to-get jokes again.\It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know? response:	I'm at the age where you start to unintentionally use English,
context: It can't be helped.\For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English, response:	I mean...
context: For now, I'll take a jab at her.\Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean... response:	But you know, it was difficult to figure out if that on the book was serious or a joke.
context: Mai-chan, isn't that on the book?\Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke. response:	Well, how do you call it, I just had to take a jab at it.
context: Yukko, don't ever try to take a jab at me like that again.\When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it. response:	It was difficult to understand?
context: When you take such a good jab at me,\it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand? response:	You're seriously saying that?
context: it overshadows my funny man act.\No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that? response:	It's because it's you.
context: No, it's that, you know?\I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that?\It's because it's you. response:	Because it's you, I thought you'd understand.
context: I'm at the age where you start to unintentionally use English,\I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand. response:	No, I'm beat.
context: I mean...\But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat. response:	I didn't think you thought of me like that,
context: But you know, it was difficult to figure out if that on the book was serious or a joke.\Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that, response:	but I'm happy that you have faith in me.
context: Well, how do you call it, I just had to take a jab at it.\It was difficult to understand?\You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me. response:	Faith?
context: It was difficult to understand?\You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith? response:	Yeah...
context: You're seriously saying that?\It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith?\Yeah... response:	We're not friends,
context: It's because it's you.\Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith?\Yeah...\We're not friends, response:	so can you stop talking about having or not having faith in you?
context: Because it's you, I thought you'd understand.\No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith?\Yeah...\We're not friends,\so can you stop talking about having or not having faith in you? response:	Eh?
context: No, I'm beat.\I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith?\Yeah...\We're not friends,\so can you stop talking about having or not having faith in you?\Eh? response:	You don't need words between best friends, right?
context: I didn't think you thought of me like that,\but I'm happy that you have faith in me.\Faith?\Yeah...\We're not friends,\so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right? response:	Mai... chan!
context: but I'm happy that you have faith in me.\Faith?\Yeah...\We're not friends,\so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right?\Mai... chan! response:	Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?
context: Faith?\Yeah...\We're not friends,\so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it? response:	Mai... chan?
context: Yeah...\We're not friends,\so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan? response:	If you're all over me like that, I'll be troubled.
context: We're not friends,\so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled. response:	U-Um... sorry.
context: so can you stop talking about having or not having faith in you?\Eh?\You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry. response:	Stop it.
context: Eh?\You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it. response:	If you do that, I'll fall...
context: You don't need words between best friends, right?\Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it.\If you do that, I'll fall... response:	I'll fall even more in love with you.
context: Mai... chan!\Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it.\If you do that, I'll fall...\I'll fall even more in love with you. response:	It's okay to like me more, right?
context: Seriously, Mai-chan, it's okay to have a few words exchanged even between best friends, isn't it?\Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it.\If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right? response:	We're best friends. Yo, best friend!
context: Mai... chan?\If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it.\If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend! response:	That's not the problem here.
context: If you're all over me like that, I'll be troubled.\U-Um... sorry.\Stop it.\If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here. response:	We're not of the opposite sex, but it's kinda like I see you as one...
context: U-Um... sorry.\Stop it.\If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one... response:	Sorry.
context: Stop it.\If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry. response:	I can't say it... clearly.
context: If you do that, I'll fall...\I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly. response:	Ah... um...
context: I'll fall even more in love with you.\It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly.\Ah... um... response:	W-What is this?!
context: It's okay to like me more, right?\We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly.\Ah... um...\W-What is this?! response:	Somehow, I thought she was a bit odd today.
context: We're best friends. Yo, best friend!\That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly.\Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today. response:	You see, you see!
context: That's not the problem here.\We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly.\Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see! response:	She's talking more than usual.
context: We're not of the opposite sex, but it's kinda like I see you as one...\Sorry.\I can't say it... clearly.\Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual. response:	She even said we should take a detour on the way home.
context: Sorry.\I can't say it... clearly.\Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home. response:	Was everything she did for the purpose of saying this?
context: I can't say it... clearly.\Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this? response:	I mean... since when?
context: Ah... um...\W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when? response:	Since when did she start to feel that way?
context: W-What is this?!\Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way? response:	J-Just a second, M-Mai-chan...
context: Somehow, I thought she was a bit odd today.\You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan... response:	H-How do I put it, I-I'm not really sure about those things...
context: You see, you see!\She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things... response:	I mean, it really is a bit too soon to say something like that.
context: She's talking more than usual.\She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that. response:	I mean, we're still high schoolers after all!
context: She even said we should take a detour on the way home.\Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all! response:	That was a joke just now.
context: Was everything she did for the purpose of saying this?\I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now. response:	Super ultra great delicious wonderful...
context: I mean... since when?\Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful... response:	Geez, stop putting on such weird acts.
context: Since when did she start to feel that way?\J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts. response:	I sorta believed you for a moment there.
context: J-Just a second, M-Mai-chan...\H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there. response:	I see.
context: H-How do I put it, I-I'm not really sure about those things...\I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see. response:	Because it's you,
context: I mean, it really is a bit too soon to say something like that.\I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see.\Because it's you, response:	and you're quick on the uptake, so I thought you'd understand.
context: I mean, we're still high schoolers after all!\That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand. response:	Well, I did understand a little.
context: That was a joke just now.\Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little. response:	That's a lie, right?
context: Super ultra great delicious wonderful...\Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right? response:	No, no, it's not a lie or anything.
context: Geez, stop putting on such weird acts.\I sorta believed you for a moment there.\I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything. response:	It's like my head got the idea.
context: I sorta believed you for a moment there.\I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea. response:	Like, I really did understand it.
context: I see.\Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it. response:	Thinking about it, that was a weird conversation just now.
context: Because it's you,\and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now. response:	Didn't you just say you believed it?
context: and you're quick on the uptake, so I thought you'd understand.\Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it? response:	I hate people who lie the most.
context: Well, I did understand a little.\That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most. response:	Sorry.
context: That's a lie, right?\No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most.\Sorry. response:	That was a joke too.
context: No, no, it's not a lie or anything.\It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most.\Sorry.\That was a joke too. response:	I can't tell if these are jokes or not any more!
context: It's like my head got the idea.\Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most.\Sorry.\That was a joke too.\I can't tell if these are jokes or not any more! response:	You didn't notice it?
context: Like, I really did understand it.\Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most.\Sorry.\That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it? response:	I had another one.
context: Thinking about it, that was a weird conversation just now.\Didn't you just say you believed it?\I hate people who lie the most.\Sorry.\That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one. response:	I don't know!
context: Didn't you just say you believed it?\I hate people who lie the most.\Sorry.\That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one.\I don't know! response:	Which one is it?
context: I hate people who lie the most.\Sorry.\That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one.\I don't know!\Which one is it? response:	When I said you're quick on the uptake...
context: Sorry.\That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one.\I don't know!\Which one is it?\When I said you're quick on the uptake... response:	That one?!
context: That was a joke too.\I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one.\I don't know!\Which one is it?\When I said you're quick on the uptake...\That one?! response:	However, that one is somehow very easy to understand.
context: I can't tell if these are jokes or not any more!\You didn't notice it?\I had another one.\I don't know!\Which one is it?\When I said you're quick on the uptake...\That one?!\However, that one is somehow very easy to understand. response:	It's already been 40 years, this multi-unit apartment.
context: You didn't notice it?\I had another one.\I don't know!\Which one is it?\When I said you're quick on the uptake...\That one?!\However, that one is somehow very easy to understand.\It's already been 40 years, this multi-unit apartment. response:	Try writing apartment wives.
context: I had another one.\I don't know!\Which one is it?\When I said you're quick on the uptake...\That one?!\However, that one is somehow very easy to understand.\It's already been 40 years, this multi-unit apartment.\Try writing apartment wives. response:	You'll find an unbelievable degree of sexiness to it.
context: I don't know!\Which one is it?\When I said you're quick on the uptake...\That one?!\However, that one is somehow very easy to understand.\It's already been 40 years, this multi-unit apartment.\Try writing apartment wives.\You'll find an unbelievable degree of sexiness to it. response:	Next week's Nichijou is the fifth one.
context: Which one is it?\When I said you're quick on the uptake...\That one?!\However, that one is somehow very easy to understand.\It's already been 40 years, this multi-unit apartment.\Try writing apartment wives.\You'll find an unbelievable degree of sexiness to it.\Next week's Nichijou is the fifth one. response:	Look forward to it.
