context: Fairy Tail 146 Trans response:	After the new Oracion Seis appeared before Natsu and the others,
context: I'll leave the rest to you, Kanaloa.\I'm going to His Grace and ask him directly...\No...\At this rate, what happened seven years ago will occur again...\Fire spiral anchors!\Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out! response:	But Ichiya-san, you'll...
context: I'm going to His Grace and ask him directly...\No...\At this rate, what happened seven years ago will occur again...\Fire spiral anchors!\Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll... response:	Never mind me! Just go!
context: No...\At this rate, what happened seven years ago will occur again...\Fire spiral anchors!\Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go! response:	Let's go, everyone!
context: At this rate, what happened seven years ago will occur again...\Fire spiral anchors!\Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone! response:	Yeah!
context: Fire spiral anchors!\Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone!\Yeah! response:	Go... my friend...
context: Men!\The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone!\Yeah!\Go... my friend... response:	Men!
context: The redesigned Christina and I will take care of this octopus by ourselves!\Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone!\Yeah!\Go... my friend...\Men! response:	Ichiya-san...
context: Before we do, though, everyone get out!\But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone!\Yeah!\Go... my friend...\Men!\Ichiya-san... response:	That bastard, actin' so cool...
context: But Ichiya-san, you'll...\Never mind me! Just go!\Let's go, everyone!\Yeah!\Go... my friend...\Men!\Ichiya-san...\That bastard, actin' so cool... response:	He was a Man among men!
context: Never mind me! Just go!\Let's go, everyone!\Yeah!\Go... my friend...\Men!\Ichiya-san...\That bastard, actin' so cool...\He was a Man among men! response:	No matter how dangerous the circumstances, Ichiya always manages to survive.
context: Let's go, everyone!\Yeah!\Go... my friend...\Men!\Ichiya-san...\That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive. response:	We're going to rescue Natsu and Lucy!
context: Yeah!\Go... my friend...\Men!\Ichiya-san...\That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy! response:	Yeah!
context: Go... my friend...\Men!\Ichiya-san...\That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah! response:	There is nothing to worry about.
context: Men!\Ichiya-san...\That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about. response:	This is Zentopia's way of putting the world in order.
context: Ichiya-san...\That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order. response:	Gildarts!
context: That bastard, actin' so cool...\He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts! response:	Natsu...
context: He was a Man among men!\No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts!\Natsu... response:	So, you escaped your cell too, did you, Coco?
context: No matter how dangerous the circumstances, Ichiya always manages to survive.\We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco? response:	Your Holiness...
context: We're going to rescue Natsu and Lucy!\Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness... response:	Natsu.
context: Yeah!\There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu. response:	I know about you.
context: There is nothing to worry about.\This is Zentopia's way of putting the world in order.\Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu.\I know about you. response:	Natsu Dragneel... a Dragon Wizard...
context: This is Zentopia's way of putting the world in order.\Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard... response:	I know this smell...
context: Gildarts!\Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell... response:	You smell the same as Master Zero.
context: Natsu...\So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero. response:	Master Zero?!
context: So, you escaped your cell too, did you, Coco?\Your Holiness...\Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero.\Master Zero?! response:	I don't know if he's Master Zero or not...
context: Your Holiness...\Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not... response:	What's wrong?!
context: Natsu.\I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?! response:	Gildarts' voice reached me!
context: I know about you.\Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me! response:	Apparently, Cardinal Rapowant is mind controlling the archbishop!
context: Natsu Dragneel... a Dragon Wizard...\I know this smell...\You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop! response:	What?!
context: I know this smell...\You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?! response:	R-Rapowant is controlling His Grace...
context: You smell the same as Master Zero.\Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace... response:	Then he...
context: Master Zero?!\I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace...\Then he... response:	You! You'll pay for this, Rapowant!
context: I don't know if he's Master Zero or not...\What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant! response:	Since you're the asshole controlling the archbishop,
context: What's wrong?!\Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop, response:	you must be the same asshole who used Michelle to trick us, huh?
context: Gildarts' voice reached me!\Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh? response:	And if I am?
context: Apparently, Cardinal Rapowant is mind controlling the archbishop!\What?!\R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am? response:	It's obvious! I'm gonna mop the floor with ya!
context: What?!\R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya! response:	Hey, now... I'm the one who's gonna mop the floor with him.
context: R-Rapowant is controlling His Grace...\Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him. response:	Gildarts... Let me do it!
context: Then he...\You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it! response:	Two hotheads...
context: You! You'll pay for this, Rapowant!\Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads... response:	Laki!
context: Since you're the asshole controlling the archbishop,\you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads...\Laki! response:	If you love to fight that much, you two might as well fight each other.
context: you must be the same asshole who used Michelle to trick us, huh?\And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other. response:	What was that?!
context: And if I am?\It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other.\What was that?! response:	If you don't do as I say, her life is forfeit.
context: It's obvious! I'm gonna mop the floor with ya!\Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit. response:	Bastard...
context: Hey, now... I'm the one who's gonna mop the floor with him.\Gildarts... Let me do it!\Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit.\Bastard... response:	Son of a bitch, this ain't funny.
context: Gildarts... Let me do it!\Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny. response:	You?!
context: Two hotheads...\Laki!\If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny.\You?! response:	How dare you fool me, Rapowant?!
context: Laki!\If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?! response:	Byro...
context: If you love to fight that much, you two might as well fight each other.\What was that?!\If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?!\Byro... response:	They're coming...
context: What was that?!\If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?!\Byro...\They're coming... response:	Your dear comrades are coming, Nee-san.
context: If you don't do as I say, her life is forfeit.\Bastard...\Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?!\Byro...\They're coming...\Your dear comrades are coming, Nee-san. response:	My comrades are...
context: Bastard...\Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?!\Byro...\They're coming...\Your dear comrades are coming, Nee-san.\My comrades are... response:	You mean Fairy Tail?!
context: Son of a bitch, this ain't funny.\You?!\How dare you fool me, Rapowant?!\Byro...\They're coming...\Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?! response:	But they'll lose their lives.
context: You?!\How dare you fool me, Rapowant?!\Byro...\They're coming...\Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?!\But they'll lose their lives. response:	What do you mean? Why will they lose their lives?!
context: How dare you fool me, Rapowant?!\Byro...\They're coming...\Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?! response:	It's your fault, Nee-san...
context: Byro...\They're coming...\Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san... response:	They adore you so much, they'll die.
context: They're coming...\Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die. response:	That's...
context: Your dear comrades are coming, Nee-san.\My comrades are...\You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die.\That's... response:	I won't let anyone have you, Nee-san.
context: My comrades are...\You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san. response:	You're mine!
context: You mean Fairy Tail?!\But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san.\You're mine! response:	Michelle...
context: But they'll lose their lives.\What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san.\You're mine!\Michelle... response:	Become an adult, become a kid, what the hell's goin' on here?!
context: What do you mean? Why will they lose their lives?!\It's your fault, Nee-san...\They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san.\You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?! response:	Time's become warped!
context: It's your fault, Nee-san...\They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san.\You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped! response:	If we don't stop it fast, there'll be big trouble!
context: They adore you so much, they'll die.\That's...\I won't let anyone have you, Nee-san.\You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble! response:	Big trouble... Specifically, what's gonna happen?
context: That's...\I won't let anyone have you, Nee-san.\You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen? response:	You're gonna delve into that?
context: I won't let anyone have you, Nee-san.\You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that? response:	If I don't know the reason, I can't get fired up!
context: You're mine!\Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up! response:	Come on, Lucy's still captured and there are plenty other points
context: Michelle...\Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up!\Come on, Lucy's still captured and there are plenty other points response:	for you to get fired up about.
context: Become an adult, become a kid, what the hell's goin' on here?!\Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up!\Come on, Lucy's still captured and there are plenty other points\for you to get fired up about. response:	Next time: To the Infinity Castle!
context: Time's become warped!\If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up!\Come on, Lucy's still captured and there are plenty other points\for you to get fired up about.\Next time: To the Infinity Castle! response:	Yeah, but still, it keeps sticking in my mind, it's like a pent-up feeling...
context: If we don't stop it fast, there'll be big trouble!\Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up!\Come on, Lucy's still captured and there are plenty other points\for you to get fired up about.\Next time: To the Infinity Castle!\Yeah, but still, it keeps sticking in my mind, it's like a pent-up feeling... response:	Never mind that! Hurry up and go save Lucy!
context: Big trouble... Specifically, what's gonna happen?\You're gonna delve into that?\If I don't know the reason, I can't get fired up!\Come on, Lucy's still captured and there are plenty other points\for you to get fired up about.\Next time: To the Infinity Castle!\Yeah, but still, it keeps sticking in my mind, it's like a pent-up feeling...\Never mind that! Hurry up and go save Lucy! response:	R-Right!
