context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, keep the room nice and bright,
context: What's the big idea, Mirajane?\You're a really dangerous dude, you know that?\I'd been wondering why she hadn't been home lately...\She was together with Natsu?\How dare she make nice with someone on Erza's side!\What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg? response:	Yeah! It fell down from this tree.
context: You're a really dangerous dude, you know that?\I'd been wondering why she hadn't been home lately...\She was together with Natsu?\How dare she make nice with someone on Erza's side!\What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree. response:	I see...
context: I'd been wondering why she hadn't been home lately...\She was together with Natsu?\How dare she make nice with someone on Erza's side!\What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see... response:	Whoa!
context: She was together with Natsu?\How dare she make nice with someone on Erza's side!\What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see...\Whoa! response:	The vicious monster, Gorian.
context: How dare she make nice with someone on Erza's side!\What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see...\Whoa!\The vicious monster, Gorian. response:	Also known as a Forest Vulcan.
context: What is she talking about?\What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see...\Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan. response:	And by the way, its favorite food is...
context: What do you mean, Erza's side?\So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see...\Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is... response:	An egg! Hand it over!
context: So this is where you picked up the egg?\Yeah! It fell down from this tree.\I see...\Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over! response:	What did you say? How about eating some of my fist!
context: Yeah! It fell down from this tree.\I see...\Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist! response:	Ooh, that tickles.
context: I see...\Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles. response:	Die!
context: Whoa!\The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles.\Die! response:	Natsu!
context: The vicious monster, Gorian.\Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles.\Die!\Natsu! response:	Wait, I'll help!
context: Also known as a Forest Vulcan.\And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles.\Die!\Natsu!\Wait, I'll help! response:	Get back, Lisanna!
context: And by the way, its favorite food is...\An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles.\Die!\Natsu!\Wait, I'll help!\Get back, Lisanna! response:	But...
context: An egg! Hand it over!\What did you say? How about eating some of my fist!\Ooh, that tickles.\Die!\Natsu!\Wait, I'll help!\Get back, Lisanna!\But... response:	If I'm the dad, then I gotta protect you two, right?
context: What did you say? How about eating some of my fist!\Ooh, that tickles.\Die!\Natsu!\Wait, I'll help!\Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right? response:	Natsu...
context: Ooh, that tickles.\Die!\Natsu!\Wait, I'll help!\Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right?\Natsu... response:	And I'm the son of a dragon!
context: Die!\Natsu!\Wait, I'll help!\Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon! response:	I can't lose to no monkey, damn it!
context: Natsu!\Wait, I'll help!\Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it! response:	Natsu, use magic!
context: Wait, I'll help!\Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic! response:	This monkey is fighting with his bare hands, so I'm gonna beat him that way!
context: Get back, Lisanna!\But...\If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way! response:	Beat me? How?
context: But...\If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How? response:	Bring it on, mountain-monkey!
context: If I'm the dad, then I gotta protect you two, right?\Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey! response:	I'll cover you with white paint and throw you back to Mt. Hakobe!
context: Natsu...\And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe! response:	Now I'm mad!
context: And I'm the son of a dragon!\I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad! response:	Natsu!
context: I can't lose to no monkey, damn it!\Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu! response:	Yay, yay, yay!
context: Natsu, use magic!\This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu!\Yay, yay, yay! response:	Yay, yay!
context: This monkey is fighting with his bare hands, so I'm gonna beat him that way!\Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu!\Yay, yay, yay!\Yay, yay! response:	Piece of cake...
context: Beat me? How?\Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu!\Yay, yay, yay!\Yay, yay!\Piece of cake... response:	You're a wreck!
context: Bring it on, mountain-monkey!\I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu!\Yay, yay, yay!\Yay, yay!\Piece of cake...\You're a wreck! response:	The egg'll get chilled!
context: I'll cover you with white paint and throw you back to Mt. Hakobe!\Now I'm mad!\Natsu!\Yay, yay, yay!\Yay, yay!\Piece of cake...\You're a wreck!\The egg'll get chilled! response:	Hurry!
context: Now I'm mad!\Natsu!\Yay, yay, yay!\Yay, yay!\Piece of cake...\You're a wreck!\The egg'll get chilled!\Hurry! response:	Wait, wait!
context: Natsu!\Yay, yay, yay!\Yay, yay!\Piece of cake...\You're a wreck!\The egg'll get chilled!\Hurry!\Wait, wait! response:	Come in!
context: Yay, yay, yay!\Yay, yay!\Piece of cake...\You're a wreck!\The egg'll get chilled!\Hurry!\Wait, wait!\Come in! response:	Huh?
context: Yay, yay!\Piece of cake...\You're a wreck!\The egg'll get chilled!\Hurry!\Wait, wait!\Come in!\Huh? response:	Huh? Oh, right...
context: Piece of cake...\You're a wreck!\The egg'll get chilled!\Hurry!\Wait, wait!\Come in!\Huh?\Huh? Oh, right... response:	Wel-come Ho-me!
context: You're a wreck!\The egg'll get chilled!\Hurry!\Wait, wait!\Come in!\Huh?\Huh? Oh, right...\Wel-come Ho-me! response:	I-I'm home?
context: The egg'll get chilled!\Hurry!\Wait, wait!\Come in!\Huh?\Huh? Oh, right...\Wel-come Ho-me!\I-I'm home? response:	The rain isn't stopping, is it?
context: Hurry!\Wait, wait!\Come in!\Huh?\Huh? Oh, right...\Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it? response:	Sorry...
context: Wait, wait!\Come in!\Huh?\Huh? Oh, right...\Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it?\Sorry... response:	So, Natsu... You live by yourself, right?
context: Come in!\Huh?\Huh? Oh, right...\Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right? response:	Yeah.
context: Huh?\Huh? Oh, right...\Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right?\Yeah. response:	What do you do for meals?
context: Huh? Oh, right...\Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals? response:	I eat them at the guild.
context: Wel-come Ho-me!\I-I'm home?\The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals?\I eat them at the guild. response:	Do you pay?
context: I-I'm home?\The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals?\I eat them at the guild.\Do you pay? response:	That's why I do work.
context: The rain isn't stopping, is it?\Sorry...\So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals?\I eat them at the guild.\Do you pay?\That's why I do work. response:	I feel kind of sorry for you.
context: Sorry...\So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals?\I eat them at the guild.\Do you pay?\That's why I do work.\I feel kind of sorry for you. response:	Why?
context: So, Natsu... You live by yourself, right?\Yeah.\What do you do for meals?\I eat them at the guild.\Do you pay?\That's why I do work.\I feel kind of sorry for you.\Why? response:	How about I make something for you?
context: Yeah.\What do you do for meals?\I eat them at the guild.\Do you pay?\That's why I do work.\I feel kind of sorry for you.\Why?\How about I make something for you? response:	Wait, you can cook?
context: What do you do for meals?\I eat them at the guild.\Do you pay?\That's why I do work.\I feel kind of sorry for you.\Why?\How about I make something for you?\Wait, you can cook? response:	Well, not as good as my sister Mira.
context: I eat them at the guild.\Do you pay?\That's why I do work.\I feel kind of sorry for you.\Why?\How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira. response:	Hold it there...
context: Do you pay?\That's why I do work.\I feel kind of sorry for you.\Why?\How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there... response:	You're saying Mira actually cooks?
context: That's why I do work.\I feel kind of sorry for you.\Why?\How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks? response:	I can't even imagine it!
context: I feel kind of sorry for you.\Why?\How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks?\I can't even imagine it! response:	I'll fillet you!
context: Why?\How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you! response:	And it sounds dangerous!
context: How about I make something for you?\Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you!\And it sounds dangerous! response:	Wait, even Elfman?
context: Wait, you can cook?\Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you!\And it sounds dangerous!\Wait, even Elfman? response:	Yeah!
context: Well, not as good as my sister Mira.\Hold it there...\You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you!\And it sounds dangerous!\Wait, even Elfman?\Yeah! response:	Cook up nice and tasty...
context: Hold it there...\You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you!\And it sounds dangerous!\Wait, even Elfman?\Yeah!\Cook up nice and tasty... response:	For some reason, I can see that.
context: You're saying Mira actually cooks?\I can't even imagine it!\I'll fillet you!\And it sounds dangerous!\Wait, even Elfman?\Yeah!\Cook up nice and tasty...\For some reason, I can see that. response:	Actually, it fits a bit too perfectly...
context: I can't even imagine it!\I'll fillet you!\And it sounds dangerous!\Wait, even Elfman?\Yeah!\Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly... response:	I won't give you the egg!
context: I'll fillet you!\And it sounds dangerous!\Wait, even Elfman?\Yeah!\Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg! response:	It's gonna hatch!
context: And it sounds dangerous!\Wait, even Elfman?\Yeah!\Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch! response:	It's gonna be Igneel's kid!
context: Wait, even Elfman?\Yeah!\Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid! response:	Don't even joke about cooking it!
context: Yeah!\Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it! response:	Quit jumping to conclusions!
context: Cook up nice and tasty...\For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions! response:	Now look here. I'm also looking forward to when it hatches.
context: For some reason, I can see that.\Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches. response:	That's why I'm helping you.
context: Actually, it fits a bit too perfectly...\I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you. response:	What'd you go scarin' me like that for?
context: I won't give you the egg!\It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for? response:	I can't wait for it to hatch!
context: It's gonna hatch!\It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch! response:	You're usually so out of control, but you can be kind and cute...
context: It's gonna be Igneel's kid!\Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute... response:	Just like Mira!
context: Don't even joke about cooking it!\Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira! response:	When we grow up...
context: Quit jumping to conclusions!\Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up... response:	What are you talkin' about all of a sudden?
context: Now look here. I'm also looking forward to when it hatches.\That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up...\What are you talkin' about all of a sudden? response:	But you seem like you really love children, and you're dependable...
context: That's why I'm helping you.\What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable... response:	Uh, um...
context: What'd you go scarin' me like that for?\I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um... response:	What're you blushing for? I was just joking, obviously.
context: I can't wait for it to hatch!\You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously. response:	You're like that word... You know, that thing Gramps talked about... Coprecious!
context: You're usually so out of control, but you can be kind and cute...\Just like Mira!\When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious! response:	Precocious? Aren't you the ignorant one here, Natsu?
context: Just like Mira!\When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu? response:	I can't beat her in an argument!
context: When we grow up...\What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument! response:	How pretty...
context: What are you talkin' about all of a sudden?\But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty... response:	I wish this instant would last forever...
context: But you seem like you really love children, and you're dependable...\Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty...\I wish this instant would last forever... response:	It's rattling again!
context: Uh, um...\What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty...\I wish this instant would last forever...\It's rattling again! response:	Yeah!
context: What're you blushing for? I was just joking, obviously.\You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty...\I wish this instant would last forever...\It's rattling again!\Yeah! response:	The egg is gone!
context: You're like that word... You know, that thing Gramps talked about... Coprecious!\Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty...\I wish this instant would last forever...\It's rattling again!\Yeah!\The egg is gone! response:	Why?
context: Precocious? Aren't you the ignorant one here, Natsu?\I can't beat her in an argument!\How pretty...\I wish this instant would last forever...\It's rattling again!\Yeah!\The egg is gone!\Why? response:	Who stole it?
context: I can't beat her in an argument!\How pretty...\I wish this instant would last forever...\It's rattling again!\Yeah!\The egg is gone!\Why?\Who stole it? response:	The egg's disappeared?
context: How pretty...\I wish this instant would last forever...\It's rattling again!\Yeah!\The egg is gone!\Why?\Who stole it?\The egg's disappeared? response:	I don't know anything about that.
context: I wish this instant would last forever...\It's rattling again!\Yeah!\The egg is gone!\Why?\Who stole it?\The egg's disappeared?\I don't know anything about that. response:	And... clothes?
context: It's rattling again!\Yeah!\The egg is gone!\Why?\Who stole it?\The egg's disappeared?\I don't know anything about that.\And... clothes? response:	Laxus, was it you?!
context: Yeah!\The egg is gone!\Why?\Who stole it?\The egg's disappeared?\I don't know anything about that.\And... clothes?\Laxus, was it you?! response:	Not interested.
context: The egg is gone!\Why?\Who stole it?\The egg's disappeared?\I don't know anything about that.\And... clothes?\Laxus, was it you?!\Not interested. response:	Out with it, Erza!
context: Why?\Who stole it?\The egg's disappeared?\I don't know anything about that.\And... clothes?\Laxus, was it you?!\Not interested.\Out with it, Erza! response:	Hey, aren't you being presumptuous here?
context: Who stole it?\The egg's disappeared?\I don't know anything about that.\And... clothes?\Laxus, was it you?!\Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here? response:	Mira, do you know where the egg is?
context: The egg's disappeared?\I don't know anything about that.\And... clothes?\Laxus, was it you?!\Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is? response:	No. Natsu, didn't you eat it yourself?
context: I don't know anything about that.\And... clothes?\Laxus, was it you?!\Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself? response:	Hey!
context: And... clothes?\Laxus, was it you?!\Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey! response:	Why, you...
context: Laxus, was it you?!\Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey!\Why, you... response:	I'll pound ya!
context: Not interested.\Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey!\Why, you...\I'll pound ya! response:	You wanna go?
context: Out with it, Erza!\Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey!\Why, you...\I'll pound ya!\You wanna go? response:	I ain't gonna hold back!
context: Hey, aren't you being presumptuous here?\Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey!\Why, you...\I'll pound ya!\You wanna go?\I ain't gonna hold back! response:	Natsu, you little...
context: Mira, do you know where the egg is?\No. Natsu, didn't you eat it yourself?\Hey!\Why, you...\I'll pound ya!\You wanna go?\I ain't gonna hold back!\Natsu, you little... response:	Stop it, you guys!
context: No. Natsu, didn't you eat it yourself?\Hey!\Why, you...\I'll pound ya!\You wanna go?\I ain't gonna hold back!\Natsu, you little...\Stop it, you guys! response:	There they go again.
context: Hey!\Why, you...\I'll pound ya!\You wanna go?\I ain't gonna hold back!\Natsu, you little...\Stop it, you guys!\There they go again. response:	That generation's got issues.
context: Why, you...\I'll pound ya!\You wanna go?\I ain't gonna hold back!\Natsu, you little...\Stop it, you guys!\There they go again.\That generation's got issues. response:	I don't wanna think about what the guild's gonna be like in a few years.
context: I'll pound ya!\You wanna go?\I ain't gonna hold back!\Natsu, you little...\Stop it, you guys!\There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years. response:	They fight because they realize their opponent is worth fighting.
context: You wanna go?\I ain't gonna hold back!\Natsu, you little...\Stop it, you guys!\There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting. response:	They see themselves clearly reflected in one another.
context: I ain't gonna hold back!\Natsu, you little...\Stop it, you guys!\There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another. response:	There is nothing to worry about.
context: Natsu, you little...\Stop it, you guys!\There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about. response:	This is stupid.
context: Stop it, you guys!\There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid. response:	Where'd my egg go?
context: There they go again.\That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid.\Where'd my egg go? response:	Sheesh...
context: That generation's got issues.\I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid.\Where'd my egg go?\Sheesh... response:	Don't cry, Natsu. Man, you're cute.
context: I don't wanna think about what the guild's gonna be like in a few years.\They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid.\Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute. response:	I'm not crying!
context: They fight because they realize their opponent is worth fighting.\They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid.\Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying! response:	Now's not the time, Mira!
context: They see themselves clearly reflected in one another.\There is nothing to worry about.\This is stupid.\Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira! response:	Don't cry, Natsu.
context: There is nothing to worry about.\This is stupid.\Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu. response:	I said I'm not crying!
context: This is stupid.\Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying! response:	Now hurry up and give back the egg already!
context: Where'd my egg go?\Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already! response:	I told ya, it ain't me!
context: Sheesh...\Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me! response:	Maybe you ate it, pig!
context: Don't cry, Natsu. Man, you're cute.\I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig! response:	What did you say?
context: I'm not crying!\Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig!\What did you say? response:	You're always eatin' a ton!
context: Now's not the time, Mira!\Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig!\What did you say?\You're always eatin' a ton! response:	Now that I think about it, Elfman said something about wanting an egg like that.
context: Don't cry, Natsu.\I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig!\What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that. response:	He ate it?
context: I said I'm not crying!\Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig!\What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it? response:	No! I couldn't believe that...
context: Now hurry up and give back the egg already!\I told ya, it ain't me!\Maybe you ate it, pig!\What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that... response:	Natsu, Lisanna, sorry...
context: I told ya, it ain't me!\Maybe you ate it, pig!\What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry... response:	It was you, Elfman!
context: Maybe you ate it, pig!\What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman! response:	The egg!
context: What did you say?\You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman!\The egg! response:	I didn't steal it.
context: You're always eatin' a ton!\Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman!\The egg!\I didn't steal it. response:	It was cold at night, and you toss and turn, so you let go of the egg.
context: Now that I think about it, Elfman said something about wanting an egg like that.\He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman!\The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg. response:	Then...
context: He ate it?\No! I couldn't believe that...\Natsu, Lisanna, sorry...\It was you, Elfman!\The egg!\I didn't steal it.\It was cold at night, and you toss and turn, so you let go of the egg.\Then... response:	You mean you...
