context: Hina-chan! response:	I wanted to ask you a little favor.
context: Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting. response:	Like makeup, set design, script writing,
context: We can't do that!\This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing, response:	and putting together props and costumes.
context: This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes. response:	Oh...
context: Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes.\Oh... response:	They also need someone to book venues for after-parties,
context: Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties, response:	and people to prepare meals.
context: Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties,\and people to prepare meals. response:	That's the most important thing!
context: Behind the scenes?\There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing! response:	I want to work behind the scenes!
context: There's a lot of work to do in a theater troupe besides just acting.\Like makeup, set design, script writing,\and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing!\I want to work behind the scenes! response:	I'm good with my hands, and I can make clothes!
context: Like makeup, set design, script writing,\and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes! response:	No, Mayu-chan, you need to be front and center.
context: and putting together props and costumes.\Oh...\They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center. response:	Why?
context: Oh...\They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why? response:	Because you're as cute as a doll.
context: They also need someone to book venues for after-parties,\and people to prepare meals.\That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll. response:	She's right. You have a nice voice, too. It carries well.
context: and people to prepare meals.\That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well. response:	Mayu-chan, you'd look great in a princess role!
context: That's the most important thing!\I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role! response:	I'm telling you, I can't!
context: I want to work behind the scenes!\I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't! response:	In the first place, we haven't even decided we're going to
context: I'm good with my hands, and I can make clothes!\No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to response:	I'm up for it.
context: No, Mayu-chan, you need to be front and center.\Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it. response:	Hearing them talk about it made it sound kinda fun.
context: Why?\Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun. response:	I've always been interested in things like scripts, anyway.
context: Because you're as cute as a doll.\She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway. response:	And above all,
context: She's right. You have a nice voice, too. It carries well.\Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all, response:	I want to support Hina-chan.
context: Mayu-chan, you'd look great in a princess role!\I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan. response:	Kuu-chan...
context: I'm telling you, I can't!\In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan.\Kuu-chan... response:	Also, I want to see Mayu-chan playing a princess.
context: In the first place, we haven't even decided we're going to\I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess. response:	I told you, I'm not going to be an actress!
context: I'm up for it.\Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress! response:	I think you'd be a perfect fit, though...
context: Hearing them talk about it made it sound kinda fun.\I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though... response:	Jeez!
context: I've always been interested in things like scripts, anyway.\And above all,\I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez! response:	I'm getting hungry.
context: And above all,\I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry. response:	But we just had breakfast...
context: I want to support Hina-chan.\Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry.\But we just had breakfast... response:	It's a little early, but shall we have lunch?
context: Kuu-chan...\Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch? response:	The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!
context: Also, I want to see Mayu-chan playing a princess.\I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again! response:	The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...
context: I told you, I'm not going to be an actress!\I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold... response:	Today's Opening Time 12:30 Please Bear With Us
context: I think you'd be a perfect fit, though...\Jeez!\I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us response:	But even if we do start a theater troupe,
context: Jeez!\I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe, response:	is there a place where we could practice acting?
context: I'm getting hungry.\But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting? response:	I was thinking we could make a stage at the back of the coffee shop
context: But we just had breakfast...\It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop response:	and use it as a theater.
context: It's a little early, but shall we have lunch?\The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater. response:	You've thought that far ahead?
context: The new fabric softener I bought to try out the other day smells so nice too... Buying that was a good choice! I'll definitely be buying it again!\The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead? response:	You're really into this idea, huh?
context: The weather's nice today, so it's a perfect day to do the laundry! We can dry the bath towels and sheets quickly and fold, fold, fold...\Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh? response:	I always thought it'd be nice if we could hold regular stage productions here someday.
context: Today's Opening Time 12:30 Please Bear With Us\But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday. response:	If we could do that...
context: But even if we do start a theater troupe,\is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that... response:	You're more shrewd than I thought...
context: is there a place where we could practice acting?\I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought... response:	It would conform with the apartment rules, so why not?
context: I was thinking we could make a stage at the back of the coffee shop\and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not? response:	Oh, that's right...
context: and use it as a theater.\You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right... response:	Yep! Residents have to work here in the shop!
context: You've thought that far ahead?\You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop! response:	If you don't want to be in the troupe,
context: You're really into this idea, huh?\I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe, response:	would you rather work in the coffee shop?
context: I always thought it'd be nice if we could hold regular stage productions here someday.\If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop? response:	W-W-W-Wel...
context: If we could do that...\You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel... response:	W-Wel...c-co...
context: You're more shrewd than I thought...\It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co... response:	Or would you rather work in the used bookstore?
context: It would conform with the apartment rules, so why not?\Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore? response:	I-I-Is... Is th-this... the book you're l-looki
context: Oh, that's right...\Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki response:	The Setting Sun
context: Yep! Residents have to work here in the shop!\If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun response:	I-I'd like to be in the theater troupe, please.
context: If you don't want to be in the troupe,\would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please. response:	Then that settles it!
context: would you rather work in the coffee shop?\W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it! response:	Let's do our best.
context: W-W-W-Wel...\W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best. response:	Looking forward to it, principal.
context: W-Wel...c-co...\Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best.\Looking forward to it, principal. response:	A-Actually, about that...
context: Or would you rather work in the used bookstore?\I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best.\Looking forward to it, principal.\A-Actually, about that... response:	I think you'd make a better principal.
context: I-I-Is... Is th-this... the book you're l-looki\The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best.\Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal. response:	I only jumped on board with your idea.
context: The Setting Sun\I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best.\Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea. response:	B-Besides, Aki-chan has to deal with her work as landlady, too.
context: I-I'd like to be in the theater troupe, please.\Then that settles it!\Let's do our best.\Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too. response:	Is working as a landlady really that busy?
context: Then that settles it!\Let's do our best.\Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy? response:	Just accept it!
context: Let's do our best.\Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it! response:	Me as the principal of the troupe... I couldn't...
context: Looking forward to it, principal.\A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't... response:	Don't worry.
context: A-Actually, about that...\I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry. response:	I don't think anyone wants this theater troupe to happen more than you do.
context: I think you'd make a better principal.\I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do. response:	You can do it.
context: I only jumped on board with your idea.\B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it. response:	Okay! I'll try my best!
context: B-Besides, Aki-chan has to deal with her work as landlady, too.\Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best! response:	I-I'm inexperienced, but I'll be counting on your support!
context: Is working as a landlady really that busy?\Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support! response:	We're looking forward to it.
context: Just accept it!\Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it. response:	Buy for Tomorrow: Coffee Beans Filters
context: Me as the principal of the troupe... I couldn't...\Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters response:	Let's work hard, Hina-chan!
context: Don't worry.\I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan! response:	Can't wait, Principal!
context: I don't think anyone wants this theater troupe to happen more than you do.\You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal! response:	Today's Opening Time 14:00 Please Bear With Us
context: You can do it.\Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us response:	If we're going to start a theater troupe,
context: Okay! I'll try my best!\I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe, response:	we'll need to come up with a troupe name.
context: I-I'm inexperienced, but I'll be counting on your support!\We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name. response:	Anyone have an idea?
context: We're looking forward to it.\Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea? response:	Since it was her idea, it should include Hina-chan's name!
context: Buy for Tomorrow: Coffee Beans Filters\Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name! response:	Yeah, good idea.
context: Let's work hard, Hina-chan!\Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea. response:	How about the Hinako Troupe?
context: Can't wait, Principal!\Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe? response:	Or, for more impact, maybe Hinako Deluxe.
context: Today's Opening Time 14:00 Please Bear With Us\If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe. response:	Or maybe Hinako and Her Merry Band?
context: If we're going to start a theater troupe,\we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band? response:	What do you think, Hina-chan?
context: we'll need to come up with a troupe name.\Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan? response:	Huh? A-A... A...
context: Anyone have an idea?\Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A... response:	The apartment's name, Hitotose...
context: Since it was her idea, it should include Hina-chan's name!\Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose... response:	So, the Hitotose Troupe?
context: Yeah, good idea.\How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe? response:	The Hitotose Troupe... I like it!
context: How about the Hinako Troupe?\Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it! response:	The Hitotose Troupe...
context: Or, for more impact, maybe Hinako Deluxe.\Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe... response:	Yeah. I guess it's settled.
context: Or maybe Hinako and Her Merry Band?\What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled. response:	The Hitotose Troupe.
context: What do you think, Hina-chan?\Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe. response:	Okay! Now that our troupe has a name,
context: Huh? A-A... A...\The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name, response:	I need to open the shop.
context: The apartment's name, Hitotose...\So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop. response:	U-Um...
context: So, the Hitotose Troupe?\The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop.\U-Um... response:	C-Can I get all of your contact information?
context: The Hitotose Troupe... I like it!\The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop.\U-Um...\C-Can I get all of your contact information? response:	Oh, right.
context: The Hitotose Troupe...\Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop.\U-Um...\C-Can I get all of your contact information?\Oh, right. response:	An SNS might be better than email.
context: Yeah. I guess it's settled.\The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop.\U-Um...\C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email. response:	Which SNS do you use?
context: The Hitotose Troupe.\Okay! Now that our troupe has a name,\I need to open the shop.\U-Um...\C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email.\Which SNS do you use? response:	W-Well...
context: Okay! Now that our troupe has a name,\I need to open the shop.\U-Um...\C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email.\Which SNS do you use?\W-Well... response:	I'm sorry... what is an SNS?
context: I need to open the shop.\U-Um...\C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email.\Which SNS do you use?\W-Well...\I'm sorry... what is an SNS? response:	We're starting there?!
context: U-Um...\C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email.\Which SNS do you use?\W-Well...\I'm sorry... what is an SNS?\We're starting there?! response:	Now touch here.
context: C-Can I get all of your contact information?\Oh, right.\An SNS might be better than email.\Which SNS do you use?\W-Well...\I'm sorry... what is an SNS?\We're starting there?!\Now touch here. response:	That's it! Now press this, and...
context: Oh, right.\An SNS might be better than email.\Which SNS do you use?\W-Well...\I'm sorry... what is an SNS?\We're starting there?!\Now touch here.\That's it! Now press this, and... response:	Something popped up!
context: An SNS might be better than email.\Which SNS do you use?\W-Well...\I'm sorry... what is an SNS?\We're starting there?!\Now touch here.\That's it! Now press this, and...\Something popped up! response:	Mom Kuina Chiaki Mayuki
context: Which SNS do you use?\W-Well...\I'm sorry... what is an SNS?\We're starting there?!\Now touch here.\That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki response:	That's all of us. You can contact us anytime.
context: W-Well...\I'm sorry... what is an SNS?\We're starting there?!\Now touch here.\That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime. response:	Thank you!
context: I'm sorry... what is an SNS?\We're starting there?!\Now touch here.\That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you! response:	Now, then...
context: We're starting there?!\Now touch here.\That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you!\Now, then... response:	I'm going to open the shop, okay?
context: Now touch here.\That's it! Now press this, and...\Something popped up!\Mom Kuina Chiaki Mayuki\That's all of us. You can contact us anytime.\Thank you!\Now, then...\I'm going to open the shop, okay? response:	Huh?
