context: Those are pretty. response:	Are you going to visit your cousin again?
context: What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession?\This is going to take a while... response:	It was probably to hide the real reason she threw the corpse into the swamp.
context: Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp. response:	Aye. I would like to hear an answer I can be satisfied with.
context: If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with. response:	What the Guardian Serpent Heard
context: she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard response:	Let's go back over the details of this case.
context: For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case. response:	You seem rather wise, but we need to make sure there aren't any discrepancies.
context: This brings up another question.\Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies. response:	It all started five years ago.
context: Why did that woman give a false confession?\This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago. response:	Tanio Aoi had a boyfriend named Machii Yoshikazu.
context: This is going to take a while...\It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu. response:	But he died with a different woman,
context: It was probably to hide the real reason she threw the corpse into the swamp.\Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman, response:	who was his coworker, in what looked like a double suicide.
context: Aye. I would like to hear an answer I can be satisfied with.\What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide. response:	Machii worked in the accounting department of a large construction firm,
context: What the Guardian Serpent Heard\Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm, response:	but after he died, it came to light that
context: Let's go back over the details of this case.\You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that response:	he had messed with some numbers and embezzled a large sum of money.
context: You seem rather wise, but we need to make sure there aren't any discrepancies.\It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money. response:	Machii realized he wouldn't be able to hide the fact that he had
context: It all started five years ago.\Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had response:	embezzled the money, so he convinced the woman to die with him.
context: Tanio Aoi had a boyfriend named Machii Yoshikazu.\But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him. response:	Or, at least, that was what everyone believed.
context: But he died with a different woman,\who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed. response:	Aoi was deeply hurt by this and returned here
context: who was his coworker, in what looked like a double suicide.\Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here response:	to her family home at the base of Mt. Tsukuna.
context: Machii worked in the accounting department of a large construction firm,\but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna. response:	She lived as a shut-in for about two years,
context: but after he died, it came to light that\he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years, response:	but she eventually found a job near home
context: he had messed with some numbers and embezzled a large sum of money.\Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home response:	and began to gradually get back on her feet.
context: Machii realized he wouldn't be able to hide the fact that he had\embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet. response:	And it was right around that time...
context: embezzled the money, so he convinced the woman to die with him.\Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time... response:	On Friday, April 21st of this year, around 7:30 PM,
context: Or, at least, that was what everyone believed.\Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM, response:	Yoshihara Hiroo showed up at Tanio Aoi's house.
context: Aoi was deeply hurt by this and returned here\to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house. response:	I want to apologize for what happened five years ago.
context: to her family home at the base of Mt. Tsukuna.\She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago. response:	Yoshihara was a coworker of Machii's, so Aoi knew his name and face.
context: She lived as a shut-in for about two years,\but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face. response:	I'm the one who killed Machii, and I'm the one who embezzled the money!
context: but she eventually found a job near home\and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money! response:	Machii and that woman realized that and told me
context: and began to gradually get back on her feet.\And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me response:	that if I didn't confess, they'd make this public.
context: And it was right around that time...\On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public. response:	That's why I killed them...
context: On Friday, April 21st of this year, around 7:30 PM,\Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them... response:	Yoshihara Hiroo's plan went accordingly.
context: Yoshihara Hiroo showed up at Tanio Aoi's house.\I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly. response:	He got away with the embezzlement,
context: I want to apologize for what happened five years ago.\Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement, response:	and it's said he was living a decent life afterwards.
context: Yoshihara was a coworker of Machii's, so Aoi knew his name and face.\I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards. response:	But starting this year, he was met with a series of misfortunes.
context: I'm the one who killed Machii, and I'm the one who embezzled the money!\Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes. response:	He made a huge mistake at work.
context: Machii and that woman realized that and told me\that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work. response:	His wife and child died in an accident.
context: that if I didn't confess, they'd make this public.\That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident. response:	On top of that, they found a malignant tumor in his body.
context: That's why I killed them...\Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body. response:	Truly a series of unfortunate events he never expected.
context: Yoshihara Hiroo's plan went accordingly.\He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected. response:	Yoshihara thought this was happening because of the incident five years ago,
context: He got away with the embezzlement,\and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago, response:	so he visited Aoi to repent for his crimes.
context: and it's said he was living a decent life afterwards.\But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes. response:	He thought that if he showed remorse now, he could escape all this fateful punishment,
context: But starting this year, he was met with a series of misfortunes.\He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment, response:	and that he might at least get away with his life.
context: He made a huge mistake at work.\His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life. response:	I'm so sorry...
context: His wife and child died in an accident.\On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry... response:	I'm so sorry!
context: On top of that, they found a malignant tumor in his body.\Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry...\I'm so sorry! response:	That pretty much sums up Tanio Aoi's confession.
context: Truly a series of unfortunate events he never expected.\Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession. response:	Apparently, Yoshihara had also contacted Machii's younger brother,
context: Yoshihara thought this was happening because of the incident five years ago,\so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother, response:	asking if they could meet up soon
context: so he visited Aoi to repent for his crimes.\He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon response:	regarding what had happened five years ago.
context: He thought that if he showed remorse now, he could escape all this fateful punishment,\and that he might at least get away with his life.\I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago. response:	Machii's brother was busy at the time, so he couldn't talk to him in detail.
context: and that he might at least get away with his life.\I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail. response:	That probably prompted Yoshihara to go see Aoi first.
context: I'm so sorry...\I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first. response:	As the investigation went on,
context: I'm so sorry!\That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on, response:	the embezzlement and supposed double suicide came back to light,
context: That pretty much sums up Tanio Aoi's confession.\Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light, response:	and they also learned that the person connected to the prior case, Tanio Aoi,
context: Apparently, Yoshihara had also contacted Machii's younger brother,\asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi, response:	lived at the base of the mountain where the corpse was found,
context: asking if they could meet up soon\regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found, response:	and made the connection.
context: regarding what had happened five years ago.\Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection. response:	Yoshihara-san was about my size, and his body had wasted away due to his illness,
context: Machii's brother was busy at the time, so he couldn't talk to him in detail.\That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness, response:	so it wasn't much trouble to get him up the mountain.
context: That probably prompted Yoshihara to go see Aoi first.\As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain. response:	The next day, Saturday the 22nd,
context: As the investigation went on,\the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd, response:	no one came to the swamp,
context: the embezzlement and supposed double suicide came back to light,\and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp, response:	possibly because it rained that day,
context: and they also learned that the person connected to the prior case, Tanio Aoi,\lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day, response:	so the body wasn't discovered until two days later, on the 23rd.
context: lived at the base of the mountain where the corpse was found,\and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd. response:	I figured the serpent wouldn't want to eat his wallet and cellphone,
context: and made the connection.\Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone, response:	so I removed them.
context: Yoshihara-san was about my size, and his body had wasted away due to his illness,\so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them. response:	I burned his employee ID back at my house,
context: so it wasn't much trouble to get him up the mountain.\The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house, response:	and I threw the knife into the swamp with the body.
context: The next day, Saturday the 22nd,\no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body. response:	But...
context: no one came to the swamp,\possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But... response:	It didn't eat him.
context: possibly because it rained that day,\so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But...\It didn't eat him. response:	The police have been coming to this swamp quite often during the day recently.
context: so the body wasn't discovered until two days later, on the 23rd.\I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently. response:	It would seem they are looking for that knife.
context: I figured the serpent wouldn't want to eat his wallet and cellphone,\so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife. response:	I'm sure they'd have a hard time finding it here.
context: so I removed them.\I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here. response:	So, did the suspect throw anything in along with the corpse?
context: I burned his employee ID back at my house,\and I threw the knife into the swamp with the body.\But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse? response:	Hm, I'm not certain...
context: and I threw the knife into the swamp with the body.\But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain... response:	Sadly, the information I can get is limited,
context: But...\It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited, response:	so I'll have to use my imagination to fill in some holes...
context: It didn't eat him.\The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes... response:	But I still believe the suspect dumped the body into the swamp
context: The police have been coming to this swamp quite often during the day recently.\It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp response:	for a very simple reason.
context: It would seem they are looking for that knife.\I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason. response:	A simple reason?
context: I'm sure they'd have a hard time finding it here.\So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason? response:	Yes.
context: So, did the suspect throw anything in along with the corpse?\Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason?\Yes. response:	In most cases like this, it's to protect the real killer.
context: Hm, I'm not certain...\Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason?\Yes.\In most cases like this, it's to protect the real killer. response:	Yoshihara Hiroo had contacted Tanio Aoi beforehand,
context: Sadly, the information I can get is limited,\so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason?\Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand, response:	saying he'd like to come see her.
context: so I'll have to use my imagination to fill in some holes...\But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason?\Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her. response:	He was connected to a very dark part of her past.
context: But I still believe the suspect dumped the body into the swamp\for a very simple reason.\A simple reason?\Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past. response:	Do you think she'd agree to see him alone?
context: for a very simple reason.\A simple reason?\Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone? response:	That is a good point, but...
context: A simple reason?\Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but... response:	No one would suspect anything if she had someone
context: Yes.\In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone response:	with her when Yoshihara came over.
context: In most cases like this, it's to protect the real killer.\Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over. response:	Oh, I know. I think Machii's younger brother would be a perfect example.
context: Yoshihara Hiroo had contacted Tanio Aoi beforehand,\saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example. response:	Yoshihara told Machii's brother on the phone that
context: saying he'd like to come see her.\He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that response:	he had also contacted Machii's former girlfriend.
context: He was connected to a very dark part of her past.\Do you think she'd agree to see him alone?\That is a good point, but...\No one would suspect anything if she had someone\with her when Yoshihara came over.\Oh, I know. I think Machii's younger brother would be a perfect example.\Yoshihara told Machii's brother on the phone that\he had also contacted Machii's former girlfriend. response:	He might have had a bad feeling about that and contacted Aoi.
