context: Episode 6 Umaru's Birthday response:	Umaru, it's midnight. Time for bed.
context: He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals. response:	Plus 10 million.
context: A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals.\Plus 10 million. response:	She slips on a banana peel and gets hurt.
context: Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt. response:	She retires from her swimming career.
context: He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career. response:	Under Construction 10m Ahead
context: Kirie's Life\She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead response:	She works too hard and catches a cold.
context: She trains daily as a professional swimmer.\Plus one million.\Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold. response:	Health minus 100.
context: Plus one million.\Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100. response:	The rare character, the God of Poverty, appears.
context: Finally, she wins the nationals.\Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears. response:	Her life savings is down to zero.
context: Plus 10 million.\She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero. response:	Talk about bad luck.
context: She slips on a banana peel and gets hurt.\She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck. response:	Taihei closes his own restaurant.
context: She retires from her swimming career.\Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant. response:	Huh? Onii-chan, if you close your restaurant,
context: Under Construction 10m Ahead\She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant, response:	your life savings will go down to zero.
context: She works too hard and catches a cold.\Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero. response:	Well, my kids grew up, so I thought it was about time to close up shop.
context: Health minus 100.\The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop. response:	Come on, this game is to see who ends up with the most money.
context: The rare character, the God of Poverty, appears.\Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money. response:	Then I guess I'm tied with Kirie-chan.
context: Her life savings is down to zero.\Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan. response:	Yeah.
context: Talk about bad luck.\Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah. response:	Kirie-chan.
context: Taihei closes his own restaurant.\Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan. response:	You've still got a long road ahead, so life's just begun.
context: Huh? Onii-chan, if you close your restaurant,\your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun. response:	M-Master...
context: your life savings will go down to zero.\Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master... response:	Now, let's keep on going.
context: Well, my kids grew up, so I thought it was about time to close up shop.\Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going. response:	Th... Th-Th...
context: Come on, this game is to see who ends up with the most money.\Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going.\Th... Th-Th... response:	Thank
context: Then I guess I'm tied with Kirie-chan.\Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going.\Th... Th-Th...\Thank response:	I-I'm sorry, Master!
context: Yeah.\Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going.\Th... Th-Th...\Thank\I-I'm sorry, Master! response:	The delicate Famicom is...
context: Kirie-chan.\You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going.\Th... Th-Th...\Thank\I-I'm sorry, Master!\The delicate Famicom is... response:	Wh-Wh-Wh-What do I do?!
context: You've still got a long road ahead, so life's just begun.\M-Master...\Now, let's keep on going.\Th... Th-Th...\Thank\I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?! response:	Umaru.
context: M-Master...\Now, let's keep on going.\Th... Th-Th...\Thank\I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru. response:	Make sure you treat her well at school, too.
context: Now, let's keep on going.\Th... Th-Th...\Thank\I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too. response:	Yeah.
context: Th... Th-Th...\Thank\I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too.\Yeah. response:	Chef Exam
context: Thank\I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too.\Yeah.\Chef Exam response:	A cook, huh...
context: I-I'm sorry, Master!\The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too.\Yeah.\Chef Exam\A cook, huh... response:	Seems he's interested in it now
context: The delicate Famicom is...\Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too.\Yeah.\Chef Exam\A cook, huh...\Seems he's interested in it now response:	This usually fixes it
context: Wh-Wh-Wh-What do I do?!\Umaru.\Make sure you treat her well at school, too.\Yeah.\Chef Exam\A cook, huh...\Seems he's interested in it now\This usually fixes it response:	September 26th.
context: Umaru.\Make sure you treat her well at school, too.\Yeah.\Chef Exam\A cook, huh...\Seems he's interested in it now\This usually fixes it\September 26th. response:	Today is my birthday.
context: Make sure you treat her well at school, too.\Yeah.\Chef Exam\A cook, huh...\Seems he's interested in it now\This usually fixes it\September 26th.\Today is my birthday. response:	Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller
context: Yeah.\Chef Exam\A cook, huh...\Seems he's interested in it now\This usually fixes it\September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller response:	Let's see... What should I have him buy?
context: Chef Exam\A cook, huh...\Seems he's interested in it now\This usually fixes it\September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy? response:	This is hard...
context: A cook, huh...\Seems he's interested in it now\This usually fixes it\September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard... response:	I wonder if he'd just buy all of them for me.
context: Seems he's interested in it now\This usually fixes it\September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me. response:	Today is my day!
context: This usually fixes it\September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me.\Today is my day! response:	I'll have to get Onii-chan to celebrate with me all night.
context: September 26th.\Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night. response:	You're up early.
context: Today is my birthday.\Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early. response:	Good morning!
context: Wish List Wee Cute plushies Fun decorations DraCue 13 All volumes of Damking Jun Piece's Chomper figmo Migu PPS controller\Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning! response:	Huh?
context: Let's see... What should I have him buy?\This is hard...\I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning!\Huh? response:	Hey, Onii-chan. You're off again even though it's a weekday, right?
context: This is hard...\I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right? response:	Don't make it sound like I don't work at all.
context: I wonder if he'd just buy all of them for me.\Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all. response:	I've still got some time that I didn't get to take off in the summer.
context: Today is my day!\I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer. response:	Oh, Onii-chan.
context: I'll have to get Onii-chan to celebrate with me all night.\You're up early.\Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan. response:	Acting like it's just another day when it's my birthday today...
context: You're up early.\Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today... response:	Maybe his plan is to tease me.
context: Good morning!\Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me. response:	You know what today is, don't you?
context: Huh?\Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you? response:	Onii-chan!
context: Hey, Onii-chan. You're off again even though it's a weekday, right?\Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan! response:	Huh?
context: Don't make it sound like I don't work at all.\I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan!\Huh? response:	He hasn't realized it?
context: I've still got some time that I didn't get to take off in the summer.\Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan!\Huh?\He hasn't realized it? response:	Huh?
context: Oh, Onii-chan.\Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan!\Huh?\He hasn't realized it?\Huh? response:	What, what?
context: Acting like it's just another day when it's my birthday today...\Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan!\Huh?\He hasn't realized it?\Huh?\What, what? response:	I have to leave for school now...
context: Maybe his plan is to tease me.\You know what today is, don't you?\Onii-chan!\Huh?\He hasn't realized it?\Huh?\What, what?\I have to leave for school now... response:	I-I'll be off, then.
context: You know what today is, don't you?\Onii-chan!\Huh?\He hasn't realized it?\Huh?\What, what?\I have to leave for school now...\I-I'll be off, then. response:	Okay. Be careful on your way home.
context: Onii-chan!\Huh?\He hasn't realized it?\Huh?\What, what?\I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home. response:	9/26 (Sat)
context: Huh?\He hasn't realized it?\Huh?\What, what?\I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat) response:	Today is September 26th.
context: He hasn't realized it?\Huh?\What, what?\I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th. response:	Nope, I wasn't mistaken.
context: Huh?\What, what?\I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken. response:	Umaru-chan, happy birthday!
context: What, what?\I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday! response:	Aw, you guys remembered.
context: I have to leave for school now...\I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered. response:	Of course!
context: I-I'll be off, then.\Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course! response:	Thank you!
context: Okay. Be careful on your way home.\9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course!\Thank you! response:	Kirie-chan?
context: 9/26 (Sat)\Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course!\Thank you!\Kirie-chan? response:	For me?
context: Today is September 26th.\Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course!\Thank you!\Kirie-chan?\For me? response:	Thank you, Kirie-chan.
context: Nope, I wasn't mistaken.\Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course!\Thank you!\Kirie-chan?\For me?\Thank you, Kirie-chan. response:	What the heck is that?
context: Umaru-chan, happy birthday!\Aw, you guys remembered.\Of course!\Thank you!\Kirie-chan?\For me?\Thank you, Kirie-chan.\What the heck is that? response:	Umaru-chan's so nice...
context: Aw, you guys remembered.\Of course!\Thank you!\Kirie-chan?\For me?\Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice... response:	Everyone else remembered.
context: Of course!\Thank you!\Kirie-chan?\For me?\Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice...\Everyone else remembered. response:	Why did Onii-chan forget?
context: Thank you!\Kirie-chan?\For me?\Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget? response:	Okay. Be careful on your way home.
context: Kirie-chan?\For me?\Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home. response:	Okay. Be careful on your way home.
context: For me?\Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home. response:	Umaru-san.
context: Thank you, Kirie-chan.\What the heck is that?\Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san. response:	Shubaan
context: What the heck is that?\Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san.\Shubaan response:	We're usually rivals, but on birthdays, we shall call a truce...
context: Umaru-chan's so nice...\Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce... response:	Is that how it works?
context: Everyone else remembered.\Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works? response:	Anyway, I congratulate you on your birthday.
context: Why did Onii-chan forget?\Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday. response:	I believe these lines will suffice.
context: Okay. Be careful on your way home.\Okay. Be careful on your way home.\Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice. response:	Onii-chan...
context: Okay. Be careful on your way home.\Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan... response:	Onii-chan...
context: Umaru-san.\Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan...\Onii-chan... response:	Onii-chan!
context: Shubaan\We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan...\Onii-chan...\Onii-chan! response:	Onii-chan!
context: We're usually rivals, but on birthdays, we shall call a truce...\Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan...\Onii-chan...\Onii-chan!\Onii-chan! response:	I'm home!
context: Is that how it works?\Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan...\Onii-chan...\Onii-chan!\Onii-chan!\I'm home! response:	Whatcha doin'?
context: Anyway, I congratulate you on your birthday.\I believe these lines will suffice.\Onii-chan...\Onii-chan...\Onii-chan!\Onii-chan!\I'm home!\Whatcha doin'? response:	Huh? Um, uh...
context: I believe these lines will suffice.\Onii-chan...\Onii-chan...\Onii-chan!\Onii-chan!\I'm home!\Whatcha doin'?\Huh? Um, uh... response:	Were you, like, pretending you didn't know all morning?
context: Onii-chan...\Onii-chan...\Onii-chan!\Onii-chan!\I'm home!\Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning? response:	And have you been, like, preparing for a couple days now?
context: Onii-chan...\Onii-chan!\Onii-chan!\I'm home!\Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now? response:	And, like, I totally caught you?
context: Onii-chan!\Onii-chan!\I'm home!\Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you? response:	Wha... N-No...
context: Onii-chan!\I'm home!\Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No... response:	And you, like, weren't expecting me to come home so early?
context: I'm home!\Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early? response:	And you're like, what the heck?
context: Whatcha doin'?\Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck? response:	And you're, like, totally embarrassed that I found you?
context: Huh? Um, uh...\Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you? response:	All right! Yes, damn it!
context: Were you, like, pretending you didn't know all morning?\And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it! response:	Next Time
context: And have you been, like, preparing for a couple days now?\And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time response:	Episode 7 Umaru's Onii-chan
context: And, like, I totally caught you?\Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan response:	UMR, your next mission will be the preview.
context: Wha... N-No...\And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview. response:	Why are you doing the preview, Colonel?
context: And you, like, weren't expecting me to come home so early?\And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview.\Why are you doing the preview, Colonel? response:	Even I wasn't expecting this.
context: And you're like, what the heck?\And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview.\Why are you doing the preview, Colonel?\Even I wasn't expecting this. response:	Well, I don't appear again after this, so...
context: And you're, like, totally embarrassed that I found you?\All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview.\Why are you doing the preview, Colonel?\Even I wasn't expecting this.\Well, I don't appear again after this, so... response:	How sad...
context: All right! Yes, damn it!\Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview.\Why are you doing the preview, Colonel?\Even I wasn't expecting this.\Well, I don't appear again after this, so...\How sad... response:	I wish you luck in your next episode, UMR!
context: Next Time\Episode 7 Umaru's Onii-chan\UMR, your next mission will be the preview.\Why are you doing the preview, Colonel?\Even I wasn't expecting this.\Well, I don't appear again after this, so...\How sad...\I wish you luck in your next episode, UMR! response:	Sir, yes, sir!
