context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: I-I see.\Then please continue to keep up the good work so that it won't be canceled.\And what about Ashirogi?\They were also serialized.\It was just the two of you this time.\And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages. response:	Right.
context: Then please continue to keep up the good work so that it won't be canceled.\And what about Ashirogi?\They were also serialized.\It was just the two of you this time.\And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right. response:	We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.
context: And what about Ashirogi?\They were also serialized.\It was just the two of you this time.\And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization. response:	You won't fail with him.
context: They were also serialized.\It was just the two of you this time.\And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him. response:	He's the best artist you could possibly have for this.
context: It was just the two of you this time.\And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this. response:	I see.
context: And I didn't tell you this before, but your artist, MONEYS, is actually Niizuma Eiji, the author of CROW.\Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this.\I see. response:	Thank you.
context: Have you heard of it?\Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this.\I see.\Thank you. response:	I would like to meet him at least once.
context: Yes. It's a popular manga that's been on the front cover many times, and also frequently gets color pages.\Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this.\I see.\Thank you.\I would like to meet him at least once. response:	I don't think you two would mesh well...
context: Right.\We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this.\I see.\Thank you.\I would like to meet him at least once.\I don't think you two would mesh well... response:	Either way, the New Years party is on January 15th. I'll introduce you then.
context: We've hidden it up until now, but we're going with Art by Niizuma Eiji for the serialization.\You won't fail with him.\He's the best artist you could possibly have for this.\I see.\Thank you.\I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then. response:	Very well.
context: You won't fail with him.\He's the best artist you could possibly have for this.\I see.\Thank you.\I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well. response:	I'm looking forward to it.
context: He's the best artist you could possibly have for this.\I see.\Thank you.\I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it. response:	Will TakagI mean, Ashirogi be attending this New Years party as well?
context: I see.\Thank you.\I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well? response:	Of course.
context: Thank you.\I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course. response:	I'm looking forward to it even more.
context: I would like to meet him at least once.\I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more. response:	Great!
context: I don't think you two would mesh well...\Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more.\Great! response:	It's Ashirogi Muto's comeback!
context: Either way, the New Years party is on January 15th. I'll introduce you then.\Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback! response:	Thanks.
context: Very well.\I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback!\Thanks. response:	Master Niizuma must be happy, too.
context: I'm looking forward to it.\Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too. response:	Niizuma's got a new serialization, too.
context: Will TakagI mean, Ashirogi be attending this New Years party as well?\Of course.\I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too. response:	Huh?
context: Of course.\I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh? response:	He's drawing the art for a new one.
context: I'm looking forward to it even more.\Great!\It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one. response:	What does that mean?
context: Great!\It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one.\What does that mean? response:	Is he going to have two manga running in Jack concurrently?
context: It's Ashirogi Muto's comeback!\Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently? response:	Yeah.
context: Thanks.\Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah. response:	The original work is +NATURAL by Akina Aiko...
context: Master Niizuma must be happy, too.\Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko... response:	Two manga by himself...
context: Niizuma's got a new serialization, too.\Huh?\He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself... response:	Niizuma's really something.
context: Huh?\He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something. response:	Even before the serialization was decided on,
context: He's drawing the art for a new one.\What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on, response:	he drew up a rough sketch of the first chapter.
context: What does that mean?\Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter. response:	He's ready to go.
context: Is he going to have two manga running in Jack concurrently?\Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go. response:	It'll definitely go well.
context: Yeah.\The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well. response:	And next time, I'll become a lead editor!
context: The original work is +NATURAL by Akina Aiko...\Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor! response:	Fukuda?
context: Two manga by himself...\Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda? response:	Yuujirou!
context: Niizuma's really something.\Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda?\Yuujirou! response:	What the hell is this I hear about Niizuma doing the art for another serialization?!
context: Even before the serialization was decided on,\he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?! response:	You heard right.
context: he drew up a rough sketch of the first chapter.\He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right. response:	Isn't it great?
context: He's ready to go.\It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great? response:	Niizuma Eiji, the man with two serializations. It'll sell.
context: It'll definitely go well.\And next time, I'll become a lead editor!\Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell. response:	So anything goes if it's good for business?
context: And next time, I'll become a lead editor!\Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business? response:	Don't put it that way.
context: Fukuda?\Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way. response:	Fukuda, you stick your nose into other people's business too much.
context: Yuujirou!\What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much. response:	Focus on KIYOSHI!
context: What the hell is this I hear about Niizuma doing the art for another serialization?!\You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI! response:	I don't like this.
context: You heard right.\Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this. response:	What? Two serializations in a weekly magazine?
context: Isn't it great?\Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine? response:	Niizuma Eiji is unbelievable.
context: Niizuma Eiji, the man with two serializations. It'll sell.\So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable. response:	Compared to that, look at you.
context: So anything goes if it's good for business?\Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you. response:	The guy who can't even finish his year-end work.
context: Don't put it that way.\Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work. response:	I'll be done in a few hours.
context: Fukuda, you stick your nose into other people's business too much.\Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours. response:	I'm only late because the love-work schedule you made for me got all screwed up!
context: Focus on KIYOSHI!\I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up! response:	Sure, she looked better than Aoki in the picture.
context: I don't like this.\What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture. response:	But she looked completely different in person!
context: What? Two serializations in a weekly magazine?\Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person! response:	Next time, I'll meet her before I introduce you.
context: Niizuma Eiji is unbelievable.\Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you. response:	I made it through this year somehow, but I'll be counting on you for more motivation next year.
context: Compared to that, look at you.\The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year. response:	On Aoki Kou's level.
context: The guy who can't even finish his year-end work.\I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level. response:	Aoki this, Aoki that.
context: I'll be done in a few hours.\I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that. response:	Why don't you just go after her?
context: I'm only late because the love-work schedule you made for me got all screwed up!\Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her? response:	R-Really?
context: Sure, she looked better than Aoki in the picture.\But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her?\R-Really? response:	If you keep your deadlines, you're free to do as you like with your love life.
context: But she looked completely different in person!\Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life. response:	It's common for manga authors to get married.
context: Next time, I'll meet her before I introduce you.\I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married. response:	But it's up to Aoki...
context: I made it through this year somehow, but I'll be counting on you for more motivation next year.\On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki... response:	That kind of girl is weak against a bit of pressure.
context: On Aoki Kou's level.\Aoki this, Aoki that.\Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure. response:	Really?
context: Aoki this, Aoki that.\Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really? response:	Without a doubt!
context: Why don't you just go after her?\R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really?\Without a doubt! response:	Of all the times...
context: R-Really?\If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really?\Without a doubt!\Of all the times... response:	Hello?
context: If you keep your deadlines, you're free to do as you like with your love life.\It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really?\Without a doubt!\Of all the times...\Hello? response:	Oh, Fukuda?
context: It's common for manga authors to get married.\But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really?\Without a doubt!\Of all the times...\Hello?\Oh, Fukuda? response:	Tomorrow, at Niizuma's...
context: But it's up to Aoki...\That kind of girl is weak against a bit of pressure.\Really?\Without a doubt!\Of all the times...\Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's... response:	Aoki's coming, too?!
context: That kind of girl is weak against a bit of pressure.\Really?\Without a doubt!\Of all the times...\Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?! response:	I'll be there! Definitely!
context: Really?\Without a doubt!\Of all the times...\Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely! response:	See? God is on your side, Hiramaru.
context: Without a doubt!\Of all the times...\Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru. response:	MERRY CHRISTMAS!
context: Of all the times...\Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS! response:	But can a manga author make a good living, Akito?
context: Hello?\Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito? response:	All it takes is one hit, and you'll be rolling in dough, Father!
context: Oh, Fukuda?\Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father! response:	You can't talk like that!
context: Tomorrow, at Niizuma's...\Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that! response:	Hello?
context: Aoki's coming, too?!\I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello? response:	Hey, sorry I cut it short earlier. I was in a hurry.
context: I'll be there! Definitely!\See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry. response:	Fukuda?
context: See? God is on your side, Hiramaru.\MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda? response:	Apparently, we're all getting together at Eiji's tomorrow.
context: MERRY CHRISTMAS!\But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow. response:	What about coming over to my house?
context: But can a manga author make a good living, Akito?\All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house? response:	Sorry! This is part of my job.
context: All it takes is one hit, and you'll be rolling in dough, Father!\You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job. response:	We'll do it the day after, all right?
context: You can't talk like that!\Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right? response:	Everyone's here.
context: Hello?\Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here. response:	We're one short.
context: Hey, sorry I cut it short earlier. I was in a hurry.\Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here.\We're one short. response:	Unfortunately, Nakai is...
context: Fukuda?\Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here.\We're one short.\Unfortunately, Nakai is... response:	No, + NATURAL's author, Akina Aiko.
context: Apparently, we're all getting together at Eiji's tomorrow.\What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here.\We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko. response:	Right, we should invite her.
context: What about coming over to my house?\Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here.\We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her. response:	Um, let's not.
context: Sorry! This is part of my job.\We'll do it the day after, all right?\Everyone's here.\We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not. response:	Why not?
context: We'll do it the day after, all right?\Everyone's here.\We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not.\Why not? response:	Actually, we were classmates in middle school, and we don't get along very well...
context: Everyone's here.\We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well... response:	Classmates?! So she must be young!
context: We're one short.\Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young! response:	Fukuda's right.
context: Unfortunately, Nakai is...\No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right. response:	If she's pairing up with Niizuma, she should be part of Team Fukuda.
context: No, + NATURAL's author, Akina Aiko.\Right, we should invite her.\Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda. response:	I think she'd be happy if we let her into the group.
context: Right, we should invite her.\Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group. response:	Is your relationship that bad?
context: Um, let's not.\Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad? response:	Did something happen?
context: Why not?\Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen? response:	Iwase... Akina Aiko is interested in Takagi,
context: Actually, we were classmates in middle school, and we don't get along very well...\Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi, response:	but he already has a girlfriend...
context: Classmates?! So she must be young!\Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend... response:	This girl is so clueless!
context: Fukuda's right.\If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless! response:	Whoa, what a waste!
context: If she's pairing up with Niizuma, she should be part of Team Fukuda.\I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste! response:	Master Niizuma, give her a call.
context: I think she'd be happy if we let her into the group.\Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call. response:	I don't have her number.
context: Is your relationship that bad?\Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number. response:	I have it.
context: Did something happen?\Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number.\I have it. response:	Better than I imagined!
context: Iwase... Akina Aiko is interested in Takagi,\but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number.\I have it.\Better than I imagined! response:	No, I'll stay faithful to Aoki.
context: but he already has a girlfriend...\This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number.\I have it.\Better than I imagined!\No, I'll stay faithful to Aoki. response:	After the party today, I'll take her home in my German car!
context: This girl is so clueless!\Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number.\I have it.\Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car! response:	Which one of you is Niizuma?
context: Whoa, what a waste!\Master Niizuma, give her a call.\I don't have her number.\I have it.\Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma? response:	It's me!
context: Master Niizuma, give her a call.\I don't have her number.\I have it.\Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me! response:	HOW DO YOU DO?!
context: I don't have her number.\I have it.\Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me!\HOW DO YOU DO?! response:	I'm looking forward to working together.
context: I have it.\Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me!\HOW DO YOU DO?!\I'm looking forward to working together. response:	Me too.
context: Better than I imagined!\No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me!\HOW DO YOU DO?!\I'm looking forward to working together.\Me too. response:	What is this meeting regarding?
context: No, I'll stay faithful to Aoki.\After the party today, I'll take her home in my German car!\Which one of you is Niizuma?\It's me!\HOW DO YOU DO?!\I'm looking forward to working together.\Me too.\What is this meeting regarding? response:	Well, it's a gathering where we share opinions on each other's manga, and stuff...
