context: Fool! This is not a race! response:	Look Master Jaken!
context: So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it! response:	Hiraikotsu!
context: I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu! response:	Where are you aiming?
context: Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming? response:	The Hiraikotsu!
context: I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming?\The Hiraikotsu! response:	Useless.
context: Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming?\The Hiraikotsu!\Useless. response:	Without a doubt, it is a formidable sword.
context: Let me and Sango handle this!\There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming?\The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword. response:	Well then... I have no choice!
context: There's no way you can win, the way you are now.\Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming?\The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice! response:	Heaven's punishment!
context: Inuyasha, bear with it!\Hiraikotsu!\Where are you aiming?\The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment! response:	He did it!
context: Hiraikotsu!\Where are you aiming?\The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment!\He did it! response:	I thought the Wind Tunnel was Miroku's only legitimate weapon, but...
context: Where are you aiming?\The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but... response:	he has spiritual powers.
context: The Hiraikotsu!\Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers. response:	Watch out, Miroku!
context: Useless.\Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku! response:	Tokijin... you are amazing!
context: Without a doubt, it is a formidable sword.\Well then... I have no choice!\Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing! response:	The ultimate sword!
context: Well then... I have no choice!\Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword! response:	The enemy is not Kaijinbo... it's the sword!
context: Heaven's punishment!\He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword! response:	Playtime's over.
context: He did it!\I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over. response:	His head is split in two, yet he's acting as if nothing happened!
context: I thought the Wind Tunnel was Miroku's only legitimate weapon, but...\he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened! response:	It's almost like...
context: he has spiritual powers.\Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like... response:	he's being controlled by Tokijin the sword!
context: Watch out, Miroku!\Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword! response:	Come at me, Inuyasha!
context: Tokijin... you are amazing!\The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha! response:	Or are you so afraid that you can't move?
context: The ultimate sword!\The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move? response:	Hiding meekly by the girl and child!
context: The enemy is not Kaijinbo... it's the sword!\Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child! response:	Inuyasha, don't be lured by those words!
context: Playtime's over.\His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words! response:	However...
context: His head is split in two, yet he's acting as if nothing happened!\It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However... response:	it's me that he's come after.
context: It's almost like...\he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However...\it's me that he's come after. response:	I will not hide nor run!
context: he's being controlled by Tokijin the sword!\Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However...\it's me that he's come after.\I will not hide nor run! response:	Inuyasha!
context: Come at me, Inuyasha!\Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However...\it's me that he's come after.\I will not hide nor run!\Inuyasha! response:	He's such a simpleton!
context: Or are you so afraid that you can't move?\Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However...\it's me that he's come after.\I will not hide nor run!\Inuyasha!\He's such a simpleton! response:	Totosai!
context: Hiding meekly by the girl and child!\Inuyasha, don't be lured by those words!\However...\it's me that he's come after.\I will not hide nor run!\Inuyasha!\He's such a simpleton!\Totosai! response:	Is Tetsusaiga repaired?
context: Inuyasha, don't be lured by those words!\However...\it's me that he's come after.\I will not hide nor run!\Inuyasha!\He's such a simpleton!\Totosai!\Is Tetsusaiga repaired? response:	Oh dear... I wondered what all the noise was about.
context: However...\it's me that he's come after.\I will not hide nor run!\Inuyasha!\He's such a simpleton!\Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about. response:	Totosai, you're late!
context: it's me that he's come after.\I will not hide nor run!\Inuyasha!\He's such a simpleton!\Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late! response:	Give it here!
context: I will not hide nor run!\Inuyasha!\He's such a simpleton!\Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here! response:	No, Master Inuyasha!
context: Inuyasha!\He's such a simpleton!\Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here!\No, Master Inuyasha! response:	Old Myoga!
context: He's such a simpleton!\Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here!\No, Master Inuyasha!\Old Myoga! response:	Tetsusaiga will not transform...
context: Totosai!\Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here!\No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform... response:	when wielded by a human who has lost his demon powers.
context: Is Tetsusaiga repaired?\Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here!\No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers. response:	Kaijinbo, it's been a long time.
context: Oh dear... I wondered what all the noise was about.\Totosai, you're late!\Give it here!\No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time. response:	Are you still alive, Totosai?!
context: Totosai, you're late!\Give it here!\No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?! response:	You've crafted yet another awful sword.
context: Give it here!\No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword. response:	What is that evil aura?
context: No, Master Inuyasha!\Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura? response:	Totosai...
context: Old Myoga!\Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura?\Totosai... response:	I'll show you who is the better swordsmith.
context: Tetsusaiga will not transform...\when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura?\Totosai...\I'll show you who is the better swordsmith. response:	Master Totosai! You know Kaijinbo?
context: when wielded by a human who has lost his demon powers.\Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura?\Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo? response:	Yes, he's a former pupil...
context: Kaijinbo, it's been a long time.\Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura?\Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil... response:	One I banished long ago.
context: Are you still alive, Totosai?!\You've crafted yet another awful sword.\What is that evil aura?\Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago. response:	He killed ten children in order to create a sword.
context: You've crafted yet another awful sword.\What is that evil aura?\Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword. response:	He smothered the blade with human blood and oil...
context: What is that evil aura?\Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil... response:	in order to make it seethe with hatred.
context: Totosai...\I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred. response:	Draw your sword, Inuyasha!
context: I'll show you who is the better swordsmith.\Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha! response:	I'll crush that sword before the very eyes of old Totosai!
context: Master Totosai! You know Kaijinbo?\Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai! response:	No sense going easy on you!
context: Yes, he's a former pupil...\One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you! response:	Totosai! You'd better have made the Tetsusaiga even stronger than before!
context: One I banished long ago.\He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before! response:	A little.
context: He killed ten children in order to create a sword.\He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little. response:	That won't do!
context: He smothered the blade with human blood and oil...\in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do! response:	That sword is made from the fangs of the demon that broke the Tetsusaiga!
context: in order to make it seethe with hatred.\Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga! response:	Inuyasha!
context: Draw your sword, Inuyasha!\I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha! response:	This is it for you!
context: I'll crush that sword before the very eyes of old Totosai!\No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you! response:	I'm relieved, Tetsusaiga.
context: No sense going easy on you!\Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga. response:	You seem to be a bit more powerful.
context: Totosai! You'd better have made the Tetsusaiga even stronger than before!\A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful. response:	It's not broken!
context: A little.\That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken! response:	Of course not.
context: That won't do!\That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken!\Of course not. response:	But Inuyasha is...
context: That sword is made from the fangs of the demon that broke the Tetsusaiga!\Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken!\Of course not.\But Inuyasha is... response:	Too bad, Kaijinbo.
context: Inuyasha!\This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken!\Of course not.\But Inuyasha is...\Too bad, Kaijinbo. response:	I'll admit that sword of yours is pretty strong...
context: This is it for you!\I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken!\Of course not.\But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong... response:	But you're not good enough to handle it.
context: I'm relieved, Tetsusaiga.\You seem to be a bit more powerful.\It's not broken!\Of course not.\But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it. response:	You should've killed me in one sweep.
context: You seem to be a bit more powerful.\It's not broken!\Of course not.\But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep. response:	Before this happened!
context: It's not broken!\Of course not.\But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened! response:	He's transforming!
context: Of course not.\But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened!\He's transforming! response:	Dawn is breaking!
context: But Inuyasha is...\Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened!\He's transforming!\Dawn is breaking! response:	I'm gonna test the Tetsusaiga's new blade on you!
context: Too bad, Kaijinbo.\I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened!\He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you! response:	Totosai! What'd you do to my Tetsusaiga?!
context: I'll admit that sword of yours is pretty strong...\But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened!\He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?! response:	Answer, Totosai!
context: But you're not good enough to handle it.\You should've killed me in one sweep.\Before this happened!\He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai! response:	What'd you do to the Tetsusaiga!?
context: You should've killed me in one sweep.\Before this happened!\He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!? response:	Hmmm? You having problems?
context: Before this happened!\He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems? response:	Shaddup!
context: He's transforming!\Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup! response:	It's super heavy! What'd you do?!
context: Dawn is breaking!\I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?! response:	Oh, that's from the fang I used as a bond.
context: I'm gonna test the Tetsusaiga's new blade on you!\Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond. response:	Don't worry about it.
context: Totosai! What'd you do to my Tetsusaiga?!\Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it. response:	I'll slice you in half along with your sword!
context: Answer, Totosai!\What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword! response:	Raise your sword or you'll die!
context: What'd you do to the Tetsusaiga!?\Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die! response:	How can you be so unreasonable?!
context: Hmmm? You having problems?\Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?! response:	D-damn!
context: Shaddup!\It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn! response:	Tokijin, a sword filled with Goshinki's hatred...
context: It's super heavy! What'd you do?!\Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred... response:	possesses the swordsmith Kaijinbo.
context: Oh, that's from the fang I used as a bond.\Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo. response:	With unusual powers, it attacks Inuyasha.
context: Don't worry about it.\I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha. response:	Then the true owner appears!
context: I'll slice you in half along with your sword!\Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha.\Then the true owner appears! response:	As though trying to test something...
context: Raise your sword or you'll die!\How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha.\Then the true owner appears!\As though trying to test something... response:	Sesshomaru, Inuyasha's brother, turns Tokijin on Inuyasha.
context: How can you be so unreasonable?!\D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha.\Then the true owner appears!\As though trying to test something...\Sesshomaru, Inuyasha's brother, turns Tokijin on Inuyasha. response:	Kagura, Naraku's incarnation, approaches Sesshomaru.
context: D-damn!\Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha.\Then the true owner appears!\As though trying to test something...\Sesshomaru, Inuyasha's brother, turns Tokijin on Inuyasha.\Kagura, Naraku's incarnation, approaches Sesshomaru. response:	Next on Inuyasha: Sesshomaru Wields Tokijin!
context: Tokijin, a sword filled with Goshinki's hatred...\possesses the swordsmith Kaijinbo.\With unusual powers, it attacks Inuyasha.\Then the true owner appears!\As though trying to test something...\Sesshomaru, Inuyasha's brother, turns Tokijin on Inuyasha.\Kagura, Naraku's incarnation, approaches Sesshomaru.\Next on Inuyasha: Sesshomaru Wields Tokijin! response:	Don't miss it!
