context: So, what do you want? response:	I have two questions for you.
context: Saw that coming!\I'm thinking the hot pot or pork cutlet bowl with ankake sauce.\Hm, or maybe the chilled cutlet udon...\One hot pot, one ankake, one chilled cutlet udon.\What?!\You've got it wrong!\I wasn't placing an order!\That was good! response:	I had too much to eat.
context: I'm thinking the hot pot or pork cutlet bowl with ankake sauce.\Hm, or maybe the chilled cutlet udon...\One hot pot, one ankake, one chilled cutlet udon.\What?!\You've got it wrong!\I wasn't placing an order!\That was good!\I had too much to eat. response:	Practice was crazy today!
context: Hm, or maybe the chilled cutlet udon...\One hot pot, one ankake, one chilled cutlet udon.\What?!\You've got it wrong!\I wasn't placing an order!\That was good!\I had too much to eat.\Practice was crazy today! response:	That was brutal!
context: One hot pot, one ankake, one chilled cutlet udon.\What?!\You've got it wrong!\I wasn't placing an order!\That was good!\I had too much to eat.\Practice was crazy today!\That was brutal! response:	Hey, are those guys going to be in the tournament tomorrow?
context: What?!\You've got it wrong!\I wasn't placing an order!\That was good!\I had too much to eat.\Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow? response:	What if they end up in the lane next to us?
context: You've got it wrong!\I wasn't placing an order!\That was good!\I had too much to eat.\Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us? response:	They're probably students at a local high school.
context: I wasn't placing an order!\That was good!\I had too much to eat.\Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school. response:	After all, they aren't built like swimmers.
context: That was good!\I had too much to eat.\Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers. response:	You sound like Gou-chan.
context: I had too much to eat.\Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan. response:	Right! Let's check out the pool.
context: Practice was crazy today!\That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool. response:	Only authorized personnel allowed.
context: That was brutal!\Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed. response:	No luck.
context: Hey, are those guys going to be in the tournament tomorrow?\What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed.\No luck. response:	I guess it's too late.
context: What if they end up in the lane next to us?\They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed.\No luck.\I guess it's too late. response:	This isn't going to happen, then.
context: They're probably students at a local high school.\After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed.\No luck.\I guess it's too late.\This isn't going to happen, then. response:	Wait, we might be able to see the pool.
context: After all, they aren't built like swimmers.\You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed.\No luck.\I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool. response:	Hurry up, guys!
context: You sound like Gou-chan.\Right! Let's check out the pool.\Only authorized personnel allowed.\No luck.\I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys! response:	It's not safe to run around in the dark!
context: Right! Let's check out the pool.\Only authorized personnel allowed.\No luck.\I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark! response:	Wow...
context: Only authorized personnel allowed.\No luck.\I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark!\Wow... response:	It's big.
context: No luck.\I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark!\Wow...\It's big. response:	We'll be swimming in that tomorrow.
context: I guess it's too late.\This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark!\Wow...\It's big.\We'll be swimming in that tomorrow. response:	Yeah.
context: This isn't going to happen, then.\Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark!\Wow...\It's big.\We'll be swimming in that tomorrow.\Yeah. response:	I'm getting excited!
context: Wait, we might be able to see the pool.\Hurry up, guys!\It's not safe to run around in the dark!\Wow...\It's big.\We'll be swimming in that tomorrow.\Yeah.\I'm getting excited! response:	Yep!
context: Hurry up, guys!\It's not safe to run around in the dark!\Wow...\It's big.\We'll be swimming in that tomorrow.\Yeah.\I'm getting excited!\Yep! response:	All done!
context: It's not safe to run around in the dark!\Wow...\It's big.\We'll be swimming in that tomorrow.\Yeah.\I'm getting excited!\Yep!\All done! response:	Fly High! Iwatobi Swim Club
context: Wow...\It's big.\We'll be swimming in that tomorrow.\Yeah.\I'm getting excited!\Yep!\All done!\Fly High! Iwatobi Swim Club response:	What do you think?
context: It's big.\We'll be swimming in that tomorrow.\Yeah.\I'm getting excited!\Yep!\All done!\Fly High! Iwatobi Swim Club\What do you think? response:	So close... If not for the drawing...
context: We'll be swimming in that tomorrow.\Yeah.\I'm getting excited!\Yep!\All done!\Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing... response:	Quiet, you!
context: Yeah.\I'm getting excited!\Yep!\All done!\Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing...\Quiet, you! response:	Girls, you should go home.
context: I'm getting excited!\Yep!\All done!\Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing...\Quiet, you!\Girls, you should go home. response:	We'll be leaving early tomorrow morning.
context: Yep!\All done!\Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing...\Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning. response:	Yes, we're almost done...
context: All done!\Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing...\Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done... response:	Big brother?
context: Fly High! Iwatobi Swim Club\What do you think?\So close... If not for the drawing...\Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother? response:	I need to ask you something.
context: What do you think?\So close... If not for the drawing...\Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother?\I need to ask you something. response:	Haru, are you asleep?
context: So close... If not for the drawing...\Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother?\I need to ask you something.\Haru, are you asleep? response:	No, I'm awake.
context: Quiet, you!\Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother?\I need to ask you something.\Haru, are you asleep?\No, I'm awake. response:	Can't fall asleep, huh?
context: Girls, you should go home.\We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother?\I need to ask you something.\Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh? response:	Yeah...
context: We'll be leaving early tomorrow morning.\Yes, we're almost done...\Big brother?\I need to ask you something.\Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh?\Yeah... response:	I hope we make it to the final tomorrow.
context: Yes, we're almost done...\Big brother?\I need to ask you something.\Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow. response:	Yeah...
context: Big brother?\I need to ask you something.\Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow.\Yeah... response:	Makoto.
context: I need to ask you something.\Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow.\Yeah...\Makoto. response:	I appreciate you being here for me.
context: Haru, are you asleep?\No, I'm awake.\Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow.\Yeah...\Makoto.\I appreciate you being here for me. response:	Thanks.
context: No, I'm awake.\Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow.\Yeah...\Makoto.\I appreciate you being here for me.\Thanks. response:	Haru?!
context: Can't fall asleep, huh?\Yeah...\I hope we make it to the final tomorrow.\Yeah...\Makoto.\I appreciate you being here for me.\Thanks.\Haru?! response:	I'm going out for a quick run.
context: Yeah...\I hope we make it to the final tomorrow.\Yeah...\Makoto.\I appreciate you being here for me.\Thanks.\Haru?!\I'm going out for a quick run. response:	Wait, now?!
context: I hope we make it to the final tomorrow.\Yeah...\Makoto.\I appreciate you being here for me.\Thanks.\Haru?!\I'm going out for a quick run.\Wait, now?! response:	Hey, Rei-chan...
context: Yeah...\Makoto.\I appreciate you being here for me.\Thanks.\Haru?!\I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan... response:	What is it?
context: Makoto.\I appreciate you being here for me.\Thanks.\Haru?!\I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan...\What is it? response:	You shouldn't eat that squid...
context: I appreciate you being here for me.\Thanks.\Haru?!\I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan...\What is it?\You shouldn't eat that squid... response:	He's talking in his sleep?!
context: Thanks.\Haru?!\I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan...\What is it?\You shouldn't eat that squid...\He's talking in his sleep?! response:	Haru-chan!
context: Haru?!\I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan...\What is it?\You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan! response:	Nagisa?
context: I'm going out for a quick run.\Wait, now?!\Hey, Rei-chan...\What is it?\You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan!\Nagisa? response:	Rei-chan was gone when I woke up, so I'm looking for him.
context: Wait, now?!\Hey, Rei-chan...\What is it?\You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him. response:	What about you?
context: Hey, Rei-chan...\What is it?\You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you? response:	I'm...
context: What is it?\You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm... response:	Too nervous to sleep, right?
context: You shouldn't eat that squid...\He's talking in his sleep?!\Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm...\Too nervous to sleep, right? response:	Not exactly.
context: He's talking in his sleep?!\Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm...\Too nervous to sleep, right?\Not exactly. response:	I'm feeling pretty nervous myself.
context: Haru-chan!\Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm...\Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself. response:	You are?
context: Nagisa?\Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm...\Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself.\You are? response:	What if I screw up my dive?
context: Rei-chan was gone when I woke up, so I'm looking for him.\What about you?\I'm...\Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself.\You are?\What if I screw up my dive? response:	Wouldn't I ruin it for everyone?
context: What about you?\I'm...\Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself.\You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone? response:	I'm worrying about things I usually don't think about.
context: I'm...\Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself.\You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about. response:	Because I get to swim in a relay with you guys again!
context: Too nervous to sleep, right?\Not exactly.\I'm feeling pretty nervous myself.\You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again! response:	And we'll be racing Rin-chan tomorrow.
context: Not exactly.\I'm feeling pretty nervous myself.\You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow. response:	That's probably why you're nervous.
context: I'm feeling pretty nervous myself.\You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous. response:	It's all thanks to you.
context: You are?\What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you. response:	Huh?
context: What if I screw up my dive?\Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you.\Huh? response:	You're the one who came up with the idea of starting a swim club.
context: Wouldn't I ruin it for everyone?\I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club. response:	Yep, that's right.
context: I'm worrying about things I usually don't think about.\Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right. response:	I never thought I'd be swimming in a relay again.
context: Because I get to swim in a relay with you guys again!\And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again. response:	Well, that means you should be showing more gratitude to me!
context: And we'll be racing Rin-chan tomorrow.\That's probably why you're nervous.\It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me! response:	Yeah.
context: That's probably why you're nervous.\It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah. response:	Thanks, Nagisa.
context: It's all thanks to you.\Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa. response:	Haru-chan!
context: Huh?\You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa.\Haru-chan! response:	Hey, Nagisa!
context: You're the one who came up with the idea of starting a swim club.\Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa.\Haru-chan!\Hey, Nagisa! response:	I'm so happy!
context: Yep, that's right.\I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa.\Haru-chan!\Hey, Nagisa!\I'm so happy! response:	This is great, Haru-chan!
context: I never thought I'd be swimming in a relay again.\Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa.\Haru-chan!\Hey, Nagisa!\I'm so happy!\This is great, Haru-chan! response:	Stop it! Are you listening, Nagisa?!
context: Well, that means you should be showing more gratitude to me!\Yeah.\Thanks, Nagisa.\Haru-chan!\Hey, Nagisa!\I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?! response:	Haru-chan!
context: Yeah.\Thanks, Nagisa.\Haru-chan!\Hey, Nagisa!\I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan! response:	Yo.
context: Thanks, Nagisa.\Haru-chan!\Hey, Nagisa!\I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo. response:	Did you want something?
context: Haru-chan!\Hey, Nagisa!\I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo.\Did you want something? response:	I never answered your question.
context: Hey, Nagisa!\I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo.\Did you want something?\I never answered your question. response:	That's no longer necessary.
context: I'm so happy!\This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo.\Did you want something?\I never answered your question.\That's no longer necessary. response:	No.
context: This is great, Haru-chan!\Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo.\Did you want something?\I never answered your question.\That's no longer necessary.\No. response:	I'll give you my answer.
context: Stop it! Are you listening, Nagisa?!\Haru-chan!\Yo.\Did you want something?\I never answered your question.\That's no longer necessary.\No.\I'll give you my answer. response:	I won't feel like it's over until I do.
context: Haru-chan!\Yo.\Did you want something?\I never answered your question.\That's no longer necessary.\No.\I'll give you my answer.\I won't feel like it's over until I do. response:	You wanted to know how I feel about Haru, right?
context: Yo.\Did you want something?\I never answered your question.\That's no longer necessary.\No.\I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right? response:	It's true that I was fixated on racing him.
context: Did you want something?\I never answered your question.\That's no longer necessary.\No.\I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him. response:	But it's not Haru's fault that I wanted to quit swimming.
context: I never answered your question.\That's no longer necessary.\No.\I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming. response:	I was pretty shocked when I lost to him.
context: That's no longer necessary.\No.\I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him. response:	But that wasn't what did it.
context: No.\I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it. response:	After moving to Australia,
context: I'll give you my answer.\I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia, response:	I trained every day and participated in tournaments.
context: I won't feel like it's over until I do.\You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments. response:	But I couldn't swim the way I wanted to.
context: You wanted to know how I feel about Haru, right?\It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to. response:	The Olympics were completely out of reach.
context: It's true that I was fixated on racing him.\But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach. response:	I felt more and more like I was being left behind.
context: But it's not Haru's fault that I wanted to quit swimming.\I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind. response:	I could only wonder.
context: I was pretty shocked when I lost to him.\But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder. response:	Why was I struggling so much?
context: But that wasn't what did it.\After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much? response:	Why?
context: After moving to Australia,\I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much?\Why? response:	Ah...
context: I trained every day and participated in tournaments.\But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much?\Why?\Ah... response:	It was because I swam in a relay.
context: But I couldn't swim the way I wanted to.\The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much?\Why?\Ah...\It was because I swam in a relay. response:	I ruined myself.
context: The Olympics were completely out of reach.\I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much?\Why?\Ah...\It was because I swam in a relay.\I ruined myself. response:	That was the conclusion I arrived at.
context: I felt more and more like I was being left behind.\I could only wonder.\Why was I struggling so much?\Why?\Ah...\It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at. response:	After returning to Japan, I didn't let any of them know.
context: I could only wonder.\Why was I struggling so much?\Why?\Ah...\It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know. response:	I didn't talk to any of them.
context: Why was I struggling so much?\Why?\Ah...\It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them. response:	But when I
context: Why?\Ah...\It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I response:	swam with Haru that night, I had a breakthrough.
context: Ah...\It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough. response:	I wanted to swim again.
context: It was because I swam in a relay.\I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again. response:	When I watched you guys
context: I ruined myself.\That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys response:	swim at prefecturals, it reminded me
context: That was the conclusion I arrived at.\After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me response:	of our relay.
context: After returning to Japan, I didn't let any of them know.\I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me\of our relay. response:	Rin-san, you...
context: I didn't talk to any of them.\But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me\of our relay.\Rin-san, you... response:	Your name's Ryugazaki?
context: But when I\swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me\of our relay.\Rin-san, you...\Your name's Ryugazaki? response:	I'm going to swim in Samezuka's relay.
context: swam with Haru that night, I had a breakthrough.\I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me\of our relay.\Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay. response:	I'm going to show you how good I can be.
context: I wanted to swim again.\When I watched you guys\swim at prefecturals, it reminded me\of our relay.\Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be. response:	So do the best you can with Haru and your other teammates.
context: When I watched you guys\swim at prefecturals, it reminded me\of our relay.\Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates. response:	But that also means that
context: swim at prefecturals, it reminded me\of our relay.\Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that response:	you can't embarrass your team.
context: of our relay.\Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team. response:	That's all I have to say.
context: Rin-san, you...\Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team.\That's all I have to say. response:	Sorry to make you come out here.
context: Your name's Ryugazaki?\I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here. response:	Did something happen?
context: I'm going to swim in Samezuka's relay.\I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here.\Did something happen? response:	No, nothing happened.
context: I'm going to show you how good I can be.\So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here.\Did something happen?\No, nothing happened. response:	Oh, that's right.
context: So do the best you can with Haru and your other teammates.\But that also means that\you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here.\Did something happen?\No, nothing happened.\Oh, that's right. response:	The captain was looking for you.
context: But that also means that\you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here.\Did something happen?\No, nothing happened.\Oh, that's right.\The captain was looking for you. response:	He probably wants to talk about the relay tomorrow.
context: you can't embarrass your team.\That's all I have to say.\Sorry to make you come out here.\Did something happen?\No, nothing happened.\Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow. response:	Medley Relay
context: That's all I have to say.\Sorry to make you come out here.\Did something happen?\No, nothing happened.\Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay response:	Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru
context: Sorry to make you come out here.\Did something happen?\No, nothing happened.\Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru response:	What?
context: Did something happen?\No, nothing happened.\Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What? response:	This will be our lineup for the relay tomorrow.
context: No, nothing happened.\Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What?\This will be our lineup for the relay tomorrow. response:	Kawamura Tetsuo
context: Oh, that's right.\The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What?\This will be our lineup for the relay tomorrow.\Kawamura Tetsuo response:	You can focus on the 100m free.
context: The captain was looking for you.\He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What?\This will be our lineup for the relay tomorrow.\Kawamura Tetsuo\You can focus on the 100m free. response:	Hold on! Why?!
context: He probably wants to talk about the relay tomorrow.\Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What?\This will be our lineup for the relay tomorrow.\Kawamura Tetsuo\You can focus on the 100m free.\Hold on! Why?! response:	You haven't paid any attention to your own relay team.
context: Medley Relay\Azuma Yuuki Ueda Tsuyoshi Kawamura Tetsuo Noro Masaru\What?\This will be our lineup for the relay tomorrow.\Kawamura Tetsuo\You can focus on the 100m free.\Hold on! Why?!\You haven't paid any attention to your own relay team. response:	You're focused on something else.
