context: The moment I saw that empty room, response:	I felt that I had become lost in a lonely world where only I existed.
context: I can't relax doing that.\Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so. response:	I'm sure you'll become chubby once the morning sickness is over.
context: Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over. response:	No way!
context: Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way! response:	I'll bet you'll become really fat.
context: Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat. response:	What'll I do?! In fact, I tend to gain weight easily!
context: But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily! response:	My mom and older sister are both chubby,
context: perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby, response:	and my younger sister goes through great effort to maintain her great figure.
context: Besides I was getting a bit chubby, so it's perfect now.\I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure. response:	How many siblings do you have?
context: I guess so.\I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have? response:	Two!
context: I'm sure you'll become chubby once the morning sickness is over.\No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two! response:	Both girls?
context: No way!\I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two!\Both girls? response:	Mhm!
context: I'll bet you'll become really fat.\What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two!\Both girls?\Mhm! response:	Wow, that's kinda scary.
context: What'll I do?! In fact, I tend to gain weight easily!\My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two!\Both girls?\Mhm!\Wow, that's kinda scary. response:	There's nothing scary about it.
context: My mom and older sister are both chubby,\and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two!\Both girls?\Mhm!\Wow, that's kinda scary.\There's nothing scary about it. response:	My older sister is as kind as a bodhisattva.
context: and my younger sister goes through great effort to maintain her great figure.\How many siblings do you have?\Two!\Both girls?\Mhm!\Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva. response:	Did you talk to your parents?
context: How many siblings do you have?\Two!\Both girls?\Mhm!\Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents? response:	Yeah. I called my mom.
context: Two!\Both girls?\Mhm!\Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom. response:	How much did you tell her?
context: Both girls?\Mhm!\Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her? response:	That I'm pregnant, so I might get married.
context: Mhm!\Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married. response:	What do you mean might? Can't you trust me?
context: Wow, that's kinda scary.\There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me? response:	But!
context: There's nothing scary about it.\My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But! response:	Oh well.
context: My older sister is as kind as a bodhisattva.\Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But!\Oh well. response:	And what did Mommy say?
context: Did you talk to your parents?\Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But!\Oh well.\And what did Mommy say? response:	Mommy? M-Mommy said...
context: Yeah. I called my mom.\How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But!\Oh well.\And what did Mommy say?\Mommy? M-Mommy said... response:	MOMMY Mommy? M-Mommy said...
context: How much did you tell her?\That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But!\Oh well.\And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said... response:	Mommy? M-Mommy said...
context: That I'm pregnant, so I might get married.\What do you mean might? Can't you trust me?\But!\Oh well.\And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said... response:	Oh, really? Congratulations. You did well.
context: What do you mean might? Can't you trust me?\But!\Oh well.\And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well. response:	Like that.
context: But!\Oh well.\And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that. response:	What kind of mom is that?
context: Oh well.\And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that? response:	She's that kind of mom.
context: And what did Mommy say?\Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that?\She's that kind of mom. response:	But I'll bet your Dad is furious, isn't he?
context: Mommy? M-Mommy said...\MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he? response:	Not really.
context: MOMMY Mommy? M-Mommy said...\Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really. response:	Right after that call, he called me.
context: Mommy? M-Mommy said...\Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me. response:	Rather than angry,
context: Oh, really? Congratulations. You did well.\Like that.\What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me.\Rather than angry, response:	he just sighed and went on about what a foolish daughter I am.
context: Like that.\What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am. response:	He asked me what kind of man you are,
context: What kind of mom is that?\She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are, response:	so I told him that you work in the music industry. Then...
context: She's that kind of mom.\But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then... response:	He works at a karaoke shop? Is it all-you-can-sing?
context: But I'll bet your Dad is furious, isn't he?\Not really.\Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing? response:	That's what he said.
context: Not really.\Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said. response:	So I summed it up and told him that you write music and stuff.
context: Right after that call, he called me.\Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff. response:	Summed it up?
context: Rather than angry,\he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up? response:	Because if they found out it's Takumi of Trapnest,
context: he just sighed and went on about what a foolish daughter I am.\He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest, response:	my younger sister will get all excited and tell all her friends!
context: He asked me what kind of man you are,\so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends! response:	I haven't even told Jun-chan about this yet.
context: so I told him that you work in the music industry. Then...\He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet. response:	Jun-chan?
context: He works at a karaoke shop? Is it all-you-can-sing?\That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan? response:	She takes care of me like a mother, even more than my real mother.
context: That's what he said.\So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother. response:	She always lectures me, but I feel her love for me.
context: So I summed it up and told him that you write music and stuff.\Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me. response:	Maybe Jun-chan's the one who gave birth to me.
context: Summed it up?\Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me. response:	There's no need to be secretive about this to the people close to you.
context: Because if they found out it's Takumi of Trapnest,\my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you. response:	I do have permission from the agency.
context: my younger sister will get all excited and tell all her friends!\I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency. response:	We've decided to notify the media by fax when the marriage becomes official.
context: I haven't even told Jun-chan about this yet.\Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official. response:	Rather than trying to hide it, it's better to inform them and
context: Jun-chan?\She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and response:	make a request not to make a fuss about it because I'm marrying an ordinary girl.
context: She takes care of me like a mother, even more than my real mother.\She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl. response:	I've kept this coming Sunday open,
context: She always lectures me, but I feel her love for me.\Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open, response:	so tell your parents that I'll be coming to meet them.
context: Maybe Jun-chan's the one who gave birth to me.\There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them. response:	I'm hoping to discuss details such as the wedding date then.
context: There's no need to be secretive about this to the people close to you.\I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then. response:	We should make it soon before your belly begins to show.
context: I do have permission from the agency.\We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show. response:	FROM: NAOKI RE: REPORT
context: We've decided to notify the media by fax when the marriage becomes official.\Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT response:	I went to check out Takumi and Hachiko's new home!
context: Rather than trying to hide it, it's better to inform them and\make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home! response:	I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!
context: make a request not to make a fuss about it because I'm marrying an ordinary girl.\I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home! response:	I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!
context: I've kept this coming Sunday open,\so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! response:	HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.
context: so tell your parents that I'll be coming to meet them.\I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. response:	HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.
context: I'm hoping to discuss details such as the wedding date then.\We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her. response:	I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.
context: We should make it soon before your belly begins to show.\FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her. response:	I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.
context: FROM: NAOKI RE: REPORT\I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. response:	I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.
context: I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two. response:	I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.
context: I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME! I went to check out Takumi and Hachiko's new home!\I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. response:	I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.
context: I WENT TO CHECK OUT TAKUMI AND HACHIKO'S NEW HOME!\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about. response:	GOOD NIGHT. HEART There's nothing to worry about.
context: HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER.\HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about. response:	GOOD NIGHT. HEART
context: HACHIKO IS A CUTE AND NICE GIRL, AND TAKUMI IS VERY KIND TO HER. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART response:	GOOD NIGHT. HEART Good night. Heart.
context: I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. Hachiko is a cute and nice girl, and Takumi is very kind to her.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart. response:	You're disturbing my sleep!
context: I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep! response:	You'll catch a cold. Why don't you smoke inside?
context: I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. I'm sure things will go well between the two.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside? response:	It's all right. Just one cigarette.
context: I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT.\I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette. response:	I don't wanna be hated by the Princess in your tummy.
context: I'M SURE THINGS WILL GO WELL BETWEEN THE TWO. THERE'S NOTHING TO WORRY ABOUT. There's nothing to worry about.\GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy. response:	It was really nice taking a bath together.
context: GOOD NIGHT. HEART There's nothing to worry about.\GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together. response:	It resolves the lack of communication we've had.
context: GOOD NIGHT. HEART\GOOD NIGHT. HEART Good night. Heart.\You're disturbing my sleep!\You'll catch a cold. Why don't you smoke inside?\It's all right. Just one cigarette.\I don't wanna be hated by the Princess in your tummy.\It was really nice taking a bath together.\It resolves the lack of communication we've had. response:	Let's take a bath together again, okay?
