context: Maybe she's gone... response:	Can't be, huh?
context: I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave! response:	So pathetic.
context: Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave!\So pathetic. response:	This is so stupid.
context: You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave!\So pathetic.\This is so stupid. response:	Jin's the one at fault.
context: I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave!\So pathetic.\This is so stupid.\Jin's the one at fault. response:	Because he asked me such weird things...
context: I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave!\So pathetic.\This is so stupid.\Jin's the one at fault.\Because he asked me such weird things... response:	What's this? There's something frilly attached to it.
context: I'm not going to put up with your bullshit any longer!\If you're not happy, leave!\Fine, I'll leave!\So pathetic.\This is so stupid.\Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it. response:	Someone must have forgotten it and left it here.
context: If you're not happy, leave!\Fine, I'll leave!\So pathetic.\This is so stupid.\Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here. response:	But this is strange...
context: Fine, I'll leave!\So pathetic.\This is so stupid.\Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange... response:	Strange, strange!
context: So pathetic.\This is so stupid.\Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange...\Strange, strange! response:	I've seen this before! It's used to decorate the altar in my house!
context: This is so stupid.\Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house! response:	Brats.
context: Jin's the one at fault.\Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats. response:	Don't touch that!
context: Because he asked me such weird things...\What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that! response:	Sis, who are you?
context: What's this? There's something frilly attached to it.\Someone must have forgotten it and left it here.\But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that!\Sis, who are you? response:	Me?
context: Someone must have forgotten it and left it here.\But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that!\Sis, who are you?\Me? response:	I'm a priestess.
context: But this is strange...\Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that!\Sis, who are you?\Me?\I'm a priestess. response:	Priestess?
context: Strange, strange!\I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that!\Sis, who are you?\Me?\I'm a priestess.\Priestess? response:	I exorcise bad demons with this.
context: I've seen this before! It's used to decorate the altar in my house!\Brats.\Don't touch that!\Sis, who are you?\Me?\I'm a priestess.\Priestess?\I exorcise bad demons with this. response:	Aren't you just a weirdo?
context: Brats.\Don't touch that!\Sis, who are you?\Me?\I'm a priestess.\Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo? response:	Who's the weirdo?!
context: Don't touch that!\Sis, who are you?\Me?\I'm a priestess.\Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?! response:	Ow Ow Ow Ow!
context: Sis, who are you?\Me?\I'm a priestess.\Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow! response:	She's weird.
context: Me?\I'm a priestess.\Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow!\She's weird. response:	I knew she's a weirdo.
context: I'm a priestess.\Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo. response:	Miss Weirdo, we're going to play, so don't bother us.
context: Priestess?\I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us. response:	Okay. Let me join you then!
context: I exorcise bad demons with this.\Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then! response:	What do we do?
context: Aren't you just a weirdo?\Who's the weirdo?!\Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do? response:	I'm fine with that!
context: Who's the weirdo?!\Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do?\I'm fine with that! response:	You have so many toys!
context: Ow Ow Ow Ow!\She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do?\I'm fine with that!\You have so many toys! response:	What's this ball?
context: She's weird.\I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do?\I'm fine with that!\You have so many toys!\What's this ball? response:	It's a superball!
context: I knew she's a weirdo.\Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do?\I'm fine with that!\You have so many toys!\What's this ball?\It's a superball! response:	You don't know?
context: Miss Weirdo, we're going to play, so don't bother us.\Okay. Let me join you then!\What do we do?\I'm fine with that!\You have so many toys!\What's this ball?\It's a superball!\You don't know? response:	Don't tell me if you collect seven of these...
context: Okay. Let me join you then!\What do we do?\I'm fine with that!\You have so many toys!\What's this ball?\It's a superball!\You don't know?\Don't tell me if you collect seven of these... response:	Nothing like that.
context: What do we do?\I'm fine with that!\You have so many toys!\What's this ball?\It's a superball!\You don't know?\Don't tell me if you collect seven of these...\Nothing like that. response:	Look!
context: I'm fine with that!\You have so many toys!\What's this ball?\It's a superball!\You don't know?\Don't tell me if you collect seven of these...\Nothing like that.\Look! response:	Wow! This is a wonder!
context: You have so many toys!\What's this ball?\It's a superball!\You don't know?\Don't tell me if you collect seven of these...\Nothing like that.\Look!\Wow! This is a wonder! response:	Um... I think I'll go home.
context: What's this ball?\It's a superball!\You don't know?\Don't tell me if you collect seven of these...\Nothing like that.\Look!\Wow! This is a wonder!\Um... I think I'll go home. response:	Miipu, you're saying that again!
context: It's a superball!\You don't know?\Don't tell me if you collect seven of these...\Nothing like that.\Look!\Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again! response:	You're always like that lately. What's wrong with you?
context: You don't know?\Don't tell me if you collect seven of these...\Nothing like that.\Look!\Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you? response:	Are you not feeling well?
context: Don't tell me if you collect seven of these...\Nothing like that.\Look!\Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well? response:	It's not that...
context: Nothing like that.\Look!\Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that... response:	But these days I can't enjoy myself...
context: Look!\Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that...\But these days I can't enjoy myself... response:	And things just aren't going well...
context: Wow! This is a wonder!\Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that...\But these days I can't enjoy myself...\And things just aren't going well... response:	Father and Mother are quarreling too...
context: Um... I think I'll go home.\Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that...\But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too... response:	Quarrels happen every day in my house too!
context: Miipu, you're saying that again!\You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that...\But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too! response:	Never mind, just leave him alone. I don't care about him.
context: You're always like that lately. What's wrong with you?\Are you not feeling well?\It's not that...\But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him. response:	I'm sorry!
context: Are you not feeling well?\It's not that...\But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry! response:	Miipu!
context: It's not that...\But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu! response:	Stop right there, Miipu!
context: But these days I can't enjoy myself...\And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu!\Stop right there, Miipu! response:	Your troubles are within the jurisdiction of a priestess...
context: And things just aren't going well...\Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess... response:	so how about it?
context: Father and Mother are quarreling too...\Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it? response:	What?
context: Quarrels happen every day in my house too!\Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it?\What? response:	There's an impurity clinging onto your back!
context: Never mind, just leave him alone. I don't care about him.\I'm sorry!\Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it?\What?\There's an impurity clinging onto your back! response:	Now's the time for an exorcism!
context: I'm sorry!\Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it?\What?\There's an impurity clinging onto your back!\Now's the time for an exorcism! response:	I thought she's a weirdo, but she's a fraud?
context: Miipu!\Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it?\What?\There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud? response:	That's not right! She's a religious person!
context: Stop right there, Miipu!\Your troubles are within the jurisdiction of a priestess...\so how about it?\What?\There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person! response:	Mama says that they'll ask a lot of money for offerings.
context: Your troubles are within the jurisdiction of a priestess...\so how about it?\What?\There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings. response:	I won't take any money from you!
context: so how about it?\What?\There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you! response:	Hurry up and show me your back!
context: What?\There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back! response:	An impurity is a naughty, naughty bug.
context: There's an impurity clinging onto your back!\Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug. response:	In your case, it looks like a frog.
context: Now's the time for an exorcism!\I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog. response:	Humans can get along well with impurities in their daily lives.
context: I thought she's a weirdo, but she's a fraud?\That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives. response:	But impurities that have turned into bugs are distinctly different.
context: That's not right! She's a religious person!\Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different. response:	They are beings that have solidified from people's hatred and negative emotions.
context: Mama says that they'll ask a lot of money for offerings.\I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions. response:	When they possess people, they turn into misfortunes.
context: I won't take any money from you!\Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes. response:	But as long as we have this purification staff!
context: Hurry up and show me your back!\An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff! response:	A purification staff is a god's cleansing-
context: An impurity is a naughty, naughty bug.\In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing- response:	Your explanation is too long.
context: In your case, it looks like a frog.\Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long. response:	And it's annoying.
context: Humans can get along well with impurities in their daily lives.\But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying. response:	Hurry up and do it!
context: But impurities that have turned into bugs are distinctly different.\They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying.\Hurry up and do it! response:	Kids nowadays... Well, fine.
context: They are beings that have solidified from people's hatred and negative emotions.\When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine. response:	It's just one impurity, I can beat it without Jin's help!
context: When they possess people, they turn into misfortunes.\But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help! response:	I just need to finish it off in one attack.
context: But as long as we have this purification staff!\A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack. response:	How... how absurd!
context: A purification staff is a god's cleansing-\Your explanation is too long.\And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd! response:	Wait!
context: Your explanation is too long.\And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd!\Wait! response:	You...
context: And it's annoying.\Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd!\Wait!\You... response:	Don't run!
context: Hurry up and do it!\Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd!\Wait!\You...\Don't run! response:	Stop!
context: Kids nowadays... Well, fine.\It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd!\Wait!\You...\Don't run!\Stop! response:	Can you see anything?
context: It's just one impurity, I can beat it without Jin's help!\I just need to finish it off in one attack.\How... how absurd!\Wait!\You...\Don't run!\Stop!\Can you see anything? response:	Stop running!
context: I just need to finish it off in one attack.\How... how absurd!\Wait!\You...\Don't run!\Stop!\Can you see anything?\Stop running! response:	Nope.
context: How... how absurd!\Wait!\You...\Don't run!\Stop!\Can you see anything?\Stop running!\Nope. response:	Alright.
context: Wait!\You...\Don't run!\Stop!\Can you see anything?\Stop running!\Nope.\Alright. response:	Keep still.
context: You...\Don't run!\Stop!\Can you see anything?\Stop running!\Nope.\Alright.\Keep still. response:	This is the end!
context: Don't run!\Stop!\Can you see anything?\Stop running!\Nope.\Alright.\Keep still.\This is the end! response:	How cunning! It's got intelligence?
context: Stop!\Can you see anything?\Stop running!\Nope.\Alright.\Keep still.\This is the end!\How cunning! It's got intelligence? response:	My ball!
context: Can you see anything?\Stop running!\Nope.\Alright.\Keep still.\This is the end!\How cunning! It's got intelligence?\My ball! response:	Retrieve it, weirdo!
context: Stop running!\Nope.\Alright.\Keep still.\This is the end!\How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo! response:	I know! Wait there, brats!
context: Nope.\Alright.\Keep still.\This is the end!\How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo!\I know! Wait there, brats! response:	Where did it go?
context: Alright.\Keep still.\This is the end!\How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go? response:	It's coming for me!
context: Keep still.\This is the end!\How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go?\It's coming for me! response:	I should go and call Jin...
context: This is the end!\How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go?\It's coming for me!\I should go and call Jin... response:	No! I can't ask him for help after how I've treated him!
context: How cunning! It's got intelligence?\My ball!\Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go?\It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him! response:	Damn it!
context: My ball!\Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go?\It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it! response:	A place out of people's sight.
context: Retrieve it, weirdo!\I know! Wait there, brats!\Where did it go?\It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight. response:	A simple terrain.
context: I know! Wait there, brats!\Where did it go?\It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight.\A simple terrain. response:	An enclosed space with no blind spots.
context: Where did it go?\It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots. response:	Come at me anytime, you impurity!
context: It's coming for me!\I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity! response:	I'll give you a clean hit with this purification staff!
context: I should go and call Jin...\No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff! response:	Just like Sharapova returning a ball.
context: No! I can't ask him for help after how I've treated him!\Damn it!\A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball. response:	It's coming.
context: Damn it!\A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming. response:	Now! My ultimate attack!
context: A place out of people's sight.\A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack! response:	I can't see it!
context: A simple terrain.\An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack!\I can't see it! response:	I can't see it at all!
context: An enclosed space with no blind spots.\Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack!\I can't see it!\I can't see it at all! response:	Is my plan backfiring on me?
context: Come at me anytime, you impurity!\I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack!\I can't see it!\I can't see it at all!\Is my plan backfiring on me? response:	But luckily...
context: I'll give you a clean hit with this purification staff!\Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack!\I can't see it!\I can't see it at all!\Is my plan backfiring on me?\But luckily... response:	Its accuracy is low.
context: Just like Sharapova returning a ball.\It's coming.\Now! My ultimate attack!\I can't see it!\I can't see it at all!\Is my plan backfiring on me?\But luckily...\Its accuracy is low. response:	Jin!
context: It's coming.\Now! My ultimate attack!\I can't see it!\I can't see it at all!\Is my plan backfiring on me?\But luckily...\Its accuracy is low.\Jin! response:	Geez, stop wandering around!
context: Now! My ultimate attack!\I can't see it!\I can't see it at all!\Is my plan backfiring on me?\But luckily...\Its accuracy is low.\Jin!\Geez, stop wandering around! response:	You made me look all over for you.
context: I can't see it!\I can't see it at all!\Is my plan backfiring on me?\But luckily...\Its accuracy is low.\Jin!\Geez, stop wandering around!\You made me look all over for you. response:	Here, hurry up and kill it.
context: I can't see it at all!\Is my plan backfiring on me?\But luckily...\Its accuracy is low.\Jin!\Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it. response:	Okay.
context: Is my plan backfiring on me?\But luckily...\Its accuracy is low.\Jin!\Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it.\Okay. response:	A beautiful girl, a land deity and a guardian deity!
context: But luckily...\Its accuracy is low.\Jin!\Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity! response:	I won't forgive the impurities!
context: Its accuracy is low.\Jin!\Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities! response:	Stop that.
context: Jin!\Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that. response:	You should've lured the ball to a place where it can't bounce around, like a grassland.
context: Geez, stop wandering around!\You made me look all over for you.\Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland. response:	Well...
context: You made me look all over for you.\Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well... response:	Besides, you have poor reflexes, don't you?
context: Here, hurry up and kill it.\Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you? response:	Even though you kick people.
context: Okay.\A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you?\Even though you kick people. response:	Umm... are you mad at me?
context: A beautiful girl, a land deity and a guardian deity!\I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me? response:	Yeah.
context: I won't forgive the impurities!\Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me?\Yeah. response:	But...
context: Stop that.\You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me?\Yeah.\But... response:	Knowing what kind of person you are, I resigned myself.
context: You should've lured the ball to a place where it can't bounce around, like a grassland.\Well...\Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me?\Yeah.\But...\Knowing what kind of person you are, I resigned myself. response:	I'm used to dealing with your type of people.
context: Well...\Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me?\Yeah.\But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people. response:	Where are we going?
context: Besides, you have poor reflexes, don't you?\Even though you kick people.\Umm... are you mad at me?\Yeah.\But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going? response:	We're going home.
context: Even though you kick people.\Umm... are you mad at me?\Yeah.\But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going?\We're going home. response:	I've bought you a rice bowl anyway, I don't want it to go to waste.
context: Umm... are you mad at me?\Yeah.\But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste. response:	I don't have much of a choice, huh?
context: Yeah.\But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh? response:	Why are you used to my type of people?
context: But...\Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people? response:	My father is like that too.
context: Knowing what kind of person you are, I resigned myself.\I'm used to dealing with your type of people.\Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too. response:	You have a weird father.
context: I'm used to dealing with your type of people.\Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too.\You have a weird father. response:	Look who's talking.
context: Where are we going?\We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too.\You have a weird father.\Look who's talking. response:	Did you get spanked by your father as a child?
context: We're going home.\I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too.\You have a weird father.\Look who's talking.\Did you get spanked by your father as a child? response:	With a weird father, your butt's got it tough.
context: I've bought you a rice bowl anyway, I don't want it to go to waste.\I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too.\You have a weird father.\Look who's talking.\Did you get spanked by your father as a child?\With a weird father, your butt's got it tough. response:	What's with this god?
context: I don't have much of a choice, huh?\Why are you used to my type of people?\My father is like that too.\You have a weird father.\Look who's talking.\Did you get spanked by your father as a child?\With a weird father, your butt's got it tough.\What's with this god? response:	That weirdo's not back yet.
context: Why are you used to my type of people?\My father is like that too.\You have a weird father.\Look who's talking.\Did you get spanked by your father as a child?\With a weird father, your butt's got it tough.\What's with this god?\That weirdo's not back yet. response:	We got tricked.
