context: TS response:	Why?
context: You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla. response:	I'm requesting additional funds for the operation.
context: Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation. response:	The first star!
context: The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star! response:	Venus?
context: Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star!\Venus? response:	Hey, Okarin?
context: But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star!\Venus?\Hey, Okarin? response:	Remember in elementary school,
context: It's me.\The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star!\Venus?\Hey, Okarin?\Remember in elementary school, response:	when you got really sick, with a high fever?
context: The Organization's sabotage has caused unexpected expenses\in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star!\Venus?\Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever? response:	Yes. The world was panicking over the Y2K problem.
context: in Operation Audhumbla.\I'm requesting additional funds for the operation.\The first star!\Venus?\Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem. response:	Mayushii was really scared you would die then.
context: I'm requesting additional funds for the operation.\The first star!\Venus?\Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then. response:	So I prayed to the sky.
context: The first star!\Venus?\Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky. response:	And then, there was a falling star.
context: Venus?\Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star. response:	I said to the falling star,
context: Hey, Okarin?\Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star.\I said to the falling star, response:	Don't die, Okarin! three times.
context: Remember in elementary school,\when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times. response:	And the next day, you got better!
context: when you got really sick, with a high fever?\Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better! response:	And so I saved your life.
context: Yes. The world was panicking over the Y2K problem.\Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life. response:	No, that's not true.
context: Mayushii was really scared you would die then.\So I prayed to the sky.\And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life.\No, that's not true. response:	It was the choice of Steins Gate
context: So I prayed to the sky.\And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life.\No, that's not true.\It was the choice of Steins Gate response:	that I survived back then.
context: And then, there was a falling star.\I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life.\No, that's not true.\It was the choice of Steins Gate\that I survived back then. response:	Was it?
context: I said to the falling star,\Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life.\No, that's not true.\It was the choice of Steins Gate\that I survived back then.\Was it? response:	It was.
context: Don't die, Okarin! three times.\And the next day, you got better!\And so I saved your life.\No, that's not true.\It was the choice of Steins Gate\that I survived back then.\Was it?\It was. response:	I see.
context: And the next day, you got better!\And so I saved your life.\No, that's not true.\It was the choice of Steins Gate\that I survived back then.\Was it?\It was.\I see. response:	Hey, remember what you said,
context: And so I saved your life.\No, that's not true.\It was the choice of Steins Gate\that I survived back then.\Was it?\It was.\I see.\Hey, remember what you said, response:	when you got sick and collapsed?
context: No, that's not true.\It was the choice of Steins Gate\that I survived back then.\Was it?\It was.\I see.\Hey, remember what you said,\when you got sick and collapsed? response:	Everything I saw began to flow together,
context: It was the choice of Steins Gate\that I survived back then.\Was it?\It was.\I see.\Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together, response:	and suddenly, I shook and couldn't stand up.
context: that I survived back then.\Was it?\It was.\I see.\Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up. response:	You looked just like that
context: Was it?\It was.\I see.\Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that response:	in Feyris-chan's condominium.
context: It was.\I see.\Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium. response:	That feeling I had when I got that fever
context: I see.\Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever response:	was just like the feeling I get when I move world lines.
context: Hey, remember what you said,\when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines. response:	Which means...
context: when you got sick and collapsed?\Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means... response:	I attained my magic eye, Reading Steiner,
context: Everything I saw began to flow together,\and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner, response:	at that moment?
context: and suddenly, I shook and couldn't stand up.\You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner,\at that moment? response:	We're back!
context: You looked just like that\in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner,\at that moment?\We're back! response:	You smell something weird?
context: in Feyris-chan's condominium.\That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner,\at that moment?\We're back!\You smell something weird? response:	I think it's the smell of Kurisu-san's apple pie.
context: That feeling I had when I got that fever\was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner,\at that moment?\We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie. response:	What?
context: was just like the feeling I get when I move world lines.\Which means...\I attained my magic eye, Reading Steiner,\at that moment?\We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What? response:	This?
context: Which means...\I attained my magic eye, Reading Steiner,\at that moment?\We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What?\This? response:	Want Mayushii to help, too?
context: I attained my magic eye, Reading Steiner,\at that moment?\We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What?\This?\Want Mayushii to help, too? response:	Can you boil an egg?
context: at that moment?\We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What?\This?\Want Mayushii to help, too?\Can you boil an egg? response:	Sure!
context: We're back!\You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What?\This?\Want Mayushii to help, too?\Can you boil an egg?\Sure! response:	Um... Can I use the microwave?
context: You smell something weird?\I think it's the smell of Kurisu-san's apple pie.\What?\This?\Want Mayushii to help, too?\Can you boil an egg?\Sure!\Um... Can I use the microwave? response:	N-No!
context: I think it's the smell of Kurisu-san's apple pie.\What?\This?\Want Mayushii to help, too?\Can you boil an egg?\Sure!\Um... Can I use the microwave?\N-No! response:	If you put drop a raw egg in, it will explode!
context: What?\This?\Want Mayushii to help, too?\Can you boil an egg?\Sure!\Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode! response:	I'll make the egg.
context: This?\Want Mayushii to help, too?\Can you boil an egg?\Sure!\Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg. response:	So you chop up the mushrooms, Mayuri.
context: Want Mayushii to help, too?\Can you boil an egg?\Sure!\Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri. response:	Okay!
context: Can you boil an egg?\Sure!\Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay! response:	W-Wait!
context: Sure!\Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay!\W-Wait! response:	You don't need mushrooms or boiled eggs for apple pie!
context: Um... Can I use the microwave?\N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie! response:	It's for the salad, to go with it.
context: N-No!\If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it. response:	I don't think a boiled egg and mushroom salad really goes with apple pie.
context: If you put drop a raw egg in, it will explode!\I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie. response:	And you!
context: I'll make the egg.\So you chop up the mushrooms, Mayuri.\Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you! response:	Stop chopping up mushrooms over there!
context: So you chop up the mushrooms, Mayuri.\Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there! response:	Move!
context: Okay!\W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there!\Move! response:	It's me.
context: W-Wait!\You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there!\Move!\It's me. response:	It seems I've released the seals that bound a dark god.
context: You don't need mushrooms or boiled eggs for apple pie!\It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there!\Move!\It's me.\It seems I've released the seals that bound a dark god. response:	If I don't contact you within the hour,
context: It's for the salad, to go with it.\I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there!\Move!\It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour, response:	tell my parents that I loved them.
context: I don't think a boiled egg and mushroom salad really goes with apple pie.\And you!\Stop chopping up mushrooms over there!\Move!\It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them. response:	Okabe-san, do you have a rice cooker?
context: And you!\Stop chopping up mushrooms over there!\Move!\It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker? response:	Where's Feyris-tan?
context: Stop chopping up mushrooms over there!\Move!\It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan? response:	Where's Feyris-tan?
context: Move!\It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan? response:	Hashida, you've been deceived.
context: It's me.\It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived. response:	Feyris-san said she couldn't come.
context: It seems I've released the seals that bound a dark god.\If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come. response:	Seriously?
context: If I don't contact you within the hour,\tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously? response:	Hey, Okarin!
context: tell my parents that I loved them.\Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously?\Hey, Okarin! response:	Next time I get a chance, I'll take care of it.
context: Okabe-san, do you have a rice cooker?\Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it. response:	Screw you!
context: Where's Feyris-tan?\Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you! response:	I was really looking forward to my time machine forum meeting.
context: Where's Feyris-tan?\Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting. response:	Time machine forum?
context: Hashida, you've been deceived.\Feyris-san said she couldn't come.\Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum? response:	It's with a sci-fi message board I frequent a lot.
context: Feyris-san said she couldn't come.\Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot. response:	A professional author was supposed to go, too!
context: Seriously?\Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too! response:	This is an interestingly shaped mess kit.
context: Hey, Okarin!\Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit. response:	Don't touch it.
context: Next time I get a chance, I'll take care of it.\Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it. response:	That's not a mess kit.
context: Screw you!\I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit. response:	It's Future Gadget 4, The Moad Snake.
context: I was really looking forward to my time machine forum meeting.\Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake. response:	A claymore mine?
context: Time machine forum?\It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine? response:	It's made to look like one.
context: It's with a sci-fi message board I frequent a lot.\A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one. response:	It's a super-instant humidifier.
context: A professional author was supposed to go, too!\This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one.\It's a super-instant humidifier. response:	Oh, this?
context: This is an interestingly shaped mess kit.\Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one.\It's a super-instant humidifier.\Oh, this? response:	S-Stop! Don't!
context: Don't touch it.\That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one.\It's a super-instant humidifier.\Oh, this?\S-Stop! Don't! response:	I'm sorry, Okabe-san.
context: That's not a mess kit.\It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one.\It's a super-instant humidifier.\Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san. response:	Don't worry about it.
context: It's Future Gadget 4, The Moad Snake.\A claymore mine?\It's made to look like one.\It's a super-instant humidifier.\Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it. response:	Next time, don't touch it.
context: A claymore mine?\It's made to look like one.\It's a super-instant humidifier.\Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it. response:	Hey, couldn't we use this?
context: It's made to look like one.\It's a super-instant humidifier.\Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this? response:	A vacuum cleaner?
context: It's a super-instant humidifier.\Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner? response:	Nope!
context: Oh, this?\S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner?\Nope! response:	It's Future Gadget 3.
context: S-Stop! Don't!\I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner?\Nope!\It's Future Gadget 3. response:	Or 2?
context: I'm sorry, Okabe-san.\Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner?\Nope!\It's Future Gadget 3.\Or 2? response:	5!
context: Don't worry about it.\Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner?\Nope!\It's Future Gadget 3.\Or 2?\5! response:	And its name is
context: Next time, don't touch it.\Hey, couldn't we use this?\A vacuum cleaner?\Nope!\It's Future Gadget 3.\Or 2?\5!\And its name is response:	Once Again I've Connected Something Useless
context: Hey, couldn't we use this?\A vacuum cleaner?\Nope!\It's Future Gadget 3.\Or 2?\5!\And its name is\Once Again I've Connected Something Useless response:	By Goemon.
context: A vacuum cleaner?\Nope!\It's Future Gadget 3.\Or 2?\5!\And its name is\Once Again I've Connected Something Useless\By Goemon. response:	We made it so you can use a vacuum cleaner's output to warm a dryer.
context: Nope!\It's Future Gadget 3.\Or 2?\5!\And its name is\Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer. response:	Give it to me.
context: It's Future Gadget 3.\Or 2?\5!\And its name is\Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me. response:	Wait!
context: Or 2?\5!\And its name is\Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait! response:	When you use that, you need to turn off
context: 5!\And its name is\Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait!\When you use that, you need to turn off response:	any other appliances, or...
context: And its name is\Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait!\When you use that, you need to turn off\any other appliances, or... response:	Where's the flashlight?
context: Once Again I've Connected Something Useless\By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait!\When you use that, you need to turn off\any other appliances, or...\Where's the flashlight? response:	Is this it?
context: By Goemon.\We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait!\When you use that, you need to turn off\any other appliances, or...\Where's the flashlight?\Is this it? response:	No, Miss Ruka.
context: We made it so you can use a vacuum cleaner's output to warm a dryer.\Give it to me.\Wait!\When you use that, you need to turn off\any other appliances, or...\Where's the flashlight?\Is this it?\No, Miss Ruka. response:	That's a daikon radish.
context: Give it to me.\Wait!\When you use that, you need to turn off\any other appliances, or...\Where's the flashlight?\Is this it?\No, Miss Ruka.\That's a daikon radish. response:	U-Um, where's the breaker?
context: Wait!\When you use that, you need to turn off\any other appliances, or...\Where's the flashlight?\Is this it?\No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker? response:	If you walk around...
context: When you use that, you need to turn off\any other appliances, or...\Where's the flashlight?\Is this it?\No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker?\If you walk around... response:	I told you...
context: any other appliances, or...\Where's the flashlight?\Is this it?\No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker?\If you walk around...\I told you... response:	Ow...
context: Where's the flashlight?\Is this it?\No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker?\If you walk around...\I told you...\Ow... response:	The breaker's in the front hall.
context: Is this it?\No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker?\If you walk around...\I told you...\Ow...\The breaker's in the front hall. response:	Are you okay?
context: No, Miss Ruka.\That's a daikon radish.\U-Um, where's the breaker?\If you walk around...\I told you...\Ow...\The breaker's in the front hall.\Are you okay? response:	What's so funny?
context: That's a daikon radish.\U-Um, where's the breaker?\If you walk around...\I told you...\Ow...\The breaker's in the front hall.\Are you okay?\What's so funny? response:	I'm sorry.
context: U-Um, where's the breaker?\If you walk around...\I told you...\Ow...\The breaker's in the front hall.\Are you okay?\What's so funny?\I'm sorry. response:	But...
context: If you walk around...\I told you...\Ow...\The breaker's in the front hall.\Are you okay?\What's so funny?\I'm sorry.\But... response:	The lab I worked at in America had some of
context: I told you...\Ow...\The breaker's in the front hall.\Are you okay?\What's so funny?\I'm sorry.\But...\The lab I worked at in America had some of response:	the best people from around the world.
context: Ow...\The breaker's in the front hall.\Are you okay?\What's so funny?\I'm sorry.\But...\The lab I worked at in America had some of\the best people from around the world. response:	But they all had really big heads,
context: The breaker's in the front hall.\Are you okay?\What's so funny?\I'm sorry.\But...\The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads, response:	so it was a really hostile place.
context: Are you okay?\What's so funny?\I'm sorry.\But...\The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads,\so it was a really hostile place. response:	Compared to them, your lab is really childish,
context: What's so funny?\I'm sorry.\But...\The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish, response:	but it's a fun place to be.
context: I'm sorry.\But...\The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be. response:	I-I'm not praising you, okay?
context: But...\The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay? response:	I was just kinda thinking that...
context: The lab I worked at in America had some of\the best people from around the world.\But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that... response:	I guess maybe I simply wanted friends.
context: the best people from around the world.\But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends. response:	I, um...
context: But they all had really big heads,\so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um... response:	I think of you as a companion.
context: so it was a really hostile place.\Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um...\I think of you as a companion. response:	You told me before, didn't you?
context: Compared to them, your lab is really childish,\but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um...\I think of you as a companion.\You told me before, didn't you? response:	That I was your dear companion.
context: but it's a fun place to be.\I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um...\I think of you as a companion.\You told me before, didn't you?\That I was your dear companion. response:	That made me really happy, I guess.
context: I-I'm not praising you, okay?\I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um...\I think of you as a companion.\You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess. response:	You got a fever?
context: I was just kinda thinking that...\I guess maybe I simply wanted friends.\I, um...\I think of you as a companion.\You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess.\You got a fever? response:	N-No!
context: I guess maybe I simply wanted friends.\I, um...\I think of you as a companion.\You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess.\You got a fever?\N-No! response:	What? I'm trying to rethink my opinion of you...
context: I, um...\I think of you as a companion.\You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess.\You got a fever?\N-No!\What? I'm trying to rethink my opinion of you... response:	Stupid Okabe!
context: I think of you as a companion.\You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess.\You got a fever?\N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe! response:	Suzu-san's late.
context: You told me before, didn't you?\That I was your dear companion.\That made me really happy, I guess.\You got a fever?\N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late. response:	I wonder if she met her dad.
context: That I was your dear companion.\That made me really happy, I guess.\You got a fever?\N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad. response:	I bet they're finally spending time together.
context: That made me really happy, I guess.\You got a fever?\N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together. response:	I told her to come to the lab, either way.
context: You got a fever?\N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way. response:	But it's late.
context: N-No!\What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late. response:	We're aborting the operation.
context: What? I'm trying to rethink my opinion of you...\Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late.\We're aborting the operation. response:	You guys, go on home.
context: Stupid Okabe!\Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late.\We're aborting the operation.\You guys, go on home. response:	Part-Time Warrior
context: Suzu-san's late.\I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late.\We're aborting the operation.\You guys, go on home.\Part-Time Warrior response:	Part-Time Warrior
context: I wonder if she met her dad.\I bet they're finally spending time together.\I told her to come to the lab, either way.\But it's late.\We're aborting the operation.\You guys, go on home.\Part-Time Warrior\Part-Time Warrior response:	I'm sorry
