context: August response:	September
context: Cut Here\One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes! response:	I'm frightened by how thrilled you sound...
context: One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound... response:	Isn't that great, Naru?
context: What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru? response:	I keep watering these sunflowers, even though I have no idea who planted them or when.
context: And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when. response:	If I left them alone, they'd probably grow up fine on their own...
context: Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own... response:	Climbing up there again?
context: Naru, it's okay to be mad!\Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again? response:	You know that's dangerous.
context: Ticket to do anything you say One time\Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous. response:	Grampa's goin' on a grave visit.
context: Yes!\I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit. response:	He said to bring you along, Sensei.
context: I'm frightened by how thrilled you sound...\Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei. response:	Grave visit?
context: Isn't that great, Naru?\I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit? response:	Yep!
context: I keep watering these sunflowers, even though I have no idea who planted them or when.\If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit?\Yep! response:	Sensei! This way, this way!
context: If I left them alone, they'd probably grow up fine on their own...\Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit?\Yep!\Sensei! This way, this way! response:	Oh, right...
context: Climbing up there again?\You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit?\Yep!\Sensei! This way, this way!\Oh, right... response:	It's already Obon season...
context: You know that's dangerous.\Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit?\Yep!\Sensei! This way, this way!\Oh, right...\It's already Obon season... response:	Sensei!
context: Grampa's goin' on a grave visit.\He said to bring you along, Sensei.\Grave visit?\Yep!\Sensei! This way, this way!\Oh, right...\It's already Obon season...\Sensei! response:	Over'ere, Sensei!
context: He said to bring you along, Sensei.\Grave visit?\Yep!\Sensei! This way, this way!\Oh, right...\It's already Obon season...\Sensei!\Over'ere, Sensei! response:	Good of ya to come!
context: Grave visit?\Yep!\Sensei! This way, this way!\Oh, right...\It's already Obon season...\Sensei!\Over'ere, Sensei!\Good of ya to come! response:	Are you sure you want an outsider like me at your family grave?
context: Yep!\Sensei! This way, this way!\Oh, right...\It's already Obon season...\Sensei!\Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave? response:	I hafta go to the fields,
context: Sensei! This way, this way!\Oh, right...\It's already Obon season...\Sensei!\Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields, response:	so I was thinkin' I'd have you keep vigil over the gravesite flame.
context: Oh, right...\It's already Obon season...\Sensei!\Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame. response:	Firecrackers?!
context: It's already Obon season...\Sensei!\Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?! response:	That's gotta be bad omen!
context: Sensei!\Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen! response:	That's normal'round here!
context: Over'ere, Sensei!\Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen!\That's normal'round here! response:	Huh, a custom?
context: Good of ya to come!\Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen!\That's normal'round here!\Huh, a custom? response:	Well, take care of the rest!
context: Are you sure you want an outsider like me at your family grave?\I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen!\That's normal'round here!\Huh, a custom?\Well, take care of the rest! response:	See you later!
context: I hafta go to the fields,\so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen!\That's normal'round here!\Huh, a custom?\Well, take care of the rest!\See you later! response:	You're going already?
context: so I was thinkin' I'd have you keep vigil over the gravesite flame.\Firecrackers?!\That's gotta be bad omen!\That's normal'round here!\Huh, a custom?\Well, take care of the rest!\See you later!\You're going already? response:	Naru knows the ropes, so just do as she says!
context: Firecrackers?!\That's gotta be bad omen!\That's normal'round here!\Huh, a custom?\Well, take care of the rest!\See you later!\You're going already?\Naru knows the ropes, so just do as she says! response:	Now, off to the fields!
context: That's gotta be bad omen!\That's normal'round here!\Huh, a custom?\Well, take care of the rest!\See you later!\You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields! response:	He just dumped it on me...
context: That's normal'round here!\Huh, a custom?\Well, take care of the rest!\See you later!\You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me... response:	Kotoishi Family Grave
context: Huh, a custom?\Well, take care of the rest!\See you later!\You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave response:	I've never made a proper grave visit before.
context: Well, take care of the rest!\See you later!\You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before. response:	I don't know who's resting here,
context: See you later!\You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here, response:	but I hope you'll treat me well today.
context: You're going already?\Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today. response:	Sensei, first ya gotta set the lan'ern.
context: Naru knows the ropes, so just do as she says!\Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern. response:	The lan'ern?
context: Now, off to the fields!\He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern? response:	See, those!
context: He just dumped it on me...\Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those! response:	Ah, paper lanterns.
context: Kotoishi Family Grave\I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those!\Ah, paper lanterns. response:	Lan'ern!
context: I've never made a proper grave visit before.\I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those!\Ah, paper lanterns.\Lan'ern! response:	Now that you mention it, all the graves have one.
context: I don't know who's resting here,\but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those!\Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one. response:	Until this flame goes out, we mustn't leave the grave.
context: but I hope you'll treat me well today.\Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those!\Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave. response:	These are candles that burn for two hours.
context: Sensei, first ya gotta set the lan'ern.\The lan'ern?\See, those!\Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours. response:	We need to stay here for that long?
context: The lan'ern?\See, those!\Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long? response:	I got these in case we get bored!
context: See, those!\Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored! response:	So you do that, too...
context: Ah, paper lanterns.\Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored!\So you do that, too... response:	Mind if I pay a visit, too?
context: Lan'ern!\Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too? response:	Oh! Yasuba!
context: Now that you mention it, all the graves have one.\Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba! response:	I came to offer an incense stick.
context: Until this flame goes out, we mustn't leave the grave.\These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick. response:	I was friends with Naru's gramma, y'know.
context: These are candles that burn for two hours.\We need to stay here for that long?\I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know. response:	Somehow or other, I managed to live through this past year.
context: We need to stay here for that long?\I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year. response:	That's kinda depressing...
context: I got these in case we get bored!\So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing... response:	There, much obliged.
context: So you do that, too...\Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged. response:	Sensei, ya must have it rough in this heat.
context: Mind if I pay a visit, too?\Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat. response:	With an outsider like me here,
context: Oh! Yasuba!\I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here, response:	Naru's grandma probably can't rest easy.
context: I came to offer an incense stick.\I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy. response:	That ain't so.
context: I was friends with Naru's gramma, y'know.\Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so. response:	Just look at this candle.
context: Somehow or other, I managed to live through this past year.\That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle. response:	See how the flame's dancin' up and down?
context: That's kinda depressing...\There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle.\See how the flame's dancin' up and down? response:	Yeah, it is...
context: There, much obliged.\Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is... response:	That means her gramma's smilin' down on ya.
context: Sensei, ya must have it rough in this heat.\With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya. response:	Have faith in yerself.
context: With an outsider like me here,\Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself. response:	Guess I'll do my best, if it'll make the master of this grave happy.
context: Naru's grandma probably can't rest easy.\That ain't so.\Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy. response:	Ayup!
context: That ain't so.\Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup! response:	Do you have a lighter?
context: Just look at this candle.\See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter? response:	I have matches.
context: See how the flame's dancin' up and down?\Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter?\I have matches. response:	Fireworks again?!
context: Yeah, it is...\That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter?\I have matches.\Fireworks again?! response:	They're parachutes!
context: That means her gramma's smilin' down on ya.\Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter?\I have matches.\Fireworks again?!\They're parachutes! response:	Fallin' umbrellas!
context: Have faith in yerself.\Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter?\I have matches.\Fireworks again?!\They're parachutes!\Fallin' umbrellas! response:	Hey, they're coming this way!
context: Guess I'll do my best, if it'll make the master of this grave happy.\Ayup!\Do you have a lighter?\I have matches.\Fireworks again?!\They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way! response:	I did it! Midair catch!
context: Ayup!\Do you have a lighter?\I have matches.\Fireworks again?!\They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch! response:	That's our Miwa-chan!
context: Do you have a lighter?\I have matches.\Fireworks again?!\They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan! response:	Running wild without regard for anyone she's disturbing!
context: I have matches.\Fireworks again?!\They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing! response:	Man, it's hard to run in a yukata.
context: Fireworks again?!\They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata. response:	I wanna do it, too!
context: They're parachutes!\Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too! response:	Sorry, those were the last fallin' umbrellas.
context: Fallin' umbrellas!\Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas. response:	Let's do somethin' else.
context: Hey, they're coming this way!\I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else. response:	C'mon, Sensei, give us some reaction!
context: I did it! Midair catch!\That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction! response:	You can't just ignore us!
context: That's our Miwa-chan!\Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us! response:	That's foul play!
context: Running wild without regard for anyone she's disturbing!\Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play! response:	He's telling us to help?
context: Man, it's hard to run in a yukata.\I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play!\He's telling us to help? response:	Fine, we'll help, we'll help!
context: I wanna do it, too!\Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play!\He's telling us to help?\Fine, we'll help, we'll help! response:	Stop giving us the evil eye!
context: Sorry, those were the last fallin' umbrellas.\Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play!\He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye! response:	So this is different from Obon in Tokyo?
context: Let's do somethin' else.\C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play!\He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo? response:	Completely different.
context: C'mon, Sensei, give us some reaction!\You can't just ignore us!\That's foul play!\He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different. response:	For starters, we don't visit in the evening,
context: You can't just ignore us!\That's foul play!\He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening, response:	and we don't offer uncooked rice.
context: That's foul play!\He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice. response:	We also don't set off fireworks, or wear yukata, or hang paper lanterns.
context: He's telling us to help?\Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns. response:	You don't?!
context: Fine, we'll help, we'll help!\Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?! response:	Kotoishi Family Grave
context: Stop giving us the evil eye!\So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave response:	The gold gravestone lettering is strange, too!
context: So this is different from Obon in Tokyo?\Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too! response:	Yer kiddin'! They ain't gold everywhere in Japan?!
context: Completely different.\For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?! response:	Well, since I rarely make grave visits,
context: For starters, we don't visit in the evening,\and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits, response:	I can't exactly talk like I'm an expert on the customs.
context: and we don't offer uncooked rice.\We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs. response:	Well, we only come to visit graves during Obon, too.
context: We also don't set off fireworks, or wear yukata, or hang paper lanterns.\You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too. response:	And we really only come to set off fireworks.
context: You don't?!\Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks. response:	Oh, and to see the onde.
context: Kotoishi Family Grave\The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde. response:	Onde?
context: The gold gravestone lettering is strange, too!\Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde.\Onde? response:	Pardon me...
context: Yer kiddin'! They ain't gold everywhere in Japan?!\Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde.\Onde?\Pardon me... response:	D'ya mind if we proceed past your gravesite?
context: Well, since I rarely make grave visits,\I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde.\Onde?\Pardon me...\D'ya mind if we proceed past your gravesite? response:	That's the onde. They dance at each family grave that's had a death since last Obon.
context: I can't exactly talk like I'm an expert on the customs.\Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde.\Onde?\Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon. response:	They're kinda scary...
context: Well, we only come to visit graves during Obon, too.\And we really only come to set off fireworks.\Oh, and to see the onde.\Onde?\Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary... response:	What does that mean, translated into Japanese?
context: And we really only come to set off fireworks.\Oh, and to see the onde.\Onde?\Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese? response:	It ain't exactly a foreign language.
context: Oh, and to see the onde.\Onde?\Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language. response:	What's this? Why'd he stop?
context: Onde?\Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop? response:	Also, isn't he looking my way?
context: Pardon me...\D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way? response:	He is looking at me!
context: D'ya mind if we proceed past your gravesite?\That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me! response:	Have I done something wrong?!
context: That's the onde. They dance at each family grave that's had a death since last Obon.\They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?! response:	You should see the look on your face!
context: They're kinda scary...\What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?!\You should see the look on your face! response:	Sensei, you frighten too easily.
context: What does that mean, translated into Japanese?\It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily. response:	Hiro?!
context: It ain't exactly a foreign language.\What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily.\Hiro?! response:	You're in the troop, too?!
context: What's this? Why'd he stop?\Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?! response:	They were shorthanded, so I'm filling in.
context: Also, isn't he looking my way?\He is looking at me!\Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in. response:	Hiro-senpai!
context: He is looking at me!\Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai! response:	We have to hurry to the next one!
context: Have I done something wrong?!\You should see the look on your face!\Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one! response:	My feet are killin' me.
context: You should see the look on your face!\Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me. response:	Just three more. Hang in there!
context: Sensei, you frighten too easily.\Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there! response:	Later, Sensei. I still have dancing to do.
context: Hiro?!\You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do. response:	Sure. Good luck.
context: You're in the troop, too?!\They were shorthanded, so I'm filling in.\Hiro-senpai!\We have to hurry to the next one!\My feet are killin' me.\Just three more. Hang in there!\Later, Sensei. I still have dancing to do.\Sure. Good luck. response:	Don't follow me!
