context: I'm sorry. I couldn't make breakfast... response:	Don't be stupid. You have such a high fever!
context: Don't ask something like that because it will remind her of the nightmare!\Indeed...\Then, I'll be going now. Sorry to have bothered you.\I am eagerly awaiting your next patronage.\I'll see her off. I'll be right back.\Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is. response:	Wait. We still don't have proof that Ayumi is the wielder of the special ability.
context: Indeed...\Then, I'll be going now. Sorry to have bothered you.\I am eagerly awaiting your next patronage.\I'll see her off. I'll be right back.\Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability. response:	It can be someone else that lives in this condo complex...
context: Then, I'll be going now. Sorry to have bothered you.\I am eagerly awaiting your next patronage.\I'll see her off. I'll be right back.\Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex... response:	It is true that we don't have proof. But, the possibility is very high.
context: I am eagerly awaiting your next patronage.\I'll see her off. I'll be right back.\Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high. response:	And collapse... I can't help but feel that it will be a dangerous ability.
context: I'll see her off. I'll be right back.\Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability. response:	That's the same terror that I initially felt.
context: Really, it's nothing like that.\Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt. response:	So, get it out of her. This will be for Ayumi as well.
context: Please ask her what the nightmare was about.\It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well. response:	All right.
context: It might be a clue in figuring out what the collapse ability is.\Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right. response:	Even if her fever goes down, make her stay home tomorrow just in case.
context: Wait. We still don't have proof that Ayumi is the wielder of the special ability.\It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case. response:	At present, we just have too few information.
context: It can be someone else that lives in this condo complex...\It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information. response:	Yeah...
context: It is true that we don't have proof. But, the possibility is very high.\And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah... response:	I'm back.
context: And collapse... I can't help but feel that it will be a dangerous ability.\That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah...\I'm back. response:	Hey, Ayumi.
context: That's the same terror that I initially felt.\So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah...\I'm back.\Hey, Ayumi. response:	Can you tell me what that dream you mentioned earlier was about?
context: So, get it out of her. This will be for Ayumi as well.\All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah...\I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about? response:	Well, I don't remember it well...
context: All right.\Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah...\I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well... response:	You can just give me a vague idea.
context: Even if her fever goes down, make her stay home tomorrow just in case.\At present, we just have too few information.\Yeah...\I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea. response:	A dream where something breaks.
context: At present, we just have too few information.\Yeah...\I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks. response:	What did?
context: Yeah...\I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks.\What did? response:	I think... the ground?
context: I'm back.\Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks.\What did?\I think... the ground? response:	What kind of ground was it?
context: Hey, Ayumi.\Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks.\What did?\I think... the ground?\What kind of ground was it? response:	I can't remember that much...
context: Can you tell me what that dream you mentioned earlier was about?\Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks.\What did?\I think... the ground?\What kind of ground was it?\I can't remember that much... response:	It was like there were cracks in the ground and splitting up...
context: Well, I don't remember it well...\You can just give me a vague idea.\A dream where something breaks.\What did?\I think... the ground?\What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up... response:	Why do you ask that?
context: You can just give me a vague idea.\A dream where something breaks.\What did?\I think... the ground?\What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that? response:	Wouldn't it be scary if that dream came true?
context: A dream where something breaks.\What did?\I think... the ground?\What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true? response:	Ayu is the type that doesn't believe in spiritual stories like that...
context: What did?\I think... the ground?\What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that... response:	The world is full of spiritual things, though.
context: I think... the ground?\What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though. response:	The ground splitting up? Is that some kind of a hint?
context: What kind of ground was it?\I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint? response:	Maybe that ability is something
context: I can't remember that much...\It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something response:	so horrible that it will also rope in the person using it.
context: It was like there were cracks in the ground and splitting up...\Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it. response:	We still have too few information after all...
context: Why do you ask that?\Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all... response:	What should we do?
context: Wouldn't it be scary if that dream came true?\Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do? response:	For now, we can use the large number
context: Ayu is the type that doesn't believe in spiritual stories like that...\The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do?\For now, we can use the large number response:	of surveillance cameras set up at the middle school
context: The world is full of spiritual things, though.\The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school response:	to see which way the ability is headed.
context: The ground splitting up? Is that some kind of a hint?\Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed. response:	Other than that, probably just letting the teachers know to look out for Ayumi.
context: Maybe that ability is something\so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi. response:	The middle school has a lot of people, so it's dangerous if something happens.
context: so horrible that it will also rope in the person using it.\We still have too few information after all...\What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens. response:	It's a lot safer at the condo complex.
context: We still have too few information after all...\What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex. response:	I'd like to gather a bit more information, so have her stay home again tomorrow.
context: What should we do?\For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow. response:	Yeah, I'll do that.
context: For now, we can use the large number\of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that. response:	Should I go cast a magic spell that cures her cold?
context: of surveillance cameras set up at the middle school\to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold? response:	There it is! Yusarin's magic spell series, 21! The spell for curing a cold!
context: to see which way the ability is headed.\Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold! response:	Such a turn-off!
context: Other than that, probably just letting the teachers know to look out for Ayumi.\The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off! response:	No, she'll get a nosebleed again, so I'd like you to pass this time...
context: The middle school has a lot of people, so it's dangerous if something happens.\It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time... response:	Yes, then I'll visit once she's better!
context: It's a lot safer at the condo complex.\I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better! response:	Yeah, that helps a lot.
context: I'd like to gather a bit more information, so have her stay home again tomorrow.\Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot. response:	36.5 degrees... your fever has gone down.
context: Yeah, I'll do that.\Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down. response:	Ayu here has managed to finish fighting the illness,
context: Should I go cast a magic spell that cures her cold?\There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness, response:	and going to do her best like she usually does!
context: There it is! Yusarin's magic spell series, 21! The spell for curing a cold!\Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does! response:	You didn't have a weird dream, right?
context: Such a turn-off!\No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right? response:	Correct.
context: No, she'll get a nosebleed again, so I'd like you to pass this time...\Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct. response:	But you're still recovering. I think you should stay home for one more day.
context: Yes, then I'll visit once she's better!\Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day. response:	It's boring to stay in bed even without a fever, so I'd like to go to school.
context: Yeah, that helps a lot.\36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school. response:	There's still a chance that your cold will relapse,
context: 36.5 degrees... your fever has gone down.\Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse, response:	so I can't allow that as your big brother.
context: Ayu here has managed to finish fighting the illness,\and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother. response:	Suck it up, be a good girl, and stay in bed for one more day. Got that?
context: and going to do her best like she usually does!\You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that? response:	I'll contact your school.
context: You didn't have a weird dream, right?\Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school. response:	Ayu is not so easy that you can stop her time and time again...
context: Correct.\But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again... response:	The grudge of the pizza sauce... will be avenged!
context: But you're still recovering. I think you should stay home for one more day.\It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged! response:	Are your injuries all better already?
context: It's boring to stay in bed even without a fever, so I'd like to go to school.\There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already? response:	You mean when I was pushed off from the student council room two days ago?
context: There's still a chance that your cold will relapse,\so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago? response:	Yeah.
context: so I can't allow that as your big brother.\Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah. response:	It's something that happens often,
context: Suck it up, be a good girl, and stay in bed for one more day. Got that?\I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often, response:	so accidents of that level can be dealt with right away.
context: I'll contact your school.\Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away. response:	Though, when I first met her, it really was an instant trip to the hospital...
context: Ayu is not so easy that you can stop her time and time again...\The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital... response:	If I was in your shoes, I'd never be able to deal with it all...
context: The grudge of the pizza sauce... will be avenged!\Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all... response:	It really makes me slightly unsure of whether or not Tomori should be the leader...
context: Are your injuries all better already?\You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader... response:	She is a lot more calculating than what you're currently thinking.
context: You mean when I was pushed off from the student council room two days ago?\Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking. response:	Oh, she's calling us over again. Let's hurry up and eat!
context: Yeah.\It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat! response:	You're finally here...
context: It's something that happens often,\so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here... response:	Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.
context: so accidents of that level can be dealt with right away.\Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that. response:	How did you find the time to twirl a pasta around your fork to eat?
context: Though, when I first met her, it really was an instant trip to the hospital...\If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat? response:	What? Did something happen?
context: If I was in your shoes, I'd never be able to deal with it all...\It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen? response:	Ayumi is at school.
context: It really makes me slightly unsure of whether or not Tomori should be the leader...\She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school. response:	No, I contacted her school and made her stay home today as well...
context: She is a lot more calculating than what you're currently thinking.\Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well... response:	How was her condition today?
context: Oh, she's calling us over again. Let's hurry up and eat!\You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today? response:	The fever was down...
context: You're finally here...\Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down... response:	But I was worried about her relapsing, so I told her to stay home for one more day.
context: Both of use were eating pasta, so we couldn't wolf it down. Sorry about that.\How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day. response:	Because her temperature is normal, perhaps.
context: How did you find the time to twirl a pasta around your fork to eat?\What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps. response:	She decided to attend school from third period, based on her own decision.
context: What? Did something happen?\Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision. response:	I have a bad feeling about this. Let's go check Ayumi's condition right away.
context: Ayumi is at school.\No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away. response:	Nice seeing you!
context: No, I contacted her school and made her stay home today as well...\How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you! response:	Um, Otosaka?
context: How was her condition today?\The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka? response:	I found a sweets shop that serves really good red bean soup.
context: The fever was down...\But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup. response:	I'll treat you some to celebrate you getting better.
context: But I was worried about her relapsing, so I told her to stay home for one more day.\Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better. response:	I'm sorry, but I just got better, so I'll have to pass.
context: Because her temperature is normal, perhaps.\She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass. response:	H-Hold on a second!
context: She decided to attend school from third period, based on her own decision.\I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second! response:	If right after getting better is bad, how about we go on the weekend...
context: I have a bad feeling about this. Let's go check Ayumi's condition right away.\Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend... response:	You really don't get it, do you... you've been denied once already. Just give up!
context: Nice seeing you!\Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend...\You really don't get it, do you... you've been denied once already. Just give up! response:	Outta my way! I'm going to make my way back through from here!
context: Um, Otosaka?\I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend...\You really don't get it, do you... you've been denied once already. Just give up!\Outta my way! I'm going to make my way back through from here! response:	Oh, shut up, shut up!
context: I found a sweets shop that serves really good red bean soup.\I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend...\You really don't get it, do you... you've been denied once already. Just give up!\Outta my way! I'm going to make my way back through from here!\Oh, shut up, shut up! response:	I'll do something with this guy, so Ayucchi, you can go on ahead.
context: I'll treat you some to celebrate you getting better.\I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend...\You really don't get it, do you... you've been denied once already. Just give up!\Outta my way! I'm going to make my way back through from here!\Oh, shut up, shut up!\I'll do something with this guy, so Ayucchi, you can go on ahead. response:	Thanks, Nomu-chan.
context: I'm sorry, but I just got better, so I'll have to pass.\H-Hold on a second!\If right after getting better is bad, how about we go on the weekend...\You really don't get it, do you... you've been denied once already. Just give up!\Outta my way! I'm going to make my way back through from here!\Oh, shut up, shut up!\I'll do something with this guy, so Ayucchi, you can go on ahead.\Thanks, Nomu-chan. response:	Wait, hold on, O-Otosaka!
