context: April response:	Huh? A girl?
context: Y-Yeah.\Can I keep these sandals as a gift?\Sure.\Thanks.\It must've sucked for you, huh?\Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together. response:	This is my job.
context: Can I keep these sandals as a gift?\Sure.\Thanks.\It must've sucked for you, huh?\Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together.\This is my job. response:	It was fun.
context: Sure.\Thanks.\It must've sucked for you, huh?\Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together.\This is my job.\It was fun. response:	I had fun, really.
context: Thanks.\It must've sucked for you, huh?\Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together.\This is my job.\It was fun.\I had fun, really. response:	Wow.
context: It must've sucked for you, huh?\Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together.\This is my job.\It was fun.\I had fun, really.\Wow. response:	You're something else.
context: Having to play the girlfriend of trash like me.\Ow!\Sheesh. Pull yourself together.\This is my job.\It was fun.\I had fun, really.\Wow.\You're something else. response:	Rent - a - Girlfriend
context: Ow!\Sheesh. Pull yourself together.\This is my job.\It was fun.\I had fun, really.\Wow.\You're something else.\Rent - a - Girlfriend response:	Dumbass.
context: Sheesh. Pull yourself together.\This is my job.\It was fun.\I had fun, really.\Wow.\You're something else.\Rent - a - Girlfriend\Dumbass. response:	Yikes.
context: This is my job.\It was fun.\I had fun, really.\Wow.\You're something else.\Rent - a - Girlfriend\Dumbass.\Yikes. response:	And all my stuff's still in the restroom there...
context: It was fun.\I had fun, really.\Wow.\You're something else.\Rent - a - Girlfriend\Dumbass.\Yikes.\And all my stuff's still in the restroom there... response:	Chizuru-san.
context: I had fun, really.\Wow.\You're something else.\Rent - a - Girlfriend\Dumbass.\Yikes.\And all my stuff's still in the restroom there...\Chizuru-san. response:	Kibe-san?
context: Wow.\You're something else.\Rent - a - Girlfriend\Dumbass.\Yikes.\And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san? response:	Do you have time to chat?
context: You're something else.\Rent - a - Girlfriend\Dumbass.\Yikes.\And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san?\Do you have time to chat? response:	She showed up at noon, so two hours?
context: Rent - a - Girlfriend\Dumbass.\Yikes.\And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours? response:	Add to that the train fare to Shimoda...
context: Dumbass.\Yikes.\And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda... response:	Twenty-five thousand yen! That's a lot!
context: Yikes.\And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot! response:	This always burns a hole in my wallet.
context: And all my stuff's still in the restroom there...\Chizuru-san.\Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet. response:	But given all I put her through, even twice that wouldn't make up for it.
context: Chizuru-san.\Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it. response:	Damn that Kibe...
context: Kibe-san?\Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe... response:	Who punches a guy before getting the full story?
context: Do you have time to chat?\She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story? response:	Just how undeserving does he think I am of Mizuhara?!
context: She showed up at noon, so two hours?\Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?! response:	I know, I know!
context: Add to that the train fare to Shimoda...\Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know! response:	Well, I did show her off to him a lot.
context: Twenty-five thousand yen! That's a lot!\This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot. response:	You reap what you sow, I guess.
context: This always burns a hole in my wallet.\But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess. response:	You're so stupid, Kibe.
context: But given all I put her through, even twice that wouldn't make up for it.\Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe. response:	You should know there's no way Mizuhara would go out with me for real.
context: Damn that Kibe...\Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real. response:	You just don't get it, man.
context: Who punches a guy before getting the full story?\Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man. response:	Can I drop the formalities?
context: Just how undeserving does he think I am of Mizuhara?!\I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities? response:	Y-Yes, go ahead.
context: I know, I know!\Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead. response:	What? Kibe and Mizuhara?!
context: Well, I did show her off to him a lot.\You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?! response:	What are they doing by themselves?
context: You reap what you sow, I guess.\You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves? response:	And things seem kinda awkward!
context: You're so stupid, Kibe.\You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward! response:	Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.
context: You should know there's no way Mizuhara would go out with me for real.\You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke. response:	Wait, is he asking her out?
context: You just don't get it, man.\Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out? response:	Yeah, no.
context: Can I drop the formalities?\Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no. response:	Are you and Kazuya really breaking up?
context: Y-Yes, go ahead.\What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up? response:	W-We are.
context: What? Kibe and Mizuhara?!\What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up?\W-We are. response:	Oh.
context: What are they doing by themselves?\And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up?\W-We are.\Oh. response:	I've known him since we were kids.
context: And things seem kinda awkward!\Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up?\W-We are.\Oh.\I've known him since we were kids. response:	I've watched him his entire life, including what a flop he is with the ladies.
context: Lives by the motto of Every cutie is probably taken anyway, so might as well go for broke.\Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up?\W-We are.\Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies. response:	Well, I almost gave up on him when he got rejected three times in one month, though.
context: Wait, is he asking her out?\Yeah, no.\Are you and Kazuya really breaking up?\W-We are.\Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though. response:	By the same girl, no less.
context: Yeah, no.\Are you and Kazuya really breaking up?\W-We are.\Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less. response:	Why bring that up now?!
context: Are you and Kazuya really breaking up?\W-We are.\Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?! response:	So I honestly couldn't believe my eyes when he showed up with a cutie like you.
context: W-We are.\Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you. response:	He's trash, isn't he?
context: Oh.\I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he? response:	He's a wishy-washy moron who always needs others to clean up his messes,
context: I've known him since we were kids.\I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes, response:	but he still believes everything will work out for him.
context: I've watched him his entire life, including what a flop he is with the ladies.\Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him. response:	Hey! Tell him he's wrong!
context: Well, I almost gave up on him when he got rejected three times in one month, though.\By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong! response:	But sometimes, I think it's a real talent to be so stupidly optimistic.
context: By the same girl, no less.\Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic. response:	Once, in grade school,
context: Why bring that up now?!\So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school, response:	our class was growing morning glories over the summer.
context: So I honestly couldn't believe my eyes when he showed up with a cutie like you.\He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer. response:	Kinoshita
context: He's trash, isn't he?\He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita response:	Sato
context: He's a wishy-washy moron who always needs others to clean up his messes,\but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita\Sato response:	Yamada
context: but he still believes everything will work out for him.\Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita\Sato\Yamada response:	But I knocked his planter over by accident.
context: Hey! Tell him he's wrong!\But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita\Sato\Yamada\But I knocked his planter over by accident. response:	I couldn't tell where the seeds had flown off to.
context: But sometimes, I think it's a real talent to be so stupidly optimistic.\Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita\Sato\Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to. response:	I just grabbed the dirt lying around and put it back.
context: Once, in grade school,\our class was growing morning glories over the summer.\Kinoshita\Sato\Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back. response:	Amazingly, his sprouted first.
context: our class was growing morning glories over the summer.\Kinoshita\Sato\Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first. response:	It was clearly just a weed,
context: Kinoshita\Sato\Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed, response:	but he was adamant that it was a morning glory.
context: Sato\Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory. response:	The teacher tried to stop him,
context: Yamada\But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him, response:	but he showed up first every morning to water it.
context: But I knocked his planter over by accident.\I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it. response:	Super green
context: I couldn't tell where the seeds had flown off to.\I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it.\Super green response:	Super big
context: I just grabbed the dirt lying around and put it back.\Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it.\Super green\Super big response:	And he even kept a journal for it.
context: Amazingly, his sprouted first.\It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it.\Super green\Super big\And he even kept a journal for it. response:	What a moron, right?
context: It was clearly just a weed,\but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it.\Super green\Super big\And he even kept a journal for it.\What a moron, right? response:	Absolutely.
context: but he was adamant that it was a morning glory.\The teacher tried to stop him,\but he showed up first every morning to water it.\Super green\Super big\And he even kept a journal for it.\What a moron, right?\Absolutely. response:	I felt bad about the whole thing,
context: The teacher tried to stop him,\but he showed up first every morning to water it.\Super green\Super big\And he even kept a journal for it.\What a moron, right?\Absolutely.\I felt bad about the whole thing, response:	and decided to apologize to him once summer break ended.
context: but he showed up first every morning to water it.\Super green\Super big\And he even kept a journal for it.\What a moron, right?\Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended. response:	But then...
context: Super green\Super big\And he even kept a journal for it.\What a moron, right?\Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then... response:	What do you think happened?
context: Super big\And he even kept a journal for it.\What a moron, right?\Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then...\What do you think happened? response:	The plant blossomed.
context: And he even kept a journal for it.\What a moron, right?\Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then...\What do you think happened?\The plant blossomed. response:	Kinoshita
context: What a moron, right?\Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then...\What do you think happened?\The plant blossomed.\Kinoshita response:	Into a flower prettier than anyone else's.
context: Absolutely.\I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then...\What do you think happened?\The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's. response:	It was a rare flower called Hibiscus t-something-num.
context: I felt bad about the whole thing,\and decided to apologize to him once summer break ended.\But then...\What do you think happened?\The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num. response:	Well Grown!!
context: and decided to apologize to him once summer break ended.\But then...\What do you think happened?\The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!! response:	Gold Medal
context: But then...\What do you think happened?\The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal response:	It won him the gold medal in our research project.
context: What do you think happened?\The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal\It won him the gold medal in our research project. response:	He was sad because it wasn't a morning glory,
context: The plant blossomed.\Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory, response:	Gah!
context: Kinoshita\Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah! response:	The heck kinda flower is this?!
context: Into a flower prettier than anyone else's.\It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?! response:	but I was mad jealous of that flower.
context: It was a rare flower called Hibiscus t-something-num.\Well Grown!!\Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower. response:	It never would've bloomed if he'd given up and stopped watering the plant.
context: Well Grown!!\Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant. response:	Reality's always out to grind us down.
context: Gold Medal\It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down. response:	The rent's through the roof,
context: It won him the gold medal in our research project.\He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof, response:	the neighborhood strays always poop by your front door,
context: He was sad because it wasn't a morning glory,\Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door, response:	the manga you love goes out with a whimper, and stuff.
context: Gah!\The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff. response:	But you know what?
context: The heck kinda flower is this?!\but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what? response:	When you let reality win and stop dreaming, you die inside.
context: but I was mad jealous of that flower.\It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside. response:	When you stood up for Kazu-chin at the pub,
context: It never would've bloomed if he'd given up and stopped watering the plant.\Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub, response:	I thought he'd finally found someone who noticed his positives.
context: Reality's always out to grind us down.\The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives. response:	I don't know what happened between the two of you...
context: The rent's through the roof,\the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you... response:	but if you've just grown sick of him being a dumbass,
context: the neighborhood strays always poop by your front door,\the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass, response:	could you give him another chance?
context: the manga you love goes out with a whimper, and stuff.\But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance? response:	If he ever pisses you off, I'll beat him up for you.
context: But you know what?\When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you. response:	He's not a bad guy, honestly.
context: When you let reality win and stop dreaming, you die inside.\When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly. response:	In the end, I know he'll make sure you don't regret it.
context: When you stood up for Kazu-chin at the pub,\I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it. response:	Ferry Ride
context: I thought he'd finally found someone who noticed his positives.\I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride response:	Oh, here. I bought these at the convenience store.
context: I don't know what happened between the two of you...\but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store. response:	I figured you two needed some alone time.
context: but if you've just grown sick of him being a dumbass,\could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time. response:	Oh, I couldn't possibly accept them!
context: could you give him another chance?\If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them! response:	Don't worry about it. Let me do this for you.
context: If he ever pisses you off, I'll beat him up for you.\He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you. response:	My best bud landed the best girl, but I'd done nothing to congratulate you two.
context: He's not a bad guy, honestly.\In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two. response:	Yikes!!
context: In the end, I know he'll make sure you don't regret it.\Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!! response:	Kazuya?
context: Ferry Ride\Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya? response:	He's running?!
context: Oh, here. I bought these at the convenience store.\I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya?\He's running?! response:	Hey, I'm sorry...
context: I figured you two needed some alone time.\Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya?\He's running?!\Hey, I'm sorry... response:	I'm sorry I hit you earlier!
context: Oh, I couldn't possibly accept them!\Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya?\He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier! response:	So lame
context: Don't worry about it. Let me do this for you.\My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya?\He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame response:	Shut it, you dolt.
context: My best bud landed the best girl, but I'd done nothing to congratulate you two.\Yikes!!\Kazuya?\He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame\Shut it, you dolt. response:	Well, I'll leave you two to it.
context: Yikes!!\Kazuya?\He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame\Shut it, you dolt.\Well, I'll leave you two to it. response:	Hey, wai
context: Kazuya?\He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame\Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai response:	A-Awkward!
context: He's running?!\Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame\Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai\A-Awkward! response:	This one's yours.
context: Hey, I'm sorry...\I'm sorry I hit you earlier!\So lame\Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai\A-Awkward!\This one's yours. response:	R-Right.
context: I'm sorry I hit you earlier!\So lame\Shut it, you dolt.\Well, I'll leave you two to it.\Hey, wai\A-Awkward!\This one's yours.\R-Right. response:	Mizuhara, uh...
