context: Puella Magi Madoka Magica Episode 10 response:	TL- Ryona
context: That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all? response:	Whether sooner or later, the ending will be the same.
context: Stop!\That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same. response:	As the strongest Magical Girl, she defeated the greatest enemy.
context: That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy. response:	Of course, after that she can only become the most evil Witch.
context: Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch. response:	The Madoka now,
context: Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now, response:	would probably destroy this planet in about 10 days.
context: she stopped the Walpurgis Night with only one hit.\No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days. response:	Anyway, that's humanity's problem now.
context: No matter what the ending is...\have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now. response:	Our energy recycling quota is approximately fulfilled.
context: have you predicted them all?\Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled. response:	Are you not going to fight?
context: Whether sooner or later, the ending will be the same.\As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight? response:	No... My battlefield is not here.
context: As the strongest Magical Girl, she defeated the greatest enemy.\Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here. response:	Akemi Homura.
context: Of course, after that she can only become the most evil Witch.\The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here.\Akemi Homura. response:	You...!
context: The Madoka now,\would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here.\Akemi Homura.\You...! response:	Return.
context: would probably destroy this planet in about 10 days.\Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here.\Akemi Homura.\You...!\Return. response:	No matter how many times, I will always choose to return.
context: Anyway, that's humanity's problem now.\Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here.\Akemi Homura.\You...!\Return.\No matter how many times, I will always choose to return. response:	Repeating the same period of time over and over again,
context: Our energy recycling quota is approximately fulfilled.\Are you not going to fight?\No... My battlefield is not here.\Akemi Homura.\You...!\Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again, response:	searching for the only exit.
context: Are you not going to fight?\No... My battlefield is not here.\Akemi Homura.\You...!\Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit. response:	For you...
context: No... My battlefield is not here.\Akemi Homura.\You...!\Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit.\For you... response:	a path out of the destiny of despair.
context: Akemi Homura.\You...!\Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit.\For you...\a path out of the destiny of despair. response:	Madoka.
context: You...!\Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit.\For you...\a path out of the destiny of despair.\Madoka. response:	My only friend.
context: Return.\No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit.\For you...\a path out of the destiny of despair.\Madoka.\My only friend. response:	Homura-chan.
context: No matter how many times, I will always choose to return.\Repeating the same period of time over and over again,\searching for the only exit.\For you...\a path out of the destiny of despair.\Madoka.\My only friend.\Homura-chan. response:	You... Just for you...
context: Repeating the same period of time over and over again,\searching for the only exit.\For you...\a path out of the destiny of despair.\Madoka.\My only friend.\Homura-chan.\You... Just for you... response:	Even if I am trapped in the infinite maze of eternity,
context: searching for the only exit.\For you...\a path out of the destiny of despair.\Madoka.\My only friend.\Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity, response:	I'm fine with that.
context: For you...\a path out of the destiny of despair.\Madoka.\My only friend.\Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that. response:	Episode 10 I won't depend on anyone anymore
context: a path out of the destiny of despair.\Madoka.\My only friend.\Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore response:	Episode 10 I won't depend on anyone anymore
context: Madoka.\My only friend.\Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore response:	Episode 10 I won't depend on anyone anymore
context: My only friend.\Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore response:	Mura Kuroe
context: Homura-chan.\You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Mura Kuroe response:	Looking over them for so long,
context: You... Just for you...\Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Mura Kuroe\Looking over them for so long, response:	don't you feel anything at all?
context: Even if I am trapped in the infinite maze of eternity,\I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Mura Kuroe\Looking over them for so long,\don't you feel anything at all? response:	Have you never tried to understand how much pain everyone has to go through?
context: I'm fine with that.\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Mura Kuroe\Looking over them for so long,\don't you feel anything at all?\Have you never tried to understand how much pain everyone has to go through? response:	Episode 11 The last checkpoint
context: Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Episode 10 I won't depend on anyone anymore\Mura Kuroe\Looking over them for so long,\don't you feel anything at all?\Have you never tried to understand how much pain everyone has to go through?\Episode 11 The last checkpoint response:	The last checkpoint...
