context: Yum! response:	This is great!
context: He hates me now, I'm sure.\Thanks.\What kind of feeling is love?\Don't shoot!\Don't shoot, Suou!\He called my name.\I can't bear eating weeds again.\Where did you get the ingredients? response:	We won't have our vitamins without vegetables.
context: Thanks.\What kind of feeling is love?\Don't shoot!\Don't shoot, Suou!\He called my name.\I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables. response:	And I hate canned food because it stinks of metal.
context: What kind of feeling is love?\Don't shoot!\Don't shoot, Suou!\He called my name.\I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal. response:	This will make the smell go away.
context: Don't shoot!\Don't shoot, Suou!\He called my name.\I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away. response:	Don't shoot anymore.
context: Don't shoot, Suou!\He called my name.\I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore. response:	Why?
context: He called my name.\I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore.\Why? response:	It doesn't fit you.
context: I can't bear eating weeds again.\Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore.\Why?\It doesn't fit you. response:	You're out of alcohol, right?
context: Where did you get the ingredients?\We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore.\Why?\It doesn't fit you.\You're out of alcohol, right? response:	Yeah.
context: We won't have our vitamins without vegetables.\And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore.\Why?\It doesn't fit you.\You're out of alcohol, right?\Yeah. response:	You're going to buy some?
context: And I hate canned food because it stinks of metal.\This will make the smell go away.\Don't shoot anymore.\Why?\It doesn't fit you.\You're out of alcohol, right?\Yeah.\You're going to buy some? response:	I won't shoot.
context: This will make the smell go away.\Don't shoot anymore.\Why?\It doesn't fit you.\You're out of alcohol, right?\Yeah.\You're going to buy some?\I won't shoot. response:	So... please don't drink alcohol in exchange.
context: Don't shoot anymore.\Why?\It doesn't fit you.\You're out of alcohol, right?\Yeah.\You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange. response:	Are those your terms?
context: Why?\It doesn't fit you.\You're out of alcohol, right?\Yeah.\You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms? response:	I'm going to buy vegetables.
context: It doesn't fit you.\You're out of alcohol, right?\Yeah.\You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables. response:	Wait!
context: You're out of alcohol, right?\Yeah.\You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables.\Wait! response:	Norio!
context: Yeah.\You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables.\Wait!\Norio! response:	I wrapped the remaining cake. It's still soft.
context: You're going to buy some?\I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables.\Wait!\Norio!\I wrapped the remaining cake. It's still soft. response:	I won't eat that!
context: I won't shoot.\So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables.\Wait!\Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that! response:	You knew this day would come when Michiru-chan became a contractor.
context: So... please don't drink alcohol in exchange.\Are those your terms?\I'm going to buy vegetables.\Wait!\Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor. response:	You finally met her. Isn't that good enough?
context: Are those your terms?\I'm going to buy vegetables.\Wait!\Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough? response:	No! Not at all!
context: I'm going to buy vegetables.\Wait!\Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all! response:	Even if you meet for a second,
context: Wait!\Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second, response:	that second just passes by.
context: Norio!\I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second,\that second just passes by. response:	You might meet again somewhere.
context: I wrapped the remaining cake. It's still soft.\I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second,\that second just passes by.\You might meet again somewhere. response:	Isn't that good enough?
context: I won't eat that!\You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second,\that second just passes by.\You might meet again somewhere.\Isn't that good enough? response:	Oh, Ama-no-Iwato.
context: You knew this day would come when Michiru-chan became a contractor.\You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second,\that second just passes by.\You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato. response:	See each other?
context: You finally met her. Isn't that good enough?\No! Not at all!\Even if you meet for a second,\that second just passes by.\You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato.\See each other? response:	What the hell?! I'm still in shock!
context: No! Not at all!\Even if you meet for a second,\that second just passes by.\You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock! response:	This picture is the only memory I have of my mom!
context: Even if you meet for a second,\that second just passes by.\You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom! response:	I'll keep thinking about her!
context: that second just passes by.\You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her! response:	I can't forget that girl, either!
context: You might meet again somewhere.\Isn't that good enough?\Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either! response:	I keep thinking of her! So...
context: Isn't that good enough?\Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So... response:	Make sure to eat up.
context: Oh, Ama-no-Iwato.\See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up. response:	You'll become a good guy.
context: See each other?\What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy. response:	Hey! Don't eat all of it.
context: What the hell?! I'm still in shock!\This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it. response:	Kureteku yuubae ni senaka osarete
context: This picture is the only memory I have of my mom!\I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete response:	My back is pressed by the darkening glow of dusk
context: I'll keep thinking about her!\I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk response:	Arukidasu kage ga shimesu hou e
context: I can't forget that girl, either!\I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e response:	I start walking toward where my shadow points
context: I keep thinking of her! So...\Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points response:	Taenai ikutsu mo no deai to wakare o
context: Make sure to eat up.\You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o response:	Repeating the many, ceaseless encounters and partings
context: You'll become a good guy.\Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings response:	Kurikaeshi doko e mukau no ka
context: Hey! Don't eat all of it.\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka response:	Where do I head to?
context: Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to? response:	Hito wa dare mo mayoinagara
context: My back is pressed by the darkening glow of dusk\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara response:	For all people, while they are lost,
context: Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost, response:	tsumi to iu na no sadame o seotte
context: I start walking toward where my shadow points\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte response:	they bear the fate known as sin
context: Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin response:	Sore de mo nao ikiru imi o shiru darou
context: Repeating the many, ceaseless encounters and partings\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou response:	Nevertheless, I'll still learn of the meaning to live, right?
context: Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right? response:	Bokura wa sou Day by Day
context: Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day response:	That's right, Day by Day,
context: Hito wa dare mo mayoinagara\For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day, response:	ashita e tsuzuku michi no tochuu de
context: For all people, while they are lost,\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de response:	we're midway on the road leading to tomorrow
context: tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow response:	Now Say It Again kimi to futari no mama
context: they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama response:	Now Say It Again, though it'd be great if
context: Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if response:	irareta nara ii no ni naa...
context: Nevertheless, I'll still learn of the meaning to live, right?\Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa... response:	I could remain together with you...
context: Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you... response:	What's wrong?
context: That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What's wrong? response:	Nothing.
context: ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What's wrong?\Nothing. response:	The blizzard obstructs the path and blocks the darkness with a pure, white blanket.
context: we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket. response:	After the wandering there's only suspicion and solitude.
context: Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket.\After the wandering there's only suspicion and solitude. response:	The sympathy you hold on to is just another trap.
context: Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket.\After the wandering there's only suspicion and solitude.\The sympathy you hold on to is just another trap. response:	A doll will not talk.
context: irareta nara ii no ni naa...\I could remain together with you...\What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket.\After the wandering there's only suspicion and solitude.\The sympathy you hold on to is just another trap.\A doll will not talk. response:	It's not even alive.
context: I could remain together with you...\What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket.\After the wandering there's only suspicion and solitude.\The sympathy you hold on to is just another trap.\A doll will not talk.\It's not even alive. response:	The sound of your heart that you're not meant to hear.
context: What's wrong?\Nothing.\The blizzard obstructs the path and blocks the darkness with a pure, white blanket.\After the wandering there's only suspicion and solitude.\The sympathy you hold on to is just another trap.\A doll will not talk.\It's not even alive.\The sound of your heart that you're not meant to hear. response:	And then... no one will be left to notice.
