context: Got you! response:	Let me go! What are you doing?!
context: Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right? response:	I'm not gonna say right.
context: I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right. response:	Go no. Do it now, okay.
context: And then?\What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay. response:	Come on. Let's go, darling.
context: What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling. response:	Huh? What's going on?
context: Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on? response:	I'll tell you later.
context: I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later. response:	You're excluding me again...
context: What were you talking about so secretively?\Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later.\You're excluding me again... response:	Otani-kun...
context: Nothing! Right, right?\I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later.\You're excluding me again...\Otani-kun... response:	Hey...
context: I'm not gonna say right.\Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later.\You're excluding me again...\Otani-kun...\Hey... response:	There's something I just have to say to you.
context: Go no. Do it now, okay.\Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later.\You're excluding me again...\Otani-kun...\Hey...\There's something I just have to say to you. response:	Is that okay?
context: Come on. Let's go, darling.\Huh? What's going on?\I'll tell you later.\You're excluding me again...\Otani-kun...\Hey...\There's something I just have to say to you.\Is that okay? response:	What's wrong?
context: Huh? What's going on?\I'll tell you later.\You're excluding me again...\Otani-kun...\Hey...\There's something I just have to say to you.\Is that okay?\What's wrong? response:	Disgusting!
context: I'll tell you later.\You're excluding me again...\Otani-kun...\Hey...\There's something I just have to say to you.\Is that okay?\What's wrong?\Disgusting! response:	Disgusting?! I was trying so hard...
context: You're excluding me again...\Otani-kun...\Hey...\There's something I just have to say to you.\Is that okay?\What's wrong?\Disgusting!\Disgusting?! I was trying so hard... response:	Fine.
context: Otani-kun...\Hey...\There's something I just have to say to you.\Is that okay?\What's wrong?\Disgusting!\Disgusting?! I was trying so hard...\Fine. response:	There's something I've got to say to you too.
context: Hey...\There's something I just have to say to you.\Is that okay?\What's wrong?\Disgusting!\Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too. response:	So, what did you want to tell me?
context: There's something I just have to say to you.\Is that okay?\What's wrong?\Disgusting!\Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too.\So, what did you want to tell me? response:	Who is it that you like?
context: Is that okay?\What's wrong?\Disgusting!\Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like? response:	Th-That's...
context: What's wrong?\Disgusting!\Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like?\Th-That's... response:	Everyone keeps talking about it behind my back. It's really getting on my nerves.
context: Disgusting!\Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves. response:	Why am I the only one who doesn't know?
context: Disgusting?! I was trying so hard...\Fine.\There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know? response:	That's because...
context: Fine.\There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because... response:	It's completely useless using a subtle approach with him.
context: There's something I've got to say to you too.\So, what did you want to tell me?\Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him. response:	That's because you're the one I like!
context: So, what did you want to tell me?\Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like! response:	How could I possibly say that?
context: Who is it that you like?\Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that? response:	Hey, I'm talking to you.
context: Th-That's...\Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you. response:	Hey, did you hear what I just said, Koizumi?
context: Everyone keeps talking about it behind my back. It's really getting on my nerves.\Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi? response:	Are you even listening?
context: Why am I the only one who doesn't know?\That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening? response:	I can't say that! That's beyond embarrassing!
context: That's because...\It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing! response:	But I have to do it over summer.
context: It's completely useless using a subtle approach with him.\That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer. response:	If I don't tell him now...
context: That's because you're the one I like!\How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now... response:	Do it, Risa. Go for it, Risa!
context: How could I possibly say that?\Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa! response:	Just be brave and do it!
context: Hey, I'm talking to you.\Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it! response:	Bring it on!
context: Hey, did you hear what I just said, Koizumi?\Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on! response:	Come on, already!
context: Are you even listening?\I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on!\Come on, already! response:	Oh... right.
context: I can't say that! That's beyond embarrassing!\But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on!\Come on, already!\Oh... right. response:	I've said a lot of bad things up till now, but, to be honest
context: But I have to do it over summer.\If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on!\Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest response:	Like this, huh...
context: If I don't tell him now...\Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on!\Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh... response:	I-I've said a lot of bad things up till now, but, to be honest...
context: Do it, Risa. Go for it, Risa!\Just be brave and do it!\Bring it on!\Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest... response:	What are you trying to say?
context: Just be brave and do it!\Bring it on!\Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say? response:	Wait! I've got it!
context: Bring it on!\Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it! response:	You...
context: Come on, already!\Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it!\You... response:	Ohh...
context: Oh... right.\I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it!\You...\Ohh... response:	No, no, no!
context: I've said a lot of bad things up till now, but, to be honest\Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it!\You...\Ohh...\No, no, no! response:	You're not just being emotional. You're being downright suspicious now.
context: Like this, huh...\I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it!\You...\Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now. response:	Ughh... whatever you say...
context: I-I've said a lot of bad things up till now, but, to be honest...\What are you trying to say?\Wait! I've got it!\You...\Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say... response:	You were shouting during the game too.
context: What are you trying to say?\Wait! I've got it!\You...\Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too. response:	Let me tell you, we won today because of me.
context: Wait! I've got it!\You...\Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me. response:	You wouldn't know since you weren't watching at all, though.
context: You...\Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though. response:	Of course I know.
context: Ohh...\No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know. response:	I was watching you the whole time.
context: No, no, no!\You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time. response:	You were so cool...
context: You're not just being emotional. You're being downright suspicious now.\Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time.\You were so cool... response:	Hey, if something is really troubling you, you can always talk to me about it.
context: Ughh... whatever you say...\You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it. response:	I might be able to help, you know.
context: You were shouting during the game too.\Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know. response:	Or do you really consider me that untrustworthy?
context: Let me tell you, we won today because of me.\You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy? response:	No, that's not it.
context: You wouldn't know since you weren't watching at all, though.\Of course I know.\I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it. response:	Why are you acting so distant, then?
context: Of course I know.\I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then? response:	Aren't we All Hanshin-Kyojin partners?
context: I was watching you the whole time.\You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners? response:	Why are you clutching at your head?
context: You were so cool...\Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head? response:	What? Can't I clutch at it?
context: Hey, if something is really troubling you, you can always talk to me about it.\I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it? response:	Do you really like him that much? This guy?
context: I might be able to help, you know.\Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy? response:	What kind of guy is he?
context: Or do you really consider me that untrustworthy?\No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he? response:	An idiot.
context: No, that's not it.\Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he?\An idiot. response:	He's an idiot... but he's a good guy.
context: Why are you acting so distant, then?\Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy. response:	He's shorter than me, but he's so sweet that I don't care.
context: Aren't we All Hanshin-Kyojin partners?\Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care. response:	Is that so...
context: Why are you clutching at your head?\What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so... response:	Don't tell me the reason you've been coming to watch basketball...
context: What? Can't I clutch at it?\Do you really like him that much? This guy?\What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball... response:	It's that freshman, Yamamoto, right?
context: Do you really like him that much? This guy?\What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right? response:	Huh?!
context: What kind of guy is he?\An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?! response:	If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.
context: An idiot.\He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto. response:	No wait...
context: He's an idiot... but he's a good guy.\He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait... response:	Ikeda is pretty short too...
context: He's shorter than me, but he's so sweet that I don't care.\Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too... response:	You're an idiot.
context: Is that so...\Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too...\You're an idiot. response:	What?!
context: Don't tell me the reason you've been coming to watch basketball...\It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too...\You're an idiot.\What?! response:	It's fine. Let's just drop it.
context: It's that freshman, Yamamoto, right?\Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too...\You're an idiot.\What?!\It's fine. Let's just drop it. response:	I feel like I'm gonna cry.
context: Huh?!\If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too...\You're an idiot.\What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry. response:	He's that dense?!
context: If it's someone shorter than you, and he's on the basketball team, it has to be Yamamoto.\No wait...\Ikeda is pretty short too...\You're an idiot.\What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?! response:	Man, Otani is seriously slow, and hopeless to boot.
context: No wait...\Ikeda is pretty short too...\You're an idiot.\What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot. response:	Well, whatever. It's not like it matters, anyway.
context: Ikeda is pretty short too...\You're an idiot.\What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway. response:	Cheer up.
context: You're an idiot.\What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up. response:	Here.
context: What?!\It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up.\Here. response:	What's this?
context: It's fine. Let's just drop it.\I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up.\Here.\What's this? response:	A birthday present.
context: I feel like I'm gonna cry.\He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up.\Here.\What's this?\A birthday present. response:	Oh right! It's my birthday! I totally forgot for a second there.
context: He's that dense?!\Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up.\Here.\What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there. response:	You sure are perky now.
context: Man, Otani is seriously slow, and hopeless to boot.\Well, whatever. It's not like it matters, anyway.\Cheer up.\Here.\What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now. response:	Thanks! Can I open it?
context: Well, whatever. It's not like it matters, anyway.\Cheer up.\Here.\What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it? response:	You're already opening it...
context: Cheer up.\Here.\What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it?\You're already opening it... response:	Th-This is...
context: Here.\What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it?\You're already opening it...\Th-This is... response:	A fountain you can put on your bathroom wall!
context: What's this?\A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it?\You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall! response:	Wow! Awesome! I'm super happy!
context: A birthday present.\Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it?\You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy! response:	I can't wait for tonight's bath!
context: Oh right! It's my birthday! I totally forgot for a second there.\You sure are perky now.\Thanks! Can I open it?\You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath! response:	She's wanted one for a long time now.
context: You sure are perky now.\Thanks! Can I open it?\You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now. response:	I really don't understand her taste.
context: Thanks! Can I open it?\You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste. response:	It's Otani.
context: You're already opening it...\Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste.\It's Otani. response:	Maybe he's calling to wish you a happy birthday.
context: Th-This is...\A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday. response:	I sent a message and told him it's your birthday.
context: A fountain you can put on your bathroom wall!\Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday. response:	Wh-What did you do that for?!
context: Wow! Awesome! I'm super happy!\I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?! response:	Hurry up and answer, or he'll hang up.
context: I can't wait for tonight's bath!\She's wanted one for a long time now.\I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up. response:	Hello?
context: She's wanted one for a long time now.\I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello? response:	Hey, it's me.
context: I really don't understand her taste.\It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me. response:	Me Who's me? Stop trying to act cool.
context: It's Otani.\Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool. response:	You lookin' for a fight?
context: Maybe he's calling to wish you a happy birthday.\I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight? response:	Are you free right now?
context: I sent a message and told him it's your birthday.\Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now? response:	Free?
context: Wh-What did you do that for?!\Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now?\Free? response:	Uh...
context: Hurry up and answer, or he'll hang up.\Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now?\Free?\Uh... response:	Free
context: Hello?\Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now?\Free?\Uh...\Free response:	Free! Free! Free!
context: Hey, it's me.\Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now?\Free?\Uh...\Free\Free! Free! Free! response:	Uh, I guess I'm free.
context: Me Who's me? Stop trying to act cool.\You lookin' for a fight?\Are you free right now?\Free?\Uh...\Free\Free! Free! Free!\Uh, I guess I'm free. response:	What's that supposed to mean?
context: You lookin' for a fight?\Are you free right now?\Free?\Uh...\Free\Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean? response:	Well, meet me on the roof of the big building next to the train station at 7pm.
context: Are you free right now?\Free?\Uh...\Free\Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm. response:	The roof? Why there?
context: Free?\Uh...\Free\Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there? response:	Just come.
context: Uh...\Free\Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come. response:	Oh, and wear what you wore when we went to the festival, okay?
context: Free\Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay? response:	Hey, you're late.
context: Free! Free! Free!\Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late. response:	Why are we meeting in a place like this?
context: Uh, I guess I'm free.\What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this? response:	And what was that about the festival?
context: What's that supposed to mean?\Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival? response:	Well, it's not nothing big, but...
context: Well, meet me on the roof of the big building next to the train station at 7pm.\The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but... response:	Here. Your birthday present.
context: The roof? Why there?\Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present. response:	Huh? Are you serious?!
context: Just come.\Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?! response:	Just look inside, would you.
context: Oh, and wear what you wore when we went to the festival, okay?\Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you. response:	Huh? Umibouzu!
context: Hey, you're late.\Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu! response:	This is...
context: Why are we meeting in a place like this?\And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu!\This is... response:	Yep. It's the premium edition.
context: And what was that about the festival?\Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu!\This is...\Yep. It's the premium edition. response:	Plus, it's been signed. It's my most treasured possession.
context: Well, it's not nothing big, but...\Here. Your birthday present.\Huh? Are you serious?!\Just look inside, would you.\Huh? Umibouzu!\This is...\Yep. It's the premium edition.\Plus, it's been signed. It's my most treasured possession. response:	But I thought you said you'd never give this away...
