context: At the netherworld's bottom, I'll be waiting. response:	What made you decide to swipe this...?
context: That's amazing, Shiggy! You just went and took it, huh?\Riko, you're serious about challenging the Abyss.\Sneaking into the director's office is nothing compared to that.\This is the current state of the Abyss.\Down to 1,350 meters is the depths' first layer: the Edge of the Abyss.\The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation. response:	The strain of ascending is said to suddenly become more severe.
context: Riko, you're serious about challenging the Abyss.\Sneaking into the director's office is nothing compared to that.\This is the current state of the Abyss.\Down to 1,350 meters is the depths' first layer: the Edge of the Abyss.\The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe. response:	If a Red Whistle descends down that far, no help will be sent after them...
context: Sneaking into the director's office is nothing compared to that.\This is the current state of the Abyss.\Down to 1,350 meters is the depths' first layer: the Edge of the Abyss.\The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them... response:	That's because both heading there and returning home become very difficult.
context: This is the current state of the Abyss.\Down to 1,350 meters is the depths' first layer: the Edge of the Abyss.\The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult. response:	It's treated as a suicide.
context: Down to 1,350 meters is the depths' first layer: the Edge of the Abyss.\The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide. response:	The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.
context: The creatures and environment here don't really change,\but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest. response:	The air currents are super unstable and savage predators fill the skies, so be careful.
context: but beasts from the second layer sometimes come up to feed, so keep your guard up.\Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful. response:	The third layer: the Great Fault.
context: Starting here it's the second layer: the Forest of Temptation.\The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault. response:	Here you'll find a vertical cliff face of over 4,000 meters standing in your way.
context: The strain of ascending is said to suddenly become more severe.\If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way. response:	The fourth layer: only Black Whistles and above can go here.
context: If a Red Whistle descends down that far, no help will be sent after them...\That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here. response:	The depth is about 7,000 meters.
context: That's because both heading there and returning home become very difficult.\It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters. response:	They call it the Goblet of Giants.
context: It's treated as a suicide.\The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants. response:	The fifth layer: the Sea of Corpses.
context: The forest eventually takes the shape of a rat guard, and at that point you enter the Inverted Forest.\The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses. response:	This is the domain of White Whistles alone,
context: The air currents are super unstable and savage predators fill the skies, so be careful.\The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone, response:	and you can count the number of people who've returned from here on your hands.
context: The third layer: the Great Fault.\Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands. response:	The sixth layer: the Capital of the Unreturned.
context: Here you'll find a vertical cliff face of over 4,000 meters standing in your way.\The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned. response:	When a White Whistle descends to the sixth layer, people call it their last dive.
context: The fourth layer: only Black Whistles and above can go here.\The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive. response:	That's because they'll never be able to return home.
context: The depth is about 7,000 meters.\They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home. response:	Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?
context: They call it the Goblet of Giants.\The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer? response:	Perhaps there are...
context: The fifth layer: the Sea of Corpses.\This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are... response:	But if someone other than a White Whistle sends information up from the Abyss,
context: This is the domain of White Whistles alone,\and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss, response:	it will be considered mere rumor.
context: and you can count the number of people who've returned from here on your hands.\The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor. response:	That's because it's possible the Curse of the Abyss
context: The sixth layer: the Capital of the Unreturned.\When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss response:	caused the person to become confused or even go crazy.
context: When a White Whistle descends to the sixth layer, people call it their last dive.\That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy. response:	However, if the voice of a White Whistle reaches the surface, it will be considered truth.
context: That's because they'll never be able to return home.\Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth. response:	The voices of White Whistles are the voices of the Abyss.
context: Are there any cases of someone who's not a White Whistle going down lower than the sixth layer?\Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss. response:	Even if a White Whistle loses his life, he lives on as a voice of the Abyss...
context: Perhaps there are...\But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss... response:	and guides everyone.
context: But if someone other than a White Whistle sends information up from the Abyss,\it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone. response:	Just as I thought, that letter is for real.
context: it will be considered mere rumor.\That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real. response:	Look, Riko, sorry to bring this up when you're so fired up to go-
context: That's because it's possible the Curse of the Abyss\caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go- response:	No matter what you say, I'm still going!
context: caused the person to become confused or even go crazy.\However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going! response:	My mom is waiting for me, after all!
context: However, if the voice of a White Whistle reaches the surface, it will be considered truth.\The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all! response:	Hey, have you even been paying attention?!
context: The voices of White Whistles are the voices of the Abyss.\Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?! response:	Think anyone could live somewhere like that for 10 years?!
context: Even if a White Whistle loses his life, he lives on as a voice of the Abyss...\and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?! response:	Wh-what are...?
context: and guides everyone.\Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...? response:	Think about it!
context: Just as I thought, that letter is for real.\Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it! response:	Why did her whistle make its way to the surface?!
context: Look, Riko, sorry to bring this up when you're so fired up to go-\No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?! response:	Your mom died a long time ago!
context: No matter what you say, I'm still going!\My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago! response:	No, I...
context: My mom is waiting for me, after all!\Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I... response:	Riko!
context: Hey, have you even been paying attention?!\Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I...\Riko! response:	Oh, there, there.
context: Think anyone could live somewhere like that for 10 years?!\Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I...\Riko!\Oh, there, there. response:	I've lowered the luggage and spare clothes.
context: Wh-what are...?\Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I...\Riko!\Oh, there, there.\I've lowered the luggage and spare clothes. response:	Okay, thanks!
context: Think about it!\Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I...\Riko!\Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks! response:	With this on, you think they'll be able to tell who I am?
context: Why did her whistle make its way to the surface?!\Your mom died a long time ago!\No, I...\Riko!\Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am? response:	Probably not.
context: Your mom died a long time ago!\No, I...\Riko!\Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not. response:	By the way, where's Nat?
context: No, I...\Riko!\Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat? response:	Yeah... Right now Nat is probably-
context: Riko!\Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably- response:	I don't care what that guy's doing!
context: Oh, there, there.\I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing! response:	Nat was so worried about you that he ended up crossing the line.
context: I've lowered the luggage and spare clothes.\Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line. response:	Hmph!
context: Okay, thanks!\With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph! response:	Riko... you might never get the chance to see him again, right?
context: With this on, you think they'll be able to tell who I am?\Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right? response:	Do you really want to just leave things unresolved like this?
context: Probably not.\By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this? response:	I don't want to either.
context: By the way, where's Nat?\Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either. response:	But, he's against us going...
context: Yeah... Right now Nat is probably-\I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going... response:	and he said some nasty stuff.
context: I don't care what that guy's doing!\Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going...\and he said some nasty stuff. response:	Hey, Reg, what do you think I should do?
context: Nat was so worried about you that he ended up crossing the line.\Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do? response:	Riko, if Nat apologizes, will you forgive him?
context: Hmph!\Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him? response:	Y-yeah...
context: Riko... you might never get the chance to see him again, right?\Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah... response:	But he can be quite stubborn...
context: Do you really want to just leave things unresolved like this?\I don't want to either.\But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn... response:	Don't worry. Nat was regretting what he did.
context: I don't want to either.\But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did. response:	Really?!
context: But, he's against us going...\and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?! response:	Really.
context: and he said some nasty stuff.\Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?!\Really. response:	Alright, both of you!
context: Hey, Reg, what do you think I should do?\Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?!\Really.\Alright, both of you! response:	If you don't get going soon, you'll run out of time!
context: Riko, if Nat apologizes, will you forgive him?\Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?!\Really.\Alright, both of you!\If you don't get going soon, you'll run out of time! response:	So as not to draw attention, we'll all leave one by one in 10 minutes.
context: Y-yeah...\But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?!\Really.\Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes. response:	Got it?
context: But he can be quite stubborn...\Don't worry. Nat was regretting what he did.\Really?!\Really.\Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it? response:	Shiggy, you want a hand, too?
context: Don't worry. Nat was regretting what he did.\Really?!\Really.\Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too? response:	I'll get down there myself.
context: Really?!\Really.\Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too?\I'll get down there myself. response:	Shiggy, I'm sorry, but there's still something I need to do.
context: Really.\Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do. response:	You go on ahead.
context: Alright, both of you!\If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead. response:	Fine, but be really careful not to get caught by Leader.
context: If you don't get going soon, you'll run out of time!\So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader. response:	I know.
context: So as not to draw attention, we'll all leave one by one in 10 minutes.\Got it?\Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know. response:	Nat...?
context: Got it?\Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know.\Nat...? response:	Nat?
context: Shiggy, you want a hand, too?\I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know.\Nat...?\Nat? response:	He's not here...
context: I'll get down there myself.\Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know.\Nat...?\Nat?\He's not here... response:	Is he with Riko and Shiggy?!
context: Shiggy, I'm sorry, but there's still something I need to do.\You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know.\Nat...?\Nat?\He's not here...\Is he with Riko and Shiggy?! response:	Kiyui... Kiyui...
context: You go on ahead.\Fine, but be really careful not to get caught by Leader.\I know.\Nat...?\Nat?\He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui... response:	What...?
context: Fine, but be really careful not to get caught by Leader.\I know.\Nat...?\Nat?\He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...? response:	I came to say goodbye.
context: I know.\Nat...?\Nat?\He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...?\I came to say goodbye. response:	Are you not feeling well?
context: Nat...?\Nat?\He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...?\I came to say goodbye.\Are you not feeling well? response:	Come to think of it, you've been looking like you're always sleepy lately.
context: Nat?\He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...?\I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately. response:	The day after tomorrow is my birthday.
context: He's not here...\Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...?\I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday. response:	I see. I hope you get better before your big day.
context: Is he with Riko and Shiggy?!\Kiyui... Kiyui...\What...?\I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day. response:	Grow up nice and strong.
context: Kiyui... Kiyui...\What...?\I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong. response:	Kiyui, on the morning of your birthday, don't look into a mirror.
context: What...?\I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror. response:	Why?
context: I came to say goodbye.\Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why? response:	Just don't.
context: Are you not feeling well?\Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't. response:	Got it.
context: Come to think of it, you've been looking like you're always sleepy lately.\The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't.\Got it. response:	See you.
context: The day after tomorrow is my birthday.\I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't.\Got it.\See you. response:	Farewell.
context: I see. I hope you get better before your big day.\Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't.\Got it.\See you.\Farewell. response:	That took longer than I thought. I've gotta hurry.
context: Grow up nice and strong.\Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't.\Got it.\See you.\Farewell.\That took longer than I thought. I've gotta hurry. response:	Where you going?
context: Kiyui, on the morning of your birthday, don't look into a mirror.\Why?\Just don't.\Got it.\See you.\Farewell.\That took longer than I thought. I've gotta hurry.\Where you going? response:	T-to the bathroom...
context: Why?\Just don't.\Got it.\See you.\Farewell.\That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom... response:	There aren't any toilets in that room, you know.
context: Just don't.\Got it.\See you.\Farewell.\That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know. response:	I-I was still half asleep...
context: Got it.\See you.\Farewell.\That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep... response:	Leader, what are you doing up in the middle of the night yourself?
context: See you.\Farewell.\That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself? response:	You fool, I'm on patrol.
context: Farewell.\That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol. response:	I do this every night after you all fall asleep.
context: That took longer than I thought. I've gotta hurry.\Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep. response:	Any idea where Riko is?
context: Where you going?\T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is? response:	She doesn't seem to be in her room...
context: T-to the bathroom...\There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room... response:	Riko... went to take a dump!
context: There aren't any toilets in that room, you know.\I-I was still half asleep...\Leader, what are you doing up in the middle of the night yourself?\You fool, I'm on patrol.\I do this every night after you all fall asleep.\Any idea where Riko is?\She doesn't seem to be in her room...\Riko... went to take a dump! response:	In the middle of the night?
