context: OSAKA response:	This is horrible...
context: To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip response:	was to smoke out the rebel force lurking in
context: That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in response:	the shadows behind the Kansai academies.
context: That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies. response:	That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!
context: What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi! response:	Goodness, you saw through me? How impressive!
context: I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive! response:	That's a plan by Lady Satsuki for you. It worked exactly as planned.
context: but it looks like that's no longer possible.\So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned. response:	Well, I was the one who put it together...
context: So, we've smoked you out, you naked fools.\The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together... response:	We were worried that you wouldn't
context: The true objective of the Tri-City Schools Raid Trip\was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't response:	show up and our new Goku Uniforms wouldn't get any use.
context: was to smoke out the rebel force lurking in\the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use. response:	Do you think a group with a foolish name like
context: the shadows behind the Kansai academies.\That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like response:	Nudist Beach can thwart our grand design?
context: That is why Lady Satsuki allowed your activities to continue, Aikuro Mikisugi!\Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design? response:	Fade like the dew before my Blade Regalia MKIII!
context: Goodness, you saw through me? How impressive!\That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII! response:	Three-Star Goku Uniform!
context: That's a plan by Lady Satsuki for you. It worked exactly as planned.\Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform! response:	Shackle Regalia MKII!
context: Well, I was the one who put it together...\We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII! response:	THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII
context: We were worried that you wouldn't\show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII response:	Symphony Regalia MKII!
context: show up and our new Goku Uniforms wouldn't get any use.\Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII! response:	THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII
context: Do you think a group with a foolish name like\Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII response:	Probe Regalia MKII.
context: Nudist Beach can thwart our grand design?\Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII. response:	THREE-STAR GOKU UNIFORM PROBE REGALIA MKII
context: Fade like the dew before my Blade Regalia MKIII!\Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII response:	Blade Regalia MKIII!
context: Three-Star Goku Uniform!\Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII! response:	THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII
context: Shackle Regalia MKII!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII response:	Honnouji Academy Elite Four Regalia MKII!
context: THREE-STAR GOKU UNIFORM SHACKLE REGALIA MKII\Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII! response:	HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH
context: Symphony Regalia MKII!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH response:	Four Generals Grand Garnish!
context: THREE-STAR GOKU UNIFORM SYMPHONY REGALIA MKII\Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish! response:	Ryuko!
context: Probe Regalia MKII.\THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko! response:	Mako! I told you to go hide someplace safe!
context: THREE-STAR GOKU UNIFORM PROBE REGALIA MKII\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe! response:	Yeah, so I came here.
context: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here. response:	Right next to you is the safest place!
context: THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place! response:	Oh, right.
context: Honnouji Academy Elite Four Regalia MKII!\HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place!\Oh, right. response:	Senketsu, let's transform.
context: HONNOUJI ACADEMY ELITE FOUR REGALIA MKII FOUR GENERALS GRAND GARNISH\Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place!\Oh, right.\Senketsu, let's transform. response:	Impossible.
context: Four Generals Grand Garnish!\Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place!\Oh, right.\Senketsu, let's transform.\Impossible. response:	I admit that I can restore my form with what you have collected.
context: Ryuko!\Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place!\Oh, right.\Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected. response:	But without that glove, the bio-energy cannot flow.
context: Mako! I told you to go hide someplace safe!\Yeah, so I came here.\Right next to you is the safest place!\Oh, right.\Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow. response:	Use my skin to compensate for what's missing.
context: Yeah, so I came here.\Right next to you is the safest place!\Oh, right.\Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing. response:	No way!
context: Right next to you is the safest place!\Oh, right.\Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way! response:	Human skin will not withstand the energy
context: Oh, right.\Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy response:	that flows through Life Fibers for even a minute!
context: Senketsu, let's transform.\Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute! response:	A minute is more than enough.
context: Impossible.\I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough. response:	Ryuko?
context: I admit that I can restore my form with what you have collected.\But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko? response:	You want to be worn by me, right? So don't worry about me.
context: But without that glove, the bio-energy cannot flow.\Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me. response:	I'm not scared anymore, either.
context: Use my skin to compensate for what's missing.\No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either. response:	If you're my friend, believe in me like Mako does.
context: No way!\Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does. response:	Friend...
context: Human skin will not withstand the energy\that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend... response:	Yeah.
context: that flows through Life Fibers for even a minute!\A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend...\Yeah. response:	Very well. Let's do it, Ryuko.
context: A minute is more than enough.\Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend...\Yeah.\Very well. Let's do it, Ryuko. response:	Right on!
context: Ryuko?\You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend...\Yeah.\Very well. Let's do it, Ryuko.\Right on! response:	Life Fiber Synchronize: Kamui Senketsu!
context: You want to be worn by me, right? So don't worry about me.\I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend...\Yeah.\Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu! response:	KAMUI SENKETSU
context: I'm not scared anymore, either.\If you're my friend, believe in me like Mako does.\Friend...\Yeah.\Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU response:	Son of a...
context: If you're my friend, believe in me like Mako does.\Friend...\Yeah.\Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a... response:	What?
context: Friend...\Yeah.\Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a...\What? response:	Satsuki Kiryuin!
context: Yeah.\Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a...\What?\Satsuki Kiryuin! response:	But you're all flash and no substance!
context: Very well. Let's do it, Ryuko.\Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a...\What?\Satsuki Kiryuin!\But you're all flash and no substance! response:	Are you that eager to die, Matoi?
context: Right on!\Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a...\What?\Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi? response:	Nope, this is how I'll survive!
context: Life Fiber Synchronize: Kamui Senketsu!\KAMUI SENKETSU\Son of a...\What?\Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive! response:	What?!
context: KAMUI SENKETSU\Son of a...\What?\Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?! response:	Kamui Senketsu!
context: Son of a...\What?\Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?!\Kamui Senketsu! response:	Now I have it all back.
context: What?\Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?!\Kamui Senketsu!\Now I have it all back. response:	Snatching life from the jaws of death, eh?
context: Satsuki Kiryuin!\But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?!\Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh? response:	Nevertheless, you still cannot best me!
context: But you're all flash and no substance!\Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?!\Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me! response:	We'll see about that!
context: Are you that eager to die, Matoi?\Nope, this is how I'll survive!\What?!\Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that! response:	Your power has increased?
context: Nope, this is how I'll survive!\What?!\Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased? response:	That's what I'm saying'.
context: What?!\Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased?\That's what I'm saying'. response:	It has! Don't underestimate Ryuko Matoi who's fixated
context: Kamui Senketsu!\Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated response:	by seeing what she wants almost in reach!
context: Now I have it all back.\Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach! response:	That fool!
context: Snatching life from the jaws of death, eh?\Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool! response:	Fixated on what you want? Pathetic!
context: Nevertheless, you still cannot best me!\We'll see about that!\Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic! response:	Have you forgotten that you went on
context: We'll see about that!\Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on response:	a rampage when you gave in to rage?
context: Your power has increased?\That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage? response:	Have you forgotten the rage in your heart
context: That's what I'm saying'.\It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart response:	that wants revenge for your father?!
context: It has! Don't underestimate Ryuko Matoi who's fixated\by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?! response:	I haven't forgotten! But I'm done wallowing in it.
context: by seeing what she wants almost in reach!\That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it. response:	I'll never make another mistake like that again!
context: That fool!\Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again! response:	I'll live for the desire of what's almost in reach
context: Fixated on what you want? Pathetic!\Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach response:	regardless of the rage that's almost in reach!
context: Have you forgotten that you went on\a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach! response:	The desire to take back my friend!
context: a rampage when you gave in to rage?\Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend! response:	To protect the friends that are precious to me!
context: Have you forgotten the rage in your heart\that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me! response:	That is why you simply go with the flow and aim so low in your ambition!
context: that wants revenge for your father?!\I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition! response:	What about your lofty ambitions, then?
context: I haven't forgotten! But I'm done wallowing in it.\I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then? response:	Look at this scorched wasteland.
context: I'll never make another mistake like that again!\I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland. response:	Is this your ambition? A necessary sacrifice?
context: I'll live for the desire of what's almost in reach\regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice? response:	If this is the way you use the power of Life Fibers,
context: regardless of the rage that's almost in reach!\The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers, response:	Senketsu and I will stop you!
context: The desire to take back my friend!\To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you! response:	You've had your way long enough!
context: To protect the friends that are precious to me!\That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough! response:	If that's the case, prove it to me with deeds, not words!
context: That is why you simply go with the flow and aim so low in your ambition!\What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words! response:	Ryuko!
context: What about your lofty ambitions, then?\Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko! response:	Senketsu Senjin!
context: Look at this scorched wasteland.\Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin! response:	What?!
context: Is this your ambition? A necessary sacrifice?\If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin!\What?! response:	Senketsu Shippu!
context: If this is the way you use the power of Life Fibers,\Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin!\What?!\Senketsu Shippu! response:	Why, you!
context: Senketsu and I will stop you!\You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin!\What?!\Senketsu Shippu!\Why, you! response:	Lady Satsuki!
context: You've had your way long enough!\If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin!\What?!\Senketsu Shippu!\Why, you!\Lady Satsuki! response:	Lady Satsuki, climb onto me!
context: If that's the case, prove it to me with deeds, not words!\Ryuko!\Senketsu Senjin!\What?!\Senketsu Shippu!\Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me! response:	Right!
context: Ryuko!\Senketsu Senjin!\What?!\Senketsu Shippu!\Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me!\Right! response:	Just you watch, I'll catch up to her in no time!
context: Senketsu Senjin!\What?!\Senketsu Shippu!\Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time! response:	Perhaps, but like this, you cannot get a higher
context: What?!\Senketsu Shippu!\Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher response:	eye level than mine. Can you, Nonon?
context: Senketsu Shippu!\Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon? response:	Don't be silly.
context: Why, you!\Lady Satsuki!\Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly. response:	Ryuko Matoi!
context: Lady Satsuki!\Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi! response:	Why you...
context: Lady Satsuki, climb onto me!\Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi!\Why you... response:	Damn it...
context: Right!\Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi!\Why you...\Damn it... response:	Lady Satsuki!
context: Just you watch, I'll catch up to her in no time!\Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi!\Why you...\Damn it...\Lady Satsuki! response:	How impertinent!
context: Perhaps, but like this, you cannot get a higher\eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi!\Why you...\Damn it...\Lady Satsuki!\How impertinent! response:	What?!
context: eye level than mine. Can you, Nonon?\Don't be silly.\Ryuko Matoi!\Why you...\Damn it...\Lady Satsuki!\How impertinent!\What?! response:	Let's go, Jakuzure. Let's finish this.
context: Don't be silly.\Ryuko Matoi!\Why you...\Damn it...\Lady Satsuki!\How impertinent!\What?!\Let's go, Jakuzure. Let's finish this. response:	Leave it to me.
