context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Louise?\Louise!\What's with the troubled look?\N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian. response:	I'm not related to Father, Mother, or my sisters.
context: Louise!\What's with the troubled look?\N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters. response:	I only have Saito from now on.
context: What's with the troubled look?\N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on. response:	Only Saito...
context: N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito... response:	Um...
context: Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito...\Um... response:	Who's there?!
context: You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito...\Um...\Who's there?! response:	Good work, both of you.
context: So I don't want to hear a plebeian boss me around.\She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito...\Um...\Who's there?!\Good work, both of you. response:	This place is off limits. Go home.
context: She's right. I'm no longer a Valliere, so I'm a plebeian.\I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito...\Um...\Who's there?!\Good work, both of you.\This place is off limits. Go home. response:	Um...
context: I'm not related to Father, Mother, or my sisters.\I only have Saito from now on.\Only Saito...\Um...\Who's there?!\Good work, both of you.\This place is off limits. Go home.\Um... response:	I actually have something even better to show you.
context: I only have Saito from now on.\Only Saito...\Um...\Who's there?!\Good work, both of you.\This place is off limits. Go home.\Um...\I actually have something even better to show you. response:	Something better?
context: Only Saito...\Um...\Who's there?!\Good work, both of you.\This place is off limits. Go home.\Um...\I actually have something even better to show you.\Something better? response:	I gotta see that.
context: Um...\Who's there?!\Good work, both of you.\This place is off limits. Go home.\Um...\I actually have something even better to show you.\Something better?\I gotta see that. response:	We did it!
context: Who's there?!\Good work, both of you.\This place is off limits. Go home.\Um...\I actually have something even better to show you.\Something better?\I gotta see that.\We did it! response:	That was easy.
context: Good work, both of you.\This place is off limits. Go home.\Um...\I actually have something even better to show you.\Something better?\I gotta see that.\We did it!\That was easy. response:	Now, we must hurry.
context: This place is off limits. Go home.\Um...\I actually have something even better to show you.\Something better?\I gotta see that.\We did it!\That was easy.\Now, we must hurry. response:	Who's there?!
context: Um...\I actually have something even better to show you.\Something better?\I gotta see that.\We did it!\That was easy.\Now, we must hurry.\Who's there?! response:	So many people are coming.
context: I actually have something even better to show you.\Something better?\I gotta see that.\We did it!\That was easy.\Now, we must hurry.\Who's there?!\So many people are coming. response:	Dana tel winde!
context: Something better?\I gotta see that.\We did it!\That was easy.\Now, we must hurry.\Who's there?!\So many people are coming.\Dana tel winde! response:	Oltal sleip cloudy!
context: I gotta see that.\We did it!\That was easy.\Now, we must hurry.\Who's there?!\So many people are coming.\Dana tel winde!\Oltal sleip cloudy! response:	Now's our chance.
context: We did it!\That was easy.\Now, we must hurry.\Who's there?!\So many people are coming.\Dana tel winde!\Oltal sleip cloudy!\Now's our chance. response:	Quickly, get aboard the Ostland.
context: That was easy.\Now, we must hurry.\Who's there?!\So many people are coming.\Dana tel winde!\Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland. response:	Siesta-kun, you come to the bridge with me.
context: Now, we must hurry.\Who's there?!\So many people are coming.\Dana tel winde!\Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me. response:	Gimli-kun and Reinard-kun, you two head to the engine room.
context: Who's there?!\So many people are coming.\Dana tel winde!\Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room. response:	Yes.
context: So many people are coming.\Dana tel winde!\Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes. response:	It's moving.
context: Dana tel winde!\Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving. response:	Or not.
context: Oltal sleip cloudy!\Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving.\Or not. response:	Throw more coal in!
context: Now's our chance.\Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving.\Or not.\Throw more coal in! response:	Right away!
context: Quickly, get aboard the Ostland.\Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving.\Or not.\Throw more coal in!\Right away! response:	Hurry! The soldiers are coming!
context: Siesta-kun, you come to the bridge with me.\Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving.\Or not.\Throw more coal in!\Right away!\Hurry! The soldiers are coming! response:	Mister...
context: Gimli-kun and Reinard-kun, you two head to the engine room.\Yes.\It's moving.\Or not.\Throw more coal in!\Right away!\Hurry! The soldiers are coming!\Mister... response:	All right!
context: Yes.\It's moving.\Or not.\Throw more coal in!\Right away!\Hurry! The soldiers are coming!\Mister...\All right! response:	Mr. Colbert! If we don't hurry, the pursuit force will come right away!
context: It's moving.\Or not.\Throw more coal in!\Right away!\Hurry! The soldiers are coming!\Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away! response:	That's what we want.
context: Or not.\Throw more coal in!\Right away!\Hurry! The soldiers are coming!\Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want. response:	We're the bait.
context: Throw more coal in!\Right away!\Hurry! The soldiers are coming!\Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait. response:	We have to lure them away until Saito-kun's party crosses the border.
context: Right away!\Hurry! The soldiers are coming!\Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border. response:	What are you standing around for?
context: Hurry! The soldiers are coming!\Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for? response:	They're going to cross the border into Germania and to Gallia!
context: Mister...\All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia! response:	Intercept them!
context: All right!\Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them! response:	Yes Ma'am!
context: Mr. Colbert! If we don't hurry, the pursuit force will come right away!\That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am! response:	We'll go after them, too!
context: That's what we want.\We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am!\We'll go after them, too! response:	Yes Ma'am!
context: We're the bait.\We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am!\We'll go after them, too!\Yes Ma'am! response:	Louise...
context: We have to lure them away until Saito-kun's party crosses the border.\What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am!\We'll go after them, too!\Yes Ma'am!\Louise... response:	That looked pretty good.
context: What are you standing around for?\They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am!\We'll go after them, too!\Yes Ma'am!\Louise...\That looked pretty good. response:	With this, I will dismiss all your past failures.
context: They're going to cross the border into Germania and to Gallia!\Intercept them!\Yes Ma'am!\We'll go after them, too!\Yes Ma'am!\Louise...\That looked pretty good.\With this, I will dismiss all your past failures. response:	In fact, you've made quite the achievement.
context: Intercept them!\Yes Ma'am!\We'll go after them, too!\Yes Ma'am!\Louise...\That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement. response:	Thank you very much.
context: Yes Ma'am!\We'll go after them, too!\Yes Ma'am!\Louise...\That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much. response:	It's too great an honour for me.
context: We'll go after them, too!\Yes Ma'am!\Louise...\That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me. response:	However, there is one thing that worries me.
context: Yes Ma'am!\Louise...\That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me. response:	What is it? You don't look happy enough for the occasion.
context: Louise...\That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion. response:	Well...
context: That looked pretty good.\With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well... response:	They're being chased as traitors?
context: With this, I will dismiss all your past failures.\In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors? response:	That void mage is?
context: In fact, you've made quite the achievement.\Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors?\That void mage is? response:	Yes. I presume their intent is to rescue Charlotte-sama.
context: Thank you very much.\It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama. response:	Interesting.
context: It's too great an honour for me.\However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting. response:	I'll face them before they enter Gallia.
context: However, there is one thing that worries me.\What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia. response:	No.
context: What is it? You don't look happy enough for the occasion.\Well...\They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia.\No. response:	Vitartial is at Al Hambra.
context: Well...\They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra. response:	It will be entertaining.
context: They're being chased as traitors?\That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra.\It will be entertaining. response:	Before my niece falls into her eternal sleep,
context: That void mage is?\Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep, response:	I'm sure she would like to see her friends once more.
context: Yes. I presume their intent is to rescue Charlotte-sama.\Interesting.\I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more. response:	Lu kept thinking.
context: Interesting.\I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking. response:	But only the fact that she betrayed her friend remained.
context: I'll face them before they enter Gallia.\No.\Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained. response:	So it's only natural for me to go through this.
context: No.\Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this. response:	Lu's last wish was...
context: Vitartial is at Al Hambra.\It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was... response:	But that was a wish that was not to be.
context: It will be entertaining.\Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be. response:	Since... there's no way...
context: Before my niece falls into her eternal sleep,\I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way... response:	We have a large number after us.
context: I'm sure she would like to see her friends once more.\Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way...\We have a large number after us. response:	If we don't hurry, they'll catch up!
context: Lu kept thinking.\But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up! response:	If it's come down to this...
context: But only the fact that she betrayed her friend remained.\So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this... response:	We should attack them, too!
context: So it's only natural for me to go through this.\Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too! response:	We can't do that!
context: Lu's last wish was...\But that was a wish that was not to be.\Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too!\We can't do that! response:	I don't want to see anyone get injured.
context: But that was a wish that was not to be.\Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too!\We can't do that!\I don't want to see anyone get injured. response:	Do we have to climb much further?
context: Since... there's no way...\We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too!\We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further? response:	Stop whining. Everyone's tired.
context: We have a large number after us.\If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too!\We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired. response:	Louise!
context: If we don't hurry, they'll catch up!\If it's come down to this...\We should attack them, too!\We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired.\Louise! response:	Are you all right?
context: If it's come down to this...\We should attack them, too!\We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired.\Louise!\Are you all right? response:	I'm all right.
context: We should attack them, too!\We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired.\Louise!\Are you all right?\I'm all right. response:	I've got to live alone from this point on.
context: We can't do that!\I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired.\Louise!\Are you all right?\I'm all right.\I've got to live alone from this point on. response:	This is nothing.
context: I don't want to see anyone get injured.\Do we have to climb much further?\Stop whining. Everyone's tired.\Louise!\Are you all right?\I'm all right.\I've got to live alone from this point on.\This is nothing. response:	Louise.
context: Do we have to climb much further?\Stop whining. Everyone's tired.\Louise!\Are you all right?\I'm all right.\I've got to live alone from this point on.\This is nothing.\Louise. response:	I only sprained my ankle.
context: Stop whining. Everyone's tired.\Louise!\Are you all right?\I'm all right.\I've got to live alone from this point on.\This is nothing.\Louise.\I only sprained my ankle. response:	It doesn't hurt at all.
context: Louise!\Are you all right?\I'm all right.\I've got to live alone from this point on.\This is nothing.\Louise.\I only sprained my ankle.\It doesn't hurt at all. response:	Stop lying.
context: Are you all right?\I'm all right.\I've got to live alone from this point on.\This is nothing.\Louise.\I only sprained my ankle.\It doesn't hurt at all.\Stop lying. response:	Come on.
context: I'm all right.\I've got to live alone from this point on.\This is nothing.\Louise.\I only sprained my ankle.\It doesn't hurt at all.\Stop lying.\Come on. response:	Rely on me at times like this, at least.
context: I've got to live alone from this point on.\This is nothing.\Louise.\I only sprained my ankle.\It doesn't hurt at all.\Stop lying.\Come on.\Rely on me at times like this, at least. response:	You might think of me as unreliable, but...
context: This is nothing.\Louise.\I only sprained my ankle.\It doesn't hurt at all.\Stop lying.\Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but... response:	D-Don't get me wrong.
context: Louise.\I only sprained my ankle.\It doesn't hurt at all.\Stop lying.\Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong. response:	It's not that my ankle hurts.
context: I only sprained my ankle.\It doesn't hurt at all.\Stop lying.\Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts. response:	I have to reward my familiar once in a while,
context: It doesn't hurt at all.\Stop lying.\Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while, response:	so I'm just letting you do as you wish.
context: Stop lying.\Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish. response:	Yes, yes.
context: Come on.\Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes. response:	Saito's been alone in this world all this time.
context: Rely on me at times like this, at least.\You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time. response:	How can he still be so courageous?
context: You might think of me as unreliable, but...\D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous? response:	How does he not get lost?
context: D-Don't get me wrong.\It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost? response:	Why am I filled with so much anxiety?
context: It's not that my ankle hurts.\I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety? response:	Sensei! The Dragon Knights are right behind us!
context: I have to reward my familiar once in a while,\so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us! response:	Any more than this will be dangerous.
context: so I'm just letting you do as you wish.\Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous. response:	We surrender!
context: Yes, yes.\Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender! response:	Just the four of you?
context: Saito's been alone in this world all this time.\How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender!\Just the four of you? response:	Where are the others?
context: How can he still be so courageous?\How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender!\Just the four of you?\Where are the others? response:	They should have crossed the border by now.
context: How does he not get lost?\Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender!\Just the four of you?\Where are the others?\They should have crossed the border by now. response:	It's been a while, Agnes-kun.
context: Why am I filled with so much anxiety?\Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender!\Just the four of you?\Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun. response:	I-Impossible...
context: Sensei! The Dragon Knights are right behind us!\Any more than this will be dangerous.\We surrender!\Just the four of you?\Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible... response:	You... were alive?
context: Any more than this will be dangerous.\We surrender!\Just the four of you?\Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible...\You... were alive? response:	I can't believe I was fooled by you thrice.
context: We surrender!\Just the four of you?\Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice. response:	Come! If I don't take you guys back, I cannot face the Queen!
context: Just the four of you?\Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen! response:	So this is Gallian Kingdom...
context: Where are the others?\They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom... response:	Onee-sama...
context: They should have crossed the border by now.\It's been a while, Agnes-kun.\I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama... response:	Tabitha... We're coming for you.
context: It's been a while, Agnes-kun.\I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you. response:	Sigh...
context: I-Impossible...\You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you.\Sigh... response:	It's impossible.
context: You... were alive?\I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you.\Sigh...\It's impossible. response:	But...
context: I can't believe I was fooled by you thrice.\Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you.\Sigh...\It's impossible.\But... response:	My body's shaking!
context: Come! If I don't take you guys back, I cannot face the Queen!\So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you.\Sigh...\It's impossible.\But...\My body's shaking! response:	This is a mission only someone as cute as I can do!
context: So this is Gallian Kingdom...\Onee-sama...\Tabitha... We're coming for you.\Sigh...\It's impossible.\But...\My body's shaking!\This is a mission only someone as cute as I can do! response:	Zero no Tsukaima. Princess no Rondo.
context: Onee-sama...\Tabitha... We're coming for you.\Sigh...\It's impossible.\But...\My body's shaking!\This is a mission only someone as cute as I can do!\Zero no Tsukaima. Princess no Rondo. response:	Captive in Al Hambra.
context: Tabitha... We're coming for you.\Sigh...\It's impossible.\But...\My body's shaking!\This is a mission only someone as cute as I can do!\Zero no Tsukaima. Princess no Rondo.\Captive in Al Hambra. response:	You better watch closely!
context: Sigh...\It's impossible.\But...\My body's shaking!\This is a mission only someone as cute as I can do!\Zero no Tsukaima. Princess no Rondo.\Captive in Al Hambra.\You better watch closely! response:	I won't forgive you if you look away.
