context: My name is Yukimura Shouichirou. response:	And that's my little sister, Ruri.
context: What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on.\What? My turn?\Hey, Usui... response:	You don't have to worry. My only true love is you, Princess Misaki.
context: What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on.\What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki. response:	T-That's enough!
context: I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on.\What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough! response:	I've had enough!
context: I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on.\What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough! response:	Why are you getting in my way, Bro?!
context: Please forgive me for only being able to convey my love like this.\Come on.\What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough!\Why are you getting in my way, Bro?! response:	She has it figured out?
context: Come on.\What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough!\Why are you getting in my way, Bro?!\She has it figured out? response:	I said I'm the princess!
context: What? My turn?\Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough!\Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess! response:	I hate you, Bro!
context: Hey, Usui...\You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough!\Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess!\I hate you, Bro! response:	Ruri!
context: You don't have to worry. My only true love is you, Princess Misaki.\T-That's enough!\I've had enough!\Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess!\I hate you, Bro!\Ruri! response:	Young lady?
context: T-That's enough!\I've had enough!\Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess!\I hate you, Bro!\Ruri!\Young lady? response:	Are you alright?
context: I've had enough!\Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess!\I hate you, Bro!\Ruri!\Young lady?\Are you alright? response:	We're sorry for the commotion.
context: Why are you getting in my way, Bro?!\She has it figured out?\I said I'm the princess!\I hate you, Bro!\Ruri!\Young lady?\Are you alright?\We're sorry for the commotion. response:	Are you okay, Ruri?
context: She has it figured out?\I said I'm the princess!\I hate you, Bro!\Ruri!\Young lady?\Are you alright?\We're sorry for the commotion.\Are you okay, Ruri? response:	Does it hurt anywhere?
context: I said I'm the princess!\I hate you, Bro!\Ruri!\Young lady?\Are you alright?\We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere? response:	Did you hit your head?
context: I hate you, Bro!\Ruri!\Young lady?\Are you alright?\We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head? response:	I'm okay.
context: Ruri!\Young lady?\Are you alright?\We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head?\I'm okay. response:	What a relief.
context: Young lady?\Are you alright?\We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head?\I'm okay.\What a relief. response:	We can't have you running around inside the store!
context: Are you alright?\We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head?\I'm okay.\What a relief.\We can't have you running around inside the store! response:	Let's go apologize.
context: We're sorry for the commotion.\Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head?\I'm okay.\What a relief.\We can't have you running around inside the store!\Let's go apologize. response:	I'll go with you.
context: Are you okay, Ruri?\Does it hurt anywhere?\Did you hit your head?\I'm okay.\What a relief.\We can't have you running around inside the store!\Let's go apologize.\I'll go with you. response:	No! Ruri's done nothing wrong!
context: Does it hurt anywhere?\Did you hit your head?\I'm okay.\What a relief.\We can't have you running around inside the store!\Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong! response:	It's because you're all being mean to me.
context: Did you hit your head?\I'm okay.\What a relief.\We can't have you running around inside the store!\Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me. response:	I'm supposed to be the princess today.
context: I'm okay.\What a relief.\We can't have you running around inside the store!\Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today. response:	That's right...
context: What a relief.\We can't have you running around inside the store!\Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right... response:	I'm the princess, so I'm not going to say sorry!
context: We can't have you running around inside the store!\Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry! response:	That's enough!
context: Let's go apologize.\I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry!\That's enough! response:	There's nothing elegant about a stubborn princess like you.
context: I'll go with you.\No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you. response:	Ruri.
context: No! Ruri's done nothing wrong!\It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri. response:	I'm sorry.
context: It's because you're all being mean to me.\I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry. response:	I'm sorry.
context: I'm supposed to be the princess today.\That's right...\I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry.\I'm sorry. response:	We're really sorry, Ruri-chan.
context: That's right...\I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan. response:	We didn't mean to tease you or anything.
context: I'm the princess, so I'm not going to say sorry!\That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything. response:	You went really out of control this time.
context: That's enough!\There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time. response:	Ruri?
context: There's nothing elegant about a stubborn princess like you.\Ruri.\I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time.\Ruri? response:	I'm fine. I was still immature as a princess, too.
context: Ruri.\I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too. response:	Plus-
context: I'm sorry.\I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too.\Plus- response:	Looks like Ruri wasn't Takumi-sama's princess.
context: I'm sorry.\We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess. response:	Let's go home, Bro!
context: We're really sorry, Ruri-chan.\We didn't mean to tease you or anything.\You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro! response:	It looks like my slightly matured princess won't be finding her prince for a while yet.
context: We didn't mean to tease you or anything.\You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet. response:	There's a limit to what I can do with a stationary camera.
context: You went really out of control this time.\Ruri?\I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera. response:	I need a cameraman to show 100 of my cuteness.
context: Ruri?\I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness. response:	Hey there. What are you doing?
context: I'm fine. I was still immature as a princess, too.\Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing? response:	You totally stand out.
context: Plus-\Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out. response:	Wow. She's so cute up close.
context: Looks like Ruri wasn't Takumi-sama's princess.\Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close. response:	Hey, how about you come with us and-
context: Let's go home, Bro!\It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and- response:	L-Let's not do things like that.
context: It looks like my slightly matured princess won't be finding her prince for a while yet.\There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that. response:	Hyoudou Aoi. Age 14.
context: There's a limit to what I can do with a stationary camera.\I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14. response:	Noble and proud net idol.
context: I need a cameraman to show 100 of my cuteness.\Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol. response:	You're scaring the girl.
context: Hey there. What are you doing?\You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl. response:	You suddenly can't help but go to the bathroom.
context: You totally stand out.\Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom. response:	Despite appearances, he's actually a boy.
context: Wow. She's so cute up close.\Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy. response:	Phew. I'm glad they went away.
context: Hey, how about you come with us and-\L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away. response:	Are you alright? It must have been frightening.
context: L-Let's not do things like that.\Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening. response:	Who are these annoying creatures?
context: Hyoudou Aoi. Age 14.\Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures? response:	Where do you think they rushed off to?
context: Noble and proud net idol.\You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to? response:	They look familiar...
context: You're scaring the girl.\You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar... response:	Probably the bathroom.
context: You suddenly can't help but go to the bathroom.\Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar...\Probably the bathroom. response:	Oh, they're the lame guys that were with Misakichi.
context: Despite appearances, he's actually a boy.\Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi. response:	I didn't look like this the other day, so they don't know that it's me.
context: Phew. I'm glad they went away.\Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me. response:	Hey, I have a little favor to ask of you two.
context: Are you alright? It must have been frightening.\Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two. response:	That's right. Now slowly move up the camera.
context: Who are these annoying creatures?\Where do you think they rushed off to?\They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera. response:	Promotion video? Why?
context: Where do you think they rushed off to?\They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why? response:	I'm the net idol Aoi.
context: They look familiar...\Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi. response:	So I'm making my own PV.
context: Probably the bathroom.\Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV. response:	Idol? So she's in show biz?
context: Oh, they're the lame guys that were with Misakichi.\I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz? response:	No, she's a self proclaimed idol,
context: I didn't look like this the other day, so they don't know that it's me.\Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol, response:	so I think she's usually a normal person that you'd see walking down the street.
context: Hey, I have a little favor to ask of you two.\That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street. response:	Don't say things like self proclaimed!
context: That's right. Now slowly move up the camera.\Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed! response:	It's amazing to be ranked first in cuteness in all of the major search engines.
context: Promotion video? Why?\I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines. response:	This shining cuteness of mine is all that's needed for me to dazzle!
context: I'm the net idol Aoi.\So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle! response:	It's just too much fun!
context: So I'm making my own PV.\Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun! response:	She's something else.
context: Idol? So she's in show biz?\No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else. response:	She certainly is.
context: No, she's a self proclaimed idol,\so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else.\She certainly is. response:	I'm glad I came to the flea market.
context: so I think she's usually a normal person that you'd see walking down the street.\Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else.\She certainly is.\I'm glad I came to the flea market. response:	I wanted to get a new trash can for the kitchen.
context: Don't say things like self proclaimed!\It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else.\She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen. response:	It was so cheap.
context: It's amazing to be ranked first in cuteness in all of the major search engines.\This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else.\She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap. response:	You can make some cash in a flea market. What a surprise.
context: This shining cuteness of mine is all that's needed for me to dazzle!\It's just too much fun!\She's something else.\She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise. response:	Go!
context: It's just too much fun!\She's something else.\She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise.\Go! response:	Back at you!
context: She's something else.\She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise.\Go!\Back at you! response:	What is this?
context: She certainly is.\I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise.\Go!\Back at you!\What is this? response:	It's a flea market.
context: I'm glad I came to the flea market.\I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise.\Go!\Back at you!\What is this?\It's a flea market. response:	I know it's a flea market!
context: I wanted to get a new trash can for the kitchen.\It was so cheap.\You can make some cash in a flea market. What a surprise.\Go!\Back at you!\What is this?\It's a flea market.\I know it's a flea market! response:	I'm asking why they are having the flea market today!
context: It was so cheap.\You can make some cash in a flea market. What a surprise.\Go!\Back at you!\What is this?\It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today! response:	And I can just see trouble coming if I go near the lake.
context: You can make some cash in a flea market. What a surprise.\Go!\Back at you!\What is this?\It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake. response:	A quick break.
context: Go!\Back at you!\What is this?\It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break. response:	This is so fun!
context: Back at you!\What is this?\It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun! response:	It is.
context: What is this?\It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun!\It is. response:	Please give us 5 identical boxes.
context: It's a flea market.\I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun!\It is.\Please give us 5 identical boxes. response:	I was planning on taking pictures with the lake in the background, too!
context: I know it's a flea market!\I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun!\It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too! response:	Lake?
context: I'm asking why they are having the flea market today!\And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun!\It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake? response:	I can't film like this!
context: And I can just see trouble coming if I go near the lake.\A quick break.\This is so fun!\It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this! response:	She means the pond.
context: A quick break.\This is so fun!\It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this!\She means the pond. response:	Aoi!
context: This is so fun!\It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this!\She means the pond.\Aoi! response:	What is she doing here?!
context: It is.\Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this!\She means the pond.\Aoi!\What is she doing here?! response:	Why do you guys have a shop, too?
context: Please give us 5 identical boxes.\I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this!\She means the pond.\Aoi!\What is she doing here?!\Why do you guys have a shop, too? response:	To make money to go to Maid Latte, of course.
context: I was planning on taking pictures with the lake in the background, too!\Lake?\I can't film like this!\She means the pond.\Aoi!\What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course. response:	But we can't say that, especially with the vice prez standing right there.
context: Lake?\I can't film like this!\She means the pond.\Aoi!\What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there. response:	Why are they with Aoi?
context: I can't film like this!\She means the pond.\Aoi!\What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi? response:	This is totally ruining my first DVD release.
context: She means the pond.\Aoi!\What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release. response:	DVD?!
context: Aoi!\What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?! response:	Is it going to be amazing?
context: What is she doing here?!\Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing? response:	It is amazing! It's sure to sell!
context: Why do you guys have a shop, too?\To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell! response:	Will it be naughty?
context: To make money to go to Maid Latte, of course.\But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty? response:	Shut up and get your mind out of the gutter!
context: But we can't say that, especially with the vice prez standing right there.\Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter! response:	When did we end up with the camera?
context: Why are they with Aoi?\This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera? response:	I want you to take pictures of me from every possible angle.
context: This is totally ruining my first DVD release.\DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle. response:	Of course we will!
context: DVD?!\Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will! response:	Yup. Otaku are more useful when it comes to something like this.
context: Is it going to be amazing?\It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this. response:	Give me more petals!
context: It is amazing! It's sure to sell!\Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals! response:	Not enough light, either!
context: Will it be naughty?\Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either! response:	It's perfect right now. Ready to roll, Aoi-chan?
context: Shut up and get your mind out of the gutter!\When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan? response:	Action!
context: When did we end up with the camera?\I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action! response:	Something's still missing.
context: I want you to take pictures of me from every possible angle.\Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing. response:	Do you want more petals?
context: Of course we will!\Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing.\Do you want more petals? response:	But we're out of petals.
context: Yup. Otaku are more useful when it comes to something like this.\Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing.\Do you want more petals?\But we're out of petals. response:	Then collect them please.
context: Give me more petals!\Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing.\Do you want more petals?\But we're out of petals.\Then collect them please. response:	I stayed up all night making those petals.
context: Not enough light, either!\It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing.\Do you want more petals?\But we're out of petals.\Then collect them please.\I stayed up all night making those petals. response:	Men are sad creatures, are they not, Kurotatsu?
context: It's perfect right now. Ready to roll, Aoi-chan?\Action!\Something's still missing.\Do you want more petals?\But we're out of petals.\Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu? response:	To be precise, we're the sad creatures, Shiroyan.
context: Action!\Something's still missing.\Do you want more petals?\But we're out of petals.\Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan. response:	Oh yeah, you guys.
context: Something's still missing.\Do you want more petals?\But we're out of petals.\Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys. response:	Bring me some dolls.
context: Do you want more petals?\But we're out of petals.\Then collect them please.\I stayed up all night making those petals.\Men are sad creatures, are they not, Kurotatsu?\To be precise, we're the sad creatures, Shiroyan.\Oh yeah, you guys.\Bring me some dolls. response:	I said dolls. And cute ones.
