context: Are you all right? response:	What happened?
context: Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah.\United Earth Headquarters... response:	Touchdown in 3... 2... 1...
context: I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1... response:	Ship is down. Now mooring.
context: A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring. response:	I suppose this means our voyage is over, too.
context: I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too. response:	Yes, for now.
context: Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now. response:	For now, ma'am?
context: We finally made it...\Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am? response:	If we keep the ship, what will the enemy do?
context: Yeah.\United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do? response:	Now that we're here, we're safe, right?
context: United Earth Headquarters...\Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right? response:	This is a secret base 600 meters underground
context: Touchdown in 3... 2... 1...\Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground response:	that was designed to withstand a nuclear strike.
context: Ship is down. Now mooring.\I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike. response:	They say that lots of refugees are being housed in the massive shelters here.
context: I suppose this means our voyage is over, too.\Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here. response:	At capacity, they're supposed to have 3 years' worth of supplies stockpiled.
context: Yes, for now.\For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled. response:	But apparently, the numbers don't add up.
context: For now, ma'am?\If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up. response:	Are they over capacity?
context: If we keep the ship, what will the enemy do?\Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity? response:	The opposite, apparently. They have too many provisions.
context: Now that we're here, we're safe, right?\This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions. response:	It looks like most of the refugees never made it here.
context: This is a secret base 600 meters underground\that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here. response:	If this place is destroyed... Terrans might go extinct.
context: that was designed to withstand a nuclear strike.\They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct. response:	It's huge!
context: They say that lots of refugees are being housed in the massive shelters here.\At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge! response:	Hey, Inaho.
context: At capacity, they're supposed to have 3 years' worth of supplies stockpiled.\But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho. response:	I looked around.
context: But apparently, the numbers don't add up.\Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho.\I looked around. response:	There's lots of Areions sitting around, so why would you keep using that Sleipnir?
context: Are they over capacity?\The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir? response:	I'm used to it.
context: The opposite, apparently. They have too many provisions.\It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it. response:	That's all?
context: It looks like most of the refugees never made it here.\If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all? response:	Heavier armor wouldn't have helped against anything we've fought so far.
context: If this place is destroyed... Terrans might go extinct.\It's huge!\Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far. response:	If you're okay with it, suit yourself.
context: It's huge!\Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself. response:	Do we even have to fight now? We can let the professionals do their job.
context: Hey, Inaho.\I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job. response:	Right?
context: I looked around.\There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right? response:	Yeah.
context: There's lots of Areions sitting around, so why would you keep using that Sleipnir?\I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah. response:	You can't be too careful.
context: I'm used to it.\That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah.\You can't be too careful. response:	It's got conformal power assist, huh?
context: That's all?\Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah.\You can't be too careful.\It's got conformal power assist, huh? response:	Aldnoah...
context: Heavier armor wouldn't have helped against anything we've fought so far.\If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah.\You can't be too careful.\It's got conformal power assist, huh?\Aldnoah... response:	This is what started it all.
context: If you're okay with it, suit yourself.\Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah.\You can't be too careful.\It's got conformal power assist, huh?\Aldnoah...\This is what started it all. response:	Thank you very much, Inaho.
context: Do we even have to fight now? We can let the professionals do their job.\Right?\Yeah.\You can't be too careful.\It's got conformal power assist, huh?\Aldnoah...\This is what started it all.\Thank you very much, Inaho. response:	I'm given to understand that it's you whom I owe my life to.
context: Right?\Yeah.\You can't be too careful.\It's got conformal power assist, huh?\Aldnoah...\This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to. response:	No, it's because we're in a war.
context: Yeah.\You can't be too careful.\It's got conformal power assist, huh?\Aldnoah...\This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war. response:	How many times does this make it?
context: You can't be too careful.\It's got conformal power assist, huh?\Aldnoah...\This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it? response:	I'm not sure. And I wouldn't say that I've saved it.
context: It's got conformal power assist, huh?\Aldnoah...\This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it. response:	This is a war, after all.
context: Aldnoah...\This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all. response:	You're a kind person, aren't you?
context: This is what started it all.\Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you? response:	You are.
context: Thank you very much, Inaho.\I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you?\You are. response:	After all this is over...
context: I'm given to understand that it's you whom I owe my life to.\No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you?\You are.\After all this is over... response:	We will remain friends after all this is over, won't we?
context: No, it's because we're in a war.\How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you?\You are.\After all this is over...\We will remain friends after all this is over, won't we? response:	Yes.
context: How many times does this make it?\I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you?\You are.\After all this is over...\We will remain friends after all this is over, won't we?\Yes. response:	I'm glad.
context: I'm not sure. And I wouldn't say that I've saved it.\This is a war, after all.\You're a kind person, aren't you?\You are.\After all this is over...\We will remain friends after all this is over, won't we?\Yes.\I'm glad. response:	Milady, it's time.
context: This is a war, after all.\You're a kind person, aren't you?\You are.\After all this is over...\We will remain friends after all this is over, won't we?\Yes.\I'm glad.\Milady, it's time. response:	Very well.
context: You're a kind person, aren't you?\You are.\After all this is over...\We will remain friends after all this is over, won't we?\Yes.\I'm glad.\Milady, it's time.\Very well. response:	Then let's be off, Eddelrittuo.
context: You are.\After all this is over...\We will remain friends after all this is over, won't we?\Yes.\I'm glad.\Milady, it's time.\Very well.\Then let's be off, Eddelrittuo. response:	If you'll excuse us.
context: After all this is over...\We will remain friends after all this is over, won't we?\Yes.\I'm glad.\Milady, it's time.\Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us. response:	I am Asseylum Vers Allusia.
context: We will remain friends after all this is over, won't we?\Yes.\I'm glad.\Milady, it's time.\Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia. response:	I am the Princess Royal, granddaughter of
context: Yes.\I'm glad.\Milady, it's time.\Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of response:	Rayregalia Vers Rayvers, Emperor of Vers.
context: I'm glad.\Milady, it's time.\Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers. response:	I address the people of Father Vers.
context: Milady, it's time.\Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers. response:	I call for an immediate cessation of hostilities in this meaningless war.
context: Very well.\Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war. response:	I am safe. Alive and well.
context: Then let's be off, Eddelrittuo.\If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well. response:	It is not Terrans who made an attempt on my life.
context: If you'll excuse us.\I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life. response:	It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.
context: I am Asseylum Vers Allusia.\I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth. response:	The Terrans are innocent.
context: I am the Princess Royal, granddaughter of\Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent. response:	Stop the fighting immediately.
context: Rayregalia Vers Rayvers, Emperor of Vers.\I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately. response:	And then make peace with Earth.
context: I address the people of Father Vers.\I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth. response:	I beg you, put a stop to this tragedy.
context: I call for an immediate cessation of hostilities in this meaningless war.\I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy. response:	This is the Tharsis!
context: I am safe. Alive and well.\It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis! response:	I retrieved it from Castle Cruhteo.
context: It is not Terrans who made an attempt on my life.\It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo. response:	He was unworthy of it.
context: It was a plot by the Orbital Knights, who have their sights set on an invasion of Earth.\The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it. response:	Its Aldnoah drive is powered down...
context: The Terrans are innocent.\Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down... response:	Which means that Count Cruhteo truly is...
context: Stop the fighting immediately.\And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is... response:	Princess Asseylum's location has been pinpointed
context: And then make peace with Earth.\I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed response:	via laser transmission to the Moon base.
context: I beg you, put a stop to this tragedy.\This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base. response:	The Moon base is under the control of those who feel as I do.
context: This is the Tharsis!\I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do. response:	Her Highness' proclamation will reach no one's ears.
context: I retrieved it from Castle Cruhteo.\He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears. response:	The final battle is about to take place at the enemy's main stronghold.
context: He was unworthy of it.\Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold. response:	Even with the full might of a Landing Castle, it will be no easy feat.
context: Its Aldnoah drive is powered down...\Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat. response:	My debt to your father is paid.
context: Which means that Count Cruhteo truly is...\Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat.\My debt to your father is paid. response:	You may join my forces or you may flee to Earth.
context: Princess Asseylum's location has been pinpointed\via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat.\My debt to your father is paid.\You may join my forces or you may flee to Earth. response:	Do as you will.
context: via laser transmission to the Moon base.\The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat.\My debt to your father is paid.\You may join my forces or you may flee to Earth.\Do as you will. response:	Milord Saazbaum, all launch preparations are now complete.
context: The Moon base is under the control of those who feel as I do.\Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat.\My debt to your father is paid.\You may join my forces or you may flee to Earth.\Do as you will.\Milord Saazbaum, all launch preparations are now complete. response:	Begin Landing Castle descent!
context: Her Highness' proclamation will reach no one's ears.\The final battle is about to take place at the enemy's main stronghold.\Even with the full might of a Landing Castle, it will be no easy feat.\My debt to your father is paid.\You may join my forces or you may flee to Earth.\Do as you will.\Milord Saazbaum, all launch preparations are now complete.\Begin Landing Castle descent! response:	Destination: UE Headquarters! Novostal'sk, Russia!
