context: Original Translation by Triad/ Softsub by Urusai response:	Sign: Rumors about Yano...
context: Wouldn't one that takes our whole picture be better?\No... not one of these.\I really feels like it's been forever since I've been in one of these.\Yano's... smiling.\Actually, when I think about it... he's always smiling.\Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button! response:	Ah, I thought so. This one's no good.
context: No... not one of these.\I really feels like it's been forever since I've been in one of these.\Yano's... smiling.\Actually, when I think about it... he's always smiling.\Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good. response:	You're like the woman of 1,000 masks! It's hilarious!
context: I really feels like it's been forever since I've been in one of these.\Yano's... smiling.\Actually, when I think about it... he's always smiling.\Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious! response:	And... I think it's a lot easier to place the blame on yourself than someone else.
context: Yano's... smiling.\Actually, when I think about it... he's always smiling.\Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else. response:	Huh? Not the other way around?
context: Actually, when I think about it... he's always smiling.\Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around? response:	Let's do this!
context: Yano, you're really strong, aren't you?\Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this! response:	Isn't it easier to blame someone else?
context: Normally, a person can't say the sorts of things you just told me...\I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else? response:	If you blame someone else, you'll just get stubborn and say you'll never forgive them.
context: I'm going to press the confirm button!\Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them. response:	But when you blame yourself, you can shrug it off since there's nothing you can do about it.
context: Ah, I thought so. This one's no good.\You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it. response:	And you won't get angry that way, either.
context: You're like the woman of 1,000 masks! It's hilarious!\And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either. response:	It's easier.
context: And... I think it's a lot easier to place the blame on yourself than someone else.\Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier. response:	Basically, I'm not being fair.
context: Huh? Not the other way around?\Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair. response:	I pressed the confirm button, by the way.
context: Let's do this!\Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way. response:	Look at the dork! Look at your head!
context: Isn't it easier to blame someone else?\If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head! response:	I look like a guy...
context: If you blame someone else, you'll just get stubborn and say you'll never forgive them.\But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy... response:	And not only that... my head's bigger than his.
context: But when you blame yourself, you can shrug it off since there's nothing you can do about it.\And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his. response:	I look like some octopus alien or something...
context: And you won't get angry that way, either.\It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something... response:	Yeah. It's cute.
context: It's easier.\Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute. response:	Cute...? As an octopus...?
context: Basically, I'm not being fair.\I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...? response:	Here's the bus.
context: I pressed the confirm button, by the way.\Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus. response:	Bye, then.
context: Look at the dork! Look at your head!\I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus.\Bye, then. response:	Everyone, we decided what we'll be doing for the school festival at the last committee meeting.
context: I look like a guy...\And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting. response:	Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...
context: And not only that... my head's bigger than his.\I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead... response:	Sign: What to do for the School Festival
context: I look like some octopus alien or something...\Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival response:	Short play
context: Yeah. It's cute.\Cute...? As an octopus...?\Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play response:	Short play
context: Cute...? As an octopus...?\Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play\Short play response:	Our third choice, a short play, won in the ballot!
context: Here's the bus.\Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play\Short play\Our third choice, a short play, won in the ballot! response:	What do you mean our third choice won?! Our?!
context: Bye, then.\Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play\Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?! response:	Takahashi, were you asleep when we voted?!
context: Everyone, we decided what we'll be doing for the school festival at the last committee meeting.\Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play\Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?! response:	It's because I suck at rock-paper-scissors...
context: Unfortunately, due to the large number of classes doing cafes, we weren't able to do one. Instead...\Sign: What to do for the School Festival\Short play\Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors... response:	But there's a problem. isn't there?
context: Sign: What to do for the School Festival\Short play\Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there? response:	Since you borrow a classroom instead of the auditorium for those...
context: Short play\Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those... response:	It's just too lame...
context: Short play\Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame... response:	I have no motivation.
context: Our third choice, a short play, won in the ballot!\What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation. response:	I figured that, so I thought about what I could do to increase the audience...
context: What do you mean our third choice won?! Our?!\Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience... response:	And it's...!
context: Takahashi, were you asleep when we voted?!\It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...! response:	(Still not sure what we're going to do yet, but...)
context: It's because I suck at rock-paper-scissors...\But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...) response:	How's that sound?
context: But there's a problem. isn't there?\Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound? response:	That'll bring them in!
context: Since you borrow a classroom instead of the auditorium for those...\It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in! response:	That'll get all the girls here!
context: It's just too lame...\I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in!\That'll get all the girls here! response:	Let's do it!
context: I have no motivation.\I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in!\That'll get all the girls here!\Let's do it! response:	Yano, I'm gonna decide what play to do today. What do you wanna do?
context: I figured that, so I thought about what I could do to increase the audience...\And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in!\That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do? response:	Don't ask me. Do whatever the heck you want.
context: And it's...!\(Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in!\That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want. response:	Y-You don't have to get so mad.
context: (Still not sure what we're going to do yet, but...)\How's that sound?\That'll bring them in!\That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad. response:	Do I always have to clean up your mess?
context: How's that sound?\That'll bring them in!\That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess? response:	Clean up my mess...?
context: That'll bring them in!\That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...? response:	What are you gonna do?
context: That'll get all the girls here!\Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do? response:	It must be so nice to always take the easy way out.
context: Let's do it!\Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out. response:	Sometimes... you can really be a bastard.
context: Yano, I'm gonna decide what play to do today. What do you wanna do?\Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard. response:	So whenever someone does something inconvenient for you, he's a bastard. I see.
context: Don't ask me. Do whatever the heck you want.\Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see. response:	This is the person who confessed her love to him last week...
context: Y-You don't have to get so mad.\Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week... response:	You're just mad about before, aren't you? It's true that I was a little hasty, but...
context: Do I always have to clean up your mess?\Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but... response:	I guess I don't have a good eye for these sorts of things.
context: Clean up my mess...?\What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things. response:	What I said before was a mistake!
context: What are you gonna do?\It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake! response:	What are you talking about again?
context: It must be so nice to always take the easy way out.\Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again? response:	This little...
context: Sometimes... you can really be a bastard.\So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again?\This little... response:	W-When I said I liked you, I was wrong!
context: So whenever someone does something inconvenient for you, he's a bastard. I see.\This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again?\This little...\W-When I said I liked you, I was wrong! response:	Told you so.
context: This is the person who confessed her love to him last week...\You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again?\This little...\W-When I said I liked you, I was wrong!\Told you so. response:	Ah, how should I put this?
context: You're just mad about before, aren't you? It's true that I was a little hasty, but...\I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again?\This little...\W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this? response:	Do either of you have any stories involving murder?! One that really lets the main character have it?!
context: I guess I don't have a good eye for these sorts of things.\What I said before was a mistake!\What are you talking about again?\This little...\W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?! response:	Love stories are out of the question!
context: What I said before was a mistake!\What are you talking about again?\This little...\W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question! response:	I could kill him! I could just kill him!
context: What are you talking about again?\This little...\W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him! response:	It seems like Nana wants to kill Yano...
context: This little...\W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano... response:	Damn it! I'll draw a mustache on this devil! Yes! A mustache!
context: W-When I said I liked you, I was wrong!\Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache! response:	Takahashi-san.
context: Told you so.\Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san. response:	Yes?!
context: Ah, how should I put this?\Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?! response:	There's a student council meeting during lunch tomorrow.
context: Do either of you have any stories involving murder?! One that really lets the main character have it?!\Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow. response:	They said they'll assign the classrooms for the festival.
context: Love stories are out of the question!\I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival. response:	I-Is that so? Thanks.
context: I could kill him! I could just kill him!\It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks. response:	Hey.
context: It seems like Nana wants to kill Yano...\Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey. response:	Ah, Takeuchi-kun.
context: Damn it! I'll draw a mustache on this devil! Yes! A mustache!\Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun. response:	Sorry about the other day.
context: Takahashi-san.\Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun.\Sorry about the other day. response:	What do you mean?
context: Yes?!\There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean? response:	Even though you all got together...
context: There's a student council meeting during lunch tomorrow.\They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean?\Even though you all got together... response:	Ah... that's a daily thing for them.
context: They said they'll assign the classrooms for the festival.\I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean?\Even though you all got together...\Ah... that's a daily thing for them. response:	They all have big mouths.
context: I-Is that so? Thanks.\Hey.\Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean?\Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths. response:	That aside, I heard your class is putting on a play?
context: Hey.\Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean?\Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play? response:	Yeah. It's really a pain in the neck.
context: Ah, Takeuchi-kun.\Sorry about the other day.\What do you mean?\Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck. response:	No thanks to him, either.
context: Sorry about the other day.\What do you mean?\Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either. response:	Him?
context: What do you mean?\Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either.\Him? response:	Yano, that douchebag!
context: Even though you all got together...\Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either.\Him?\Yano, that douchebag! response:	Did he do something?
context: Ah... that's a daily thing for them.\They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either.\Him?\Yano, that douchebag!\Did he do something? response:	Let's not talk about him. My mouth will rot.
context: They all have big mouths.\That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either.\Him?\Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot. response:	He must've done something to really annoy you, huh?
context: That aside, I heard your class is putting on a play?\Yeah. It's really a pain in the neck.\No thanks to him, either.\Him?\Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh? response:	Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!
context: Yeah. It's really a pain in the neck.\No thanks to him, either.\Him?\Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing! response:	He doesn't even think of others! He could be a little more sensitive!
context: No thanks to him, either.\Him?\Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive! response:	The complete opposite of you, huh?
context: Him?\Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh? response:	Even though I'm really trying my hardest, I get nothing in return...
context: Yano, that douchebag!\Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return... response:	When I feel like that, it really aggravates me to see people like him...
context: Did he do something?\Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him... response:	He's the worst?
context: Let's not talk about him. My mouth will rot.\He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst? response:	He's worse than that!
context: He must've done something to really annoy you, huh?\Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that! response:	But... people will still come.
context: Yeah! Sometimes he's so cold, it's hard to believe his blood is flowing!\He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that!\But... people will still come. response:	Because of Yano, everyone was cool with the play.
context: He doesn't even think of others! He could be a little more sensitive!\The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play. response:	You know that type of person, right?
context: The complete opposite of you, huh?\Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right? response:	The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.
context: Even though I'm really trying my hardest, I get nothing in return...\When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play. response:	And when that type of person leaves...
context: When I feel like that, it really aggravates me to see people like him...\He's the worst?\He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves... response:	He's one of those types, and I...
context: He's the worst?\He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I... response:	Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!
context: He's worse than that!\But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain! response:	Bye!
context: But... people will still come.\Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye! response:	So, what do you think of that?
context: Because of Yano, everyone was cool with the play.\You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that? response:	What do you mean?
context: You know that type of person, right?\The one who brings a soccer ball to recess, so all of the other kids cheer and go to the field to play.\And when that type of person leaves...\He's one of those types, and I...\Just kidding! If I talk about that moron any more, not only will my mouth rot, but so will my brain!\Bye!\So, what do you think of that?\What do you mean? response:	From that day forward, we were really busy looking for a good script...
