context: TS response:	I knew it...
context: Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power. response:	But then...
context: Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then... response:	We have no choice but to trust him.
context: He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him. response:	Give him a good scolding, Daddy!
context: So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him.\Give him a good scolding, Daddy! response:	Not funny.
context: If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny. response:	No matter how mad you become...
context: Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny.\No matter how mad you become... response:	No matter how you change your form...
context: Even if he triggers a confluence explosion,\he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny.\No matter how mad you become...\No matter how you change your form... response:	You are still a Secret.
context: he might be able to heal himself using the Scub Coral's power.\But then...\We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny.\No matter how mad you become...\No matter how you change your form...\You are still a Secret. response:	I'm a Secret?
context: But then...\We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny.\No matter how mad you become...\No matter how you change your form...\You are still a Secret.\I'm a Secret? response:	Are you not?
context: We have no choice but to trust him.\Give him a good scolding, Daddy!\Not funny.\No matter how mad you become...\No matter how you change your form...\You are still a Secret.\I'm a Secret?\Are you not? response:	I'm not. I don't care about the Scub Coral.
context: Give him a good scolding, Daddy!\Not funny.\No matter how mad you become...\No matter how you change your form...\You are still a Secret.\I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral. response:	I want to destroy the entire world.
context: Not funny.\No matter how mad you become...\No matter how you change your form...\You are still a Secret.\I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world. response:	Then are you the Scub Coral that invaded this world?
context: No matter how mad you become...\No matter how you change your form...\You are still a Secret.\I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world? response:	No I'm not.
context: No matter how you change your form...\You are still a Secret.\I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not. response:	Then are you a human? The son of Johansson?
context: You are still a Secret.\I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson? response:	No, not that either...
context: I'm a Secret?\Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson?\No, not that either... response:	I'm nothing!
context: Are you not?\I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson?\No, not that either...\I'm nothing! response:	Then what are you?
context: I'm not. I don't care about the Scub Coral.\I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson?\No, not that either...\I'm nothing!\Then what are you? response:	Body blow successful...
context: I want to destroy the entire world.\Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson?\No, not that either...\I'm nothing!\Then what are you?\Body blow successful... response:	Elena, pull back!
context: Then are you the Scub Coral that invaded this world?\No I'm not.\Then are you a human? The son of Johansson?\No, not that either...\I'm nothing!\Then what are you?\Body blow successful...\Elena, pull back! response:	I can't...
context: No I'm not.\Then are you a human? The son of Johansson?\No, not that either...\I'm nothing!\Then what are you?\Body blow successful...\Elena, pull back!\I can't... response:	Now I must...
context: Then are you a human? The son of Johansson?\No, not that either...\I'm nothing!\Then what are you?\Body blow successful...\Elena, pull back!\I can't...\Now I must... response:	Prepare the main cannon!
context: No, not that either...\I'm nothing!\Then what are you?\Body blow successful...\Elena, pull back!\I can't...\Now I must...\Prepare the main cannon! response:	Chief!
context: I'm nothing!\Then what are you?\Body blow successful...\Elena, pull back!\I can't...\Now I must...\Prepare the main cannon!\Chief! response:	Truth...
context: Then what are you?\Body blow successful...\Elena, pull back!\I can't...\Now I must...\Prepare the main cannon!\Chief!\Truth... response:	You'll...
context: Body blow successful...\Elena, pull back!\I can't...\Now I must...\Prepare the main cannon!\Chief!\Truth...\You'll... response:	You'll...
context: Elena, pull back!\I can't...\Now I must...\Prepare the main cannon!\Chief!\Truth...\You'll...\You'll... response:	I'm... I'm nothing...
context: I can't...\Now I must...\Prepare the main cannon!\Chief!\Truth...\You'll...\You'll...\I'm... I'm nothing... response:	I'm the only Truth!
context: Now I must...\Prepare the main cannon!\Chief!\Truth...\You'll...\You'll...\I'm... I'm nothing...\I'm the only Truth! response:	It's no more over here too...
context: Prepare the main cannon!\Chief!\Truth...\You'll...\You'll...\I'm... I'm nothing...\I'm the only Truth!\It's no more over here too... response:	It's the same wherever I go...
context: Chief!\Truth...\You'll...\You'll...\I'm... I'm nothing...\I'm the only Truth!\It's no more over here too...\It's the same wherever I go... response:	The Scub Coral encountered the defenses and the planet died.
context: Truth...\You'll...\You'll...\I'm... I'm nothing...\I'm the only Truth!\It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died. response:	Seven pillars...
context: You'll...\You'll...\I'm... I'm nothing...\I'm the only Truth!\It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars... response:	The Seventh Swell!
context: You'll...\I'm... I'm nothing...\I'm the only Truth!\It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell! response:	Nirvash!
context: I'm... I'm nothing...\I'm the only Truth!\It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell!\Nirvash! response:	Let's go, Nirvash.
context: I'm the only Truth!\It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell!\Nirvash!\Let's go, Nirvash. response:	Eureka's calling us.
context: It's no more over here too...\It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell!\Nirvash!\Let's go, Nirvash.\Eureka's calling us. response:	It'll be over... I can finally end it all now.
context: It's the same wherever I go...\The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell!\Nirvash!\Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now. response:	Right, Eureka?
context: The Scub Coral encountered the defenses and the planet died.\Seven pillars...\The Seventh Swell!\Nirvash!\Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka? response:	Galaxy 2 Galaxy
context: Seven pillars...\The Seventh Swell!\Nirvash!\Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy response:	hikaru suiheisen
context: The Seventh Swell!\Nirvash!\Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen response:	Just over the bright horizon,
context: Nirvash!\Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: Let's go, Nirvash.\Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: Eureka's calling us.\It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: It'll be over... I can finally end it all now.\Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Right, Eureka?\Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: Galaxy 2 Galaxy\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
