context: Sosomme Tiextrira! response:	It's upside-down!
context: Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease? response:	Yes, and previous reports about magic weakening across the world remain true.
context: Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true. response:	The great Nine Olde Witches.
context: That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches. response:	They founded this school in an era when magic was still abundant.
context: But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant. response:	That was sixteen hundred years ago, back when Luna Nova existed in its full glory.
context: In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory. response:	I wonder when it was that we witches became unable to use magic without a sorcerer's stone.
context: The moon looks so blue tonight!\Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone. response:	Excuse me, this is Diana.
context: Come to think of it, tonight is the blue moon.\I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana. response:	Oh, Diana. Do come in.
context: I see. Our latest intelligence confirms that the number of witches continues to decrease?\Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in. response:	I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.
context: Yes, and previous reports about magic weakening across the world remain true.\The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches. response:	I did not find it in the library, so I wondered if you might know of its whereabouts.
context: The great Nine Olde Witches.\They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts. response:	If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.
context: They founded this school in an era when magic was still abundant.\That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives. response:	You need special permission to gain access.
context: That was sixteen hundred years ago, back when Luna Nova existed in its full glory.\I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access. response:	I trust that you will use this responsibly.
context: I wonder when it was that we witches became unable to use magic without a sorcerer's stone.\Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly. response:	I am most grateful.
context: Excuse me, this is Diana.\Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful. response:	Oh yes, Diana.
context: Oh, Diana. Do come in.\I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana. response:	Go when the moon is high in the sky.
context: I am searching for a certain bookan ancient tome regarding the Nine Olde Witches.\I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky. response:	Tonight is a blue moon.
context: I did not find it in the library, so I wondered if you might know of its whereabouts.\If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon. response:	The magic of the blue moon may reveal a secret to you.
context: If you're looking for a book about ancient magic, the place to search is Luna Nova's reference archives.\You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you. response:	Phaidoari Afairrynghor.
context: You need special permission to gain access.\I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor. response:	That which is dreamed cannot be grasped.
context: I trust that you will use this responsibly.\I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped. response:	But work towards it, day after day, and you will find it in your hands.
context: I am most grateful.\Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands. response:	Come to think of it, tonight is the blue moon.
context: Oh yes, Diana.\Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon. response:	A dream?
context: Go when the moon is high in the sky.\Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream? response:	That's right!
context: Tonight is a blue moon.\The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream?\That's right! response:	Found it!
context: The magic of the blue moon may reveal a secret to you.\Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream?\That's right!\Found it! response:	Hey, do you know what a blue moon is?
context: Phaidoari Afairrynghor.\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream?\That's right!\Found it!\Hey, do you know what a blue moon is? response:	Shiny
context: That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream?\That's right!\Found it!\Hey, do you know what a blue moon is?\Shiny response:	Shiny
context: But work towards it, day after day, and you will find it in your hands.\Come to think of it, tonight is the blue moon.\A dream?\That's right!\Found it!\Hey, do you know what a blue moon is?\Shiny\Shiny response:	Chariot
context: Come to think of it, tonight is the blue moon.\A dream?\That's right!\Found it!\Hey, do you know what a blue moon is?\Shiny\Shiny\Chariot response:	Chariot
context: A dream?\That's right!\Found it!\Hey, do you know what a blue moon is?\Shiny\Shiny\Chariot\Chariot response:	When there are two full moons in a month, the second one is called a blue moon.
context: That's right!\Found it!\Hey, do you know what a blue moon is?\Shiny\Shiny\Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon. response:	It only happens once every few years.
context: Found it!\Hey, do you know what a blue moon is?\Shiny\Shiny\Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years. response:	Blue Moon
context: Hey, do you know what a blue moon is?\Shiny\Shiny\Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon response:	An apparition of yore, emerging but during a blue moon
context: Shiny\Shiny\Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon response:	Though hard to please, knows of the past, present, and future.
context: Shiny\Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future. response:	Drawing on its boundless knowledge, it will answer the questions of those who can appease it.
context: Chariot\Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it. response:	Answer... the questions.
context: Chariot\When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions. response:	Tonight is my last chance for the next several years.
context: When there are two full moons in a month, the second one is called a blue moon.\It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years. response:	The apparition will show up in the Blue Moon Abyss.
context: It only happens once every few years.\Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss. response:	Little Witch Academia
context: Blue Moon\An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia response:	Little Witch Academia
context: An apparition of yore, emerging but during a blue moon\Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia response:	At the base of Luna Nova's New Moon Tower,
context: Though hard to please, knows of the past, present, and future.\Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower, response:	underneath the chapel, lies a cave known as the Blue Moon Abyss.
context: Drawing on its boundless knowledge, it will answer the questions of those who can appease it.\Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss. response:	That is where the apparition will come forth.
context: Answer... the questions.\Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth. response:	Legends say the entrance to the cave only opens on the night of a blue moon.
context: Tonight is my last chance for the next several years.\The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon. response:	The cave's entrance...
context: The apparition will show up in the Blue Moon Abyss.\Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance... response:	This leads to the Blue Moon Abyss...
context: Little Witch Academia\Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss... response:	There exists a hidden art that witches have passed down from the megalithic ages.
context: Little Witch Academia\At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages. response:	The hidden art known as the Grand Triskelion has the power to change the world.
context: At the base of Luna Nova's New Moon Tower,\underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world. response:	In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.
context: underneath the chapel, lies a cave known as the Blue Moon Abyss.\That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus. response:	Only the staff bearing the seven stars, Claiomh Solais, may break the seal.
context: That is where the apparition will come forth.\Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal. response:	To use it, one must speak the seven Words of Arcturus.
context: Legends say the entrance to the cave only opens on the night of a blue moon.\The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus. response:	The seven Words?
context: The cave's entrance...\This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words? response:	Noctu Orfei, Aude Fraetor.
context: This leads to the Blue Moon Abyss...\There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor. response:	Strive for a place of idylls.
context: There exists a hidden art that witches have passed down from the megalithic ages.\The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls. response:	The day she arrived at Luna Nova, Akko revived the first Word.
context: The hidden art known as the Grand Triskelion has the power to change the world.\In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word. response:	The staff!
context: In the seventh century, the Nine Olde Witches sealed the Grand Triskelion within Arcturus.\Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff! response:	Noctu Orfei!
context: Only the staff bearing the seven stars, Claiomh Solais, may break the seal.\To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei! response:	Noctu... Orfei!
context: To use it, one must speak the seven Words of Arcturus.\The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei!\Noctu... Orfei! response:	Aude!
context: The seven Words?\Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei!\Noctu... Orfei!\Aude! response:	Aude!
context: Noctu Orfei, Aude Fraetor.\Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude! response:	Fraetor!
context: Strive for a place of idylls.\The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor! response:	Shiny Arc!
context: The day she arrived at Luna Nova, Akko revived the first Word.\The staff!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc! response:	Oblivious of the truth...
context: The staff!\Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\Oblivious of the truth... response:	Akko!
context: Noctu Orfei!\Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\Oblivious of the truth...\Akko! response:	Chariot might've been here too.
context: Noctu... Orfei!\Aude!\Aude!\Fraetor!\Shiny Arc!\Oblivious of the truth...\Akko!\Chariot might've been here too. response:	Why have you come?
context: Aude!\Aude!\Fraetor!\Shiny Arc!\Oblivious of the truth...\Akko!\Chariot might've been here too.\Why have you come? response:	Why have you come?
context: Aude!\Fraetor!\Shiny Arc!\Oblivious of the truth...\Akko!\Chariot might've been here too.\Why have you come?\Why have you come? response:	Begone...
context: Fraetor!\Shiny Arc!\Oblivious of the truth...\Akko!\Chariot might've been here too.\Why have you come?\Why have you come?\Begone... response:	Why have you come?
context: Shiny Arc!\Oblivious of the truth...\Akko!\Chariot might've been here too.\Why have you come?\Why have you come?\Begone...\Why have you come? response:	Begone!
context: Oblivious of the truth...\Akko!\Chariot might've been here too.\Why have you come?\Why have you come?\Begone...\Why have you come?\Begone! response:	Chariot!
context: Akko!\Chariot might've been here too.\Why have you come?\Why have you come?\Begone...\Why have you come?\Begone!\Chariot! response:	We meet... at last.
context: Chariot might've been here too.\Why have you come?\Why have you come?\Begone...\Why have you come?\Begone!\Chariot!\We meet... at last. response:	I saw your magic show!
context: Why have you come?\Why have you come?\Begone...\Why have you come?\Begone!\Chariot!\We meet... at last.\I saw your magic show! response:	I came to Luna Nova to become a witch like you.
context: Why have you come?\Begone...\Why have you come?\Begone!\Chariot!\We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you. response:	How can I become more like you?
context: Begone...\Why have you come?\Begone!\Chariot!\We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you? response:	You are who I dream of being!
context: Why have you come?\Begone!\Chariot!\We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being! response:	Haven't you realized it by now?
context: Begone!\Chariot!\We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being!\Haven't you realized it by now? response:	No matter how much you reach out, your dream will never come true.
context: Chariot!\We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true. response:	You're lying.
context: We meet... at last.\I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying. response:	Chariot would never say something like that!
context: I saw your magic show!\I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that! response:	Chariot taught me that a believing heart is my magic!
context: I came to Luna Nova to become a witch like you.\How can I become more like you?\You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic! response:	Who are you?
context: How can I become more like you?\You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you? response:	The blue moon apparition?
context: You are who I dream of being!\Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition? response:	Did you create that fake Chariot?
context: Haven't you realized it by now?\No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition?\Did you create that fake Chariot? response:	Were you mocking me?
context: No matter how much you reach out, your dream will never come true.\You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me? response:	What have you come for?
context: You're lying.\Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me?\What have you come for? response:	There's something I need to ask you.
context: Chariot would never say something like that!\Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me?\What have you come for?\There's something I need to ask you. response:	Can't you answer any question about the past, present, and future?
context: Chariot taught me that a believing heart is my magic!\Who are you?\The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me?\What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future? response:	I know not everything.
context: Who are you?\The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me?\What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything. response:	However, that which I have no answer for
context: The blue moon apparition?\Did you create that fake Chariot?\Were you mocking me?\What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for response:	cannot be answered by anyone else.
context: Did you create that fake Chariot?\Were you mocking me?\What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for\cannot be answered by anyone else. response:	Please reveal my future to me!
context: Were you mocking me?\What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me! response:	Can I really become a witch like Chariot?
context: What have you come for?\There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot? response:	How pointless.
context: There's something I need to ask you.\Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless. response:	It's more important to me than my life!
context: Can't you answer any question about the past, present, and future?\I know not everything.\However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life! response:	Is this the future you wish for?
context: I know not everything.\However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life!\Is this the future you wish for? response:	My dream...
context: However, that which I have no answer for\cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life!\Is this the future you wish for?\My dream... response:	Enter the gate.
context: cannot be answered by anyone else.\Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life!\Is this the future you wish for?\My dream...\Enter the gate. response:	This future can be yours.
context: Please reveal my future to me!\Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life!\Is this the future you wish for?\My dream...\Enter the gate.\This future can be yours. response:	However, in exchange for this radiant future, you will lose your past.
context: Can I really become a witch like Chariot?\How pointless.\It's more important to me than my life!\Is this the future you wish for?\My dream...\Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past. response:	What do you mean?
context: How pointless.\It's more important to me than my life!\Is this the future you wish for?\My dream...\Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean? response:	Grasping this future comes at a cost.
context: It's more important to me than my life!\Is this the future you wish for?\My dream...\Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost. response:	Surrender your past.
context: Is this the future you wish for?\My dream...\Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost.\Surrender your past. response:	Erase your unneeded past.
context: My dream...\Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past. response:	Wait!
context: Enter the gate.\This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past.\Wait! response:	Don't erase it!
context: This future can be yours.\However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past.\Wait!\Don't erase it! response:	It's full of failures and mistakes I've made, but I don't want it to be erased!
context: However, in exchange for this radiant future, you will lose your past.\What do you mean?\Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past.\Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased! response:	Why? There is no value in retaining it.
context: What do you mean?\Grasping this future comes at a cost.\Surrender your past.\Erase your unneeded past.\Wait!\Don't erase it!\It's full of failures and mistakes I've made, but I don't want it to be erased!\Why? There is no value in retaining it. response:	The tears and frustration and laughter, they're all part of me!
