context: 5 Days Until Christmas response:	Isn't Christmas great?
context: Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds, response:	where other, smaller guilds couldn't.
context: How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't. response:	I'm very grateful.
context: You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful. response:	It's none other than Shiroe's request.
context: And quite a lot of them.\But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request. response:	I'll do my best.
context: But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request.\I'll do my best. response:	I'm sure we'll need this research eventually.
context: There's some reason, I assume.\Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually. response:	I'm counting on you.
context: Well, I understand that we're the right people to come to.\We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you. response:	Chief Nyanta, do you have a moment?
context: We can work out a way to finance the research funds,\where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment? response:	Perfect timing.
context: where other, smaller guilds couldn't.\I'm very grateful.\It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing. response:	I just came from the Roderic Merchant Guild.
context: I'm very grateful.\It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild. response:	Thank you.
context: It's none other than Shiroe's request.\I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you. response:	I know I should've been the one to go.
context: I'll do my best.\I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go. response:	Don't worry about it.
context: I'm sure we'll need this research eventually.\I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go.\Don't worry about it. response:	I got some tasty ramen out of the deal.
context: I'm counting on you.\Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal. response:	How's everyone doing?
context: Chief Nyanta, do you have a moment?\Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing? response:	The city's excited for Christmas,
context: Perfect timing.\I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas, response:	but nothing's really changed.
context: I just came from the Roderic Merchant Guild.\Thank you.\I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas,\but nothing's really changed. response:	It's that time already?
context: Thank you.\I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas,\but nothing's really changed.\It's that time already? response:	Um... What about Akatsuki?
context: I know I should've been the one to go.\Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas,\but nothing's really changed.\It's that time already?\Um... What about Akatsuki? response:	She's visiting Princess Lenessia daily.
context: Don't worry about it.\I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas,\but nothing's really changed.\It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily. response:	All right.
context: I got some tasty ramen out of the deal.\How's everyone doing?\The city's excited for Christmas,\but nothing's really changed.\It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right. response:	I'll contact you if there's anything else.
context: How's everyone doing?\The city's excited for Christmas,\but nothing's really changed.\It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else. response:	What did the chief say?
context: The city's excited for Christmas,\but nothing's really changed.\It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else.\What did the chief say? response:	Nothing's really changed.
context: but nothing's really changed.\It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed. response:	Oh, but he said everyone's excited for Christmas.
context: It's that time already?\Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas. response:	There's no way we'll get this done in time for Christmas.
context: Um... What about Akatsuki?\She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas. response:	Enough!
context: She's visiting Princess Lenessia daily.\All right.\I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough! response:	Ow...
context: All right.\I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough!\Ow... response:	Thank you!
context: I'll contact you if there's anything else.\What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough!\Ow...\Thank you! response:	You really are strong, Kyouko.
context: What did the chief say?\Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough!\Ow...\Thank you!\You really are strong, Kyouko. response:	I'm level 90, after all.
context: Nothing's really changed.\Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough!\Ow...\Thank you!\You really are strong, Kyouko.\I'm level 90, after all. response:	Please tell us the secret to your strength!
context: Oh, but he said everyone's excited for Christmas.\There's no way we'll get this done in time for Christmas.\Enough!\Ow...\Thank you!\You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength! response:	Akatsuki...
context: There's no way we'll get this done in time for Christmas.\Enough!\Ow...\Thank you!\You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki... response:	This is nice!
context: Enough!\Ow...\Thank you!\You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki...\This is nice! response:	Let's take it to the palace.
context: Ow...\Thank you!\You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki...\This is nice!\Let's take it to the palace. response:	It'll brighten the place up.
context: Thank you!\You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki...\This is nice!\Let's take it to the palace.\It'll brighten the place up. response:	You're right.
context: You really are strong, Kyouko.\I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki...\This is nice!\Let's take it to the palace.\It'll brighten the place up.\You're right. response:	Sia will be so happy.
context: I'm level 90, after all.\Please tell us the secret to your strength!\Akatsuki...\This is nice!\Let's take it to the palace.\It'll brighten the place up.\You're right.\Sia will be so happy. response:	You shouldn't call the princess Sia, should you?
context: Please tell us the secret to your strength!\Akatsuki...\This is nice!\Let's take it to the palace.\It'll brighten the place up.\You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you? response:	She laughed and looked happy, so it's fine.
context: Akatsuki...\This is nice!\Let's take it to the palace.\It'll brighten the place up.\You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine. response:	Is that for Naotsugu?
context: This is nice!\Let's take it to the palace.\It'll brighten the place up.\You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu? response:	Um, well, when he gets back,
context: Let's take it to the palace.\It'll brighten the place up.\You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back, response:	I wanted to give him at least a little Christmas to enjoy...
context: It'll brighten the place up.\You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy... response:	A maiden in love!
context: You're right.\Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love! response:	I-It's not like that at all.
context: Sia will be so happy.\You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all. response:	What about you, Henrietta?
context: You shouldn't call the princess Sia, should you?\She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all.\What about you, Henrietta? response:	Do you have anyone to give a present to?
context: She laughed and looked happy, so it's fine.\Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to? response:	Me?
context: Is that for Naotsugu?\Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to?\Me? response:	I don't.
context: Um, well, when he gets back,\I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to?\Me?\I don't. response:	Really?
context: I wanted to give him at least a little Christmas to enjoy...\A maiden in love!\I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to?\Me?\I don't.\Really? response:	Come on... If you're going to buy it, buy it.
context: A maiden in love!\I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to?\Me?\I don't.\Really?\Come on... If you're going to buy it, buy it. response:	Just wait a second.
context: I-It's not like that at all.\What about you, Henrietta?\Do you have anyone to give a present to?\Me?\I don't.\Really?\Come on... If you're going to buy it, buy it.\Just wait a second. response:	Excuse me!
context: What about you, Henrietta?\Do you have anyone to give a present to?\Me?\I don't.\Really?\Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me! response:	An unrequited love, from a safe distance.
context: Do you have anyone to give a present to?\Me?\I don't.\Really?\Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me!\An unrequited love, from a safe distance. response:	This feeling is just a sweet ache I can live with.
context: Me?\I don't.\Really?\Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with. response:	Of course there are wishes that can't come true.
context: I don't.\Really?\Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true. response:	I've gotten used to that pain.
context: Really?\Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain. response:	Marie's bottomless cheer casts its glow on everyone around her.
context: Come on... If you're going to buy it, buy it.\Just wait a second.\Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her. response:	It may be her self-confidence.
context: Just wait a second.\Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence. response:	But Akatsuki...
context: Excuse me!\An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki... response:	Akatsuki is so bright!
context: An unrequited love, from a safe distance.\This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright! response:	She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.
context: This feeling is just a sweet ache I can live with.\Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in. response:	That vulnerability may be her weak point,
context: Of course there are wishes that can't come true.\I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point, response:	but it's also a great treasure.
context: I've gotten used to that pain.\Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure. response:	Not that she's realized that.
context: Marie's bottomless cheer casts its glow on everyone around her.\It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that. response:	She's so precious, I just want to squeeze her tight right now!
context: It may be her self-confidence.\But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now! response:	Sorry to keep you waiting.
context: But Akatsuki...\Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting. response:	Princess Lenessia, you look so cute and fluffy.
context: Akatsuki is so bright!\She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy. response:	Really?
context: She hasn't lost the easily injured vulnerability that grows numb as adulthood sets in.\That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really? response:	I chose it from her wardrobe.
context: That vulnerability may be her weak point,\but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe. response:	Well, let's go!
context: but it's also a great treasure.\Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe.\Well, let's go! response:	Before we get that stew, let's look around town.
context: Not that she's realized that.\She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town. response:	I want Sia to learn more about Christmas.
context: She's so precious, I just want to squeeze her tight right now!\Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas. response:	Right.
context: Sorry to keep you waiting.\Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right. response:	Get too excited, and you'll trip.
context: Princess Lenessia, you look so cute and fluffy.\Really?\I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip. response:	Ow...
context: Really?\I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip.\Ow... response:	The adventurers
context: I chose it from her wardrobe.\Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip.\Ow...\The adventurers response:	are so different from us, I don't understand them at all.
context: Well, let's go!\Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip.\Ow...\The adventurers\are so different from us, I don't understand them at all. response:	Many People of the Land ask me various things about the adventurers,
context: Before we get that stew, let's look around town.\I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip.\Ow...\The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers, response:	but I don't know, either.
context: I want Sia to learn more about Christmas.\Right.\Get too excited, and you'll trip.\Ow...\The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either. response:	I deal with them every day,
context: Right.\Get too excited, and you'll trip.\Ow...\The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day, response:	but the number of things I don't understand keeps rising.
context: Get too excited, and you'll trip.\Ow...\The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising. response:	Even so, there's one thing I've learned.
context: Ow...\The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned. response:	The adventurers are only adventurers.
context: The adventurers\are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers. response:	Even if I don't know the right answers,
context: are so different from us, I don't understand them at all.\Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers, response:	it's a mistake to lump them all into a group,
context: Many People of the Land ask me various things about the adventurers,\but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group, response:	and merely view them by their jobs or roles.
context: but I don't know, either.\I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles. response:	Even I know that.
context: I deal with them every day,\but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that. response:	The adventurers are jewels.
context: but the number of things I don't understand keeps rising.\Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels. response:	Each one of them is different,
context: Even so, there's one thing I've learned.\The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels.\Each one of them is different, response:	and shines brightly.
context: The adventurers are only adventurers.\Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels.\Each one of them is different,\and shines brightly. response:	They're special.
context: Even if I don't know the right answers,\it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels.\Each one of them is different,\and shines brightly.\They're special. response:	So I can't call myself their friend.
context: it's a mistake to lump them all into a group,\and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels.\Each one of them is different,\and shines brightly.\They're special.\So I can't call myself their friend. response:	We're here.
context: and merely view them by their jobs or roles.\Even I know that.\The adventurers are jewels.\Each one of them is different,\and shines brightly.\They're special.\So I can't call myself their friend.\We're here. response:	Restaurant Milky Margaret
context: Even I know that.\The adventurers are jewels.\Each one of them is different,\and shines brightly.\They're special.\So I can't call myself their friend.\We're here.\Restaurant Milky Margaret response:	The stew here is fantastic!
context: The adventurers are jewels.\Each one of them is different,\and shines brightly.\They're special.\So I can't call myself their friend.\We're here.\Restaurant Milky Margaret\The stew here is fantastic! response:	I heard it's super-duper good.
context: Each one of them is different,\and shines brightly.\They're special.\So I can't call myself their friend.\We're here.\Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good. response:	Let's hurry inside!
context: and shines brightly.\They're special.\So I can't call myself their friend.\We're here.\Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside! response:	I'll be leaving you all here.
context: They're special.\So I can't call myself their friend.\We're here.\Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here. response:	What's wrong?
context: So I can't call myself their friend.\We're here.\Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here.\What's wrong? response:	I have something to do.
context: We're here.\Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here.\What's wrong?\I have something to do. response:	All right.
context: Restaurant Milky Margaret\The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here.\What's wrong?\I have something to do.\All right. response:	We'll take care of the rest.
context: The stew here is fantastic!\I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here.\What's wrong?\I have something to do.\All right.\We'll take care of the rest. response:	Restaurant Milky Margaret
context: I heard it's super-duper good.\Let's hurry inside!\I'll be leaving you all here.\What's wrong?\I have something to do.\All right.\We'll take care of the rest.\Restaurant Milky Margaret response:	Is she going to watch someone train again?
context: Let's hurry inside!\I'll be leaving you all here.\What's wrong?\I have something to do.\All right.\We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again? response:	Akatsuki's suffering, too.
context: I'll be leaving you all here.\What's wrong?\I have something to do.\All right.\We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too. response:	She's like a dagger...
context: What's wrong?\I have something to do.\All right.\We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger... response:	She's like an obsidian dagger,
context: I have something to do.\All right.\We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger, response:	strong and beautiful.
context: All right.\We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger,\strong and beautiful. response:	I know I can't get stronger simply by watching people train.
context: We'll take care of the rest.\Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train. response:	I don't have the power needed to do anything...
context: Restaurant Milky Margaret\Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything... response:	I miss my lord.
context: Is she going to watch someone train again?\Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord. response:	I want to talk to him, just for a bit.
context: Akatsuki's suffering, too.\She's like a dagger...\She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit. response:	To get close to him, to tug on his coat.
context: She's like a dagger...\She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat. response:	To sit on the same sofa, and look out the window.
context: She's like an obsidian dagger,\strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window. response:	To eat red bean buns.
context: strong and beautiful.\I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns. response:	I want to be near him always.
context: I know I can't get stronger simply by watching people train.\I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always. response:	Even if I'm just in the background.
context: I don't have the power needed to do anything...\I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always.\Even if I'm just in the background. response:	But that's just me lying to myself.
context: I miss my lord.\I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself. response:	If I can't fly anymore, I can't be by my lord's side.
context: I want to talk to him, just for a bit.\To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side. response:	Right now,
context: To get close to him, to tug on his coat.\To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now, response:	I still can't be with him.
context: To sit on the same sofa, and look out the window.\To eat red bean buns.\I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him. response:	I got three salted salmons at Shopping Street 8.
context: To eat red bean buns.\I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8. response:	I'm sure Sou will be happy!
context: I want to be near him always.\Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy! response:	Santa?
context: Even if I'm just in the background.\But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa? response:	Enheart Nelreth/ Samurai
context: But that's just me lying to myself.\If I can't fly anymore, I can't be by my lord's side.\Right now,\I still can't be with him.\I got three salted salmons at Shopping Street 8.\I'm sure Sou will be happy!\Santa?\Enheart Nelreth/ Samurai response:	No, it's not!
