context: What?! response:	Our precious training time...
context: as well as employ powerful magic.\I didn't get any of that, but...\However, you will battle against unimaginably excruciating pain.\Her eyes are scary...\I don't care! Thank you! Thank you!\What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that? response:	Maybe you have to take your clothes off for the magic characters to be drawn.
context: I didn't get any of that, but...\However, you will battle against unimaginably excruciating pain.\Her eyes are scary...\I don't care! Thank you! Thank you!\What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn. response:	I don't think you have to worry about that.
context: However, you will battle against unimaginably excruciating pain.\Her eyes are scary...\I don't care! Thank you! Thank you!\What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that. response:	Hang in there. Bringing out your latent ability is no simple matter.
context: Her eyes are scary...\I don't care! Thank you! Thank you!\What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter. response:	Is he going to be okay?
context: I don't care! Thank you! Thank you!\What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay? response:	How painful is it?!
context: What should I do?! You seem more and more like a real woman!\I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?! response:	Want to try a Sense Link?
context: I am a woman!\He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?!\Want to try a Sense Link? response:	Are you out of your mind?!
context: He's still hung up on that?\Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?!\Want to try a Sense Link?\Are you out of your mind?! response:	You've also learned how to kid people, huh, Meldy?
context: Maybe you have to take your clothes off for the magic characters to be drawn.\I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?!\Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy? response:	We're going to do that, too?
context: I don't think you have to worry about that.\Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?!\Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too? response:	I bet I'll cry!
context: Hang in there. Bringing out your latent ability is no simple matter.\Is he going to be okay?\How painful is it?!\Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry! response:	You're already crying!
context: Is he going to be okay?\How painful is it?!\Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry!\You're already crying! response:	I-It has nothing to do with us...
context: How painful is it?!\Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry!\You're already crying!\I-It has nothing to do with us... response:	Maybe we should just go home...
context: Want to try a Sense Link?\Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry!\You're already crying!\I-It has nothing to do with us...\Maybe we should just go home... response:	Natsu...
context: Are you out of your mind?!\You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry!\You're already crying!\I-It has nothing to do with us...\Maybe we should just go home...\Natsu... response:	Come to think of it, where's Erza?
context: You've also learned how to kid people, huh, Meldy?\We're going to do that, too?\I bet I'll cry!\You're already crying!\I-It has nothing to do with us...\Maybe we should just go home...\Natsu...\Come to think of it, where's Erza? response:	She went somewhere with Jellal.
context: We're going to do that, too?\I bet I'll cry!\You're already crying!\I-It has nothing to do with us...\Maybe we should just go home...\Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal. response:	The two of them?!
context: I bet I'll cry!\You're already crying!\I-It has nothing to do with us...\Maybe we should just go home...\Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?! response:	If that's the case, Juvia and Gray-sama are going somewhere, too.
context: You're already crying!\I-It has nothing to do with us...\Maybe we should just go home...\Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too. response:	If what's the case?
context: I-It has nothing to do with us...\Maybe we should just go home...\Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case? response:	I see she hasn't made any romantic progress.
context: Maybe we should just go home...\Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress. response:	Erza...
context: Natsu...\Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress.\Erza... response:	You said you got your memories back, right, Jellal?
context: Come to think of it, where's Erza?\She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal? response:	Yeah.
context: She went somewhere with Jellal.\The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal?\Yeah. response:	Then, about Simon, too?
context: The two of them?!\If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too? response:	I killed him.
context: If that's the case, Juvia and Gray-sama are going somewhere, too.\If what's the case?\I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too?\I killed him. response:	Do you remember about Nirvana?
context: If what's the case?\I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too?\I killed him.\Do you remember about Nirvana? response:	I remember.
context: I see she hasn't made any romantic progress.\Erza...\You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too?\I killed him.\Do you remember about Nirvana?\I remember. response:	I remember that I had amnesia then.
context: Erza...\You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too?\I killed him.\Do you remember about Nirvana?\I remember.\I remember that I had amnesia then. response:	It feels strange.
context: You said you got your memories back, right, Jellal?\Yeah.\Then, about Simon, too?\I killed him.\Do you remember about Nirvana?\I remember.\I remember that I had amnesia then.\It feels strange. response:	Can I think of you as the old Jellal and treat you that way?
context: Yeah.\Then, about Simon, too?\I killed him.\Do you remember about Nirvana?\I remember.\I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way? response:	That would make me happy... but there's still what happened with Simon.
context: Then, about Simon, too?\I killed him.\Do you remember about Nirvana?\I remember.\I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon. response:	I wouldn't blame you if you kept your distance.
context: I killed him.\Do you remember about Nirvana?\I remember.\I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance. response:	And if you wish to take revenge for Simon's death,
context: Do you remember about Nirvana?\I remember.\I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death, response:	I'm prepared to lay down my life.
context: I remember.\I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life. response:	Do you think that's what Simon would want?
context: I remember that I had amnesia then.\It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want? response:	You formed a guild in order to destroy Dark Guilds.
context: It feels strange.\Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds. response:	That's how you're atoning for your sins. That's what you're prepared to do!
context: Can I think of you as the old Jellal and treat you that way?\That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do! response:	I don't know...
context: That would make me happy... but there's still what happened with Simon.\I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know... response:	What?!
context: I wouldn't blame you if you kept your distance.\And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?! response:	Certainly, I created Crime Sorciere in the beginning to make amends for my sins.
context: And if you wish to take revenge for Simon's death,\I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins. response:	But there's no way I can make up for what I did at the Tower of Heaven.
context: I'm prepared to lay down my life.\Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven. response:	What am I doing this for?
context: Do you think that's what Simon would want?\You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for? response:	I can't get out of this labyrinth of my mind.
context: You formed a guild in order to destroy Dark Guilds.\That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind. response:	Maybe I should just die.
context: That's how you're atoning for your sins. That's what you're prepared to do!\I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die. response:	How can you talk so cowardly?!
context: I don't know...\What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?! response:	I'm not as strong as you are.
context: What?!\Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are. response:	So you can't live if you're not strong?! Wrong!
context: Certainly, I created Crime Sorciere in the beginning to make amends for my sins.\But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong! response:	Living shows that you're strong!
context: But there's no way I can make up for what I did at the Tower of Heaven.\What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong! response:	You're not the old Jellal! You're not the Jellal who struggled desperately to survive!
context: What am I doing this for?\I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive! response:	You may be right...
context: I can't get out of this labyrinth of my mind.\Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right... response:	Why, you...
context: Maybe I should just die.\How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you... response:	Erza...
context: How can you talk so cowardly?!\I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you...\Erza... response:	You're always right.
context: I'm not as strong as you are.\So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you...\Erza...\You're always right. response:	That's not true.
context: So you can't live if you're not strong?! Wrong!\Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you...\Erza...\You're always right.\That's not true. response:	In my own clumsy way, I live my life to the fullest.
context: Living shows that you're strong!\You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you...\Erza...\You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest. response:	That's all...
context: You're not the old Jellal! You're not the Jellal who struggled desperately to survive!\You may be right...\Why, you...\Erza...\You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest.\That's all... response:	Erza...
context: You may be right...\Why, you...\Erza...\You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest.\That's all...\Erza... response:	I thought I'd never see you again.
context: Why, you...\Erza...\You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest.\That's all...\Erza...\I thought I'd never see you again. response:	Jellal...
context: Erza...\You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest.\That's all...\Erza...\I thought I'd never see you again.\Jellal... response:	I can't.
context: You're always right.\That's not true.\In my own clumsy way, I live my life to the fullest.\That's all...\Erza...\I thought I'd never see you again.\Jellal...\I can't. response:	I have a fiancee.
context: That's not true.\In my own clumsy way, I live my life to the fullest.\That's all...\Erza...\I thought I'd never see you again.\Jellal...\I can't.\I have a fiancee. response:	Oh, no... I, uh, I wasn't thinking...
context: In my own clumsy way, I live my life to the fullest.\That's all...\Erza...\I thought I'd never see you again.\Jellal...\I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking... response:	No, it's my fault. I, uh...
context: That's all...\Erza...\I thought I'd never see you again.\Jellal...\I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh... response:	I'm sorry.
context: Erza...\I thought I'd never see you again.\Jellal...\I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry. response:	R-Really?! Congratulations! I didn't know!
context: I thought I'd never see you again.\Jellal...\I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know! response:	But of course, yeah. Seven years have passed, yeah!
context: Jellal...\I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah! response:	Is she dear to you?
context: I can't.\I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you? response:	Yeah...
context: I have a fiancee.\Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah... response:	Then you have to live for her sake, too.
context: Oh, no... I, uh, I wasn't thinking...\No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah...\Then you have to live for her sake, too. response:	You're right.
context: No, it's my fault. I, uh...\I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah...\Then you have to live for her sake, too.\You're right. response:	Thanks to you, no one can move.
context: I'm sorry.\R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah...\Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move. response:	Why doesn't it affect you like that?
context: R-Really?! Congratulations! I didn't know!\But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah...\Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that? response:	Because of the nature of our guild, we can't stay in one place for long.
context: But of course, yeah. Seven years have passed, yeah!\Is she dear to you?\Yeah...\Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long. response:	We're leaving.
context: Is she dear to you?\Yeah...\Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving. response:	About the mysterious magic power at the Grand Magic Games,
context: Yeah...\Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games, response:	if you find something out, report it to us via pigeon.
context: Then you have to live for her sake, too.\You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon. response:	Understood.
context: You're right.\Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood. response:	As for the competition, we'll be cheering you on from behind the scenes, so do your best.
context: Thanks to you, no one can move.\Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best. response:	I'd really like to go see it for myself...
context: Why doesn't it affect you like that?\Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself... response:	Shall we go in disguise?
context: Because of the nature of our guild, we can't stay in one place for long.\We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise? response:	No.
context: We're leaving.\About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise?\No. response:	We'll meet again, Erza...
context: About the mysterious magic power at the Grand Magic Games,\if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise?\No.\We'll meet again, Erza... response:	Bye-bye!
context: if you find something out, report it to us via pigeon.\Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise?\No.\We'll meet again, Erza...\Bye-bye! response:	Give everyone our regards.
context: Understood.\As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise?\No.\We'll meet again, Erza...\Bye-bye!\Give everyone our regards. response:	And please take care of Gray...
context: As for the competition, we'll be cheering you on from behind the scenes, so do your best.\I'd really like to go see it for myself...\Shall we go in disguise?\No.\We'll meet again, Erza...\Bye-bye!\Give everyone our regards.\And please take care of Gray... response:	Mysterious magic power...
context: I'd really like to go see it for myself...\Shall we go in disguise?\No.\We'll meet again, Erza...\Bye-bye!\Give everyone our regards.\And please take care of Gray...\Mysterious magic power... response:	I just hope Fairy Tail won't be put in danger.
context: Shall we go in disguise?\No.\We'll meet again, Erza...\Bye-bye!\Give everyone our regards.\And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger. response:	Oh, I expect they'll be able to handle whatever comes their way.
context: No.\We'll meet again, Erza...\Bye-bye!\Give everyone our regards.\And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way. response:	Yeah! But anyway, Jellal,
context: We'll meet again, Erza...\Bye-bye!\Give everyone our regards.\And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal, response:	why did you lie about having a fiancee?
context: Bye-bye!\Give everyone our regards.\And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee? response:	You heard that?!
context: Give everyone our regards.\And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?! response:	Why don't you give yourself a break once in a while?
context: And please take care of Gray...\Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while? response:	Unless you mean to punish yourself?
context: Mysterious magic power...\I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself? response:	Punishment is the code of Crime Sorciere, isn't it?
context: I just hope Fairy Tail won't be put in danger.\Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it? response:	We decided together, remember?
context: Oh, I expect they'll be able to handle whatever comes their way.\Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember? response:	We can't be in love with anyone who walks in the light.
context: Yeah! But anyway, Jellal,\why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light. response:	If Erza is happy, that's good enough for me.
context: why did you lie about having a fiancee?\You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me. response:	Still, couldn't you have told a better lie?
context: You heard that?!\Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie? response:	Yeah, that was low! What, were you trying to make yourself look cool?!
context: Why don't you give yourself a break once in a while?\Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?! response:	Fiancee, huh?
context: Unless you mean to punish yourself?\Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh? response:	You always were lousy at lying.
context: Punishment is the code of Crime Sorciere, isn't it?\We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying. response:	Nothing has changed since then...
context: We decided together, remember?\We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then... response:	But it's better this way.
context: We can't be in love with anyone who walks in the light.\If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then...\But it's better this way. response:	This is our answer...
context: If Erza is happy, that's good enough for me.\Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then...\But it's better this way.\This is our answer... response:	Look, Erza!
context: Still, couldn't you have told a better lie?\Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then...\But it's better this way.\This is our answer...\Look, Erza! response:	We're in Crocus!
context: Yeah, that was low! What, were you trying to make yourself look cool?!\Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then...\But it's better this way.\This is our answer...\Look, Erza!\We're in Crocus! response:	It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?
context: Fiancee, huh?\You always were lousy at lying.\Nothing has changed since then...\But it's better this way.\This is our answer...\Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it? response:	The Games are gonna be held here?!
context: You always were lousy at lying.\Nothing has changed since then...\But it's better this way.\This is our answer...\Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?\The Games are gonna be held here?! response:	I'm rarin' to go! But who are those guys?!
context: Nothing has changed since then...\But it's better this way.\This is our answer...\Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?\The Games are gonna be held here?!\I'm rarin' to go! But who are those guys?! response:	I hear they're Sabertooth's Dragon Slayers!
context: But it's better this way.\This is our answer...\Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?\The Games are gonna be held here?!\I'm rarin' to go! But who are those guys?!\I hear they're Sabertooth's Dragon Slayers! response:	Dragon Slayers?!
context: This is our answer...\Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?\The Games are gonna be held here?!\I'm rarin' to go! But who are those guys?!\I hear they're Sabertooth's Dragon Slayers!\Dragon Slayers?! response:	Next time: Crocus, the Blooming Capital!
context: Look, Erza!\We're in Crocus!\It's not called the Blooming Capital for nothing! It really is a beautiful city, isn't it?\The Games are gonna be held here?!\I'm rarin' to go! But who are those guys?!\I hear they're Sabertooth's Dragon Slayers!\Dragon Slayers?!\Next time: Crocus, the Blooming Capital! response:	Natsu, the strange talking cat with them
