context: Signs response:	Point
context: Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie? response:	B-But...
context: It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie?\B-But... response:	Mom and Tooka and Granny and Grandpa all...
context: You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all... response:	That's why I'm here.
context: So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here. response:	Yuuta...
context: Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta... response:	Too I mean the Priestess must be on high alert.
context: Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really?\Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert. response:	It won't be easy to escape.
context: Really?\Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape. response:	Then you're giving up?
context: Why would I lie?\B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up? response:	When do you wanna go?
context: B-But...\Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up?\When do you wanna go? response:	N-Now!
context: Mom and Tooka and Granny and Grandpa all...\That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up?\When do you wanna go?\N-Now! response:	Now?
context: That's why I'm here.\Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up?\When do you wanna go?\N-Now!\Now? response:	Yeah, right now!
context: Yuuta...\Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up?\When do you wanna go?\N-Now!\Now?\Yeah, right now! response:	Once you make it to the tree, go around the right so that it conceals you.
context: Too I mean the Priestess must be on high alert.\It won't be easy to escape.\Then you're giving up?\When do you wanna go?\N-Now!\Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you. response:	I don't even have shoes, you know.
context: It won't be easy to escape.\Then you're giving up?\When do you wanna go?\N-Now!\Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know. response:	Don't worry. I do.
context: Then you're giving up?\When do you wanna go?\N-Now!\Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do. response:	Reassuring.
context: When do you wanna go?\N-Now!\Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do.\Reassuring. response:	What was that?
context: N-Now!\Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do.\Reassuring.\What was that? response:	No idea.
context: Now?\Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do.\Reassuring.\What was that?\No idea. response:	Huh?
context: Yeah, right now!\Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do.\Reassuring.\What was that?\No idea.\Huh? response:	Death.
context: Once you make it to the tree, go around the right so that it conceals you.\I don't even have shoes, you know.\Don't worry. I do.\Reassuring.\What was that?\No idea.\Huh?\Death. response:	It caught her?
context: I don't even have shoes, you know.\Don't worry. I do.\Reassuring.\What was that?\No idea.\Huh?\Death.\It caught her? response:	Ouch...
context: Don't worry. I do.\Reassuring.\What was that?\No idea.\Huh?\Death.\It caught her?\Ouch... response:	That's Tooka for you.
context: Reassuring.\What was that?\No idea.\Huh?\Death.\It caught her?\Ouch...\That's Tooka for you. response:	I didn't expect you would help her.
context: What was that?\No idea.\Huh?\Death.\It caught her?\Ouch...\That's Tooka for you.\I didn't expect you would help her. response:	What are you planning?
context: No idea.\Huh?\Death.\It caught her?\Ouch...\That's Tooka for you.\I didn't expect you would help her.\What are you planning? response:	Who knows? I'm not sure myself.
context: Huh?\Death.\It caught her?\Ouch...\That's Tooka for you.\I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself. response:	That was pretty cool!
context: Death.\It caught her?\Ouch...\That's Tooka for you.\I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself.\That was pretty cool! response:	You stay out of this.
context: It caught her?\Ouch...\That's Tooka for you.\I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this. response:	Typical. I guess you really are...
context: Ouch...\That's Tooka for you.\I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this.\Typical. I guess you really are... response:	a dangerous element.
context: That's Tooka for you.\I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this.\Typical. I guess you really are...\a dangerous element. response:	Yuuta!
context: I didn't expect you would help her.\What are you planning?\Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this.\Typical. I guess you really are...\a dangerous element.\Yuuta! response:	Rikka!
context: What are you planning?\Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this.\Typical. I guess you really are...\a dangerous element.\Yuuta!\Rikka! response:	Over here!
context: Who knows? I'm not sure myself.\That was pretty cool!\You stay out of this.\Typical. I guess you really are...\a dangerous element.\Yuuta!\Rikka!\Over here! response:	Come on!
context: That was pretty cool!\You stay out of this.\Typical. I guess you really are...\a dangerous element.\Yuuta!\Rikka!\Over here!\Come on! response:	Rikka!
context: You stay out of this.\Typical. I guess you really are...\a dangerous element.\Yuuta!\Rikka!\Over here!\Come on!\Rikka! response:	Jump!
context: Typical. I guess you really are...\a dangerous element.\Yuuta!\Rikka!\Over here!\Come on!\Rikka!\Jump! response:	You okay?
context: a dangerous element.\Yuuta!\Rikka!\Over here!\Come on!\Rikka!\Jump!\You okay? response:	I'm fine.
context: Yuuta!\Rikka!\Over here!\Come on!\Rikka!\Jump!\You okay?\I'm fine. response:	Let's go to where I hid the Rad Zwei, Hell Brown!
context: Rikka!\Over here!\Come on!\Rikka!\Jump!\You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown! response:	You just had to, didn't you?
context: Over here!\Come on!\Rikka!\Jump!\You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you? response:	How far is it?
context: Come on!\Rikka!\Jump!\You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it? response:	About ten kilometers.
context: Rikka!\Jump!\You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it?\About ten kilometers. response:	Th-That far?!
context: Jump!\You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it?\About ten kilometers.\Th-That far?! response:	Don't worry.
context: You okay?\I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it?\About ten kilometers.\Th-That far?!\Don't worry. response:	The Dark Flame Master's the greatest!
context: I'm fine.\Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it?\About ten kilometers.\Th-That far?!\Don't worry.\The Dark Flame Master's the greatest! response:	The greatest?
context: Let's go to where I hid the Rad Zwei, Hell Brown!\You just had to, didn't you?\How far is it?\About ten kilometers.\Th-That far?!\Don't worry.\The Dark Flame Master's the greatest!\The greatest? response:	Yeah, the greatest!
context: You just had to, didn't you?\How far is it?\About ten kilometers.\Th-That far?!\Don't worry.\The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest! response:	The Dark Flame Master's the greatest!
context: How far is it?\About ten kilometers.\Th-That far?!\Don't worry.\The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest! response:	I told you not to call me that.
context: About ten kilometers.\Th-That far?!\Don't worry.\The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that. response:	Let's go faster!
context: Th-That far?!\Don't worry.\The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster! response:	But the Wicked Eye is even greater.
context: Don't worry.\The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater. response:	Yeah, yeah.
context: The Dark Flame Master's the greatest!\The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah. response:	Rikka and Togashi didn't come back in the end.
context: The greatest?\Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end. response:	Tooka went somewhere too.
context: Yeah, the greatest!\The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too. response:	The things people do for love.
context: The Dark Flame Master's the greatest!\I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love. response:	Who does what for what?
context: I told you not to call me that.\Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love.\Who does what for what? response:	Oh you, Deko!
context: Let's go faster!\But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love.\Who does what for what?\Oh you, Deko! response:	I'd say it's just a matter of time.
context: But the Wicked Eye is even greater.\Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love.\Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time. response:	What is?
context: Yeah, yeah.\Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love.\Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time.\What is? response:	What the death?
context: Rikka and Togashi didn't come back in the end.\Tooka went somewhere too.\The things people do for love.\Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time.\What is?\What the death? response:	Who knows?
context: Tooka went somewhere too.\The things people do for love.\Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time.\What is?\What the death?\Who knows? response:	Ah... Kumin...
context: The things people do for love.\Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time.\What is?\What the death?\Who knows?\Ah... Kumin... response:	You saw him? Three years ago?
context: Who does what for what?\Oh you, Deko!\I'd say it's just a matter of time.\What is?\What the death?\Who knows?\Ah... Kumin...\You saw him? Three years ago? response:	Yeah.
context: Oh you, Deko!\I'd say it's just a matter of time.\What is?\What the death?\Who knows?\Ah... Kumin...\You saw him? Three years ago?\Yeah. response:	Dad was gone.
context: I'd say it's just a matter of time.\What is?\What the death?\Who knows?\Ah... Kumin...\You saw him? Three years ago?\Yeah.\Dad was gone. response:	But I saw him that night.
context: What is?\What the death?\Who knows?\Ah... Kumin...\You saw him? Three years ago?\Yeah.\Dad was gone.\But I saw him that night. response:	I could see Dad beyond the horizon.
context: What the death?\Who knows?\Ah... Kumin...\You saw him? Three years ago?\Yeah.\Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon. response:	I could see him.
context: Who knows?\Ah... Kumin...\You saw him? Three years ago?\Yeah.\Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon.\I could see him. response:	That's why I'm sure he's still here.
context: Ah... Kumin...\You saw him? Three years ago?\Yeah.\Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here. response:	He's watching over this place, and me as well, from the other side of the horizon.
context: You saw him? Three years ago?\Yeah.\Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon. response:	I couldn't agree with that, but neither could I deny it.
context: Yeah.\Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it. response:	Just...
context: Dad was gone.\But I saw him that night.\I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just... response:	Stop.
context: But I saw him that night.\I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just...\Stop. response:	Are we there?
context: I could see Dad beyond the horizon.\I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just...\Stop.\Are we there? response:	Yeah.
context: I could see him.\That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just...\Stop.\Are we there?\Yeah. response:	My base, where Dad and I and everyone else were all together.
context: That's why I'm sure he's still here.\He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just...\Stop.\Are we there?\Yeah.\My base, where Dad and I and everyone else were all together. response:	This is reality.
context: He's watching over this place, and me as well, from the other side of the horizon.\I couldn't agree with that, but neither could I deny it.\Just...\Stop.\Are we there?\Yeah.\My base, where Dad and I and everyone else were all together.\This is reality. response:	Dad's gone.
context: I couldn't agree with that, but neither could I deny it.\Just...\Stop.\Are we there?\Yeah.\My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone. response:	This is the present.
context: Just...\Stop.\Are we there?\Yeah.\My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone.\This is the present. response:	Blast reality.
context: Stop.\Are we there?\Yeah.\My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone.\This is the present.\Blast reality. response:	Burst it into shreds.
context: Are we there?\Yeah.\My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone.\This is the present.\Blast reality.\Burst it into shreds. response:	Banishment... this world!
context: Yeah.\My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone.\This is the present.\Blast reality.\Burst it into shreds.\Banishment... this world! response:	Let's look for a
context: My base, where Dad and I and everyone else were all together.\This is reality.\Dad's gone.\This is the present.\Blast reality.\Burst it into shreds.\Banishment... this world!\Let's look for a response:	sparkling daydream...
context: This is reality.\Dad's gone.\This is the present.\Blast reality.\Burst it into shreds.\Banishment... this world!\Let's look for a\sparkling daydream... response:	shibaraku mitsumeatte kara
context: Dad's gone.\This is the present.\Blast reality.\Burst it into shreds.\Banishment... this world!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara response:	shibaraku mitsumeatte kara
context: This is the present.\Blast reality.\Burst it into shreds.\Banishment... this world!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara response:	We looked into each other's eyes for a while
context: Blast reality.\Burst it into shreds.\Banishment... this world!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while response:	We looked into each other's eyes for a while
context: Burst it into shreds.\Banishment... this world!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while response:	sorasu made ni nani wo kangaeteta no?
context: Banishment... this world!\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	sorasu made ni nani wo kangaeteta no?
context: sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	ki ni naru
context: shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru response:	I want to know that
context: We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that response:	kuchibiru togaraseta atashi wo mite
context: We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite response:	Look at me as I now pout my lips
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips response:	dou shita no tte kiite kuru no?
context: What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no? response:	Will you ask me what's wrong?
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong? response:	matte miru no
context: What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no response:	I'm waiting
context: ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting response:	gomakashita ato no hitorigoto wa
context: I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa response:	I'm embarrassed by what I mutter after
context: kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after response:	hazukashii kara kikanaide kureru?
context: Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru? response:	being so evasive, so please don't pay it any attention
context: dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention response:	ato ni hikenai hodo
context: Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo response:	Our love is so strong
context: matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong response:	hikareau koi
context: I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi response:	we can't run away
context: gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away response:	mou hajimatteta
context: I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta response:	It's already begun
context: hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun response:	It's already begun
context: being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita response:	yume nara takusan mita
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	I've dreamed of our meeting so often
context: mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	sameta mama
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama response:	Now I'm awake
context: yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake response:	sameta mama
context: yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama response:	sameta mama
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake response:	demo mada aitai
context: I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai response:	And still I want to see you
context: sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you response:	And still I want to see you
context: Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	demo mada aitai
context: Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you response:	And still I want to see you
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
