context: There really aren't many espers, are there? response:	Potato
context: He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it. response:	The next move will be the last.
context: He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last. response:	Take this, brat!
context: White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat! response:	Damn it!
context: Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat!\Damn it! response:	This barrier's so thick! My knife won't go through!
context: I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through! response:	Just kidding!
context: He's got a knife! Look out!\Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through!\Just kidding! response:	What?
context: Shut up, brat!\If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through!\Just kidding!\What? response:	I don't like using his stuff, but I don't have time.
context: If you're not going to give up, I'll end it.\The next move will be the last.\Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through!\Just kidding!\What?\I don't like using his stuff, but I don't have time. response:	I guess you've all seen my face.
context: The next move will be the last.\Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through!\Just kidding!\What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face. response:	As annoying as it is, I'm gonna have to make you all disappear.
context: Take this, brat!\Damn it!\This barrier's so thick! My knife won't go through!\Just kidding!\What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear. response:	C-Crap!
context: Damn it!\This barrier's so thick! My knife won't go through!\Just kidding!\What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap! response:	Run!
context: This barrier's so thick! My knife won't go through!\Just kidding!\What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run! response:	H-Hurry!
context: Just kidding!\What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run!\H-Hurry! response:	Do you really think I'll let you get away after everything you saw?
context: What?\I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw? response:	Impossible! I can't take him on anymore!
context: I don't like using his stuff, but I don't have time.\I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore! response:	You're coming with me.
context: I guess you've all seen my face.\As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me. response:	Did we survive?
context: As annoying as it is, I'm gonna have to make you all disappear.\C-Crap!\Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me.\Did we survive? response:	Yeah!
context: C-Crap!\Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me.\Did we survive?\Yeah! response:	We did it!
context: Run!\H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me.\Did we survive?\Yeah!\We did it! response:	We're saved!
context: H-Hurry!\Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me.\Did we survive?\Yeah!\We did it!\We're saved! response:	Awesome!
context: Do you really think I'll let you get away after everything you saw?\Impossible! I can't take him on anymore!\You're coming with me.\Did we survive?\Yeah!\We did it!\We're saved!\Awesome! response:	You're amazing!
context: Impossible! I can't take him on anymore!\You're coming with me.\Did we survive?\Yeah!\We did it!\We're saved!\Awesome!\You're amazing! response:	You saved our lives!
context: You're coming with me.\Did we survive?\Yeah!\We did it!\We're saved!\Awesome!\You're amazing!\You saved our lives! response:	Huh?
context: Did we survive?\Yeah!\We did it!\We're saved!\Awesome!\You're amazing!\You saved our lives!\Huh? response:	He's standing while unconscious.
context: Yeah!\We did it!\We're saved!\Awesome!\You're amazing!\You saved our lives!\Huh?\He's standing while unconscious. response:	Get away from him. It's still dangerous to be near him.
context: We did it!\We're saved!\Awesome!\You're amazing!\You saved our lives!\Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him. response:	You're from Black Vinegar Middle School...
context: We're saved!\Awesome!\You're amazing!\You saved our lives!\Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School... response:	I can't believe someone was able to push him this far.
context: Awesome!\You're amazing!\You saved our lives!\Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far. response:	They're no ordinary person.
context: You're amazing!\You saved our lives!\Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person. response:	The guy and Ritsu are gone. We were a bit late.
context: You saved our lives!\Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late. response:	Spirits and Such Consultation Office
context: Huh?\He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office response:	This is rock salt from the Himalayas.
context: He's standing while unconscious.\Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas. response:	It goes great with pasta or meat.
context: Get away from him. It's still dangerous to be near him.\You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat. response:	Let's perform the exorcism with this.
context: You're from Black Vinegar Middle School...\I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this. response:	Your shoulders feel heavy, right?
context: I can't believe someone was able to push him this far.\They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right? response:	Yes. A fortuneteller told me there was something on them.
context: They're no ordinary person.\The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them. response:	So they just told her that and took the money? How irresponsible.
context: The guy and Ritsu are gone. We were a bit late.\Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible. response:	All right.
context: Spirits and Such Consultation Office\This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right. response:	Wh-What are you doing?
context: This is rock salt from the Himalayas.\It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing? response:	Ghosts are weak against salt.
context: It goes great with pasta or meat.\Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing?\Ghosts are weak against salt. response:	First, we'll weaken it with the rock salt powder.
context: Let's perform the exorcism with this.\Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder. response:	And this scraping noise by your ears...
context: Your shoulders feel heavy, right?\Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears... response:	This will be really annoying to spirits that want to live in a quiet place,
context: Yes. A fortuneteller told me there was something on them.\So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place, response:	so they should leave.
context: So they just told her that and took the money? How irresponsible.\All right.\Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave. response:	Next!
context: All right.\Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next! response:	We'll use the hard edges of the rock salt and do a massage
context: Wh-What are you doing?\Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage response:	to loosen up your tense muscles and improve your blood flow.
context: Ghosts are weak against salt.\First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow. response:	We'll place a hot towel on your face,
context: First, we'll weaken it with the rock salt powder.\And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face, response:	and shut out the spirit's visual interference.
context: And this scraping noise by your ears...\This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference. response:	Along with using aroma oils to maximize your relaxation,
context: This will be really annoying to spirits that want to live in a quiet place,\so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation, response:	we'll light some incense that spirits hate.
context: so they should leave.\Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate. response:	S-Such a wonderful smell!
context: Next!\We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell! response:	Aroma Runaway Express!
context: We'll use the hard edges of the rock salt and do a massage\to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express! response:	Aroma Runaway Express
context: to loosen up your tense muscles and improve your blood flow.\We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express response:	This is one of Reigen's special moves, where he sends his clients on a beauty trip
context: We'll place a hot towel on your face,\and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip response:	that relaxes the body and soul.
context: and shut out the spirit's visual interference.\Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul. response:	I feel so much younger.
context: Along with using aroma oils to maximize your relaxation,\we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger. response:	That's great!
context: we'll light some incense that spirits hate.\S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger.\That's great! response:	Thank goodness there was no actual spirit this time,
context: S-Such a wonderful smell!\Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time, response:	but this is the first time Mob didn't show up to work on time.
context: Aroma Runaway Express!\Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time. response:	I'm gonna have to lecture him when I see him next.
context: Aroma Runaway Express\This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next. response:	Nii-san.
context: This is one of Reigen's special moves, where he sends his clients on a beauty trip\that relaxes the body and soul.\I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san. response:	If there's anything troubling you, let me know.
context: that relaxes the body and soul.\I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know. response:	I'll be there to listen anytime.
context: I feel so much younger.\That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime. response:	Nii-san, is something bothering you?
context: That's great!\Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you? response:	Are you okay, Nii-san?
context: Thank goodness there was no actual spirit this time,\but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san? response:	If something's bothering you, I'll listen.
context: but this is the first time Mob didn't show up to work on time.\I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen. response:	Thanks, Ritsu, but I'm fine.
context: I'm gonna have to lecture him when I see him next.\Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine. response:	It's nothing.
context: Nii-san.\If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing. response:	I see.
context: If there's anything troubling you, let me know.\I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing.\I see. response:	Ritsu?
context: I'll be there to listen anytime.\Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing.\I see.\Ritsu? response:	Ritsu?
context: Nii-san, is something bothering you?\Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing.\I see.\Ritsu?\Ritsu? response:	I see...
context: Are you okay, Nii-san?\If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing.\I see.\Ritsu?\Ritsu?\I see... response:	I'm sorry I didn't realize it sooner.
context: If something's bothering you, I'll listen.\Thanks, Ritsu, but I'm fine.\It's nothing.\I see.\Ritsu?\Ritsu?\I see...\I'm sorry I didn't realize it sooner. response:	Are you awake, Kageyama-kun?
context: Thanks, Ritsu, but I'm fine.\It's nothing.\I see.\Ritsu?\Ritsu?\I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun? response:	Hanazawa-kun... where are we?
context: It's nothing.\I see.\Ritsu?\Ritsu?\I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we? response:	My apartment. Dimple-kun told me everything.
context: I see.\Ritsu?\Ritsu?\I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything. response:	H-Hey, Shigeo...
context: Ritsu?\Ritsu?\I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo... response:	Dimple...
context: Ritsu?\I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple... response:	What's going on?
context: I see...\I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple...\What's going on? response:	Why were you with Ritsu?
context: I'm sorry I didn't realize it sooner.\Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple...\What's going on?\Why were you with Ritsu? response:	Well...
context: Are you awake, Kageyama-kun?\Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple...\What's going on?\Why were you with Ritsu?\Well... response:	And Ritsu was kidnapped.
context: Hanazawa-kun... where are we?\My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple...\What's going on?\Why were you with Ritsu?\Well...\And Ritsu was kidnapped. response:	Dimple...
context: My apartment. Dimple-kun told me everything.\H-Hey, Shigeo...\Dimple...\What's going on?\Why were you with Ritsu?\Well...\And Ritsu was kidnapped.\Dimple... response:	Is this your doing?
context: H-Hey, Shigeo...\Dimple...\What's going on?\Why were you with Ritsu?\Well...\And Ritsu was kidnapped.\Dimple...\Is this your doing? response:	It's a misunderstanding! I don't know who those guys are!
context: Dimple...\What's going on?\Why were you with Ritsu?\Well...\And Ritsu was kidnapped.\Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are! response:	I know who they are.
context: What's going on?\Why were you with Ritsu?\Well...\And Ritsu was kidnapped.\Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are. response:	Huh?
context: Why were you with Ritsu?\Well...\And Ritsu was kidnapped.\Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh? response:	They've been following me around for a few years now.
context: Well...\And Ritsu was kidnapped.\Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh?\They've been following me around for a few years now. response:	Is that why you're living by yourself when you're in middle school?
context: And Ritsu was kidnapped.\Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school? response:	Let me give you a warning.
context: Dimple...\Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning. response:	Stay away from them.
context: Is this your doing?\It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them. response:	Stay away?
context: It's a misunderstanding! I don't know who those guys are!\I know who they are.\Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them.\Stay away? response:	You'll die.
context: I know who they are.\Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them.\Stay away?\You'll die. response:	It's an organization called Claw, formed by dangerous espers.
context: Huh?\They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them.\Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers. response:	They want a revolution and aim to turn the world on its head.
context: They've been following me around for a few years now.\Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them.\Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head. response:	Their ability to function as a group is first-rate,
context: Is that why you're living by yourself when you're in middle school?\Let me give you a warning.\Stay away from them.\Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate, response:	and they have over a hundred espers.
context: Let me give you a warning.\Stay away from them.\Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers. response:	You're kidding, right?
context: Stay away from them.\Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right? response:	A hundred...
context: Stay away?\You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right?\A hundred... response:	There are plenty of facilities across the world that are trying to
context: You'll die.\It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to response:	manufacture psychic powers.
context: It's an organization called Claw, formed by dangerous espers.\They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers. response:	But the only one to succeed at it is Claw.
context: They want a revolution and aim to turn the world on its head.\Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw. response:	Apparently they take child espers who have yet to mature,
context: Their ability to function as a group is first-rate,\and they have over a hundred espers.\You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature, response:	brainwash them, and raise them as soldiers.
context: and they have over a hundred espers.\You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers. response:	They aren't as powerful as us Naturals,
context: You're kidding, right?\A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals, response:	but if you underestimate them, their sheer numbers will easily crush you.
context: A hundred...\There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you. response:	You sure know a lot about them.
context: There are plenty of facilities across the world that are trying to\manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them. response:	I heard all about them from one of their guys who tried to kidnap me before.
context: manufacture psychic powers.\But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before. response:	Though I taught him a lesson.
context: But the only one to succeed at it is Claw.\Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson. response:	Basically, they're from a very dangerous world.
context: Apparently they take child espers who have yet to mature,\brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world. response:	Shigeo, you could've been killed back there!
context: brainwash them, and raise them as soldiers.\They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there! response:	It doesn't matter...
context: They aren't as powerful as us Naturals,\but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter... response:	Ritsu, my little brother, was kidnapped.
context: but if you underestimate them, their sheer numbers will easily crush you.\You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped. response:	I'm going to go save him.
context: You sure know a lot about them.\I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him. response:	Do you want to die?
context: I heard all about them from one of their guys who tried to kidnap me before.\Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die? response:	No, not at all.
context: Though I taught him a lesson.\Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die?\No, not at all. response:	Then calm down.
context: Basically, they're from a very dangerous world.\Shigeo, you could've been killed back there!\It doesn't matter...\Ritsu, my little brother, was kidnapped.\I'm going to go save him.\Do you want to die?\No, not at all.\Then calm down. response:	But I think I can win.
