context: What is it, Akatsuki? response:	N-Nothing, just...
context: It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then... response:	My old dream of enjoying three days of such laziness
context: I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then...\My old dream of enjoying three days of such laziness response:	that I don't even take a bath?
context: but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath? response:	Well, as long as it doesn't go much past three days.
context: There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days. response:	He read my mind again!
context: That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again! response:	No, no...
context: It should allow you to enjoy a life with three meals and a nap,\never having to leave the house.\Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again!\No, no... response:	I must not let my guard down.
context: never having to leave the house.\Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again!\No, no...\I must not let my guard down. response:	He is a monster that can read minds.
context: Then...\My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again!\No, no...\I must not let my guard down.\He is a monster that can read minds. response:	Yes!
context: My old dream of enjoying three days of such laziness\that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again!\No, no...\I must not let my guard down.\He is a monster that can read minds.\Yes! response:	He's a mind-reading monster!
context: that I don't even take a bath?\Well, as long as it doesn't go much past three days.\He read my mind again!\No, no...\I must not let my guard down.\He is a monster that can read minds.\Yes!\He's a mind-reading monster! response:	He's so wonderful!
context: Well, as long as it doesn't go much past three days.\He read my mind again!\No, no...\I must not let my guard down.\He is a monster that can read minds.\Yes!\He's a mind-reading monster!\He's so wonderful! response:	Now I can finally return to my life of self-indulgence.
context: He read my mind again!\No, no...\I must not let my guard down.\He is a monster that can read minds.\Yes!\He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence. response:	Right, Crusty?
context: No, no...\I must not let my guard down.\He is a monster that can read minds.\Yes!\He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty? response:	I don't know...
context: I must not let my guard down.\He is a monster that can read minds.\Yes!\He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know... response:	You seem to have a habit of ruining it for yourself.
context: He is a monster that can read minds.\Yes!\He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself. response:	Ruining
context: Yes!\He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself.\Ruining response:	U-Um...
context: He's a mind-reading monster!\He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself.\Ruining\U-Um... response:	What's wrong, Serara?
context: He's so wonderful!\Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself.\Ruining\U-Um...\What's wrong, Serara? response:	Meow?
context: Now I can finally return to my life of self-indulgence.\Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself.\Ruining\U-Um...\What's wrong, Serara?\Meow? response:	I'm really grateful to you for saving me in Susukino.
context: Right, Crusty?\I don't know...\You seem to have a habit of ruining it for yourself.\Ruining\U-Um...\What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino. response:	But...
context: I don't know...\You seem to have a habit of ruining it for yourself.\Ruining\U-Um...\What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino.\But... response:	The Crescent Moon Alliance has done a lot for me,
context: You seem to have a habit of ruining it for yourself.\Ruining\U-Um...\What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me, response:	and I need to look after the new players, so...
context: Ruining\U-Um...\What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so... response:	Um...
context: U-Um...\What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um... response:	So I...
context: What's wrong, Serara?\Meow?\I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um...\So I... response:	I want to be with Nyanta, but...
context: Meow?\I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um...\So I...\I want to be with Nyanta, but... response:	can't stay in Log Horizon...
context: I'm really grateful to you for saving me in Susukino.\But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um...\So I...\I want to be with Nyanta, but...\can't stay in Log Horizon... response:	Serara,
context: But...\The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um...\So I...\I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara, response:	you're such a good girl.
context: The Crescent Moon Alliance has done a lot for me,\and I need to look after the new players, so...\Um...\So I...\I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara,\you're such a good girl. response:	Would you dance with me,
context: and I need to look after the new players, so...\Um...\So I...\I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara,\you're such a good girl.\Would you dance with me, response:	Serara?
context: Um...\So I...\I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara,\you're such a good girl.\Would you dance with me,\Serara? response:	Y-Yes!
context: So I...\I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara,\you're such a good girl.\Would you dance with me,\Serara?\Y-Yes! response:	I'll go get something to drink.
context: I want to be with Nyanta, but...\can't stay in Log Horizon...\Serara,\you're such a good girl.\Would you dance with me,\Serara?\Y-Yes!\I'll go get something to drink. response:	Okay.
context: can't stay in Log Horizon...\Serara,\you're such a good girl.\Would you dance with me,\Serara?\Y-Yes!\I'll go get something to drink.\Okay. response:	Where is Shiroe?
context: Serara,\you're such a good girl.\Would you dance with me,\Serara?\Y-Yes!\I'll go get something to drink.\Okay.\Where is Shiroe? response:	Did you hear about how that Shiroe guy tricked the princess?
context: you're such a good girl.\Would you dance with me,\Serara?\Y-Yes!\I'll go get something to drink.\Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess? response:	I did...
context: Would you dance with me,\Serara?\Y-Yes!\I'll go get something to drink.\Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did... response:	He dragged her out to the battlefield,
context: Serara?\Y-Yes!\I'll go get something to drink.\Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield, response:	and used her in negotiations with the People of the Land.
context: Y-Yes!\I'll go get something to drink.\Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land. response:	You know, they call him a villain.
context: I'll go get something to drink.\Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain. response:	Who is he, anyway? What's he doing in the Round Table?
context: Okay.\Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table? response:	I know guys like that.
context: Where is Shiroe?\Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that. response:	They skulk around the shadows, taking advantage of people's weaknesses.
context: Did you hear about how that Shiroe guy tricked the princess?\I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses. response:	You aren't going, my lord?
context: I did...\He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord? response:	I think I'll pass.
context: He dragged her out to the battlefield,\and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass. response:	Tonight, the star is Crusty.
context: and used her in negotiations with the People of the Land.\You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty. response:	I'd just make things awkward and tire everyone.
context: You know, they call him a villain.\Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone. response:	What's wrong?
context: Who is he, anyway? What's he doing in the Round Table?\I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong? response:	It's nothing.
context: I know guys like that.\They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong?\It's nothing. response:	Nothing?
context: They skulk around the shadows, taking advantage of people's weaknesses.\You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong?\It's nothing.\Nothing? response:	Why are you smirking, my lord?
context: You aren't going, my lord?\I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong?\It's nothing.\Nothing?\Why are you smirking, my lord? response:	I'm not smirking.
context: I think I'll pass.\Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong?\It's nothing.\Nothing?\Why are you smirking, my lord?\I'm not smirking. response:	No, you were smirking!
context: Tonight, the star is Crusty.\I'd just make things awkward and tire everyone.\What's wrong?\It's nothing.\Nothing?\Why are you smirking, my lord?\I'm not smirking.\No, you were smirking! response:	That isn't true.
context: I'd just make things awkward and tire everyone.\What's wrong?\It's nothing.\Nothing?\Why are you smirking, my lord?\I'm not smirking.\No, you were smirking!\That isn't true. response:	You were... You were smirking!
context: What's wrong?\It's nothing.\Nothing?\Why are you smirking, my lord?\I'm not smirking.\No, you were smirking!\That isn't true.\You were... You were smirking! response:	You're acting kind of strange.
context: It's nothing.\Nothing?\Why are you smirking, my lord?\I'm not smirking.\No, you were smirking!\That isn't true.\You were... You were smirking!\You're acting kind of strange. response:	This time, I hardly did anything.
context: Nothing?\Why are you smirking, my lord?\I'm not smirking.\No, you were smirking!\That isn't true.\You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything. response:	Outside of battle, I think I only slowed you down.
context: Why are you smirking, my lord?\I'm not smirking.\No, you were smirking!\That isn't true.\You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down. response:	That's not true.
context: I'm not smirking.\No, you were smirking!\That isn't true.\You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true. response:	You stayed with me the whole time, right?
context: No, you were smirking!\That isn't true.\You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right? response:	Ever since we came here,
context: That isn't true.\You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right?\Ever since we came here, response:	you've been my bodyguard, and got me information.
context: You were... You were smirking!\You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information. response:	You heard what Regan said, and you shared the secret about our memories with me.
context: You're acting kind of strange.\This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me. response:	Even when I went to save Rundel Haus,
context: This time, I hardly did anything.\Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus, response:	you were with me.
context: Outside of battle, I think I only slowed you down.\That's not true.\You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me. response:	I've only made it this far because of you.
context: That's not true.\You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you. response:	It's true.
context: You stayed with me the whole time, right?\Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you.\It's true. response:	It's hard to express gratitude to someone...
context: Ever since we came here,\you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone... response:	Naotsugu!
context: you've been my bodyguard, and got me information.\You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone...\Naotsugu! response:	Let's dance, too.
context: You heard what Regan said, and you shared the secret about our memories with me.\Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too. response:	No, I don't really...
context: Even when I went to save Rundel Haus,\you were with me.\I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too.\No, I don't really... response:	Marie...
context: you were with me.\I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too.\No, I don't really...\Marie... response:	There, there...
context: I've only made it this far because of you.\It's true.\It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too.\No, I don't really...\Marie...\There, there... response:	Shall we dance, Miss Isuzu?
context: It's true.\It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too.\No, I don't really...\Marie...\There, there...\Shall we dance, Miss Isuzu? response:	S-Sure...
context: It's hard to express gratitude to someone...\Naotsugu!\Let's dance, too.\No, I don't really...\Marie...\There, there...\Shall we dance, Miss Isuzu?\S-Sure... response:	You're very good, Serara.
context: Naotsugu!\Let's dance, too.\No, I don't really...\Marie...\There, there...\Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara. response:	Th-Thank you.
context: Let's dance, too.\No, I don't really...\Marie...\There, there...\Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara.\Th-Thank you. response:	Would you like to dance?
context: No, I don't really...\Marie...\There, there...\Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara.\Th-Thank you.\Would you like to dance? response:	I'd be honored.
context: Marie...\There, there...\Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara.\Th-Thank you.\Would you like to dance?\I'd be honored. response:	Want to dance?
context: There, there...\Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara.\Th-Thank you.\Would you like to dance?\I'd be honored.\Want to dance? response:	No, my lord...
context: Shall we dance, Miss Isuzu?\S-Sure...\You're very good, Serara.\Th-Thank you.\Would you like to dance?\I'd be honored.\Want to dance?\No, my lord... response:	I'm not good at dancing...
context: S-Sure...\You're very good, Serara.\Th-Thank you.\Would you like to dance?\I'd be honored.\Want to dance?\No, my lord...\I'm not good at dancing... response:	You were practicing, right?
context: You're very good, Serara.\Th-Thank you.\Would you like to dance?\I'd be honored.\Want to dance?\No, my lord...\I'm not good at dancing...\You were practicing, right? response:	No, that was, well...
context: Th-Thank you.\Would you like to dance?\I'd be honored.\Want to dance?\No, my lord...\I'm not good at dancing...\You were practicing, right?\No, that was, well... response:	My lord...
context: Would you like to dance?\I'd be honored.\Want to dance?\No, my lord...\I'm not good at dancing...\You were practicing, right?\No, that was, well...\My lord... response:	Don't laugh at me.
context: I'd be honored.\Want to dance?\No, my lord...\I'm not good at dancing...\You were practicing, right?\No, that was, well...\My lord...\Don't laugh at me. response:	I'm a beginner, too.
context: Want to dance?\No, my lord...\I'm not good at dancing...\You were practicing, right?\No, that was, well...\My lord...\Don't laugh at me.\I'm a beginner, too. response:	I won't laugh.
context: No, my lord...\I'm not good at dancing...\You were practicing, right?\No, that was, well...\My lord...\Don't laugh at me.\I'm a beginner, too.\I won't laugh. response:	Oh, my...
context: I'm not good at dancing...\You were practicing, right?\No, that was, well...\My lord...\Don't laugh at me.\I'm a beginner, too.\I won't laugh.\Oh, my... response:	That is quite the dance, as well.
context: You were practicing, right?\No, that was, well...\My lord...\Don't laugh at me.\I'm a beginner, too.\I won't laugh.\Oh, my...\That is quite the dance, as well. response:	My lord, is this a dance?
context: No, that was, well...\My lord...\Don't laugh at me.\I'm a beginner, too.\I won't laugh.\Oh, my...\That is quite the dance, as well.\My lord, is this a dance? response:	Don't laugh.
context: My lord...\Don't laugh at me.\I'm a beginner, too.\I won't laugh.\Oh, my...\That is quite the dance, as well.\My lord, is this a dance?\Don't laugh. response:	Love Lenessia
context: Don't laugh at me.\I'm a beginner, too.\I won't laugh.\Oh, my...\That is quite the dance, as well.\My lord, is this a dance?\Don't laugh.\Love Lenessia response:	Several days later, Lenessia came to Akihabara.
context: I'm a beginner, too.\I won't laugh.\Oh, my...\That is quite the dance, as well.\My lord, is this a dance?\Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara. response:	Rather than making a big deal of it,
context: I won't laugh.\Oh, my...\That is quite the dance, as well.\My lord, is this a dance?\Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it, response:	I spread the news about the lost memories as a rumor.
context: Oh, my...\That is quite the dance, as well.\My lord, is this a dance?\Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor. response:	But naturally, many were scared.
context: That is quite the dance, as well.\My lord, is this a dance?\Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared. response:	But you only lose part of them, right?
context: My lord, is this a dance?\Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right? response:	They say people who've died ten times have no problems.
context: Don't laugh.\Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems. response:	Original Fishing Rods
context: Love Lenessia\Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods response:	All Kinds of Lures!!
context: Several days later, Lenessia came to Akihabara.\Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!! response:	But it didn't cause chaos.
context: Rather than making a big deal of it,\I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos. response:	They say the Round Table knew, but hid it.
context: I spread the news about the lost memories as a rumor.\But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it. response:	Seriously?
context: But naturally, many were scared.\But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously? response:	Nah... I could see them doing it.
context: But you only lose part of them, right?\They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it. response:	Especially that Shiroe guy.
context: They say people who've died ten times have no problems.\Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy. response:	Shiroe Memo 6 Builds, Skills, and Subclasses
context: Original Fishing Rods\All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses response:	Minori?
context: All Kinds of Lures!!\But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori? response:	Is there still something you don't understand?
context: But it didn't cause chaos.\They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand? response:	No, I'm fine...
context: They say the Round Table knew, but hid it.\Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand?\No, I'm fine... response:	I see.
context: Seriously?\Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand?\No, I'm fine...\I see. response:	U-Um...
context: Nah... I could see them doing it.\Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand?\No, I'm fine...\I see.\U-Um... response:	I'd like to ask you about my skills.
context: Especially that Shiroe guy.\Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand?\No, I'm fine...\I see.\U-Um...\I'd like to ask you about my skills. response:	And then,
context: Shiroe Memo 6 Builds, Skills, and Subclasses\Minori?\Is there still something you don't understand?\No, I'm fine...\I see.\U-Um...\I'd like to ask you about my skills.\And then, response:	autumn came.
context: Minori?\Is there still something you don't understand?\No, I'm fine...\I see.\U-Um...\I'd like to ask you about my skills.\And then,\autumn came. response:	A festival?
context: Is there still something you don't understand?\No, I'm fine...\I see.\U-Um...\I'd like to ask you about my skills.\And then,\autumn came.\A festival? response:	Yes. The Committee for Crafting Guilds
context: No, I'm fine...\I see.\U-Um...\I'd like to ask you about my skills.\And then,\autumn came.\A festival?\Yes. The Committee for Crafting Guilds response:	has mentioned displaying and selling their new products...
context: I see.\U-Um...\I'd like to ask you about my skills.\And then,\autumn came.\A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products... response:	And Marie said...
context: U-Um...\I'd like to ask you about my skills.\And then,\autumn came.\A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said... response:	It's October, right?
context: I'd like to ask you about my skills.\And then,\autumn came.\A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said...\It's October, right? response:	And October is autumn, right?
context: And then,\autumn came.\A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said...\It's October, right?\And October is autumn, right? response:	Ya-hoo! Ya-hoo! Ya-hoo!
context: autumn came.\A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said...\It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo! response:	So festivals, right?
context: A festival?\Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said...\It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right? response:	I want to have a festival!
context: Yes. The Committee for Crafting Guilds\has mentioned displaying and selling their new products...\And Marie said...\It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival! response:	That's what she said.
context: has mentioned displaying and selling their new products...\And Marie said...\It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival!\That's what she said. response:	Come on, let's have on! It'll be so much fun!
context: And Marie said...\It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun! response:	Um, Marie...
context: It's October, right?\And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie... response:	Didn't you say the same thing in summer?
context: And October is autumn, right?\Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer? response:	So, when are we gonna do it?
context: Ya-hoo! Ya-hoo! Ya-hoo!\So festivals, right?\I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it? response:	Two weeks.
context: So festivals, right?\I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks. response:	So soon?!
context: I want to have a festival!\That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks.\So soon?! response:	That's almost no time at all!
context: That's what she said.\Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks.\So soon?!\That's almost no time at all! response:	It'll be fine.
context: Come on, let's have on! It'll be so much fun!\Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks.\So soon?!\That's almost no time at all!\It'll be fine. response:	Leave it to your strategist, Marie.
context: Um, Marie...\Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks.\So soon?!\That's almost no time at all!\It'll be fine.\Leave it to your strategist, Marie. response:	Air glasses?
context: Didn't you say the same thing in summer?\So, when are we gonna do it?\Two weeks.\So soon?!\That's almost no time at all!\It'll be fine.\Leave it to your strategist, Marie.\Air glasses? response:	I've got it all planned out.
context: So, when are we gonna do it?\Two weeks.\So soon?!\That's almost no time at all!\It'll be fine.\Leave it to your strategist, Marie.\Air glasses?\I've got it all planned out. response:	I call it...
context: Two weeks.\So soon?!\That's almost no time at all!\It'll be fine.\Leave it to your strategist, Marie.\Air glasses?\I've got it all planned out.\I call it... response:	Ta-da!
context: So soon?!\That's almost no time at all!\It'll be fine.\Leave it to your strategist, Marie.\Air glasses?\I've got it all planned out.\I call it...\Ta-da! response:	Scale Festival Plan
