context: -stuff- response:	-ED-
context: Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened. response:	Son of Satan wandering around Assiah is a threat of extinction to humankind.
context: I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind. response:	In the name of the Vatican, we are to dispose of you.
context: My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you. response:	Weren't you supposed to protect me?
context: I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me? response:	I'd prefer not to mix public and private matters.
context: Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters. response:	You have two choices left.
context: Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left. response:	Be killed by us,
context: It seems Reverend Fujimoto tried to raise you as a human,\but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us, response:	or kill us and run away.
context: but contrary to his wishes, you awakened.\Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us,\or kill us and run away. response:	You could also kill yourself, so actually that makes three choices.
context: Son of Satan wandering around Assiah is a threat of extinction to humankind.\In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices. response:	Now, which one would suit you best?
context: In the name of the Vatican, we are to dispose of you.\Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best? response:	Make me one of you!
context: Weren't you supposed to protect me?\I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you! response:	I don't care what you say or what you think.
context: I'd prefer not to mix public and private matters.\You have two choices left.\Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think. response:	I'm not the son of Satan.
context: You have two choices left.\Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan. response:	My father is Shiro Fujimoto and no one else!
context: Be killed by us,\or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else! response:	I see. So you want to follow Reverend Fujimoto's dying wish?
context: or kill us and run away.\You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish? response:	But think about it. What would you do if you became an Exorcist?
context: You could also kill yourself, so actually that makes three choices.\Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist? response:	Kick Satan's ass!
context: Now, which one would suit you best?\Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass! response:	What's so funny?
context: Make me one of you!\I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny? response:	What? Like Satan's son becoming an Exorcist?
context: I don't care what you say or what you think.\I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist? response:	This is great! I haven't had such a great laugh in a while!
context: I'm not the son of Satan.\My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while! response:	I'm serious!
context: My father is Shiro Fujimoto and no one else!\I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious! response:	Interesting! Very well.
context: I see. So you want to follow Reverend Fujimoto's dying wish?\But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well. response:	But... Sir Pheles!
context: But think about it. What would you do if you became an Exorcist?\Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well.\But... Sir Pheles! response:	Really?
context: Kick Satan's ass!\What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well.\But... Sir Pheles!\Really? response:	This is a measure beyond the law.
context: What's so funny?\What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well.\But... Sir Pheles!\Really?\This is a measure beyond the law. response:	However, Rin. The path you've chosen is not a simple one.
context: What? Like Satan's son becoming an Exorcist?\This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well.\But... Sir Pheles!\Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one. response:	One day you'll have to face your fate and you'll regret not dying here.
context: This is great! I haven't had such a great laugh in a while!\I'm serious!\Interesting! Very well.\But... Sir Pheles!\Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here. response:	I don't care. I'm not a human or a demon anymore.
context: I'm serious!\Interesting! Very well.\But... Sir Pheles!\Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore. response:	I have no choice but to go forward!
context: Interesting! Very well.\But... Sir Pheles!\Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward! response:	I'll become an Exorcist!
context: But... Sir Pheles!\Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist! response:	From today, you will be studying here, too.
context: Really?\This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too. response:	What the hell?! No one told me about school!
context: This is a measure beyond the law.\However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school! response:	Just die.
context: However, Rin. The path you've chosen is not a simple one.\One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die. response:	The Blue Exorcist
context: One day you'll have to face your fate and you'll regret not dying here.\I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die.\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: I don't care. I'm not a human or a demon anymore.\I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: I have no choice but to go forward!\I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: I'll become an Exorcist!\From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: From today, you will be studying here, too.\What the hell?! No one told me about school!\Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: What the hell?! No one told me about school!\Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: Just die.\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
context: They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them response:	I'm no better than those lifeless adults
context: Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults response:	Even if it's just a pipe dream I could never have
context: Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have response:	But no one can put out the fire in my heart
context: Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart response:	The black rain may pour hard and leave me drenched
context: Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched response:	But I know I can change, I will change myself
context: There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself response:	This is my pride, what makes up my core
context: Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core response:	I won't let my fire be put out; not yet
context: I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet response:	I'll keep going, and I'll never stop
context: I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop response:	Kimi to deatta no wa
context: Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa response:	Tada no guuzen ja nai
context: But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai response:	Kore wo unmei to yobunda
context: The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda response:	Sono hitomi ni utsuru
context: But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru response:	Bokutachi ga kagayaite
context: This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite response:	Irareru youni zutto
context: I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto response:	Mitsume tsuzukete
context: I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete response:	(Please be) Dakara moshi kono mune ga
context: Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga response:	(With me) Michi ni mayou hi ni wa
context: Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa response:	Mirai e no tobira wo hiraite hoshii
context: Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii response:	Michinaru sekai e to
context: Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to response:	Mai agarunda
context: Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda response:	Dakara sono te hanasanaide (buddy)
context: Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy) response:	Yume ga mezasu basho e
context: Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e response:	Tsukanda kono kizuna
context: (Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna response:	Nigiri shimete
context: (With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete response:	Yume ga mezasu basho e
context: Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e response:	Te ni shita kono kizuna
context: Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna response:	Nigiri shimete
context: Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete response:	It wasn't by chance
context: Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance response:	that I met you.
context: Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you. response:	This is what they call fate.
context: Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate. response:	Reflected in your eyes is
context: Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is response:	the way we keep on shining together.
context: Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together. response:	Let's keep our gazes locked
context: Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked response:	so it won't fade away.
context: Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away. response:	(Please be) Maybe the day will come
context: It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come response:	(With me) that we'll lose our way
context: that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way response:	while looking for the door to the future.
context: This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future. response:	Ready, ready, ready for the take off
