context: How many years has it been since I last stepped on this soil? response:	Oh, my God,
context: As for Justin-kun...\Justin-kun?\Anyway, Justin will stay on reserve!\Even though Shibusen must change a bit from now on,\With that, you're dismissed.\Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about. response:	Number one: Marie Mjolnir.
context: Justin-kun?\Anyway, Justin will stay on reserve!\Even though Shibusen must change a bit from now on,\With that, you're dismissed.\Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir. response:	I punch Azusa!
context: Anyway, Justin will stay on reserve!\Even though Shibusen must change a bit from now on,\With that, you're dismissed.\Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa! response:	Number two: Marie Mjolnir.
context: Even though Shibusen must change a bit from now on,\With that, you're dismissed.\Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir. response:	I cry because I'm sad.
context: With that, you're dismissed.\Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad. response:	Number three: Marie Mjolnir.
context: Ah, wait a moment, Spirit-kun.\Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir. response:	I face forward.
context: Huh? What is it?\There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward. response:	Number four: Marie Mjolnir.
context: There's something I need to talk to you about.\Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir. response:	I unclog the toilet!
context: Number one: Marie Mjolnir.\I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir.\I unclog the toilet! response:	Number five: Marie Mjolnir.
context: I punch Azusa!\Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir. response:	I marry the toilet!
context: Number two: Marie Mjolnir.\I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet! response:	Number six: Marie Mjolnir.
context: I cry because I'm sad.\Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir. response:	I prevent the toilet from cheating.
context: Number three: Marie Mjolnir.\I face forward.\Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating. response:	Number seven: Marie Mjolnir.
context: I face forward.\Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir. response:	I punch Azusa!
context: Number four: Marie Mjolnir.\I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa! response:	Why?!
context: I unclog the toilet!\Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa!\Why?! response:	Alright! Let's play basketball!
context: Number five: Marie Mjolnir.\I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa!\Why?!\Alright! Let's play basketball! response:	Okay!
context: I marry the toilet!\Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa!\Why?!\Alright! Let's play basketball!\Okay! response:	Oi, Maka! Come play basketball!
context: Number six: Marie Mjolnir.\I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa!\Why?!\Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball! response:	Why? Didn't you say that I could sit out and read?
context: I prevent the toilet from cheating.\Number seven: Marie Mjolnir.\I punch Azusa!\Why?!\Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read? response:	That's why I tagged along.
context: Number seven: Marie Mjolnir.\I punch Azusa!\Why?!\Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along. response:	That was a lie.
context: I punch Azusa!\Why?!\Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie. response:	I had no choice, because suddenly Liz didn't want to come.
context: Why?!\Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come. response:	I don't know the rules of basketball.
context: Alright! Let's play basketball!\Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball. response:	Here, hold your hair down.
context: Okay!\Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down. response:	Anyway, the teams look fine like this.
context: Oi, Maka! Come play basketball!\Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this. response:	Kid-kun, why didn't Liz come?
context: Why? Didn't you say that I could sit out and read?\That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come? response:	She said she didn't want to break a nail.
context: That's why I tagged along.\That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail. response:	Just playing basketball is boring.
context: That was a lie.\I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring. response:	How about a penalty game for the captain of the losing team?
context: I had no choice, because suddenly Liz didn't want to come.\I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team? response:	Oh, that's fine by me. I accept your challenge!
context: I don't know the rules of basketball.\Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge! response:	If we lose, you get to move the picture frames in Kid's house by 2 cm.
context: Here, hold your hair down.\Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm. response:	O-Oi!
context: Anyway, the teams look fine like this.\Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi! response:	That would be interesting!
context: Kid-kun, why didn't Liz come?\She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting! response:	Then... If we lose, Captain Maka will go on a one-day date with her Papa.
context: She said she didn't want to break a nail.\Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa. response:	Huh?!
context: Just playing basketball is boring.\How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?! response:	Wait a second. I don't understand the meaning of this.
context: How about a penalty game for the captain of the losing team?\Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this. response:	Aren't you the captain, Black Star? You want to be the captain, don't you?
context: Oh, that's fine by me. I accept your challenge!\If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you? response:	I know! But I feel bad because I forced you to come!
context: If we lose, you get to move the picture frames in Kid's house by 2 cm.\O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come! response:	Even though it's painful, you can have the position of captain! I'm already in tears.
context: O-Oi!\That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears. response:	Dont get conscientious at a time like this...
context: That would be interesting!\Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this... response:	You're wearing the captain's cap, anyway.
context: Then... If we lose, Captain Maka will go on a one-day date with her Papa.\Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway. response:	Eh? Is that what this is?
context: Huh?!\Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is? response:	Damn it! I want to be the captain!
context: Wait a second. I don't understand the meaning of this.\Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain! response:	Then switch with me!
context: Aren't you the captain, Black Star? You want to be the captain, don't you?\I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me! response:	We're starting!
context: I know! But I feel bad because I forced you to come!\Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me!\We're starting! response:	Here!
context: Even though it's painful, you can have the position of captain! I'm already in tears.\Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me!\We're starting!\Here! response:	Huh?
context: Dont get conscientious at a time like this...\You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me!\We're starting!\Here!\Huh? response:	Why did Soul, the opponent, pass the ball to us?
context: You're wearing the captain's cap, anyway.\Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me!\We're starting!\Here!\Huh?\Why did Soul, the opponent, pass the ball to us? response:	Here.
context: Eh? Is that what this is?\Damn it! I want to be the captain!\Then switch with me!\We're starting!\Here!\Huh?\Why did Soul, the opponent, pass the ball to us?\Here. response:	Ok.
context: Damn it! I want to be the captain!\Then switch with me!\We're starting!\Here!\Huh?\Why did Soul, the opponent, pass the ball to us?\Here.\Ok. response:	Huh? Why did he throw it back?
context: Then switch with me!\We're starting!\Here!\Huh?\Why did Soul, the opponent, pass the ball to us?\Here.\Ok.\Huh? Why did he throw it back? response:	Alright. Let's go.
context: We're starting!\Here!\Huh?\Why did Soul, the opponent, pass the ball to us?\Here.\Ok.\Huh? Why did he throw it back?\Alright. Let's go. response:	Patty! Captain Maka!
context: Here!\Huh?\Why did Soul, the opponent, pass the ball to us?\Here.\Ok.\Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka! response:	Defend the zone.
context: Huh?\Why did Soul, the opponent, pass the ball to us?\Here.\Ok.\Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka!\Defend the zone. response:	Okay!
context: Why did Soul, the opponent, pass the ball to us?\Here.\Ok.\Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka!\Defend the zone.\Okay! response:	What's a zone? Teach me the rules...
context: Here.\Ok.\Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka!\Defend the zone.\Okay!\What's a zone? Teach me the rules... response:	Why did it start? Stop, stop!
context: Ok.\Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka!\Defend the zone.\Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop! response:	There's no chance I'd find a marriage partner in a place with only kids around.
context: Huh? Why did he throw it back?\Alright. Let's go.\Patty! Captain Maka!\Defend the zone.\Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around. response:	Oh, nice shot.
context: Alright. Let's go.\Patty! Captain Maka!\Defend the zone.\Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot. response:	Those kids are students from Shibusen?
context: Patty! Captain Maka!\Defend the zone.\Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen? response:	Yeah.
context: Defend the zone.\Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen?\Yeah. response:	And from tomorrow onwards they will be your students.
context: Okay!\What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students. response:	Maka fouled. Double dribble.
context: What's a zone? Teach me the rules...\Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble. response:	Give me a break, Captain...
context: Why did it start? Stop, stop!\There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain... response:	Huh? What's a double dribble?
context: There's no chance I'd find a marriage partner in a place with only kids around.\Oh, nice shot.\Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble? response:	It sounds sort of cool though...
context: Oh, nice shot.\Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though... response:	Alright! Though I don't have a lover, I'll work one more time before I get married.
context: Those kids are students from Shibusen?\Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married. response:	Oh yeah, it's kind of on short notice,
context: Yeah.\And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice, response:	That's okay with me, but I don't know if you'll be cut up or not.
context: And from tomorrow onwards they will be your students.\Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not. response:	Well, I'm trusting you.
context: Maka fouled. Double dribble.\Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you. response:	What do you need from me?
context: Give me a break, Captain...\Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me? response:	Actually, it's about Stein-kun...
context: Huh? What's a double dribble?\It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun... response:	It looks like he already noticed it himself,
context: It sounds sort of cool though...\Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself, response:	So then, Marie...
context: Alright! Though I don't have a lover, I'll work one more time before I get married.\Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie... response:	Marie-chan's soul wavelength should have a positive effect on Stein's soul.
context: Oh yeah, it's kind of on short notice,\That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul. response:	So, Spirit-kun, will you help me keep an eye on Stein-kun?
context: That's okay with me, but I don't know if you'll be cut up or not.\Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun? response:	So, Spirit-kun, will you help me keep an eye on Stein-kun?
context: Well, I'm trusting you.\What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun? response:	Yes.
context: What do you need from me?\Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes. response:	Sheesh.
context: Actually, it's about Stein-kun...\It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh. response:	No matter when, you'll always be the Kouhai I have to look after, huh.
context: It looks like he already noticed it himself,\So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh. response:	Hey.
context: So then, Marie...\Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey. response:	Ah, Spirit-san.
context: Marie-chan's soul wavelength should have a positive effect on Stein's soul.\So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san. response:	Pass it here! Pass it here!
context: So, Spirit-kun, will you help me keep an eye on Stein-kun?\So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san.\Pass it here! Pass it here! response:	What are those guys doing? Even though they were told to say at home...
context: So, Spirit-kun, will you help me keep an eye on Stein-kun?\Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home... response:	Isn't it great that the kids are taking it easy?
context: Yes.\Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy? response:	It's not that they're taking it easy...
context: Sheesh.\No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy... response:	Because of that abnormal experience,
context: No matter when, you'll always be the Kouhai I have to look after, huh.\Hey.\Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience, response:	Game set!
context: Hey.\Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience,\Game set! response:	20 to 4. It's Maka's team's defeat!
context: Ah, Spirit-san.\Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat! response:	Even until the very end, I couldn't understand the rules.
context: Pass it here! Pass it here!\What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules. response:	I'm saved.
context: What are those guys doing? Even though they were told to say at home...\Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved. response:	Let's just pretend there was no penalty...
context: Isn't it great that the kids are taking it easy?\It's not that they're taking it easy...\Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty... response:	Penalty game! Penalty game!
context: It's not that they're taking it easy...\Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game! response:	Penalty game! Penalty game!
context: Because of that abnormal experience,\Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game! response:	Penalty game! Penalty game!
context: Game set!\20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game! response:	Penalty game! Penalty game!
context: 20 to 4. It's Maka's team's defeat!\Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game! response:	Penalty game! Penalty game!
context: Even until the very end, I couldn't understand the rules.\I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game! response:	Penalty game! Penalty game!
context: I'm saved.\Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game! response:	Even with the underground battle, I don't think it will affect their normal daily life.
context: Let's just pretend there was no penalty...\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life. response:	Sheesh...
context: Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh... response:	You don't even have a normal daily life.
context: Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life. response:	Eh? Maka, what's up?
context: Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up? response:	Err... Well, Papa.
context: Penalty game! Penalty game!\Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up?\Err... Well, Papa. response:	T-This Sunday, do you want to... go on a date?
context: Penalty game! Penalty game!\Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up?\Err... Well, Papa.\T-This Sunday, do you want to... go on a date? response:	T-This Sunday, do you want to... go on a date?
context: Penalty game! Penalty game!\Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up?\Err... Well, Papa.\T-This Sunday, do you want to... go on a date?\T-This Sunday, do you want to... go on a date? response:	When I thought I was going to be relocated somewhere...
context: Even with the underground battle, I don't think it will affect their normal daily life.\Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up?\Err... Well, Papa.\T-This Sunday, do you want to... go on a date?\T-This Sunday, do you want to... go on a date?\When I thought I was going to be relocated somewhere... response:	Papa, strawberry or banana, which is better?
context: Sheesh...\You don't even have a normal daily life.\Eh? Maka, what's up?\Err... Well, Papa.\T-This Sunday, do you want to... go on a date?\T-This Sunday, do you want to... go on a date?\When I thought I was going to be relocated somewhere...\Papa, strawberry or banana, which is better? response:	Say, Papa, which one suits me more?
