context: The evil souls that try to sabotage a girl's dream to become thin. response:	That's unforgivable!
context: Four dumplings. Five, six...\Oh, no! I'm gonna be fat.\It's not only Ms. Haruna, Oh, no! I'm gonna be fat.\It's not only Ms. Haruna,\other girls that are going to Gym Shapely\are all becoming skin and bones...\Are you listening?\That's it! Shapely. response:	Usagi!
context: Oh, no! I'm gonna be fat.\It's not only Ms. Haruna, Oh, no! I'm gonna be fat.\It's not only Ms. Haruna,\other girls that are going to Gym Shapely\are all becoming skin and bones...\Are you listening?\That's it! Shapely.\Usagi! response:	Shapely is the only thing that is going to save me from gaining weight.
context: It's not only Ms. Haruna, Oh, no! I'm gonna be fat.\It's not only Ms. Haruna,\other girls that are going to Gym Shapely\are all becoming skin and bones...\Are you listening?\That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight. response:	Hey, Usagi. It might be a base for the bad guys.
context: It's not only Ms. Haruna,\other girls that are going to Gym Shapely\are all becoming skin and bones...\Are you listening?\That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys. response:	Oh, great!
context: other girls that are going to Gym Shapely\are all becoming skin and bones...\Are you listening?\That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great! response:	Thin, thin, thin, thin, thin, thin,
context: are all becoming skin and bones...\Are you listening?\That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin, response:	thin, thin, thin, thin, thin, thin, thin.
context: Are you listening?\That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin. response:	Oh, great, I can't keep watching this.
context: That's it! Shapely.\Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this. response:	Oh?
context: Usagi!\Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh? response:	That's... Ms. Haruna!
context: Shapely is the only thing that is going to save me from gaining weight.\Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna! response:	She's really skinny. Where is she going?
context: Hey, Usagi. It might be a base for the bad guys.\Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going? response:	Why are there stairs here?
context: Oh, great!\Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here? response:	What is that?
context: Thin, thin, thin, thin, thin, thin,\thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here?\What is that? response:	This young woman's energy is almost completely gone.
context: thin, thin, thin, thin, thin, thin, thin.\Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here?\What is that?\This young woman's energy is almost completely gone. response:	We'll get the last of it today. After that, she'll grow weak and die.
context: Oh, great, I can't keep watching this.\Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here?\What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die. response:	Oh, no!
context: Oh?\That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here?\What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no! response:	Usagi!
context: That's... Ms. Haruna!\She's really skinny. Where is she going?\Why are there stairs here?\What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi! response:	What are you doing?
context: She's really skinny. Where is she going?\Why are there stairs here?\What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi!\What are you doing? response:	Okay, that's it!
context: Why are there stairs here?\What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi!\What are you doing?\Okay, that's it! response:	Luna, where did you go?
context: What is that?\This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi!\What are you doing?\Okay, that's it!\Luna, where did you go? response:	Usagi, Ms. Haruna is going to die!
context: This young woman's energy is almost completely gone.\We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi!\What are you doing?\Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die! response:	Before Ms. Haruna, you're going to die!
context: We'll get the last of it today. After that, she'll grow weak and die.\Oh, no!\Usagi!\What are you doing?\Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die! response:	Luna!
context: Oh, no!\Usagi!\What are you doing?\Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna! response:	Be quiet! Calm down and listen to me.
context: Usagi!\What are you doing?\Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me. response:	If you move, your face will...
context: What are you doing?\Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me.\If you move, your face will... response:	If we don't hurry, Ms. Haruna's really going to die.
context: Okay, that's it!\Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die. response:	Usagi, become Sailor Moon.
context: Luna, where did you go?\Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon. response:	But that's too sudden.
context: Usagi, Ms. Haruna is going to die!\Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden. response:	Are you going to listen to me?
context: Before Ms. Haruna, you're going to die!\Luna!\Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me? response:	I got it.
context: Luna!\Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me?\I got it. response:	Actually, I don't get it at all.
context: Be quiet! Calm down and listen to me.\If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me?\I got it.\Actually, I don't get it at all. response:	Moon Prism Power Make Up.
context: If you move, your face will...\If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me?\I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up. response:	Only a little more until we reach our target level.
context: If we don't hurry, Ms. Haruna's really going to die.\Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me?\I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level. response:	Take Ms. Haruna out of there.
context: Usagi, become Sailor Moon.\But that's too sudden.\Are you going to listen to me?\I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there. response:	What?
context: But that's too sudden.\Are you going to listen to me?\I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What? response:	I won't forgive the evil souls that sabotage a girl's dream to lose weight.
context: Are you going to listen to me?\I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight. response:	It's you.
context: I got it.\Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you. response:	As you know, the sailor warrior of love and justice,
context: Actually, I don't get it at all.\Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice, response:	Sailor Moon.
context: Moon Prism Power Make Up.\Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon. response:	In the name of the moon, I will punish you.
context: Only a little more until we reach our target level.\Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you. response:	What impudence. Get her!
context: Take Ms. Haruna out of there.\What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her! response:	Oh, no! I'm surrounded!
context: What?\I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded! response:	Crush her!
context: I won't forgive the evil souls that sabotage a girl's dream to lose weight.\It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded!\Crush her! response:	Luna, do something!
context: It's you.\As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded!\Crush her!\Luna, do something! response:	Sailor Moon! These guys are being controlled by the rings on their head.
context: As you know, the sailor warrior of love and justice,\Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded!\Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head. response:	Destroy the rings!
context: Sailor Moon.\In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded!\Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings! response:	No, I'm scared!
context: In the name of the moon, I will punish you.\What impudence. Get her!\Oh, no! I'm surrounded!\Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared! response:	You can do it. You might lose some weight if you fight.
context: What impudence. Get her!\Oh, no! I'm surrounded!\Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight. response:	Huh? What did you say?
context: Oh, no! I'm surrounded!\Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say? response:	If you fight, you will lose weight!
context: Crush her!\Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight! response:	Lose weight!
context: Luna, do something!\Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight!\Lose weight! response:	Lose two kilograms in one sweat.
context: Sailor Moon! These guys are being controlled by the rings on their head.\Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat. response:	Lose five kilograms in two sweats.
context: Destroy the rings!\No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats. response:	Sweat three times and I am beautiful!
context: No, I'm scared!\You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful! response:	A girl who wants to lose weight is stronger than anyone.
context: You can do it. You might lose some weight if you fight.\Huh? What did you say?\If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone. response:	Chance!
context: Huh? What did you say?\If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance! response:	Moon Tiara Action!
context: If you fight, you will lose weight!\Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action! response:	Go back to being good boys.
context: Lose weight!\Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action!\Go back to being good boys. response:	Hey, what are we doing here?
context: Lose two kilograms in one sweat.\Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here? response:	Phew! Maybe I lost about one kilogram.
context: Lose five kilograms in two sweats.\Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram. response:	Jadeite, I am impressed that you have gathered this much energy.
context: Sweat three times and I am beautiful!\A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy. response:	We will consider this to be half-successful.
context: A girl who wants to lose weight is stronger than anyone.\Chance!\Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful. response:	Thank you, Queen Beryl.
context: Chance!\Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl. response:	Sailor Moon will one day be destroyed by my hands.
context: Moon Tiara Action!\Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands. response:	Feels good.
context: Go back to being good boys.\Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good. response:	Usagi, I'm leaving a towel for you.
context: Hey, what are we doing here?\Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you. response:	Thank you!
context: Phew! Maybe I lost about one kilogram.\Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you.\Thank you! response:	Is Ms. Haruna feeling better?
context: Jadeite, I am impressed that you have gathered this much energy.\We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better? response:	Yeah. She was out for a week, but she is back at school now.
context: We will consider this to be half-successful.\Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now. response:	Well, that's good.
context: Thank you, Queen Beryl.\Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good. response:	Mom, don't go on any weird diets.
context: Sailor Moon will one day be destroyed by my hands.\Feels good.\Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets. response:	True. Usagi should watch out too.
context: Feels good.\Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too. response:	Oh, she's fine.
context: Usagi, I'm leaving a towel for you.\Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine. response:	See?!
context: Thank you!\Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine.\See?! response:	I'm fat. I'm fat again!
context: Is Ms. Haruna feeling better?\Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine.\See?!\I'm fat. I'm fat again! response:	I exercised so much!
context: Yeah. She was out for a week, but she is back at school now.\Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine.\See?!\I'm fat. I'm fat again!\I exercised so much! response:	Why?!
context: Well, that's good.\Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine.\See?!\I'm fat. I'm fat again!\I exercised so much!\Why?! response:	Yume no naka futari de ita yo ne
context: Mom, don't go on any weird diets.\True. Usagi should watch out too.\Oh, she's fine.\See?!\I'm fat. I'm fat again!\I exercised so much!\Why?!\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: True. Usagi should watch out too.\Oh, she's fine.\See?!\I'm fat. I'm fat again!\I exercised so much!\Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: Oh, she's fine.\See?!\I'm fat. I'm fat again!\I exercised so much!\Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: See?!\I'm fat. I'm fat again!\I exercised so much!\Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: I'm fat. I'm fat again!\I exercised so much!\Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: I exercised so much!\Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: Why?!\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
