context: In Elder Tale, a quest is a type of mission. response:	There are many types,
context: I'd better get Akatsuki for a whole week, or this won't be worth it at all!\The Crescent Moon Alliance is embarking on a major operation.\A major operation?\You could think of it as a challenge.\However, we lack the power to do it completely on our own.\Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me. response:	I'm not lying, Shiroe!
context: The Crescent Moon Alliance is embarking on a major operation.\A major operation?\You could think of it as a challenge.\However, we lack the power to do it completely on our own.\Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe! response:	So, what kind of support would you need, Marie?
context: A major operation?\You could think of it as a challenge.\However, we lack the power to do it completely on our own.\Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie? response:	Before I tell you what we need,
context: You could think of it as a challenge.\However, we lack the power to do it completely on our own.\Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need, response:	let me explain how we've organized ourselves.
context: However, we lack the power to do it completely on our own.\Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves. response:	Well, I'd like to hear your strategy, at least.
context: Then you want our help?\I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least. response:	Indeed.
context: I understand... A quest, is it?\Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed. response:	The man in charge of our major operation is Shiroe.
context: Good, they misunderstood me.\I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe. response:	The Villain in Glasses is doing this?
context: I'm not lying, Shiroe!\So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this? response:	I knew it.
context: So, what kind of support would you need, Marie?\Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it. response:	Griffons?
context: Before I tell you what we need,\let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it.\Griffons? response:	That explains how you traveled to and from Susukino so quickly.
context: let me explain how we've organized ourselves.\Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly. response:	Aren't those summon flutes a reward for a nigh-impossible raid?
context: Well, I'd like to hear your strategy, at least.\Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid? response:	I can understand the Tea Party's strategist having one.
context: Indeed.\The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one. response:	Oh, so he's behind this.
context: The man in charge of our major operation is Shiroe.\The Villain in Glasses is doing this?\I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this. response:	He's more famous than I expected.
context: The Villain in Glasses is doing this?\I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected. response:	Just their knowing that Shiroe is leading this operation lends weight to my words.
context: I knew it.\Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words. response:	The name Villain in Glasses isn't just for show.
context: Griffons?\That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show. response:	Are you sick, my lord?
context: That explains how you traveled to and from Susukino so quickly.\Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord? response:	Can you get sick in this world?
context: Aren't those summon flutes a reward for a nigh-impossible raid?\I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world? response:	Let's move on to the support we're requesting from each of you.
context: I can understand the Tea Party's strategist having one.\Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you. response:	To be blunt, we need money.
context: Oh, so he's behind this.\He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money. response:	I thought so.
context: He's more famous than I expected.\Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so. response:	How much?
context: Just their knowing that Shiroe is leading this operation lends weight to my words.\The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so.\How much? response:	At present, we need
context: The name Villain in Glasses isn't just for show.\Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so.\How much?\At present, we need response:	five million gold.
context: Are you sick, my lord?\Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so.\How much?\At present, we need\five million gold. response:	Fi
context: Can you get sick in this world?\Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so.\How much?\At present, we need\five million gold.\Fi response:	Five million?
context: Let's move on to the support we're requesting from each of you.\To be blunt, we need money.\I thought so.\How much?\At present, we need\five million gold.\Fi\Five million? response:	I've never heard of any quest that costs that much money.
context: To be blunt, we need money.\I thought so.\How much?\At present, we need\five million gold.\Fi\Five million?\I've never heard of any quest that costs that much money. response:	Wait...
context: I thought so.\How much?\At present, we need\five million gold.\Fi\Five million?\I've never heard of any quest that costs that much money.\Wait... response:	Then The Novasphere Pioneers?
context: How much?\At present, we need\five million gold.\Fi\Five million?\I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers? response:	With the expansion pack in place,
context: At present, we need\five million gold.\Fi\Five million?\I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers?\With the expansion pack in place, response:	it would make sense if there were new legendary-class quests.
context: five million gold.\Fi\Five million?\I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests. response:	Which means the reward for that quest...
context: Fi\Five million?\I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest... response:	No matter what it is, it's likely to lead to lots of money.
context: Five million?\I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money. response:	They want to believe that's true.
context: I've never heard of any quest that costs that much money.\Wait...\Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true. response:	And when someone wants to believe something is true, they usually will.
context: Wait...\Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will. response:	Try this! It's a new recipe.
context: Then The Novasphere Pioneers?\With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe. response:	It's made from Roc eggs.
context: With the expansion pack in place,\it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs. response:	It's sweet and delicious!
context: it would make sense if there were new legendary-class quests.\Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious! response:	Pudding?
context: Which means the reward for that quest...\No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious!\Pudding? response:	It's great!
context: No matter what it is, it's likely to lead to lots of money.\They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious!\Pudding?\It's great! response:	This is really Roc eggs?
context: They want to believe that's true.\And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious!\Pudding?\It's great!\This is really Roc eggs? response:	Rocs are level 85 and above...
context: And when someone wants to believe something is true, they usually will.\Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious!\Pudding?\It's great!\This is really Roc eggs?\Rocs are level 85 and above... response:	To cook these eggs,
context: Try this! It's a new recipe.\It's made from Roc eggs.\It's sweet and delicious!\Pudding?\It's great!\This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs, response:	you'd need a recipe we don't know of, one that's above level 90.
context: It's made from Roc eggs.\It's sweet and delicious!\Pudding?\It's great!\This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90. response:	Naturally, we wouldn't give you nothing in return for the money.
context: It's sweet and delicious!\Pudding?\It's great!\This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money. response:	Once the operation is complete,
context: Pudding?\It's great!\This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete, response:	we'll give all three of you full details about the plan.
context: It's great!\This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan. response:	Also...
context: This is really Roc eggs?\Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan.\Also... response:	We're prepared to ask a scribe to transcribe
context: Rocs are level 85 and above...\To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe response:	copies of all the cookbooks we're currently using,
context: To cook these eggs,\you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using, response:	as well as the methods we've learned over the course of our challenge.
context: you'd need a recipe we don't know of, one that's above level 90.\Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge. response:	Does that mean...
context: Naturally, we wouldn't give you nothing in return for the money.\Once the operation is complete,\we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean... response:	The recipes Crescent Moon is using?
context: Once the operation is complete,\we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using? response:	Then there is a special recipe...
context: we'll give all three of you full details about the plan.\Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe... response:	Looks like we're through the rough part.
context: Also...\We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part. response:	Now to throw them a life jacket.
context: We're prepared to ask a scribe to transcribe\copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket. response:	Through asset liquidation and Crescent Moon's sales,
context: copies of all the cookbooks we're currently using,\as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales, response:	we've collected 500,000 gold.
context: as well as the methods we've learned over the course of our challenge.\Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold. response:	But asking any single guild to provide the remaining 4.5 million
context: Does that mean...\The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million response:	would greatly alter the balance of power.
context: The recipes Crescent Moon is using?\Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power. response:	So why don't we have each guild contribute 1.5 million?
context: Then there is a special recipe...\Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million? response:	That represents around a hundred people's assets...
context: Looks like we're through the rough part.\Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets... response:	The Roderic Merchant Guild agrees to your proposal.
context: Now to throw them a life jacket.\Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal. response:	Same here!
context: Through asset liquidation and Crescent Moon's sales,\we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here! response:	Shopping Street 8 does, too!
context: we've collected 500,000 gold.\But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too! response:	Got it!
context: But asking any single guild to provide the remaining 4.5 million\would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too!\Got it! response:	The Marine Agency will provide the funds.
context: would greatly alter the balance of power.\So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds. response:	If you prefer, we could be your sole sponsor.
context: So why don't we have each guild contribute 1.5 million?\That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor. response:	That's no fair!
context: That represents around a hundred people's assets...\The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair! response:	I won't allow you to take all the profit for yourself!
context: The Roderic Merchant Guild agrees to your proposal.\Same here!\Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself! response:	Let's be civil, everyone... For me, okay?
context: Same here!\Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay? response:	Hear from him again?
context: Shopping Street 8 does, too!\Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again? response:	From Shiroe.
context: Got it!\The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe. response:	Shh!
context: The Marine Agency will provide the funds.\If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe.\Shh! response:	Listen...
context: If you prefer, we could be your sole sponsor.\That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe.\Shh!\Listen... response:	I didn't tell you,
context: That's no fair!\I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe.\Shh!\Listen...\I didn't tell you, response:	but I saw him once earlier.
context: I won't allow you to take all the profit for yourself!\Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe.\Shh!\Listen...\I didn't tell you,\but I saw him once earlier. response:	But I couldn't ask him for help.
context: Let's be civil, everyone... For me, okay?\Hear from him again?\From Shiroe.\Shh!\Listen...\I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help. response:	Why not?
context: Hear from him again?\From Shiroe.\Shh!\Listen...\I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help.\Why not? response:	I don't know.
context: From Shiroe.\Shh!\Listen...\I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help.\Why not?\I don't know. response:	He's so cool, so kind...
context: Shh!\Listen...\I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help.\Why not?\I don't know.\He's so cool, so kind... response:	He knows everything.
context: Listen...\I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help.\Why not?\I don't know.\He's so cool, so kind...\He knows everything. response:	He's just so amazing.
context: I didn't tell you,\but I saw him once earlier.\But I couldn't ask him for help.\Why not?\I don't know.\He's so cool, so kind...\He knows everything.\He's just so amazing. response:	So...
context: but I saw him once earlier.\But I couldn't ask him for help.\Why not?\I don't know.\He's so cool, so kind...\He knows everything.\He's just so amazing.\So... response:	Yeah.
context: But I couldn't ask him for help.\Why not?\I don't know.\He's so cool, so kind...\He knows everything.\He's just so amazing.\So...\Yeah. response:	We have no right to ask someone like him to save us.
context: Why not?\I don't know.\He's so cool, so kind...\He knows everything.\He's just so amazing.\So...\Yeah.\We have no right to ask someone like him to save us. response:	Do you think I could be like him?
context: I don't know.\He's so cool, so kind...\He knows everything.\He's just so amazing.\So...\Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him? response:	Right now, I couldn't ask him to save me...
context: He's so cool, so kind...\He knows everything.\He's just so amazing.\So...\Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me... response:	But if I could be like him...
context: He knows everything.\He's just so amazing.\So...\Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him... response:	I'm done for.
context: He's just so amazing.\So...\Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for. response:	It feels like my HP and MP are at zero...
context: So...\Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero... response:	I suddenly feel so exhausted.
context: Yeah.\We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted. response:	This smell...
context: We have no right to ask someone like him to save us.\Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell... response:	Akatsuki!
context: Do you think I could be like him?\Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell...\Akatsuki! response:	You aren't smelling me. That's the dessert.
context: Right now, I couldn't ask him to save me...\But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell...\Akatsuki!\You aren't smelling me. That's the dessert. response:	When you're tired, sweets are the best!
context: But if I could be like him...\I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell...\Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best! response:	Meow.
context: I'm done for.\It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell...\Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow. response:	Thanks...
context: It feels like my HP and MP are at zero...\I suddenly feel so exhausted.\This smell...\Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow.\Thanks... response:	You all had a tough time, too.
context: I suddenly feel so exhausted.\This smell...\Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow.\Thanks...\You all had a tough time, too. response:	Thank you!
context: This smell...\Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow.\Thanks...\You all had a tough time, too.\Thank you! response:	Shiro asked us to.
context: Akatsuki!\You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow.\Thanks...\You all had a tough time, too.\Thank you!\Shiro asked us to. response:	He said you'd be tired when you got back.
context: You aren't smelling me. That's the dessert.\When you're tired, sweets are the best!\Meow.\Thanks...\You all had a tough time, too.\Thank you!\Shiro asked us to.\He said you'd be tired when you got back. response:	He did?
context: When you're tired, sweets are the best!\Meow.\Thanks...\You all had a tough time, too.\Thank you!\Shiro asked us to.\He said you'd be tired when you got back.\He did? response:	Where is he, anyway?
context: Meow.\Thanks...\You all had a tough time, too.\Thank you!\Shiro asked us to.\He said you'd be tired when you got back.\He did?\Where is he, anyway? response:	I should tell him how it went.
context: Thanks...\You all had a tough time, too.\Thank you!\Shiro asked us to.\He said you'd be tired when you got back.\He did?\Where is he, anyway?\I should tell him how it went. response:	He's already working on the next job.
context: You all had a tough time, too.\Thank you!\Shiro asked us to.\He said you'd be tired when you got back.\He did?\Where is he, anyway?\I should tell him how it went.\He's already working on the next job. response:	He was certain you'd be able to pull it off.
context: Thank you!\Shiro asked us to.\He said you'd be tired when you got back.\He did?\Where is he, anyway?\I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off. response:	It feels like he planned for everything.
context: Shiro asked us to.\He said you'd be tired when you got back.\He did?\Where is he, anyway?\I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything. response:	There's no beating the Villain in Glasses.
context: He said you'd be tired when you got back.\He did?\Where is he, anyway?\I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses. response:	We're splitting up for tonight's sparring match.
context: He did?\Where is he, anyway?\I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match. response:	Okay!
context: Where is he, anyway?\I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay! response:	What has the Crescent Moon Alliance invited us to?
context: I should tell him how it went.\He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to? response:	They said they wanted to talk about the city of Akihabara,
context: He's already working on the next job.\He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara, response:	but the details were vague.
context: He was certain you'd be able to pull it off.\It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague. response:	She once tried and failed to make an alliance
context: It feels like he planned for everything.\There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance response:	of smaller guilds, but...
context: There's no beating the Villain in Glasses.\We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance\of smaller guilds, but... response:	I don't know if they're true,
context: We're splitting up for tonight's sparring match.\Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance\of smaller guilds, but...\I don't know if they're true, response:	but the stories about the guy working with her bother me.
context: Okay!\What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance\of smaller guilds, but...\I don't know if they're true,\but the stories about the guy working with her bother me. response:	You mean Log Horizon?
context: What has the Crescent Moon Alliance invited us to?\They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance\of smaller guilds, but...\I don't know if they're true,\but the stories about the guy working with her bother me.\You mean Log Horizon? response:	Yes...
context: They said they wanted to talk about the city of Akihabara,\but the details were vague.\She once tried and failed to make an alliance\of smaller guilds, but...\I don't know if they're true,\but the stories about the guy working with her bother me.\You mean Log Horizon?\Yes... response:	It's Shiroe, from the Tea Party.
