context: HONNOUJI ACADEMY response:	NATURALS ELECTION
context: Not even a CEO can rein in the whims of an artiste.\I see.\However, if someone should interfere with my plan,\I will deal with them under my own discretion.\Do as you wish.\As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally. response:	I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.
context: I see.\However, if someone should interfere with my plan,\I will deal with them under my own discretion.\Do as you wish.\As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow. response:	TRI-CITY SCHOOLS RAID TRIP
context: However, if someone should interfere with my plan,\I will deal with them under my own discretion.\Do as you wish.\As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP response:	I've read your report.
context: I will deal with them under my own discretion.\Do as you wish.\As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report. response:	How many days will it take?
context: Do as you wish.\As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take? response:	One day will be sufficient.
context: As long as you continue to act as a child of COVERS,\REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take?\One day will be sufficient. response:	Magnificent.
context: REVOCS MARKET SHARES\the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take?\One day will be sufficient.\Magnificent. response:	With this, Honnouji Academy's rule
context: the world will remain your ally.\I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take?\One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule response:	COMPLETE RULE OF ACADEMIES COUNTRY-WIDE
context: I shall set out on the Tri-City Schools Raid Trip the day after tomorrow.\TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take?\One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE response:	over all the academies in the country will be complete.
context: TRI-CITY SCHOOLS RAID TRIP\I've read your report.\How many days will it take?\One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete. response:	REVOCS uniforms will be supplied to every academy in Japan.
context: I've read your report.\How many days will it take?\One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan. response:	REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY
context: How many days will it take?\One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY response:	And the naked apes lurking behind
context: One day will be sufficient.\Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind response:	the students will be dragged out into the open.
context: Magnificent.\With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open. response:	NAKED APES
context: With this, Honnouji Academy's rule\COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES response:	You understand perfectly.
context: COMPLETE RULE OF ACADEMIES COUNTRY-WIDE\over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES\You understand perfectly. response:	You have a reason to save the Kansai region for last.
context: over all the academies in the country will be complete.\REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last. response:	As my daughter, I would think this is the case.
context: REVOCS uniforms will be supplied to every academy in Japan.\REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case. response:	Leave everything to me.
context: REVOCS UNIFORMS IN EVERY JAPANESE ACADEMY\And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me. response:	I shall show you a battle that will not besmirch the Kiryuin name.
context: And the naked apes lurking behind\the students will be dragged out into the open.\NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name. response:	La vie est drole. Life is funny, eh?
context: the students will be dragged out into the open.\NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh? response:	It is. And it's about to get even more amusing.
context: NAKED APES\You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing. response:	Well, I'm off to do things my own way.
context: You understand perfectly.\You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way. response:	I suggest you be careful. Anger my daughter at your peril.
context: You have a reason to save the Kansai region for last.\As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril. response:	Fine by me!
context: As my daughter, I would think this is the case.\Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me! response:	Doing that will let us see her go all out.
context: Leave everything to me.\I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out. response:	And isn't that something you yourself want, Lady Ragyo?
context: I shall show you a battle that will not besmirch the Kiryuin name.\La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo? response:	Yes, that's right.
context: La vie est drole. Life is funny, eh?\It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right. response:	These are the forces that Honnouji Academy is committing.
context: It is. And it's about to get even more amusing.\Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing. response:	I've also sent this data to HQ.
context: Well, I'm off to do things my own way.\I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ. response:	So they're finally launching an all-out assault, huh?
context: I suggest you be careful. Anger my daughter at your peril.\Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh? response:	But thanks to your investigation, we have a tool we can use.
context: Fine by me!\Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use. response:	It bums me out that we might have to take on that monster girl, though.
context: Doing that will let us see her go all out.\And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though. response:	It's a rare thing to hear you complain, Tsumugu.
context: And isn't that something you yourself want, Lady Ragyo?\Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu. response:	But we have no choice but to do this.
context: Yes, that's right.\These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this. response:	Even if it means becoming a naked Nudist.
context: These are the forces that Honnouji Academy is committing.\I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist. response:	I'll join you as soon as I deal with my own little problem here.
context: I've also sent this data to HQ.\So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here. response:	He really has been suspended indefinitely, huh?
context: So they're finally launching an all-out assault, huh?\But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh? response:	It's just like he said, but still...
context: But thanks to your investigation, we have a tool we can use.\It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still... response:	Good morning, Mankanshoku!
context: It bums me out that we might have to take on that monster girl, though.\It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku! response:	Oh, Nagita! Is it okay for you to be at school?
context: It's a rare thing to hear you complain, Tsumugu.\But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school? response:	Matoi stayed home again, did she?
context: But we have no choice but to do this.\Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she? response:	Yeah, she and the sailor uniform were staring each other down again today.
context: Even if it means becoming a naked Nudist.\I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today. response:	I see. We have no choice, then.
context: I'll join you as soon as I deal with my own little problem here.\He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then. response:	We'll have to do it ourselves.
context: He really has been suspended indefinitely, huh?\It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves. response:	What's this?
context: It's just like he said, but still...\Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves.\What's this? response:	I am through running.
context: Good morning, Mankanshoku!\Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves.\What's this?\I am through running. response:	Please tell Matoi that.
context: Oh, Nagita! Is it okay for you to be at school?\Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves.\What's this?\I am through running.\Please tell Matoi that. response:	All students in attendance at Honnouji Academy, lend me your ears!
context: Matoi stayed home again, did she?\Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves.\What's this?\I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears! response:	Do you not see that there is something wrong with how this academy is run?
context: Yeah, she and the sailor uniform were staring each other down again today.\I see. We have no choice, then.\We'll have to do it ourselves.\What's this?\I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run? response:	Obeying Satsuki Kiryuin's every word and
context: I see. We have no choice, then.\We'll have to do it ourselves.\What's this?\I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and response:	then putting on a Goku Uniform and fighting?
context: We'll have to do it ourselves.\What's this?\I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting? response:	Don't you think that's wrong?!
context: What's this?\I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?! response:	Go on, Mankanshoku! Hand out those newspapers!
context: I am through running.\Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers! response:	Hurry!
context: Please tell Matoi that.\All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry! response:	Schoolmates! Let us take back this academy together!
context: All students in attendance at Honnouji Academy, lend me your ears!\Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together! response:	Thank you! Thank you! Read our paper! Thank you! Read all about it!
context: Do you not see that there is something wrong with how this academy is run?\Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it! response:	For the details, read this newspaper!
context: Obeying Satsuki Kiryuin's every word and\then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper! response:	You two! Unauthorized soapboxing is against
context: then putting on a Goku Uniform and fighting?\Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against response:	Oh no! It's the Disciplinary Committee!
context: Don't you think that's wrong?!\Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee! response:	Oh, no! Run, Mankanshoku!
context: Go on, Mankanshoku! Hand out those newspapers!\Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku! response:	Nagita! Don't be a hero! Run! Run!
context: Hurry!\Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run! response:	Never! I refuse to be cowed by violence any longer!
context: Schoolmates! Let us take back this academy together!\Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer! response:	I will resist to my last breath!
context: Thank you! Thank you! Read our paper! Thank you! Read all about it!\For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath! response:	- He ran! - After him!
context: For the details, read this newspaper!\You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him! response:	- You're not getting away! - Nagita!
context: You two! Unauthorized soapboxing is against\Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita! response:	Mankanshoku! What do you think you're doing?
context: Oh no! It's the Disciplinary Committee!\Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing? response:	Gamagoori!
context: Oh, no! Run, Mankanshoku!\Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori! response:	Under normal circumstances, your actions would
context: Nagita! Don't be a hero! Run! Run!\Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would response:	merit a one-month stay in the Time Out Chamber,
context: Never! I refuse to be cowed by violence any longer!\I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber, response:	but these are not normal circumstances!
context: I will resist to my last breath!\- He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances! response:	I am commuting your sentence to hard labor
context: - He ran! - After him!\- You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor response:	in the School Raid Commissariat Unit!
context: - You're not getting away! - Nagita!\Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit! response:	Now, load that cargo onto the trucks!
context: Mankanshoku! What do you think you're doing?\Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks! response:	Are you afraid of me, Ryuko?
context: Gamagoori!\Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko? response:	No, it's me that I'm afraid of.
context: Under normal circumstances, your actions would\merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of. response:	You were crying when all that went down.
context: merit a one-month stay in the Time Out Chamber,\but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down. response:	You were pulled into my mind as I rampaged out of control,
context: but these are not normal circumstances!\I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control, response:	got pumped full of rage-filled blood,
context: I am commuting your sentence to hard labor\in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood, response:	had more power than you wanted pulled out of you,
context: in the School Raid Commissariat Unit!\Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you, response:	and you broke down and cried.
context: Now, load that cargo onto the trucks!\Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried. response:	Even then, I could tell how bitter your tears were.
context: Are you afraid of me, Ryuko?\No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were. response:	But in spite of that, I couldn't stop myself.
context: No, it's me that I'm afraid of.\You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself. response:	If Mako hadn't shown up, I don't know what would have happened.
context: You were crying when all that went down.\You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened. response:	Didn't you say, Ryuko?
context: You were pulled into my mind as I rampaged out of control,\got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko? response:	You didn't want to avenge your father,
context: got pumped full of rage-filled blood,\had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father, response:	you wanted to know him better.
context: had more power than you wanted pulled out of you,\and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better. response:	Even so, do not reject me.
context: and you broke down and cried.\Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me. response:	I want to be worn by you.
context: Even then, I could tell how bitter your tears were.\But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me.\I want to be worn by you. response:	I was likely born for the express purpose of being worn by you.
context: But in spite of that, I couldn't stop myself.\If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you. response:	Have you remembered something?
context: If Mako hadn't shown up, I don't know what would have happened.\Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something? response:	No. I just get that feeling.
context: Didn't you say, Ryuko?\You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling. response:	Every time I drink your blood, that feeling grows stronger.
context: You didn't want to avenge your father,\you wanted to know him better.\Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger. response:	Save me, Matoi!
context: you wanted to know him better.\Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi! response:	We have you now!
context: Even so, do not reject me.\I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now! response:	Take him away!
context: I want to be worn by you.\I was likely born for the express purpose of being worn by you.\Have you remembered something?\No. I just get that feeling.\Every time I drink your blood, that feeling grows stronger.\Save me, Matoi!\We have you now!\Take him away! response:	I'm sorry, I never intended to get you mixed up in all this!
