context: Father, please speak. response:	I am giving you a golden lotus.
context: Report, Father.\Qing Cang of the Ghost Tribe does not know what is good for him.\Not only did he not accept the gift...\but he refused to see me.\The Ghost Lord's behavior is becoming more and more unacceptable.\He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know. response:	The current Ghost Lord, Qing Cang, acts without regard for any authority.
context: Qing Cang of the Ghost Tribe does not know what is good for him.\Not only did he not accept the gift...\but he refused to see me.\The Ghost Lord's behavior is becoming more and more unacceptable.\He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority. response:	I am afraid he will raise arms and rebel one day
context: Not only did he not accept the gift...\but he refused to see me.\The Ghost Lord's behavior is becoming more and more unacceptable.\He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day response:	bringing disaster to the four seas.
context: but he refused to see me.\The Ghost Lord's behavior is becoming more and more unacceptable.\He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas. response:	With Mo Yuan around, what are you afraid of, Heavenly Lord?
context: The Ghost Lord's behavior is becoming more and more unacceptable.\He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord? response:	The Bell of the East Emperor that can destroy heaven and earth
context: He even dares to send back my gift.\It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth response:	is in his hands.
context: It isn't worth much.\Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands. response:	The Bell of the East Emperor was created by Mo Yuan.
context: Dijun, you must not know.\The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan. response:	Mo Yuan will have a way to suppress it.
context: The current Ghost Lord, Qing Cang, acts without regard for any authority.\I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it. response:	Mo Yuan isn't afraid. What are you afraid of?
context: I am afraid he will raise arms and rebel one day\bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of? response:	Ninth Disciple and Seventeenth Disciple have been missing for several days now.
context: bringing disaster to the four seas.\With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now. response:	Should I report this to Master?
context: With Mo Yuan around, what are you afraid of, Heavenly Lord?\The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master? response:	Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe
context: The Bell of the East Emperor that can destroy heaven and earth\is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe response:	to enable an alliance between the Celestial Tribe and the Ghost Tribe
context: is in his hands.\The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe response:	in exchange for thousands of years of peace.
context: The Bell of the East Emperor was created by Mo Yuan.\Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace. response:	Yet, I never imagined the destructive Bell of the East Emperor
context: Mo Yuan will have a way to suppress it.\Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor response:	would now become a danger to the Celestial Tribe.
context: Mo Yuan isn't afraid. What are you afraid of?\Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe. response:	That...
context: Ninth Disciple and Seventeenth Disciple have been missing for several days now.\Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That... response:	Where are the leaders of the other clans of the Celestial Tribe?
context: Should I report this to Master?\Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe? response:	Not here again?
context: Heavenly Father originally gave the Bell of the East Emperor to the Ghost Tribe\to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again? response:	The Celestial Tribe is now afflicted with troubles internally and externally.
context: to enable an alliance between the Celestial Tribe and the Ghost Tribe\in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally. response:	Do you have any good ideas, Dijun?
context: in exchange for thousands of years of peace.\Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun? response:	Good ideas?
context: Yet, I never imagined the destructive Bell of the East Emperor\would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas? response:	Haven't you been thinking about a marriage alliance with Qing Qiu?
context: would now become a danger to the Celestial Tribe.\That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu? response:	That's right.
context: That...\Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right. response:	Qing Qiu's Fox King
context: Where are the leaders of the other clans of the Celestial Tribe?\Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King response:	has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.
context: Not here again?\The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods. response:	With a marriage alliance
context: The Celestial Tribe is now afflicted with troubles internally and externally.\Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance response:	the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan
context: Do you have any good ideas, Dijun?\Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan response:	will be indistinguishable.
context: Good ideas?\Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable. response:	Should there be a war in the future...
context: Haven't you been thinking about a marriage alliance with Qing Qiu?\That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future... response:	our odds of winning will be much higher.
context: That's right.\Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher. response:	Not bad.
context: Qing Qiu's Fox King\has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher.\Not bad. response:	Not bad.
context: has a strong relationship with Zhe Yan of Ten-mile Peach Tree Woods.\With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher.\Not bad.\Not bad. response:	It's time to seize the opportunity.
context: With a marriage alliance\the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher.\Not bad.\Not bad.\It's time to seize the opportunity. response:	I'm thinking those leaders won't keep their distance.
context: the interests of the Celestial Tribe, the Phoenix Clan, and the Fox Clan\will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher.\Not bad.\Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance. response:	At the bottom of it, they are on our side.
context: will be indistinguishable.\Should there be a war in the future...\our odds of winning will be much higher.\Not bad.\Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side. response:	They won't let the Ghost Tribe rule the world.
context: Should there be a war in the future...\our odds of winning will be much higher.\Not bad.\Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world. response:	Who knows.
context: our odds of winning will be much higher.\Not bad.\Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows. response:	Excuse me, which deity was that just now?
context: Not bad.\Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now? response:	Dong Hua Dijun.
context: Not bad.\It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun. response:	Dong Hua Dijun?
context: It's time to seize the opportunity.\I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun? response:	You're new here?
context: I'm thinking those leaders won't keep their distance.\At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun?\You're new here? response:	Why did the Heavenly Lord agree to whatever he said?
context: At the bottom of it, they are on our side.\They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said? response:	Many thousands of years ago
context: They won't let the Ghost Tribe rule the world.\Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago response:	Dong Hua Dijun was God of Heaven and Earth, ruler of the world.
context: Who knows.\Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world. response:	Later on, the world was at peace and Dijun ceded his position
context: Excuse me, which deity was that just now?\Dong Hua Dijun.\Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position response:	and that is how the current Heavenly Lord came to be in power.
context: Dong Hua Dijun.\Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power. response:	In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)
context: Dong Hua Dijun?\You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus) response:	Dijun is the Celestial Tribe's Taishang Huang.
context: You're new here?\Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang. response:	Thank you and farewell.
context: Why did the Heavenly Lord agree to whatever he said?\Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell. response:	I follow Dong Hua Dijun
context: Many thousands of years ago\Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun response:	as Star Lord Si Ming. I control the fates of mortals.
context: Dong Hua Dijun was God of Heaven and Earth, ruler of the world.\Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals. response:	Star Lord Si Ming.
context: Later on, the world was at peace and Dijun ceded his position\and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming. response:	Senior!
context: and that is how the current Heavenly Lord came to be in power.\In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior! response:	Senior, we still haven't found them.
context: In the mortal realm, he would be called Taishang Huang. (Emperor Emeritus)\Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior!\Senior, we still haven't found them. response:	Ninth and Seventeenth have been missing for eight days now.
context: Dijun is the Celestial Tribe's Taishang Huang.\Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now. response:	Where have they gone?
context: Thank you and farewell.\I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone? response:	Seventeenth has caused trouble again and has dragged Ninth with him this time.
context: I follow Dong Hua Dijun\as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time. response:	Aren't you afraid something bad has happened?
context: as Star Lord Si Ming. I control the fates of mortals.\Star Lord Si Ming.\Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened? response:	Seventeenth has such a way with words.
context: Star Lord Si Ming.\Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words. response:	How could something happen? No, no.
context: Senior!\Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no. response:	He... He must have kidnapped Ninth and gone out to drink.
context: Senior, we still haven't found them.\Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink. response:	They do go to the mortal realm often
context: Ninth and Seventeenth have been missing for eight days now.\Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often response:	to put up a stall and offer divination to pass the time.
context: Where have they gone?\Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time. response:	Perhaps they'll be back tomorrow.
context: Seventeenth has caused trouble again and has dragged Ninth with him this time.\Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow. response:	Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.
context: Aren't you afraid something bad has happened?\Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else. response:	Even if anything did happen, Seventeenth won't be at a disadvantage.
context: Seventeenth has such a way with words.\How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage. response:	I am not worried about that.
context: How could something happen? No, no.\He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that. response:	- Instead... - What is it?
context: He... He must have kidnapped Ninth and gone out to drink.\They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it? response:	Master said a heavenly trial for Seventeenth's godly ascension
context: They do go to the mortal realm often\to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension response:	would occur around this time.
context: to put up a stall and offer divination to pass the time.\Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time. response:	What? Heavenly trial?
context: Perhaps they'll be back tomorrow.\Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial? response:	He's only been developing skills for 20,000 years.
context: Aside from Yao Guang, Kunlun Mountain hasn't offended anyone else.\Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years. response:	He won't be able to deduce when and where the heavenly trial will descend upon him.
context: Even if anything did happen, Seventeenth won't be at a disadvantage.\I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him. response:	Supposing that it happens in the next few days...
context: I am not worried about that.\- Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days... response:	it will be an immense challenge.
context: - Instead... - What is it?\Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge. response:	Heavenly trial?
context: Master said a heavenly trial for Seventeenth's godly ascension\would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial? response:	Heavenly trial for ascension?
context: would occur around this time.\What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension? response:	If Seventeenth is subjected to the heavenly trial now
context: What? Heavenly trial?\He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now response:	then even with help from Ninth, it would still be dangerous.
context: He's only been developing skills for 20,000 years.\He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous. response:	We can't wait any longer.
context: He won't be able to deduce when and where the heavenly trial will descend upon him.\Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer. response:	Twelfth, stay at Kunlun Mountain and notify Master when he comes back.
context: Supposing that it happens in the next few days...\it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back. response:	The others and I will continue to search.
context: it will be an immense challenge.\Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search. response:	Perhaps we will find them.
context: Heavenly trial?\Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them. response:	Yes.
context: Heavenly trial for ascension?\If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them.\Yes. response:	Senior.
context: If Seventeenth is subjected to the heavenly trial now\then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them.\Yes.\Senior. response:	Bring me along.
context: then even with help from Ninth, it would still be dangerous.\We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them.\Yes.\Senior.\Bring me along. response:	Now you are worried?
context: We can't wait any longer.\Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them.\Yes.\Senior.\Bring me along.\Now you are worried? response:	Senior, don't make me look bad. Let's hurry.
context: Twelfth, stay at Kunlun Mountain and notify Master when he comes back.\The others and I will continue to search.\Perhaps we will find them.\Yes.\Senior.\Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry. response:	A heavenly trial is a serious matter.
context: The others and I will continue to search.\Perhaps we will find them.\Yes.\Senior.\Bring me along.\Now you are worried?\Senior, don't make me look bad. Let's hurry.\A heavenly trial is a serious matter. response:	Young immortal, the palace is not heavily guarded tonight. Leave quickly.
