context: Kuu-chan, are you okay? response:	Why is it so hot every day?
context: What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh?\That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings. response:	Um... Sensei, what are you doing here?
context: But I left my cell phone back there.\Huh?\That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here? response:	I'm filming a drama near here.
context: Huh?\That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here. response:	I'm waiting for my next scene now, so I took a walk.
context: That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk. response:	Are you appearing in the drama, too?
context: Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too? response:	N-No!
context: But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No! response:	Oh... I thought you had entered show business.
context: Wait... Kuroyanagi-sensei?!\Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business. response:	I always thought it was a terrible shame for someone
context: Oh. Greetings.\Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone response:	as sweet and beautiful as you not to strive for a job in show business.
context: Um... Sensei, what are you doing here?\I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business. response:	Oh, I know. Since fate somehow brought us together here,
context: I'm filming a drama near here.\I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here, response:	why don't you take this opportunity to enter show business?
context: I'm waiting for my next scene now, so I took a walk.\Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business? response:	No, thank you!
context: Are you appearing in the drama, too?\N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you! response:	I see.
context: N-No!\Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you!\I see. response:	Too bad. By the way,
context: Oh... I thought you had entered show business.\I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you!\I see.\Too bad. By the way, response:	are the girls you're usually with not here today?
context: I always thought it was a terrible shame for someone\as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you!\I see.\Too bad. By the way,\are the girls you're usually with not here today? response:	Oh... Actually, they are here, but I've lost sight of them.
context: as sweet and beautiful as you not to strive for a job in show business.\Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you!\I see.\Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them. response:	Could it be that you're...
context: Oh, I know. Since fate somehow brought us together here,\why don't you take this opportunity to enter show business?\No, thank you!\I see.\Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're... response:	lost?
context: why don't you take this opportunity to enter show business?\No, thank you!\I see.\Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost? response:	N-No, I'm not!
context: No, thank you!\I see.\Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost?\N-No, I'm not! response:	Then...
context: I see.\Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost?\N-No, I'm not!\Then... response:	We don't need to contact Chiaki-san, I take it?
context: Too bad. By the way,\are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost?\N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it? response:	I'd rather we did!
context: are the girls you're usually with not here today?\Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost?\N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did! response:	Mayu-chan sure is taking a while.
context: Oh... Actually, they are here, but I've lost sight of them.\Could it be that you're...\lost?\N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while. response:	Yeah...
context: Could it be that you're...\lost?\N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while.\Yeah... response:	Maybe she got lost.
context: lost?\N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost. response:	I'll try calling her.
context: N-No, I'm not!\Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost.\I'll try calling her. response:	The line's busy.
context: Then...\We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost.\I'll try calling her.\The line's busy. response:	What?
context: We don't need to contact Chiaki-san, I take it?\I'd rather we did!\Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost.\I'll try calling her.\The line's busy.\What? response:	For the time being, which direction did you come from?
context: I'd rather we did!\Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost.\I'll try calling her.\The line's busy.\What?\For the time being, which direction did you come from? response:	Um... I think it was that way...
context: Mayu-chan sure is taking a while.\Yeah...\Maybe she got lost.\I'll try calling her.\The line's busy.\What?\For the time being, which direction did you come from?\Um... I think it was that way... response:	Then let's go.
context: Yeah...\Maybe she got lost.\I'll try calling her.\The line's busy.\What?\For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go. response:	O-Okay...
context: Maybe she got lost.\I'll try calling her.\The line's busy.\What?\For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go.\O-Okay... response:	It's no use.
context: I'll try calling her.\The line's busy.\What?\For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go.\O-Okay...\It's no use. response:	Mayu-chan isn't answering.
context: The line's busy.\What?\For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go.\O-Okay...\It's no use.\Mayu-chan isn't answering. response:	Should we have them make a lost child announcement?
context: What?\For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go.\O-Okay...\It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement? response:	That might embarrass Mayu-senpai so much that she wouldn't come back.
context: For the time being, which direction did you come from?\Um... I think it was that way...\Then let's go.\O-Okay...\It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back. response:	That's true...
context: Um... I think it was that way...\Then let's go.\O-Okay...\It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true... response:	Oh...
context: Then let's go.\O-Okay...\It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh... response:	Mayu-chan left her phone here.
context: O-Okay...\It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh...\Mayu-chan left her phone here. response:	Wh-What do we do?! We have no way to contact her!
context: It's no use.\Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her! response:	She really is lost...
context: Mayu-chan isn't answering.\Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost... response:	I'll go look for her!
context: Should we have them make a lost child announcement?\That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her! response:	Hina-chan?
context: That might embarrass Mayu-senpai so much that she wouldn't come back.\That's true...\Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her!\Hina-chan? response:	Hina-chan left her phone...
context: That's true...\Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her!\Hina-chan?\Hina-chan left her phone... response:	I think we're about to have a second lost child on our hands.
context: Oh...\Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her!\Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands. response:	Yeah...
context: Mayu-chan left her phone here.\Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her!\Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah... response:	Mayu-chan!
context: Wh-What do we do?! We have no way to contact her!\She really is lost...\I'll go look for her!\Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan! response:	Where are you?
context: She really is lost...\I'll go look for her!\Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan!\Where are you? response:	Mayu-chan!
context: I'll go look for her!\Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan!\Where are you?\Mayu-chan! response:	I've looked so much, and still can't find her...
context: Hina-chan?\Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan!\Where are you?\Mayu-chan!\I've looked so much, and still can't find her... response:	Where in the world did she go?
context: Hina-chan left her phone...\I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan!\Where are you?\Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go? response:	What? Me? Oh, I couldn't!
context: I think we're about to have a second lost child on our hands.\Yeah...\Mayu-chan!\Where are you?\Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't! response:	Maybe she got scouted by someone in show business who happened to be here,
context: Yeah...\Mayu-chan!\Where are you?\Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here, response:	and they took her to the scene of a drama filming?!
context: Mayu-chan!\Where are you?\Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?! response:	As cute as she is, I can believe it...
context: Where are you?\Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it... response:	Excuse me!
context: Mayu-chan!\I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me! response:	Could you take a picture of us?
context: I've looked so much, and still can't find her...\Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us? response:	U-Um...
context: Where in the world did she go?\What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us?\U-Um... response:	A-Ah... I...
context: What? Me? Oh, I couldn't!\Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us?\U-Um...\A-Ah... I... response:	They're all coming to her!
context: Maybe she got scouted by someone in show business who happened to be here,\and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us?\U-Um...\A-Ah... I...\They're all coming to her! response:	Wow!
context: and they took her to the scene of a drama filming?!\As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us?\U-Um...\A-Ah... I...\They're all coming to her!\Wow! response:	Oh?
context: As cute as she is, I can believe it...\Excuse me!\Could you take a picture of us?\U-Um...\A-Ah... I...\They're all coming to her!\Wow!\Oh? response:	Did they find fish?
context: Excuse me!\Could you take a picture of us?\U-Um...\A-Ah... I...\They're all coming to her!\Wow!\Oh?\Did they find fish? response:	But this is the shore...
context: Could you take a picture of us?\U-Um...\A-Ah... I...\They're all coming to her!\Wow!\Oh?\Did they find fish?\But this is the shore... response:	Hina-chan!
context: U-Um...\A-Ah... I...\They're all coming to her!\Wow!\Oh?\Did they find fish?\But this is the shore...\Hina-chan! response:	Sensei, look! It's Hina-chan!
context: A-Ah... I...\They're all coming to her!\Wow!\Oh?\Did they find fish?\But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan! response:	Now I can get back to the others!
context: They're all coming to her!\Wow!\Oh?\Did they find fish?\But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others! response:	That's wonderful.
context: Wow!\Oh?\Did they find fish?\But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful. response:	Yeah!
context: Oh?\Did they find fish?\But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful.\Yeah! response:	Hina-chan!
context: Did they find fish?\But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful.\Yeah!\Hina-chan! response:	Mayu-chan!
context: But this is the shore...\Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful.\Yeah!\Hina-chan!\Mayu-chan! response:	I'm so glad to see you!
context: Hina-chan!\Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful.\Yeah!\Hina-chan!\Mayu-chan!\I'm so glad to see you! response:	I was so scared all by myself!
context: Sensei, look! It's Hina-chan!\Now I can get back to the others!\That's wonderful.\Yeah!\Hina-chan!\Mayu-chan!\I'm so glad to see you!\I was so scared all by myself! response:	H-Huh?
context: Now I can get back to the others!\That's wonderful.\Yeah!\Hina-chan!\Mayu-chan!\I'm so glad to see you!\I was so scared all by myself!\H-Huh? response:	I can't tell which of them was actually lost.
context: That's wonderful.\Yeah!\Hina-chan!\Mayu-chan!\I'm so glad to see you!\I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost. response:	Mayu-chan and Hina-chan still aren't back.
context: Yeah!\Hina-chan!\Mayu-chan!\I'm so glad to see you!\I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back. response:	Yeah...
context: Hina-chan!\Mayu-chan!\I'm so glad to see you!\I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah... response:	Everyone!
context: Mayu-chan!\I'm so glad to see you!\I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone! response:	Hina-chan!
context: I'm so glad to see you!\I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone!\Hina-chan! response:	Mayu-senpai's with her, too!
context: I was so scared all by myself!\H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone!\Hina-chan!\Mayu-senpai's with her, too! response:	I see...
context: H-Huh?\I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone!\Hina-chan!\Mayu-senpai's with her, too!\I see... response:	You ran into Mayu-chan while taking a walk.
context: I can't tell which of them was actually lost.\Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone!\Hina-chan!\Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk. response:	Yes.
context: Mayu-chan and Hina-chan still aren't back.\Yeah...\Everyone!\Hina-chan!\Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk.\Yes. response:	I'm so glad!
context: Yeah...\Everyone!\Hina-chan!\Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad! response:	I was worried, since you left your cell phones here!
context: Everyone!\Hina-chan!\Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad!\I was worried, since you left your cell phones here! response:	I'm surprised you made it back without losing your way.
context: Hina-chan!\Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way. response:	Yeah!
context: Mayu-senpai's with her, too!\I see...\You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah! response:	The crabs showed me the way.
context: I see...\You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way. response:	I like mountain animals, too, but marine animals are really cute!
context: You ran into Mayu-chan while taking a walk.\Yes.\I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute! response:	Oh, right! Some people talked to me and I turned into a scarecrow,
context: Yes.\I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow, response:	but then Mayu-chan happened to walk by and saved me!
context: I'm so glad!\I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me! response:	Huh? Mayu-senpai, you weren't lost?
context: I was worried, since you left your cell phones here!\I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost? response:	Huh?
context: I'm surprised you made it back without losing your way.\Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh? response:	It's so cool that you helped Hina-chan when she was in trouble!
context: Yeah!\The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble! response:	U-Uh...
context: The crabs showed me the way.\I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh... response:	You're like an older sister we can all count on!
context: I like mountain animals, too, but marine animals are really cute!\Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on! response:	An older sister?
context: Oh, right! Some people talked to me and I turned into a scarecrow,\but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on!\An older sister? response:	Th-That's not true at all.
context: but then Mayu-chan happened to walk by and saved me!\Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on!\An older sister?\Th-That's not true at all. response:	No, no, it is!
context: Huh? Mayu-senpai, you weren't lost?\Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on!\An older sister?\Th-That's not true at all.\No, no, it is! response:	You think so?
context: Huh?\It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on!\An older sister?\Th-That's not true at all.\No, no, it is!\You think so? response:	Of course!
context: It's so cool that you helped Hina-chan when she was in trouble!\U-Uh...\You're like an older sister we can all count on!\An older sister?\Th-That's not true at all.\No, no, it is!\You think so?\Of course! response:	We won't tell anyone that she really was lost.
context: U-Uh...\You're like an older sister we can all count on!\An older sister?\Th-That's not true at all.\No, no, it is!\You think so?\Of course!\We won't tell anyone that she really was lost. response:	Thanks, Ruri-chan!
context: You're like an older sister we can all count on!\An older sister?\Th-That's not true at all.\No, no, it is!\You think so?\Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan! response:	Thank you so much!
context: An older sister?\Th-That's not true at all.\No, no, it is!\You think so?\Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much! response:	The horizon looks so pretty.
context: Th-That's not true at all.\No, no, it is!\You think so?\Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty. response:	And the sea breeze feels nice.
context: No, no, it is!\You think so?\Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice. response:	It was so fun playing with everyone, too.
context: You think so?\Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too. response:	Hina-chan, how was your first visit to the ocean?
context: Of course!\We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean? response:	It was so much fun!
context: We won't tell anyone that she really was lost.\Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun! response:	I wish I could live here forever!
context: Thanks, Ruri-chan!\Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever! response:	Huh?
context: Thank you so much!\The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever!\Huh? response:	Are you animals from the mountains?
context: The horizon looks so pretty.\And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever!\Huh?\Are you animals from the mountains? response:	I-It was just a joke!
context: And the sea breeze feels nice.\It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever!\Huh?\Are you animals from the mountains?\I-It was just a joke! response:	It's okay. I love all of you, too.
context: It was so fun playing with everyone, too.\Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever!\Huh?\Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too. response:	-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations
context: Hina-chan, how was your first visit to the ocean?\It was so much fun!\I wish I could live here forever!\Huh?\Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations response:	-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want?
context: It was so much fun!\I wish I could live here forever!\Huh?\Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations\-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want? response:	Wh-Where did they come from?
context: I wish I could live here forever!\Huh?\Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations\-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want?\Wh-Where did they come from? response:	Hey! Let's all take a picture together!
context: Huh?\Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations\-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want?\Wh-Where did they come from?\Hey! Let's all take a picture together! response:	O-Okay!
context: Are you animals from the mountains?\I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations\-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want?\Wh-Where did they come from?\Hey! Let's all take a picture together!\O-Okay! response:	Aki-chan, hurry!
context: I-It was just a joke!\It's okay. I love all of you, too.\-New students welcoming party -Welcoming party at the karaoke place near school -Dinner near the karaoke place -Planning to finish at 19:30 -Get RSVPs and make reservations\-Confirm what time everyone plans to go home -Think about the event -Come up with next year's club budget -This month's club report -Ideas on what we want to show the first-years (by 4/15) -Party: 12 with student discount = 1080 yen per person -Dinner: Do we go with a 2 hour all-you-can-eat? Or eat something we all want?\Wh-Where did they come from?\Hey! Let's all take a picture together!\O-Okay!\Aki-chan, hurry! response:	Yua-chan?
